agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,geometry
19,2,6,0,a,AM,553.4061,0,3.8727233783659627,2.150447482908639,1444;1011;1009;1798;1799;1421;372;373;1807;1147;1666,3861;1202;2790;2792;3847;3849;379;2831;2833;2369,"LINESTRING (-96.7031061 43.6099664, -96.712071 43.519667, -96.714529 43.521614, -96.7831401 43.5919132, -96.7824493 43.5936873, -96.7555624 43.5552434, -96.739603 43.493841, -96.8193694 43.4995488, -96.6727737 43.5593099, -96.7562398 43.5575027, -96.704412 43.57546)"
20,2,7,0,a,AM,488.2788,0,0.11545515641855039,0.05738968303293972,1209;1206;1200,1505;1503,"LINESTRING (-96.7073848 43.6126605, -96.7549929 43.5611481, -96.663558 43.556145)"
21,2,10,0,a,AM,140.7603,0,7.192252385023997,4.909763828464887,1356;594;595;86;87;88;1428;1429;464;465;466;675;256;673;2190;306;165;164;1411,1938;653;654;81;82;1931;1933;1935;524;526;761;1874;758;759;309;287;124;1881,"LINESTRING (-96.72525 43.616397, -96.8183186 43.4971709, -96.794372 43.4972777, -96.7414662 43.4896577, -96.7414592 43.4901615, -96.7416515 43.4910599, -96.663301 43.534397, -96.6641 43.53427, -96.7214818 43.4951726, -96.717183 43.49308, -96.7673074 43.4788077, -96.7220501 43.4920886, -96.7013018 43.4999072, -96.6623657 43.4894641, -96.795095 43.525997, -96.8166092 43.504733, -96.7111474 43.4964019, -96.7111401 43.4972369, -96.725317 43.544687)"
22,2,11,0,a,AM,206.2597,0,0.6341043511148661,0.38914853946550654,1448;368;2198,3876;3573,"LINESTRING (-96.7110407 43.6096114, -96.8007419 43.4940436, -96.754841 43.547242)"
23,2,12,0,a,AM,945.5397,0,0.018754533058908108,0.011640770665009324,1447;1371,1993,"LINESTRING (-96.710858 43.6096011, -96.802355 43.549947)"
24,2,13,0,a,AM,434.7798,0,0.2290934724582438,0.1387197016780609,1448;368,3876,"LINESTRING (-96.7110407 43.6096114, -96.8007419 43.4940436)"
25,2,14,0,a,AM,160.5230,0,0.17061819495618283,0.15552517091361096,1855;1856,2927,"LINESTRING (-96.7073682 43.6028692, -96.756154 43.524865)"
26,2,15,0,a,AM,225.8725,0,0.4829819076551061,0.2766314481044127,1445;1450;1658,2006;2599,"LINESTRING (-96.7045905 43.6099834, -96.7179269 43.5345852, -96.7252703 43.526401)"
27,2,16,0,a,AM,187.8604,0,5.506566098399503,3.653051584835301,1447;1371;1370;513;514;42;2;3;1072;1073;1076;1067;1068;26;25;24;23;511;1456;5;32;2179,1993;1776;1775;574;575;47;1;1305;1306;1310;1311;1298;1299;25;23;21;571;2620;2015;60;33,"LINESTRING (-96.710858 43.6096011, -96.802355 43.549947, -96.801311 43.550047, -96.7966338 43.499685, -96.7955071 43.499683, -96.81435 43.498913, -96.7347726 43.4989109, -96.7337656 43.4982298, -96.745394 43.5444017, -96.7736474 43.5040109, -96.692901 43.505759, -96.663136 43.562332, -96.663466 43.562945, -96.7595701 43.4903453, -96.7614918 43.4920531, -96.7606323 43.4927199, -96.814538 43.491544, -96.8014603 43.4996917, -96.717637 43.526665, -96.7303978 43.497046, -96.6993307 43.4943426, -96.717051 43.54994)"
28,2,17,0,a,AM,155.2125,0,0.5717831172780501,0.3553635798632691,1446;1454,2010,"LINESTRING (-96.7096315 43.6095879, -96.7179443 43.5404706)"
29,2,18,0,a,AM,1491.7973,0,0.15539838619540522,0.09228713486637664,862;863,985,"LINESTRING (-96.713614 43.606578, -96.675919 43.546632)"
30,2,19,0,a,AM,224.9291,0,0.3026941246165665,0.18738346799254196,1445;1450,2006,"LINESTRING (-96.7045905 43.6099834, -96.7179269 43.5345852)"
31,2,20,0,a,AM,582.4933,0,0.5039045435406875,0.2502983219390926,1444;1011,3861,"LINESTRING (-96.7031061 43.6099664, -96.712071 43.519667)"
32,2,21,0,a,AM,188.6071,0,0.47283562052504063,0.2938657551274083,1444;1443,1982,"LINESTRING (-96.7031061 43.6099664, -96.723699 43.5076999)"
33,2,22,0,a,AM,99.9371,0,0.5071250296990656,0.25214418893722806,1444;1750,3864,"LINESTRING (-96.7031061 43.6099664, -96.7251293 43.5130341)"
34,2,23,0,a,AM,269.6081,0,1.0915375765415682,0.672958359229335,1448;368;2198;446;1261,3876;3573;497;3557,"LINESTRING (-96.7110407 43.6096114, -96.8007419 43.4940436, -96.754841 43.547242, -96.7624084 43.4797873, -96.743619 43.51708)"
35,2,24,0,a,AM,384.1720,0,0.9129724705749163,0.5619950279676817,1448;368;2198;446,3876;3573;497,"LINESTRING (-96.7110407 43.6096114, -96.8007419 43.4940436, -96.754841 43.547242, -96.7624084 43.4797873)"
36,3,1,0,a,AM,766.0920,0,0.006893803243447304,0.003971410814170292,1755;1756,2567,"LINESTRING (-96.785368 43.592765, -96.786728 43.5946704)"
37,3,2,0,a,AM,607.5581,0,0.20408425675195627,0.09857675574891236,1770;2204;834,2656;952,"LINESTRING (-96.764963 43.559304, -96.7542494 43.5289358, -96.719897 43.606571)"
38,3,4,0,a,AM,671.2038,0,0.013768700594904378,0.006830329397141082,1799;1421,3847,"LINESTRING (-96.7824493 43.5936873, -96.7555624 43.5552434)"
39,3,5,0,a,AM,532.1172,0,1.6400762863725893,0.9580857675574891,2005;1751;316;315;1762,3168;2549;306;2611,"LINESTRING (-96.7891401 43.5902751, -96.7232689 43.51328, -96.7683375 43.4911332, -96.7673928 43.4911379, -96.7358102 43.5590195)"
40,3,6,0,a,AM,458.1606,0,0.24510131573196187,0.15502796768178992,1113;1114;1115;1110;1116,1370;1371;2629;1372,"LINESTRING (-96.789372 43.579711, -96.6926482 43.5355035, -96.692699 43.533814, -96.805173 43.522549, -96.708489 43.5772733)"
41,3,7,0,a,AM,496.4953,0,0.46446568853166414,0.28146053449347425,1113;1114;1115;1110;1116;1978;1979;1125,1370;1371;2629;1372;3122;3119;3123,"LINESTRING (-96.789372 43.579711, -96.6926482 43.5355035, -96.692699 43.533814, -96.805173 43.522549, -96.708489 43.5772733, -96.667402 43.523163, -96.669647 43.522978, -96.6616954 43.5622565)"
42,3,8,0,a,AM,188.8865,0,3.263820416504534,2.019683032939714,1704;277;278;1579;1580;1581;2209;1605;1606,3929;254;2209;2211;2213;3407;3405;2242,"LINESTRING (-96.789313 43.576035, -96.7539319 43.4968757, -96.7560833 43.4948047, -96.805155 43.548486, -96.805153 43.549103, -96.8150567 43.537425, -96.8291663 43.508747, -96.7015905 43.530168, -96.70865 43.55985)"
43,3,9,0,a,AM,282.5952,0,9.465043714767168,5.820441267868241,1797;461;191;190;229;268;269;245;246;1055;469;539;540;541;386;385;242;241;1463;261;260;259;217;218;265;262;263;264;1436;2225;2224;2027,2772;518;150;194;2036;244;1855;213;1274;1851;1853;600;2776;602;396;597;210;2638;2640;236;234;232;178;1087;241;237;239;1947;2516;2387;3252,"LINESTRING (-96.783137 43.590464, -96.7435457 43.4745273, -96.762488 43.493248, -96.762961 43.493641, -96.7513038 43.486554, -96.7712006 43.4987617, -96.772706 43.498548, -96.7350871 43.4815884, -96.7348384 43.4809325, -96.699283 43.511099, -96.8005241 43.4991375, -96.7966419 43.4948791, -96.761352 43.4932131, -96.759195 43.49208, -96.7367087 43.4980414, -96.7372486 43.4976168, -96.7357507 43.4837485, -96.734366 43.4881253, -96.717842 43.51557, -96.709149 43.4961352, -96.7090705 43.4962757, -96.70108 43.4974138, -96.7687806 43.4856005, -96.7699579 43.4856079, -96.7707407 43.4988079, -96.8000047 43.492411, -96.7684247 43.4987825, -96.76972 43.498896, -96.7019938 43.5626761, -96.675975 43.532102, -96.675982 43.532875, -96.7328369 43.5538197)"
44,3,11,0,a,AM,407.7109,0,0.03063795053592146,0.0190366687383468,2134;1574,3695,"LINESTRING (-96.7706203 43.5918844, -96.7521112 43.538601)"
45,3,12,0,a,AM,2418.8764,0,0.02563222299229499,0.013225605966438783,1755;1728,2566,"LINESTRING (-96.785368 43.592765, -96.795402 43.523813)"
46,3,13,0,a,AM,1041.5732,0,0.04033508144624088,0.025040397762585456,1770;643,2655,"LINESTRING (-96.764963 43.559304, -96.7834676 43.4898481)"
47,3,14,0,a,AM,330.6254,0,0.014404718888534127,0.009011808576755749,1796;1723,2762,"LINESTRING (-96.783123 43.58962, -96.743685 43.523996)"
48,3,15,0,a,AM,400.8256,0,1.4259335951787258,0.8820758234928526,2007;1381;473;474;1021,3183;1804;540;1220,"LINESTRING (-96.7867483 43.5889936, -96.802156 43.539176, -96.801876 43.4932167, -96.7737832 43.4899052, -96.7275539 43.5339755)"
49,3,16,0,a,AM,259.7754,0,0.0705752880701414,0.043256681168427596,1755;1756;2170,2567;3902,"LINESTRING (-96.785368 43.592765, -96.786728 43.5946704, -96.708907 43.550314)"
50,3,17,0,a,AM,222.3571,0,2.2842401938735852,1.3587507768800497,2005;1751;316;315;314;313;1455;1454,3168;2549;306;304;302;2013;3865,"LINESTRING (-96.7891401 43.5902751, -96.7232689 43.51328, -96.7683375 43.4911332, -96.7673928 43.4911379, -96.7672085 43.4911553, -96.7085318 43.4920559, -96.717641 43.527566, -96.7179443 43.5404706)"
51,3,18,0,a,AM,1795.9467,0,0.02874459161042283,0.01738346799254195,1796;1723;898,2762;2764,"LINESTRING (-96.783123 43.58962, -96.743685 43.523996, -96.6635638 43.5154382)"
52,3,19,0,a,AM,341.7740,0,0.6703850770177021,0.41662523306401494,1770;2204;379;1457,2656;958;3135,"LINESTRING (-96.764963 43.559304, -96.7542494 43.5289358, -96.8051832 43.4961716, -96.717637 43.525755)"
53,3,20,0,a,AM,930.6151,0,0.27769740077361155,0.13768178993163455,1798;1009,2791,"LINESTRING (-96.7831401 43.5919132, -96.714529 43.521614)"
54,3,21,0,a,AM,344.2500,0,0.03912006371617713,0.024313238036047232,2006;1441,3174,"LINESTRING (-96.7877802 43.5899105, -96.7262123 43.5077007)"
55,3,22,0,a,AM,181.6476,0,0.04280679152027579,0.021274083281541328,2005;1751,3168,"LINESTRING (-96.7891401 43.5902751, -96.7232689 43.51328)"
56,3,23,0,a,AM,553.4019,0,0.4974879280484666,0.3707022995649472,1796;2197,2761,"LINESTRING (-96.783123 43.58962, -96.7548322 43.5151753)"
57,3,24,0,a,AM,779.7910,0,0.03482602729492629,0.021628340584213795,1797;461,2772,"LINESTRING (-96.783137 43.590464, -96.7435457 43.4745273)"
58,4,1,0,a,AM,226.3948,0,0.41340299588825546,0.2520633934120572,1764;1115;1110;1116;1978;1979;1125;2135,2627;2629;1372;3122;3119;3123;3701,"LINESTRING (-96.757494 43.559331, -96.692699 43.533814, -96.805173 43.522549, -96.708489 43.5772733, -96.667402 43.523163, -96.669647 43.522978, -96.6616954 43.5622565, -96.7706759 43.5945269)"
59,4,2,0,a,AM,233.7805,0,1.6755805937471173,1.0367557489123678,955;473;474;1368;1447,1109;540;2001;1991,"LINESTRING (-96.756244 43.556603, -96.801876 43.4932167, -96.7737832 43.4899052, -96.688008 43.557056, -96.710858 43.6096011)"
60,4,3,0,a,AM,543.6397,0,0.013749109391860206,0.006830329397141082,1421;1799,3848,"LINESTRING (-96.7555624 43.5552434, -96.7824493 43.5936873)"
61,4,5,0,a,AM,253.2535,0,0.19652986183693671,0.1071597265382225,1765;1885;1482;574;575;576;577;943,3208;2988;3513;633;634;635;3612,"LINESTRING (-96.758732 43.559321, -96.7473884 43.5166986, -96.75748 43.52848, -96.7720791 43.4972398, -96.8089011 43.4906663, -96.7053231 43.4953189, -96.707688 43.496051, -96.729853 43.556444)"
62,4,6,0,a,AM,191.6045,0,0.046566148771751754,0.028918582970789312,1147;1666,2369,"LINESTRING (-96.7562398 43.5575027, -96.704412 43.57546)"
63,4,7,0,a,AM,231.6006,0,0.03171750022454895,0.01576755748912368,1206;1200,1503,"LINESTRING (-96.7549929 43.5611481, -96.663558 43.556145)"
64,4,8,0,a,AM,88.9991,0,5.94146300388323,3.6015972653822246,1765;1885;1482;574;575;576;2102;1701;1475;2199;365;366;462;191;190;229;268;269;245;246;1055;469;539;540;541;386;387;1521,3208;2988;3513;633;634;3614;3615;2440;2048;529;370;3579;521;150;194;2036;244;1855;213;1274;1851;1853;600;2776;602;397;2127,"LINESTRING (-96.758732 43.559321, -96.7473884 43.5166986, -96.75748 43.52848, -96.7720791 43.4972398, -96.8089011 43.4906663, -96.7053231 43.4953189, -96.7531418 43.5366827, -96.658615 43.547571, -96.706675 43.505617, -96.754838 43.54592, -96.7044203 43.4943149, -96.704555 43.493537, -96.7435349 43.4752001, -96.762488 43.493248, -96.762961 43.493641, -96.7513038 43.486554, -96.7712006 43.4987617, -96.772706 43.498548, -96.7350871 43.4815884, -96.7348384 43.4809325, -96.699283 43.511099, -96.8005241 43.4991375, -96.7966419 43.4948791, -96.761352 43.4932131, -96.759195 43.49208, -96.7367087 43.4980414, -96.73419 43.495982, -96.7060702 43.555905)"
65,4,9,0,a,AM,133.1204,0,2.313529122507599,1.4518458669981356,954;1624;1681;2223;1616;1617;1614,2282;2392;2393;2291;2271;2272,"LINESTRING (-96.7412847 43.5564096, -96.678883 43.513058, -96.666508 43.521011, -96.676016 43.533624, -96.700281 43.502821, -96.696827 43.503533, -96.7391951 43.5485838)"
66,4,10,0,a,AM,110.8327,0,1.289115880814513,0.7984835301429459,954;1624;1681;2223;11;12;2070,2282;2392;2393;2395;8;3493,"LINESTRING (-96.7412847 43.5564096, -96.678883 43.513058, -96.666508 43.521011, -96.676016 43.533624, -96.7942449 43.4942544, -96.8105676 43.4959609, -96.7222902 43.5404447)"
67,4,11,0,a,AM,178.5540,0,0.042947752902112155,0.039148539465506525,1298;1293,3278,"LINESTRING (-96.7469175 43.5544617, -96.7454282 43.5485745)"
68,4,12,0,a,AM,827.1244,0,0.027694505346626513,0.01599129894344313,1764;1115;1110,2627;2629,"LINESTRING (-96.757494 43.559331, -96.692699 43.533814, -96.805173 43.522549)"
69,4,13,0,a,AM,380.9558,0,0.06759726444841438,0.03921068986948415,1146;1784,2707,"LINESTRING (-96.7562312 43.5548004, -96.788349 43.513401)"
70,4,14,0,a,AM,137.8799,0,0.0884822272227869,0.04791174642635178,1765;1885;1482,3208;2988,"LINESTRING (-96.758732 43.559321, -96.7473884 43.5166986, -96.75748 43.52848)"
71,4,15,0,a,AM,179.4300,0,1.3578766431761282,0.8392355500310751,955;473;474;1021,1109;540;1220,"LINESTRING (-96.756244 43.556603, -96.801876 43.4932167, -96.7737832 43.4899052, -96.7275539 43.5339755)"
72,4,16,0,a,AM,123.5770,0,0.34569651187969,0.2005282784338098,961;2179,1295,"LINESTRING (-96.763712 43.556587, -96.717051 43.54994)"
73,4,17,0,a,AM,105.1521,0,1.5480071768211003,0.9620074580484774,1768;347;348;275;444;842;1449,3802;346;960;962;964;2004,"LINESTRING (-96.762478 43.559305, -96.728747 43.4963348, -96.732925 43.492202, -96.7697502 43.4996641, -96.7671487 43.4802657, -96.820208 43.5063518, -96.717928 43.5356286)"
74,4,18,0,a,AM,853.7121,0,0.011632107907058535,0.006737103791174643,1764;1115,2627,"LINESTRING (-96.757494 43.559331, -96.692699 43.533814)"
75,4,19,0,a,AM,158.7978,0,0.12962905282361584,0.11816034804226228,1300;1811;1304,2860;2861,"LINESTRING (-96.7453982 43.5614497, -96.810245 43.552596, -96.693373 43.5275967)"
76,4,20,0,a,AM,423.0876,0,0.04364082096763619,0.027122436295835925,993;2077,3415,"LINESTRING (-96.7466936 43.5584612, -96.683578 43.510665)"
77,4,21,0,a,AM,149.6926,0,0.05733815290643289,0.03559975139838409,1147;1666;684,2369;2371,"LINESTRING (-96.7562398 43.5575027, -96.704412 43.57546, -96.7275197 43.4960537)"
78,4,22,0,a,AM,79.3899,0,0.06795001279527448,0.04223119950279677,1769;1388,3922,"LINESTRING (-96.763732 43.559302, -96.72375 43.520303)"
79,4,23,0,a,AM,228.2267,0,0.04737485907875834,0.027476693598508392,1765;1885,3208,"LINESTRING (-96.758732 43.559321, -96.7473884 43.5166986)"
80,4,24,0,a,AM,321.1941,0,0.029383648697986806,0.014599129894344313,1421;372,3849,"LINESTRING (-96.7555624 43.5552434, -96.739603 43.493841)"
81,5,2,0,a,AM,216.8492,0,0.8056282162770706,0.4627656929770043,1761;1424;1450;1445,2602;2597;2005,"LINESTRING (-96.732869 43.5590354, -96.660952 43.51484, -96.7179269 43.5345852, -96.7045905 43.6099834)"
82,5,3,0,a,AM,402.6422,0,1.6367937335580751,0.9580857675574891,1762;315;316;1751;2005,2612;305;2550;3169,"LINESTRING (-96.7358102 43.5590195, -96.7673928 43.4911379, -96.7683375 43.4911332, -96.7232689 43.51328, -96.7891401 43.5902751)"
83,5,4,0,a,AM,236.5979,0,1.644675659905696,1.0221690490988191,1051;256;675;466;465;956,1878;1873;762;527;1887,"LINESTRING (-96.733833 43.562088, -96.7013018 43.4999072, -96.7220501 43.4920886, -96.7673074 43.4788077, -96.717183 43.49308, -96.757482 43.556603)"
84,5,6,0,a,AM,183.8185,0,1.78462127366993,0.9777377252952145,1047;1046;236;2186;454;1248;1250;916;917;918,1253;3355;205;1595;1596;1597;3605;1054;1055,"LINESTRING (-96.7343435 43.5577411, -96.734313 43.555116, -96.7588227 43.4840832, -96.680227 43.55062, -96.749884 43.4786233, -96.801426 43.548463, -96.802969 43.548868, -96.679235 43.535896, -96.676648 43.535882, -96.7078908 43.5782588)"
85,5,7,0,a,AM,234.4662,0,0.12882018133463513,0.08006215040397763,1762;1996;1362,3147;3149,"LINESTRING (-96.7358102 43.5590195, -96.8129886 43.5019059, -96.661526 43.566361)"
86,5,8,0,a,AM,90.4246,0,0.1765810475994223,0.10969546302050963,2032;1512,3369,"LINESTRING (-96.7325788 43.5615507, -96.7064145 43.563916)"
87,5,9,0,a,AM,120.8494,0,0.09666496362133421,0.047849596022374145,1047;1046,1253,"LINESTRING (-96.7343435 43.5577411, -96.734313 43.555116)"
88,5,10,0,a,AM,99.5774,0,2.2187080489273767,1.3789310130515848,1050;1409;663;2201;1411,1867;1869;742;3594,"LINESTRING (-96.734389 43.5615379, -96.697682 43.5448611, -96.7405408 43.4792383, -96.7548419 43.5421188, -96.725317 43.544687)"
89,5,11,0,a,AM,146.6756,0,0.24830429028006512,0.12317588564325668,943;576;2102;1701;1475;2199,3613;3614;3615;2440;2048,"LINESTRING (-96.729853 43.556444, -96.7053231 43.4953189, -96.7531418 43.5366827, -96.658615 43.547571, -96.706675 43.505617, -96.754838 43.54592)"
90,5,12,0,a,AM,621.8840,0,0.06004527227744762,0.037315102548166564,1759;2150,3800,"LINESTRING (-96.7312867 43.5590402, -96.797412 43.547493)"
91,5,13,0,a,AM,303.2944,0,0.03034341611275891,0.015481665630826601,943;576;2102;2103;575,3613;3614;3511;3625,"LINESTRING (-96.729853 43.556444, -96.7053231 43.4953189, -96.7531418 43.5366827, -96.753134 43.535794, -96.8089011 43.4906663)"
92,5,14,0,a,AM,113.7731,0,0.018407411744877734,0.008166563082660038,943;576;2102,3613;3614,"LINESTRING (-96.729853 43.556444, -96.7053231 43.4953189, -96.7531418 43.5366827)"
93,5,15,0,a,AM,157.7992,0,0.6842511265642581,0.36463020509633315,1761;1424;1450;1658,2602;2597;2599,"LINESTRING (-96.732869 43.5590354, -96.660952 43.51484, -96.7179269 43.5345852, -96.7252703 43.526401)"
94,5,16,0,a,AM,120.0181,0,0.6623564725035489,0.41159726538222496,2032;1512;1513;1514;175;2181,3369;2110;2111;2112;137,"LINESTRING (-96.7325788 43.5615507, -96.7064145 43.563916, -96.7064157 43.5648074, -96.706417 43.565739, -96.8085387 43.4960678, -96.7142095 43.5499446)"
95,5,17,0,a,AM,100.4308,0,1.3622892541088967,0.8463455562461156,1762;315;314;313;1455;1454,2612;304;302;2013;3865,"LINESTRING (-96.7358102 43.5590195, -96.7673928 43.4911379, -96.7672085 43.4911553, -96.7085318 43.4920559, -96.717641 43.527566, -96.7179443 43.5404706)"
96,5,18,0,a,AM,845.6478,0,0.047728926993443985,0.023449347420758236,943;576;2102;1701,3613;3614;3615,"LINESTRING (-96.729853 43.556444, -96.7053231 43.4953189, -96.7531418 43.5366827, -96.658615 43.547571)"
97,5,19,0,a,AM,147.6831,0,0.41304013932724226,0.25670602858918584,1762;1996;2015,3147;3205,"LINESTRING (-96.7358102 43.5590195, -96.8129886 43.5019059, -96.7063233 43.5248127)"
98,5,20,0,a,AM,385.6414,0,0.007847324895735433,0.004443753884400249,943;576,3613,"LINESTRING (-96.729853 43.556444, -96.7053231 43.4953189)"
99,5,21,0,a,AM,130.5879,0,0.9550454682921794,0.4998508390304537,1761;1424;1423;1442,2602;1918;1979,"LINESTRING (-96.732869 43.5590354, -96.660952 43.51484, -96.6743167 43.5160862, -96.724638 43.5077005)"
100,5,22,0,a,AM,69.3266,0,1.2430086923147252,0.8536668738346799,2032;1512;1513;1514;1526;1502;1492;1511;1869;1870;1489;855;1742;1743;1744;1871;1500,3369;2110;2111;2138;2139;2108;2109;2960;2952;2953;2954;2955;2956;2957;2958;2961,"LINESTRING (-96.7325788 43.5615507, -96.7064145 43.563916, -96.7064157 43.5648074, -96.706417 43.565739, -96.6900639 43.5551773, -96.742118 43.517483, -96.757378 43.5184975, -96.7064132 43.5630047, -96.698396 43.509738, -96.697114 43.509797, -96.757217 43.540297, -96.78354 43.537124, -96.753669 43.523944, -96.75493 43.523911, -96.698281 43.502734, -96.696677 43.51012, -96.739822 43.517071)"
101,5,23,0,a,AM,190.4375,0,0.9155463765838469,0.6514232442510876,2032;1512;1513;1514;1526;1502,3369;2110;2111;2138;2139,"LINESTRING (-96.7325788 43.5615507, -96.7064145 43.563916, -96.7064157 43.5648074, -96.706417 43.565739, -96.6900639 43.5551773, -96.742118 43.517483)"
102,5,24,0,a,AM,270.2186,0,0.142017941215291,0.0702983219390926,1047;1046;236,1253;3355,"LINESTRING (-96.7343435 43.5577411, -96.734313 43.555116, -96.7588227 43.4840832)"
103,6,1,0,a,AM,284.5348,0,0.27520857139768645,0.1634244872591672,1116;1978;1979;1125;2135,3122;3119;3123;3701,"LINESTRING (-96.708489 43.5772733, -96.667402 43.523163, -96.669647 43.522978, -96.6616954 43.5622565, -96.7706759 43.5945269)"
104,6,2,0,a,AM,444.1331,0,3.872729220697844,2.1505220633934123,1666;1147;1807;373;372;1421;1799;1798;1009;1011;1444,2370;2834;2832;380;3850;3848;2793;2791;1203;3862,"LINESTRING (-96.704412 43.57546, -96.7562398 43.5575027, -96.6727737 43.5593099, -96.8193694 43.4995488, -96.739603 43.493841, -96.7555624 43.5552434, -96.7824493 43.5936873, -96.7831401 43.5919132, -96.714529 43.521614, -96.712071 43.519667, -96.7031061 43.6099664)"
105,6,3,0,a,AM,455.4860,0,0.1671286423472162,0.10658794282162834,1116;1981;1113,3121;3704,"LINESTRING (-96.708489 43.5772733, -96.697496 43.508564, -96.789372 43.579711)"
106,6,4,0,a,AM,235.1833,0,0.04655091255668013,0.028918582970789312,1666;1147,2370,"LINESTRING (-96.704412 43.57546, -96.7562398 43.5575027)"
107,6,5,0,a,AM,241.5096,0,2.6352292656857212,1.4048228713486637,1667;1668;2191;2061;2059;214;213;212;2192;2193;251;1758,2375;2690;3346;3347;3735;175;173;352;353;2684;2573,"LINESTRING (-96.703307 43.5754649, -96.702597 43.575468, -96.792879 43.526004, -96.6808921 43.5192135, -96.7492247 43.549865, -96.7671637 43.4855904, -96.7424073 43.4881846, -96.7623953 43.4789113, -96.754962 43.525776, -96.754955 43.524859, -96.7352713 43.4764732, -96.7298779 43.5590468)"
