agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,geometry
108,6,7,0,a,AM,332.5656,0,0.2193643727997023,0.12643256681168427,1116;1978;1979;1125,3122;3119;3123,"LINESTRING (-96.708489 43.5772733, -96.667402 43.523163, -96.669647 43.522978, -96.6616954 43.5622565)"
109,6,11,0,a,AM,139.3992,0,0.021266211180978937,0.015363579863269111,1664;228;1295,2347;2453,"LINESTRING (-96.7079 43.575478, -96.7516909 43.4876343, -96.7454376 43.5511938)"
110,6,12,0,a,AM,611.5766,0,0.03138369691817543,0.019490366687383468,1666;684;1161,2371;2373,"LINESTRING (-96.704412 43.57546, -96.7275197 43.4960537, -96.798739 43.539528)"
111,6,13,0,a,AM,291.1908,0,0.07817402125531672,0.05694841516469857,1666;684;685,2371;770,"LINESTRING (-96.704412 43.57546, -96.7275197 43.4960537, -96.806261 43.493288)"
112,6,14,0,a,AM,108.9611,0,0.14926001235235165,0.09276569297700435,1663;2092,3463,"LINESTRING (-96.709377 43.575473, -96.752469 43.525771)"
113,6,15,0,a,AM,155.5409,0,1.7428638810165344,1.147650714729646,1664;228;227;226;1276,2347;193;191;3307,"LINESTRING (-96.7079 43.575478, -96.7516909 43.4876343, -96.7526795 43.4901602, -96.7540874 43.492559, -96.7287883 43.5264127)"
114,6,16,0,a,AM,130.2790,0,2.8987275404874593,1.7591858297078933,1663;1662;986;987;980;2185;231;2211;1756;2170,2344;3414;1162;1163;1151;199;1137;2570;3902,"LINESTRING (-96.709377 43.575473, -96.716274 43.526663, -96.796503 43.551063, -96.796508 43.551563, -96.763997 43.589867, -96.6945759 43.5502934, -96.7384541 43.4903616, -96.8271517 43.5087487, -96.786728 43.5946704, -96.708907 43.550314)"
115,6,17,0,a,AM,107.5583,0,7.094010092824368,3.9023119950279677,1666;1147;1807;373;372;1421;1799;1798;1009;1011;2158;1203;1422;298;299;428;2146;2145;1453,2370;2834;2832;380;3850;3848;2793;2791;1203;3858;3856;1974;2588;280;471;3826;3787;3791,"LINESTRING (-96.704412 43.57546, -96.7562398 43.5575027, -96.6727737 43.5593099, -96.8193694 43.4995488, -96.739603 43.493841, -96.7555624 43.5552434, -96.7824493 43.5936873, -96.7831401 43.5919132, -96.714529 43.521614, -96.712071 43.519667, -96.800929 43.531335, -96.7544871 43.5511608, -96.673133 43.517566, -96.8096951 43.4900584, -96.8138883 43.490043, -96.7505793 43.4828615, -96.715469 43.504311, -96.669869 43.527034, -96.7179536 43.5414376)"
116,6,18,0,a,AM,1025.0093,0,0.024555380733306573,0.01598508390304537,1116;1978,3122,"LINESTRING (-96.708489 43.5772733, -96.667402 43.523163)"
117,6,19,0,a,AM,155.6872,0,0.1448041399644579,0.08399627097576134,1663;1662,2344,"LINESTRING (-96.709377 43.575473, -96.716274 43.526663)"
118,6,20,0,a,AM,402.7881,0,0.08846405750143237,0.08063393412057178,1664;228;1292,2347;2348,"LINESTRING (-96.7079 43.575478, -96.7516909 43.4876343, -96.6875581 43.5058621)"
119,6,21,0,a,AM,130.0235,0,0.010772004134681136,0.006681168427594779,1666;684,2371,"LINESTRING (-96.704412 43.57546, -96.7275197 43.4960537)"
120,6,22,0,a,AM,68.8811,0,1.8849503986027976,1.1715040397762584,2056;35;2076,3336;3399,"LINESTRING (-96.7130478 43.5803233, -96.7587333 43.4976285, -96.7224437 43.522123)"
121,6,23,0,a,AM,183.9671,0,1.117319977312788,0.7916904909881916,1666;684;685;686;1140;1141;688;689;1142;1143;1194,2371;770;771;1407;1408;2712;774;2706;1409;2713,"LINESTRING (-96.704412 43.57546, -96.7275197 43.4960537, -96.806261 43.493288, -96.67798 43.520849, -96.8183243 43.539012, -96.804008 43.502001, -96.668529 43.510984, -96.668301 43.513267, -96.803761 43.500921, -96.7563629 43.5530467, -96.758071 43.5138)"
122,6,24,0,a,AM,263.0343,0,0.007428714332946869,0.006768178993163456,1664;228,2347,"LINESTRING (-96.7079 43.575478, -96.7516909 43.4876343)"
123,7,1,0,a,AM,230.2649,0,0.02795970405960376,0.01678060907395898,708;1091;1800,3219;2803,"LINESTRING (-96.7001511 43.564789, -96.7350189 43.5203377, -96.7820533 43.5947024)"
124,7,2,0,a,AM,351.4873,0,0.1345603242447658,0.08361093847110006,1368;1447,1991,"LINESTRING (-96.688008 43.557056, -96.710858 43.6096011)"
125,7,3,0,a,AM,442.7362,0,0.11285669711603347,0.07013673088875078,839;2204;1770,957;2657,"LINESTRING (-96.669983 43.560048, -96.7542494 43.5289358, -96.764963 43.559304)"
126,7,4,0,a,AM,254.9840,0,0.06877733485776179,0.04267868241143567,1361;955,1755,"LINESTRING (-96.66266 43.5669916, -96.756244 43.556603)"
127,7,5,0,a,AM,276.3109,0,0.12883097416787662,0.08006836544437539,1362;1996;1762,3150;3148,"LINESTRING (-96.661526 43.566361, -96.8129886 43.5019059, -96.7358102 43.5590195)"
128,7,6,0,a,AM,298.2977,0,0.24901851992458066,0.1238036047234307,1668;1667,2376,"LINESTRING (-96.702597 43.575468, -96.703307 43.5754649)"
129,7,8,0,a,AM,149.4001,0,0.03512147845616573,0.0217775015537601,1528;1541;1606,2247;2245,"LINESTRING (-96.687806 43.555776, -96.749976 43.5412245, -96.70865 43.55985)"
130,7,9,0,a,AM,154.4879,0,0.7806931328739917,0.48026724673710375,1436;2225;2224;2027,2516;2387;3252,"LINESTRING (-96.7019938 43.5626761, -96.675975 43.532102, -96.675982 43.532875, -96.7328369 43.5538197)"
131,7,11,0,a,AM,175.9388,0,0.01784327721703166,0.011050341827221878,1528;1541,2247,"LINESTRING (-96.687806 43.555776, -96.749976 43.5412245)"
132,7,12,0,a,AM,701.5488,0,0.02021287420724158,0.012560596643878185,1366;1384,1809,"LINESTRING (-96.6909314 43.5551869, -96.814578 43.540217)"
133,7,13,0,a,AM,385.9739,0,0.01203250805784949,0.00747669359850839,1827;1833,2894,"LINESTRING (-96.67692 43.561572, -96.80961 43.508371)"
134,7,14,0,a,AM,144.8761,0,0.08751612549657764,0.05438781852082039,839;2204,957,"LINESTRING (-96.669983 43.560048, -96.7542494 43.5289358)"
135,7,15,0,a,AM,222.2952,0,0.4059905820436345,0.25232442510876324,1366;1021,3402,"LINESTRING (-96.6909314 43.5551869, -96.7275539 43.5339755)"
136,7,16,0,a,AM,196.7800,0,3.6018385034909532,2.2261280298321937,1068;26;25;24;23;511;1456;5;32;2179,1299;25;23;21;571;2620;2015;60;33,"LINESTRING (-96.663466 43.562945, -96.7595701 43.4903453, -96.7614918 43.4920531, -96.7606323 43.4927199, -96.814538 43.491544, -96.8014603 43.4996917, -96.717637 43.526665, -96.7303978 43.497046, -96.6993307 43.4943426, -96.717051 43.54994)"
137,7,17,0,a,AM,164.2643,0,0.0814800068798558,0.050640149160969546,704;1236,1557,"LINESTRING (-96.699612 43.559325, -96.7138515 43.5412883)"
138,7,18,0,a,AM,1697.2898,0,0.03858068616448824,0.019409571162212556,1436;2225,2516,"LINESTRING (-96.7019938 43.5626761, -96.675975 43.532102)"
139,7,19,0,a,AM,240.8526,0,0.20202039913475484,0.12555624611559973,1361;1382;891,1805;1806,"LINESTRING (-96.66266 43.5669916, -96.669889 43.530002, -96.7068297 43.5230082)"
140,7,20,0,a,AM,627.8678,0,0.03982363324102381,0.024748290863890614,706;457,790,"LINESTRING (-96.699631 43.557059, -96.7084698 43.4952222)"
141,7,21,0,a,AM,192.5685,0,0.022176319060770555,0.013760099440646364,1068;26;27,1299;26,"LINESTRING (-96.663466 43.562945, -96.7595701 43.4903453, -96.725704 43.496092)"
142,7,22,0,a,AM,101.3457,0,0.013580706476439622,0.00844002486016159,708;1091,3219,"LINESTRING (-96.7001511 43.564789, -96.7350189 43.5203377)"
143,7,23,0,a,AM,255.2024,0,0.012158835340555438,0.009067743940335613,1526;1502,2139,"LINESTRING (-96.6900639 43.5551773, -96.742118 43.517483)"
144,7,24,0,a,AM,375.0064,0,0.014081586732654758,0.008732131758856433,1068;26,1299,"LINESTRING (-96.663466 43.562945, -96.7595701 43.4903453)"
145,8,2,0,a,AM,100.1733,0,5.488563705986254,3.3360285891858297,1521;387;386;541;540;539;469;1055;246;245;269;268;229;230;361;642;643;1770;2204;834,2128;398;603;2777;601;1854;1852;1275;214;1856;245;2035;196;441;2075;708;2654;2656;952,"LINESTRING (-96.7060702 43.555905, -96.73419 43.495982, -96.7367087 43.4980414, -96.759195 43.49208, -96.761352 43.4932131, -96.7966419 43.4948791, -96.8005241 43.4991375, -96.699283 43.511099, -96.7348384 43.4809325, -96.7350871 43.4815884, -96.772706 43.498548, -96.7712006 43.4987617, -96.7513038 43.486554, -96.7397986 43.4901973, -96.795488 43.4956694, -96.8089068 43.4916195, -96.7834676 43.4898481, -96.764963 43.559304, -96.7542494 43.5289358, -96.719897 43.606571)"
146,8,3,0,a,AM,149.5039,0,3.2655157288024363,2.0201180857675576,1606;1605;2209;1581;1580;1579;278;277;1704,2243;3406;3408;2214;2212;2210;255;3928,"LINESTRING (-96.70865 43.55985, -96.7015905 43.530168, -96.8291663 43.508747, -96.8150567 43.537425, -96.805153 43.549103, -96.805155 43.548486, -96.7560833 43.4948047, -96.7539319 43.4968757, -96.789313 43.576035)"
147,8,5,0,a,AM,94.5858,0,0.17648013269058527,0.1096830329397141,1512;2032,3368,"LINESTRING (-96.7064145 43.563916, -96.7325788 43.5615507)"
148,8,7,0,a,AM,132.6088,0,0.03504123825979259,0.0217775015537601,1606;1541;1528,2244;2246,"LINESTRING (-96.70865 43.55985, -96.749976 43.5412245, -96.687806 43.555776)"
149,8,9,0,a,AM,51.6718,0,6.996920121603079,4.333697949036668,1521;387;386;385;242;241;1463;261;260;259;217;218;265;262;263;264;1436;2225;2224;2027,2128;398;396;597;210;2638;2640;236;234;232;178;1087;241;237;239;1947;2516;2387;3252,"LINESTRING (-96.7060702 43.555905, -96.73419 43.495982, -96.7367087 43.4980414, -96.7372486 43.4976168, -96.7357507 43.4837485, -96.734366 43.4881253, -96.717842 43.51557, -96.709149 43.4961352, -96.7090705 43.4962757, -96.70108 43.4974138, -96.7687806 43.4856005, -96.7699579 43.4856079, -96.7707407 43.4988079, -96.8000047 43.492411, -96.7684247 43.4987825, -96.76972 43.498896, -96.7019938 43.5626761, -96.675975 43.532102, -96.675982 43.532875, -96.7328369 43.5538197)"
150,8,11,0,a,AM,59.0788,0,0.017260218906008193,0.010727159726538224,1606;1541,2244,"LINESTRING (-96.70865 43.55985, -96.749976 43.5412245)"
151,8,12,0,a,AM,237.8293,0,0.045792666955489225,0.02643878185208204,1511;1869;1870;1505,2960;2952;2962,"LINESTRING (-96.7064132 43.5630047, -96.698396 43.509738, -96.697114 43.509797, -96.781692 43.517039)"
152,8,13,0,a,AM,125.4287,0,0.01832062458928088,0.011385954008701057,1514;175,2112,"LINESTRING (-96.706417 43.565739, -96.8085387 43.4960678)"
153,8,14,0,a,AM,47.5300,0,0.015300000045844116,0.009509011808576755,1523;1495,2134,"LINESTRING (-96.7060721 43.5578519, -96.7593694 43.5366706)"
154,8,16,0,a,AM,60.8313,0,0.15986002056305137,0.0993536357986327,2082;2180,3491,"LINESTRING (-96.707629 43.564811, -96.715654 43.54994)"
155,8,18,0,a,AM,460.7497,0,0.1498921942355406,0.13662523306401492,2082;2081,3434,"LINESTRING (-96.707629 43.564811, -96.693715 43.530462)"
156,8,19,0,a,AM,72.1279,0,1.1563767959595692,0.7180484773151025,1606;1605,2243,"LINESTRING (-96.70865 43.55985, -96.7015905 43.530168)"
157,8,20,0,a,AM,186.0784,0,0.013028580599240901,0.007557489123679304,2084;205,3451,"LINESTRING (-96.7039021 43.5648001, -96.7113218 43.4894617)"
158,8,21,0,a,AM,59.4737,0,0.43386050795129766,0.26964574269732755,1521;387,2128,"LINESTRING (-96.7060702 43.555905, -96.73419 43.495982)"
159,8,22,0,a,AM,31.4735,0,0.14128104303907088,0.08653200745804848,1511;1869;1870;1489;855;1742;1743;1744;1871;1500,2960;2952;2953;2954;2955;2956;2957;2958;2961,"LINESTRING (-96.7064132 43.5630047, -96.698396 43.509738, -96.697114 43.509797, -96.757217 43.540297, -96.78354 43.537124, -96.753669 43.523944, -96.75493 43.523911, -96.698281 43.502734, -96.696677 43.51012, -96.739822 43.517071)"
160,8,23,0,a,AM,81.8658,0,0.24431269729340074,0.14981976382846487,1511;1869;1870;1505;1506;1503,2960;2952;2962;2096;2102,"LINESTRING (-96.7064132 43.5630047, -96.698396 43.509738, -96.697114 43.509797, -96.781692 43.517039, -96.786309 43.517038, -96.744901 43.517594)"
161,8,24,0,a,AM,118.3275,0,0.44645439359261074,0.2589745183343692,2085;2086;196,3442;3443,"LINESTRING (-96.7026913 43.5647965, -96.7013901 43.5647927, -96.7645815 43.4771742)"
162,9,2,0,a,AM,100.8215,0,2.9718581157126307,1.867905531385954,1046;236;2186;454;1248;1250;1255;1258;695;1249;1251;503;78;79;929;936;862,3355;205;1595;1596;1597;3501;3502;3503;1594;1598;1613;1558;77;1067;1072;1544,"LINESTRING (-96.734313 43.555116, -96.7588227 43.4840832, -96.680227 43.55062, -96.749884 43.4786233, -96.801426 43.548463, -96.802969 43.548868, -96.805116 43.550771, -96.74373 43.540223, -96.72123 43.51578, -96.802262 43.548485, -96.803438 43.549187, -96.812035 43.490818, -96.7424308 43.4874012, -96.7404981 43.4855773, -96.6904652 43.5102032, -96.813248 43.523519, -96.713614 43.606578)"
163,9,3,0,a,AM,207.3637,0,0.6475170593421773,0.37536357986326907,2183;1099;1086;1111;1112,1346;1347;3543;1369,"LINESTRING (-96.725927 43.549931, -96.758846 43.523939, -96.757377 43.520109, -96.8053131 43.5234088, -96.7879217 43.5793915)"
164,9,4,0,a,AM,120.6024,0,2.470686982246297,1.7006960845245491,1045;1268;1269;1265;1270;1271;128;1705;2110;1280;1278;607;72;73;1309;497;1297,1648;1623;1624;1625;1626;2447;2448;3540;3541;1658;1655;1649;74;1684;1685;1686,"LINESTRING (-96.734313 43.553825, -96.7387429 43.5256997, -96.7399552 43.5260245, -96.7440337 43.5472609, -96.741243 43.525972, -96.7287896 43.5257878, -96.698292 43.494339, -96.681981 43.513406, -96.667748 43.547541, -96.807968 43.524174, -96.759471 43.526199, -96.7954979 43.4948744, -96.7536973 43.486341, -96.7523186 43.4857175, -96.796515 43.519825, -96.772434 43.4681012, -96.7466766 43.5544475)"
165,9,5,0,a,AM,117.1926,0,0.0940001665591974,0.04673710379117464,1046;1047,1252,"LINESTRING (-96.734313 43.555116, -96.7343435 43.5577411)"
166,9,6,0,a,AM,86.2616,0,1.687956310048596,0.9298881292728404,1046;236;2186;454;1248;1250;916;917;918,3355;205;1595;1596;1597;3605;1054;1055,"LINESTRING (-96.734313 43.555116, -96.7588227 43.4840832, -96.680227 43.55062, -96.749884 43.4786233, -96.801426 43.548463, -96.802969 43.548868, -96.679235 43.535896, -96.676648 43.535882, -96.7078908 43.5782588)"
167,9,7,0,a,AM,127.1255,0,0.7811875341022819,0.480366687383468,2027;2224;2225;1436,3253;2388;2517,"LINESTRING (-96.7328369 43.5538197, -96.675982 43.532875, -96.675975 43.532102, -96.7019938 43.5626761)"
168,9,8,0,a,AM,47.9038,0,6.940357236256368,4.30275326289621,2027;2224;2225;1436;264;263;262;265;218;217;259;1462;1463;241;242;385;386;387;1521,3253;2388;2517;1948;240;238;242;1088;179;231;2027;2025;2639;209;598;395;397;2127,"LINESTRING (-96.7328369 43.5538197, -96.675982 43.532875, -96.675975 43.532102, -96.7019938 43.5626761, -96.76972 43.498896, -96.7684247 43.4987825, -96.8000047 43.492411, -96.7707407 43.4988079, -96.7699579 43.4856079, -96.7687806 43.4856005, -96.70108 43.4974138, -96.717936 43.518046, -96.717842 43.51557, -96.734366 43.4881253, -96.7357507 43.4837485, -96.7372486 43.4976168, -96.7367087 43.4980414, -96.73419 43.495982, -96.7060702 43.555905)"
169,9,11,0,a,AM,98.2253,0,0.2832403951242883,0.1760285891858297,1045;1268;1269;1265,1648;1623;1624,"LINESTRING (-96.734313 43.553825, -96.7387429 43.5256997, -96.7399552 43.5260245, -96.7440337 43.5472609)"
170,9,12,0,a,AM,380.6917,0,0.5322239435237087,0.308533250466128,2183;1099;1086;1111,1346;1347;3543,"LINESTRING (-96.725927 43.549931, -96.758846 43.523939, -96.757377 43.520109, -96.8053131 43.5234088)"
171,9,13,0,a,AM,206.6845,0,0.2203320926382347,0.14606587942821628,1615;844,3962,"LINESTRING (-96.7392013 43.5498931, -96.8201995 43.5047342)"
172,9,14,0,a,AM,78.9035,0,0.443750252344727,0.2573275326289621,2183;1099,1346,"LINESTRING (-96.725927 43.549931, -96.758846 43.523939)"
173,9,15,0,a,AM,112.7902,0,0.16969769074399318,0.10546302050963331,1045;1268,1648,"LINESTRING (-96.734313 43.553825, -96.7387429 43.5256997)"
174,9,16,0,a,AM,77.4089,0,4.620389675905872,2.898489745183344,1615;844;2205;1886;51;52;971;970;471;472;2171,3962;970;2989;2993;56;2194;1129;2241;538;3920,"LINESTRING (-96.7392013 43.5498931, -96.8201995 43.5047342, -96.7542452 43.5285306, -96.7473434 43.5137681, -96.7657387 43.480257, -96.7657232 43.4797408, -96.721004 43.501951, -96.7897994 43.5044998, -96.8011728 43.495677, -96.8018669 43.494018, -96.7076616 43.5503141)"
175,9,18,0,a,AM,521.1844,0,0.19142282590642673,0.12246737103791175,1044;1707;2046,2457;3304,"LINESTRING (-96.7343057 43.5525186, -96.694464 43.506909, -96.683684 43.523852)"
176,9,19,0,a,AM,102.6105,0,2.727045797096385,1.9343753884400245,1045;1268;1269;1265;1270;1271;128;1705;2110;1280;1278;607;72;73;1309;497;1297;1299;1300;1811;1304,1648;1623;1624;1625;1626;2447;2448;3540;3541;1658;1655;1649;74;1684;1685;1686;2345;1670;2860;2861,"LINESTRING (-96.734313 43.553825, -96.7387429 43.5256997, -96.7399552 43.5260245, -96.7440337 43.5472609, -96.741243 43.525972, -96.7287896 43.5257878, -96.698292 43.494339, -96.681981 43.513406, -96.667748 43.547541, -96.807968 43.524174, -96.759471 43.526199, -96.7954979 43.4948744, -96.7536973 43.486341, -96.7523186 43.4857175, -96.796515 43.519825, -96.772434 43.4681012, -96.7466766 43.5544475, -96.745441 43.5601232, -96.7453982 43.5614497, -96.810245 43.552596, -96.693373 43.5275967)"
177,9,20,0,a,AM,271.1028,0,0.10045044017332293,0.06220012430080796,1044;1707,2457,"LINESTRING (-96.7343057 43.5525186, -96.694464 43.506909)"
178,9,21,0,a,AM,92.8776,0,1.0954963306784962,0.6808390304536979,1045;1268;1269;1265;1270;1271;128;129,1648;1623;1624;1625;1626;2447;103,"LINESTRING (-96.734313 43.553825, -96.7387429 43.5256997, -96.7399552 43.5260245, -96.7440337 43.5472609, -96.741243 43.525972, -96.7287896 43.5257878, -96.698292 43.494339, -96.7224205 43.4889206)"
179,9,22,0,a,AM,49.3427,0,0.7232674701228632,0.41929770043505277,2183;1099;1086;1111;1112;2176;1090,1346;1347;3543;1369;3955;3956,"LINESTRING (-96.725927 43.549931, -96.758846 43.523939, -96.757377 43.520109, -96.8053131 43.5234088, -96.7879217 43.5793915, -96.698923 43.550299, -96.7337656 43.5203284)"
180,9,23,0,a,AM,133.7136,0,0.45397806052130224,0.2632566811684276,2183;1099;1086,1346;1347,"LINESTRING (-96.725927 43.549931, -96.758846 43.523939, -96.757377 43.520109)"
181,9,24,0,a,AM,190.6198,0,0.045352977593956775,0.022448725916718457,1046;236,3355,"LINESTRING (-96.734313 43.555116, -96.7588227 43.4840832)"
182,10,3,0,a,AM,172.5810,0,3.3165031349601826,2.0517526413921696,1533;1528;1541;1606;1605;2209;1581;1580;1579;278;277;1704,2147;2247;2245;2243;3406;3408;2214;2212;2210;255;3928,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776, -96.749976 43.5412245, -96.70865 43.55985, -96.7015905 43.530168, -96.8291663 43.508747, -96.8150567 43.537425, -96.805153 43.549103, -96.805155 43.548486, -96.7560833 43.4948047, -96.7539319 43.4968757, -96.789313 43.576035)"
183,10,4,0,a,AM,99.3428,0,1.2844591076966538,0.7978433809819766,2070;12;1991;2223;1992;1624;954,3492;3494;3138;3140;3141;2281,"LINESTRING (-96.7222902 43.5404447, -96.8105676 43.4959609, -96.8062781 43.5009231, -96.676016 43.533624, -96.8081692 43.5012892, -96.678883 43.513058, -96.7412847 43.5564096)"
184,10,5,0,a,AM,95.5375,0,2.1421679109408305,1.3306587942821626,1533;1528;1541;1606;1605;2209;946,2147;2247;2245;2243;3406;1094,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776, -96.749976 43.5412245, -96.70865 43.55985, -96.7015905 43.530168, -96.8291663 43.508747, -96.7328564 43.5564335)"
185,10,7,0,a,AM,106.0168,0,0.015865927701580722,0.00985705407085146,1533;1528,2147,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776)"
186,10,8,0,a,AM,39.5448,0,0.050987406157746454,0.031634555624611566,1533;1528;1541;1606,2147;2247;2245,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776, -96.749976 43.5412245, -96.70865 43.55985)"
187,10,9,0,a,AM,72.0393,0,2.121668961622143,1.3324922311995027,2070;12;1991;2223;1616;1617;1614,3492;3494;3138;2291;2271;2272,"LINESTRING (-96.7222902 43.5404447, -96.8105676 43.4959609, -96.8062781 43.5009231, -96.676016 43.533624, -96.700281 43.502821, -96.696827 43.503533, -96.7391951 43.5485838)"
188,10,11,0,a,AM,85.3447,0,0.03370920491861239,0.02090739589807334,1533;1528;1541,2147;2247,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776, -96.749976 43.5412245)"
189,10,12,0,a,AM,328.0103,0,0.5674264944066073,0.5126227470478558,1533;1528;1544,2147;2160,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776, -96.788507 43.541961)"
190,10,13,0,a,AM,183.7761,0,0.03540138925655846,0.021858297078931013,2070;12,3492,"LINESTRING (-96.7222902 43.5404447, -96.8105676 43.4959609)"
191,10,14,0,a,AM,70.2580,0,1.8116022177418953,1.1259042883778745,2069;2071;2073;2072;2074;1601;2222;1604;1902;1901;1899;1897,3387;3391;3389;3395;3393;2237;2239;3009;3008;3007;3004,"LINESTRING (-96.7222929 43.5414456, -96.722309 43.5366718, -96.7223165 43.5345924, -96.7223124 43.5356409, -96.7223159 43.5335889, -96.6766715 43.5166723, -96.6761238 43.5339263, -96.703747 43.530771, -96.694275 43.5050441, -96.7878632 43.5372832, -96.8016102 43.5519812, -96.747506 43.529438)"
192,10,15,0,a,AM,101.4829,0,0.014781001512939658,0.009185829707893101,2069;2071,3387,"LINESTRING (-96.7222929 43.5414456, -96.722309 43.5366718)"
193,10,16,0,a,AM,66.1999,0,3.855998276355773,2.3682411435674333,1533;1528;1541;1606;1605;2209;1581;1580;1579;278;277;1703;1598;2171,2147;2247;2245;2243;3406;3408;2214;2212;2210;255;3927;2444;3917,"LINESTRING (-96.7385162 43.5413209, -96.687806 43.555776, -96.749976 43.5412245, -96.70865 43.55985, -96.7015905 43.530168, -96.8291663 43.508747, -96.8150567 43.537425, -96.805153 43.549103, -96.805155 43.548486, -96.7560833 43.4948047, -96.7539319 43.4968757, -96.78937 43.580138, -96.799783 43.518031, -96.7076616 43.5503141)"
194,10,18,0,a,AM,445.6079,0,0.5471388748580155,0.33959602237414543,2070;12;1991;2223,3492;3494;3138,"LINESTRING (-96.7222902 43.5404447, -96.8105676 43.4959609, -96.8062781 43.5009231, -96.676016 43.533624)"
195,10,19,0,a,AM,91.0813,0,0.473298426894993,0.29413921690490985,2068;2064;1661,3372;3362,"LINESTRING (-96.7223062 43.5424568, -96.698413 43.518196, -96.719283 43.52667)"
196,10,20,0,a,AM,242.1870,0,0.24405827869528288,0.15166563082660037,2068;2064,3372,"LINESTRING (-96.7223062 43.5424568, -96.698413 43.518196)"
197,10,21,0,a,AM,83.3989,0,1.9850307772114253,1.2337041640770665,1411;164;165;166;321,1882;123;125;316,"LINESTRING (-96.725317 43.544687, -96.7111401 43.4972369, -96.7111474 43.4964019, -96.7111553 43.4956214, -96.718158 43.492246)"
198,10,22,0,a,AM,44.3185,0,8.443610649676453,5.2233871970167804,1411;2201;307;320;449;1438;2021;590;591;2024;592;593;2022;1405;1404;2062;875;77;1354,3596;998;1953;1955;1957;3232;3228;649;3242;3240;651;3238;3234;1858;3349;3976;3977;3675,"LINESTRING (-96.725317 43.544687, -96.7548419 43.5421188, -96.8168139 43.5037118, -96.7166843 43.4974442, -96.7565727 43.4800472, -96.754132 43.505035, -96.7063265 43.5334482, -96.723616 43.490948, -96.7439077 43.4997106, -96.805206 43.505874, -96.7496709 43.4838425, -96.8170356 43.4969234, -96.706654 43.532278, -96.7026641 43.5448673, -96.7039099 43.5448688, -96.6813445 43.5192073, -96.6513989 43.5297284, -96.7450833 43.4860016, -96.7291081 43.5139847)"
199,10,23,0,a,AM,119.6900,0,2.143614547906649,1.3322498446239903,2069;2071;2073;2072;2074;1601;2222;1604;1902;1901;1899;1897;1895;1894;2205;1886,3387;3391;3389;3395;3393;2237;2239;3009;3008;3007;3004;3002;2999;2997;2989,"LINESTRING (-96.7222929 43.5414456, -96.722309 43.5366718, -96.7223165 43.5345924, -96.7223124 43.5356409, -96.7223159 43.5335889, -96.6766715 43.5166723, -96.6761238 43.5339263, -96.703747 43.530771, -96.694275 43.5050441, -96.7878632 43.5372832, -96.8016102 43.5519812, -96.747506 43.529438, -96.7475157 43.5330627, -96.747511 43.534877, -96.7542452 43.5285306, -96.7473434 43.5137681)"
200,10,24,0,a,AM,170.8729,0,0.9132505459685374,0.5675885643256682,1411;2201;663,3596;743,"LINESTRING (-96.725317 43.544687, -96.7548419 43.5421188, -96.7405408 43.4792383)"
201,11,2,0,a,AM,123.9660,0,0.6172090208663765,0.35532628962088253,1487;361;642;643;1770;2204;834,2073;2075;708;2654;2656;952,"LINESTRING (-96.7572055 43.5439169, -96.795488 43.4956694, -96.8089068 43.4916195, -96.7834676 43.4898481, -96.764963 43.559304, -96.7542494 43.5289358, -96.719897 43.606571)"
202,11,3,0,a,AM,303.5488,0,0.4131247641144202,0.2567495338719702,1487;361;642;643;1770,2073;2075;708;2654,"LINESTRING (-96.7572055 43.5439169, -96.795488 43.4956694, -96.8089068 43.4916195, -96.7834676 43.4898481, -96.764963 43.559304)"
203,11,4,0,a,AM,164.1303,0,0.005543206064826029,0.005052827843380982,1296;1297,1667,"LINESTRING (-96.7453346 43.5523822, -96.7466766 43.5544475)"
204,11,5,0,a,AM,144.3185,0,0.2437640895883822,0.12119950279676818,2199;1466;1467;577;943,2030;2031;3611;3612,"LINESTRING (-96.754838 43.54592, -96.668147 43.509801, -96.668235 43.508509, -96.707688 43.496051, -96.729853 43.556444)"
205,11,6,0,a,AM,104.3949,0,0.035350012684265165,0.02197016780609074,1259;918,1611,"LINESTRING (-96.7437511 43.5376883, -96.7078908 43.5782588)"
206,11,7,0,a,AM,146.8953,0,0.017781019353784403,0.011050341827221878,1541;1528,2246,"LINESTRING (-96.749976 43.5412245, -96.687806 43.555776)"
207,11,8,0,a,AM,55.5720,0,0.017278201239134063,0.010727159726538224,1541;1606,2245,"LINESTRING (-96.749976 43.5412245, -96.70865 43.55985)"
208,11,9,0,a,AM,99.6625,0,1.606883577182816,1.0608514605344936,2200;1988;1707;1044,3133;3302;2456,"LINESTRING (-96.7548417 43.5439261, -96.811434 43.529306, -96.694464 43.506909, -96.7343057 43.5525186)"
209,11,10,0,a,AM,87.5241,0,0.11811339058150933,0.0734058421379739,2201;1411,3594,"LINESTRING (-96.7548419 43.5421188, -96.725317 43.544687)"
210,11,12,0,a,AM,617.0281,0,0.006072341403232318,0.003673088875077688,1489;855,2954,"LINESTRING (-96.757217 43.540297, -96.78354 43.537124)"
