name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,zone_id
,1557,613091555.0,,yes,,,"POLYGON ((-76.9553433 38.9776063, -76.9553202 38.977544, -76.9552903 38.9775507, -76.9552668 38.9774875, -76.9553971 38.977458, -76.9554471 38.9775828, -76.9553433 38.9776063))",POINT (-76.9553612059257 38.97753017398868),153.3,42
,1580,613091690.0,,yes,,,"POLYGON ((-76.95398950000001 38.977585, -76.9540878 38.9775504, -76.9541262 38.9776168, -76.9541218 38.9776184, -76.9541509 38.9776712, -76.9540272 38.9777147, -76.9539935 38.9776541, -76.9540234 38.9776436, -76.95398950000001 38.977585))",POINT (-76.95406514246115 38.97763396103261),153.3,43
,1819,613108605.0,,yes,,,"POLYGON ((-76.9479534 39.0048747, -76.94798710000001 39.0048469, -76.9480204 39.0048715, -76.9480464 39.00485, -76.9480399 39.0048452, -76.9480926 39.0048017, -76.9481681 39.0048574, -76.9481225 39.0048951, -76.94813120000001 39.0049015, -76.94805940000001 39.0049609, -76.9479814 39.0049034, -76.94798659999999 39.0048991, -76.9479534 39.0048747))",POINT (-76.94806598933349 39.00488074980591),153.3,4
,1127,613049545.0,,yes,,,"POLYGON ((-76.9318384 38.979022, -76.9317856 38.9790116, -76.931816 38.9789179, -76.9318217 38.9789191, -76.93182899999999 38.9788966, -76.9319404 38.9789186, -76.9319337 38.9789394, -76.9319385 38.9789404, -76.9319134 38.979018, -76.9318913 38.9790136, -76.9318758 38.9790614, -76.9318286 38.9790521, -76.9318384 38.979022))",POINT (-76.93186363507861 38.97897200145047),153.1,47
,1594,613091735.0,,yes,,,"POLYGON ((-76.9542405 38.9768623, -76.95423340000001 38.9768414, -76.95415439999999 38.9768577, -76.9541256 38.9767724, -76.9542048 38.976756, -76.95420729999999 38.9767635, -76.95428939999999 38.9767466, -76.9543228 38.9768453, -76.9542405 38.9768623))",POINT (-76.95422620245108 38.97680554510244),152.9,42
,911,612767850.0,,yes,,,"POLYGON ((-76.93002009999999 38.9937551, -76.9300245 38.9936823, -76.93000619999999 38.9936814, -76.9300102 38.993632, -76.9301512 38.993639, -76.9301506 38.9936474, -76.93017399999999 38.9936486, -76.9301696 38.9937034, -76.93014049999999 38.993702, -76.9301397 38.9937112, -76.9301202 38.9937102, -76.9301162 38.9937599, -76.93002009999999 38.9937551))",POINT (-76.9300835824227 38.99368978862827),152.7,23
,1237,613049798.0,,yes,,,"POLYGON ((-76.9299386 38.9806915, -76.92997509999999 38.9805971, -76.92998059999999 38.9805984, -76.9299911 38.9805711, -76.9301002 38.9805968, -76.9300896 38.9806242, -76.9300978 38.9806261, -76.9300614 38.9807204, -76.9299386 38.9806915))",POINT (-76.93002275320922 38.98064625888655),152.7,39
,2411,613935479.0,,yes,,,"POLYGON ((-76.9590554 38.9798043, -76.9590437 38.979748, -76.9589658 38.9797578, -76.9589509 38.9796858, -76.9590221 38.9796768, -76.9590187 38.9796603, -76.9590816 38.9796524, -76.9590855 38.9796709, -76.9590982 38.9796693, -76.95912439999999 38.9797956, -76.9590554 38.9798043))",POINT (-76.95904616661842 38.97972427489768),152.7,34
,2620,613936094.0,,yes,,,"POLYGON ((-76.95360100000001 38.9805599, -76.95360669999999 38.98056, -76.9536068 38.9805088, -76.9537433 38.9805083, -76.9537436 38.9805602, -76.9537112 38.9805603, -76.9537117 38.9806401, -76.9536015 38.9806405, -76.95360100000001 38.9805599))",POINT (-76.95366470677008 38.98057097822562),152.7,35
,1578,613091678.0,,yes,,,"POLYGON ((-76.95527389999999 38.9771303, -76.95531339999999 38.9772574, -76.9551828 38.9772807, -76.9551644 38.9772178, -76.9551864 38.9772139, -76.9551675 38.9771492, -76.95527389999999 38.9771303))",POINT (-76.95523488287299 38.97720764126667),152.6,42
,1661,613093172.0,,yes,,,"POLYGON ((-76.9312599 38.9769382, -76.9312729 38.9768998, -76.9312619 38.9768976, -76.9312875 38.9768221, -76.93133349999999 38.9768316, -76.9313382 38.9768179, -76.9313811 38.9768268, -76.9313763 38.9768409, -76.9314232 38.9768506, -76.9313978 38.9769255, -76.9313777 38.9769213, -76.93136459999999 38.9769599, -76.9312599 38.9769382))",POINT (-76.93133665739548 38.97688729723464),152.6,47
,2033,613109582.0,,yes,,,"POLYGON ((-76.9514562 39.0018932, -76.9514791 39.0018024, -76.95164750000001 39.0018282, -76.9516247 39.001919, -76.9514562 39.0018932))",POINT (-76.95155187163159 39.00186070397602),152.6,3
,856,612764927.0,,yes,,,"POLYGON ((-76.9586319 38.9900782, -76.9587164 38.9901431, -76.95859609999999 38.9902385, -76.95851159999999 38.9901736, -76.9586319 38.9900782))",POINT (-76.958614 38.99015835),152.5,18
,1924,613109373.0,,yes,,,"POLYGON ((-76.950467 39.0036499, -76.9503879 39.0035948, -76.9503849 39.0035975, -76.9503678 39.0035856, -76.9504239 39.0035365, -76.9504326 39.0035426, -76.9504891 39.0034931, -76.95057660000001 39.003554, -76.950467 39.0036499))",POINT (-76.95047406443389 39.00357119662592),152.5,3
,2617,613936090.0,,yes,,,"POLYGON ((-76.955873 38.9815718, -76.9560019 38.9815171, -76.9560563 38.9815951, -76.95600210000001 38.9816181, -76.9560225 38.9816473, -76.9559478 38.9816791, -76.955873 38.9815718))",POINT (-76.95596648226339 38.98159508460196),152.5,34
,1825,613108713.0,,yes,,,"POLYGON ((-76.9492357 39.0024347, -76.94924469999999 39.0024028, -76.94925619999999 39.0024047, -76.9492832 39.002309, -76.9494078 39.0023303, -76.9493806 39.0024268, -76.94934379999999 39.0024205, -76.949335 39.0024517, -76.9492357 39.0024347))",POINT (-76.94932322204892 39.00238014086902),152.4,3
,2299,613935270.0,,yes,,,"POLYGON ((-76.9569825 38.9802553, -76.9569281 38.98021, -76.95691189999999 38.9802219, -76.95686499999999 38.9801828, -76.9569175 38.9801444, -76.95689520000001 38.9801257, -76.9569527 38.9800837, -76.9570171 38.9801373, -76.95699310000001 38.9801548, -76.95705239999999 38.9802043, -76.9569825 38.9802553))",POINT (-76.95695922457425 38.98017304365511),152.4,34
Graduate Garden Apartment Complex7,336,26764874.0,,yes,,,"POLYGON ((-76.9412758 38.978644, -76.9413285 38.978572, -76.94116099999999 38.9785011, -76.9411443 38.9785218, -76.9411083 38.978573, -76.9411964 38.9786103, -76.9412758 38.978644))",POINT (-76.94121813988498 38.97857238415581),152.3,45
,1921,613109370.0,,yes,,,"POLYGON ((-76.9482759 39.0029465, -76.9482782 39.0028545, -76.94844260000001 39.002857, -76.9484405 39.0029391, -76.9484453 39.0029392, -76.9484449 39.002957, -76.94835999999999 39.0029557, -76.9483602 39.0029478, -76.9482759 39.0029465))",POINT (-76.94836132524557 39.00290402648549),152.3,4
,1987,613109468.0,,yes,,,"POLYGON ((-76.9498601 39.002058, -76.9498787 39.0019784, -76.9499757 39.0019922, -76.9499789 39.0019783, -76.95005430000001 39.0019891, -76.95003060000001 39.0020903, -76.94995609999999 39.0020797, -76.9499579 39.0020719, -76.9498601 39.002058))",POINT (-76.94996107952645 39.00202965865995),152.3,3
,2077,613109649.0,,yes,,,"POLYGON ((-76.9490682 39.0035469, -76.94906640000001 39.0035504, -76.9490468 39.0035441, -76.94907860000001 39.0034841, -76.949089 39.0034875, -76.94912189999999 39.0034255, -76.9492305 39.0034605, -76.9491677 39.0035791, -76.9490682 39.0035469))",POINT (-76.94914105198616 39.00350300193536),152.3,3
,2155,613109744.0,,yes,,,"POLYGON ((-76.9501155 39.002522, -76.9501143 39.0025113, -76.95004729999999 39.002516, -76.9500345 39.0024047, -76.9500937 39.0024006, -76.9500974 39.0024335, -76.950113 39.0024324, -76.95011359999999 39.0024377, -76.9502073 39.0024312, -76.9502169 39.0025149, -76.9501155 39.002522))",POINT (-76.95012103877887 39.00246865475013),152.3,3
,438,227786252.0,,residential,,,"POLYGON ((-76.95174059999999 38.9766611, -76.951691 38.9765851, -76.95170349999999 38.9765801, -76.9516965 38.9765694, -76.9518424 38.9765114, -76.95187199999999 38.9765568, -76.9518301 38.9765734, -76.9518618 38.9766219, -76.9517633 38.976661, -76.95175860000001 38.9766539, -76.95174059999999 38.9766611))",POINT (-76.95178351897056 38.97658928745539),152.2,43
,2037,613109587.0,,yes,,,"POLYGON ((-76.9493992 39.0020595, -76.9494316 39.0019275, -76.9495622 39.001947, -76.9495368 39.0020505, -76.9494681 39.0020403, -76.9494612 39.0020687, -76.9493992 39.0020595))",POINT (-76.94947836729125 39.00199603160292),152.2,3
,635,612732101.0,,yes,,,"POLYGON ((-76.94023079999999 39.0004248, -76.9402652 39.0004291, -76.9402693 39.000409, -76.94032540000001 39.0004159, -76.9403214 39.0004357, -76.9403556 39.0004399, -76.94033229999999 39.0005549, -76.9402075 39.0005395, -76.94023079999999 39.0004248))",POINT (-76.9402825762719 39.00048491415937),152.1,5
,2063,613109626.0,,yes,,,"POLYGON ((-76.94723380000001 39.0033236, -76.94726470000001 39.0032625, -76.94728600000001 39.0032691, -76.9472841 39.0032728, -76.9473826 39.0033031, -76.94732260000001 39.0034217, -76.9472124 39.0033877, -76.9472434 39.0033266, -76.94723380000001 39.0033236))",POINT (-76.94729559610666 39.00334301179018),152.1,4
,420,227785261.0,,residential,,,"POLYGON ((-76.95247449999999 38.976961, -76.9526293 38.9768836, -76.9526888 38.976956, -76.952534 38.9770334, -76.95247449999999 38.976961))",POINT (-76.95258165 38.9769585),152.0,43
,1406,613050218.0,,yes,,,"POLYGON ((-76.9358763 38.9793276, -76.9358841 38.9793038, -76.9358922 38.9793054, -76.935902 38.9792757, -76.9359303 38.9792814, -76.93593610000001 38.9792637, -76.9360081 38.9792781, -76.93595860000001 38.9794284, -76.9358574 38.9794081, -76.93588339999999 38.9793291, -76.9358763 38.9793276))",POINT (-76.93593274246645 38.97934546512002),152.0,46
,1912,613109358.0,,yes,,,"POLYGON ((-76.9513161 39.0043983, -76.95148810000001 39.0044287, -76.9514641 39.0045157, -76.9512917 39.0044867, -76.9513161 39.0043983))",POINT (-76.95138977040203 39.00445731098107),152.0,3
,2510,613935656.0,,yes,,,"POLYGON ((-76.95504769999999 38.9801452, -76.95504409999999 38.9801309, -76.95498499999999 38.9801398, -76.9549722 38.9800878, -76.95496060000001 38.9800895, -76.9549445 38.9800241, -76.9550582 38.9800086, -76.95505730000001 38.9800049, -76.9551036 38.9799979, -76.9551148 38.9800432, -76.95506709999999 38.9800504, -76.955089 38.980139, -76.95504769999999 38.9801452))",POINT (-76.95502859501812 38.98006839109977),151.6,34
,630,612732088.0,,yes,,,"POLYGON ((-76.93154819999999 39.0038751, -76.93139600000001 39.0038562, -76.93141489999999 39.0037788, -76.9315051 39.0037922, -76.9315093 39.0037751, -76.9316147 39.0037908, -76.93159970000001 39.0038523, -76.9315553 39.0038457, -76.93154819999999 39.0038751))",POINT (-76.93150333385061 39.00382334036993),151.5,7
,2322,613935321.0,,yes,,,"POLYGON ((-76.9542758 38.98042, -76.9542678 38.9803364, -76.9542438 38.9803378, -76.95424010000001 38.9802992, -76.95438420000001 38.9802908, -76.95439639999999 38.9804178, -76.95438369999999 38.9804186, -76.9543832 38.9804138, -76.9542758 38.98042))",POINT (-76.95432575243781 38.98035342914612),151.5,34
,1703,613093228.0,,yes,,,"POLYGON ((-76.9440748 38.977073, -76.94411049999999 38.976979, -76.9441468 38.9769874, -76.9441528 38.9769716, -76.94428000000001 38.977001, -76.9442737 38.9770176, -76.9443048 38.9770248, -76.9442876 38.9770702, -76.9442772 38.9770678, -76.944275 38.9770736, -76.9441487 38.9770443, -76.9441327 38.9770864, -76.9440748 38.977073))",POINT (-76.94418509416874 38.97702793703151),151.3,44
,1903,613109346.0,,yes,,,"POLYGON ((-76.9471358 39.0029775, -76.94709899999999 39.0028907, -76.9472538 39.0028506, -76.94728720000001 39.0029293, -76.94729270000001 39.0029279, -76.9472998 39.0029444, -76.94721989999999 39.002965, -76.94721629999999 39.0029567, -76.9471358 39.0029775))",POINT (-76.94719811701961 39.00291584367807),151.0,4
,447,227786263.0,,residential,,,"POLYGON ((-76.9523102 38.9766467, -76.95241129999999 38.9765985, -76.9524507 38.9766488, -76.9524313 38.9766581, -76.9524918 38.9767354, -76.95241009999999 38.9767744, -76.9523102 38.9766467))",POINT (-76.95240273904867 38.97668569110475),150.6,43
,1614,613091826.0,,yes,,,"POLYGON ((-76.9541158 38.977168, -76.9541993 38.9771521, -76.9542306 38.9772528, -76.9541517 38.9772678, -76.9541531 38.9772724, -76.95406920000001 38.9772883, -76.95404430000001 38.9772082, -76.9541236 38.9771932, -76.9541158 38.977168))",POINT (-76.95414016895437 38.97722351900563),150.5,42
,2711,613936290.0,,yes,,,"POLYGON ((-76.9576502 38.9808769, -76.95760180000001 38.9807844, -76.95758240000001 38.9807905, -76.9575574 38.9807426, -76.9576631 38.9807089, -76.9577161 38.9808102, -76.95772530000001 38.9808072, -76.9577458 38.9808464, -76.9576502 38.9808769))",POINT (-76.95765332627289 38.98079181931),150.5,34
,2188,613935023.0,,yes,,,"POLYGON ((-76.95895040000001 38.9872993, -76.95888650000001 38.9872359, -76.958871 38.9872454, -76.9588548 38.9872294, -76.9588698 38.9872202, -76.958837 38.9871877, -76.95891450000001 38.9871401, -76.9589623 38.9871875, -76.9589817 38.9871756, -76.95901859999999 38.9872123, -76.9590019 38.9872226, -76.95903 38.9872505, -76.95895040000001 38.9872993))",POINT (-76.95893561600212 38.98721868807144),150.4,26
,2291,613935254.0,,yes,,,"POLYGON ((-76.95890869999999 38.9866169, -76.95886179999999 38.986598, -76.9588553 38.9866078, -76.95885079999999 38.9866059, -76.95884650000001 38.9866125, -76.95883240000001 38.9866151, -76.9588206 38.9866103, -76.95881369999999 38.9866012, -76.9588201 38.9865825, -76.9587786 38.9865657, -76.9588262 38.9864941, -76.9588832 38.9865171, -76.95889699999999 38.9864963, -76.9589376 38.9865127, -76.95892430000001 38.9865328, -76.9589917 38.9865601, -76.95896329999999 38.9866029, -76.9589276 38.9865885, -76.95890869999999 38.9866169))",POINT (-76.9588796965127 38.9865578027206),150.3,26
,2471,613935579.0,,yes,,,"POLYGON ((-76.9587209 38.9827519, -76.9587495 38.9827264, -76.9587325 38.9827148, -76.95876509999999 38.9826857, -76.95880339999999 38.9827119, -76.95877489999999 38.9827373, -76.9587834 38.9827431, -76.9588464 38.9826869, -76.9589197 38.982737, -76.95886950000001 38.9827817, -76.9588859 38.9827929, -76.9588404 38.9828335, -76.9587209 38.9827519))",POINT (-76.9588206669834 38.98275289401154),149.8,34
,2187,613935022.0,,yes,,,"POLYGON ((-76.95492059999999 38.9776165, -76.9549415 38.9776784, -76.9549088 38.9776856, -76.9549313 38.9777475, -76.9548305 38.9777697, -76.9547871 38.977646, -76.95492059999999 38.9776165))",POINT (-76.95486679922662 38.97769038171997),149.6,42
,1941,613109393.0,,yes,,,"POLYGON ((-76.9465909 39.0003473, -76.9467066 39.0003429, -76.9467149 39.0004771, -76.9465993 39.0004815, -76.9465909 39.0003473))",POINT (-76.94665292412716 39.00041219036323),149.5,4
,2562,613935826.0,,yes,,,"POLYGON ((-76.9487287 38.9780426, -76.9487067 38.9780086, -76.94877889999999 38.9779801, -76.9487651 38.9779588, -76.94889480000001 38.9779075, -76.9489066 38.9779257, -76.948948 38.9779093, -76.9489726 38.9779472, -76.948933 38.9779628, -76.9489387 38.9779716, -76.948814 38.9780209, -76.9488078 38.9780113, -76.9487287 38.9780426))",POINT (-76.94884329746928 38.97797066219968),149.5,44
,1586,613091704.0,,yes,,,"POLYGON ((-76.9537146 38.9773195, -76.9537613 38.9772659, -76.9537857 38.9772788, -76.95383390000001 38.9772234, -76.9539194 38.9772688, -76.9538244 38.9773778, -76.9537146 38.9773195))",POINT (-76.95381945742399 38.97730042745538),149.3,43
,1916,613109363.0,,yes,,,"POLYGON ((-76.9485789 39.0024994, -76.9486556 39.0024596, -76.9486795 39.0024877, -76.9486711 39.0024921, -76.94873990000001 39.0025729, -76.94863410000001 39.0026278, -76.9485636 39.0025449, -76.9486011 39.0025255, -76.9485789 39.0024994))",POINT (-76.94864744057701 39.00254649691728),149.3,4
,2465,613935570.0,,yes,,,"POLYGON ((-76.9556552 38.9799892, -76.95569 38.9799469, -76.9557233 38.9799636, -76.9557693 38.9799075, -76.9558669 38.9799563, -76.95578620000001 38.9800547, -76.9556552 38.9799892))",POINT (-76.9557664092535 38.97998049896452),149.3,34
,640,612732115.0,,yes,,,"POLYGON ((-76.94051760000001 38.9999962, -76.94054010000001 38.9999213, -76.9406188 38.9999357, -76.9406243 38.9999173, -76.94070429999999 38.9999319, -76.9406707 39.0000437, -76.9405969 39.0000302, -76.9406024 39.0000117, -76.94051760000001 38.9999962))",POINT (-76.94061614950903 38.99997436042727),149.2,13
,818,612764655.0,,yes,,,"POLYGON ((-76.95905190000001 38.9906154, -76.9591662 38.9905994, -76.9591963 38.9907307, -76.959082 38.9907467, -76.95905190000001 38.9906154))",POINT (-76.95912409999998 38.99067305),148.9,18
,863,612764981.0,,yes,,,"POLYGON ((-76.9461314 38.9994327, -76.9462482 38.9994295, -76.9462542 38.999562, -76.94613750000001 38.9995653, -76.9461314 38.9994327))",POINT (-76.94619281705366 38.99949736619194),148.9,12
,703,612764369.0,,yes,,,"POLYGON ((-76.9584847 38.9905381, -76.95860020000001 38.990522, -76.95863 38.9906518, -76.9585144 38.9906679, -76.9584847 38.9905381))",POINT (-76.9585573280808 38.99059495893177),148.7,18
,1978,613109442.0,,yes,,,"POLYGON ((-76.9522549 39.0024613, -76.9520868 39.0024331, -76.95211449999999 39.002339, -76.9522166 39.0023573, -76.9522125 39.0023712, -76.95227800000001 39.002383, -76.9522549 39.0024613))",POINT (-76.95218039330851 39.00240244852907),148.7,3
Apiary,207,24941920.0,,yes,,,"POLYGON ((-76.9488231 38.9919789, -76.9488312 38.9918973, -76.9486429 38.991886, -76.94863479999999 38.9919677, -76.9488231 38.9919789))",POINT (-76.94873298093037 38.99193247350221),148.6,20
,982,612768043.0,,yes,,,"POLYGON ((-76.9385106 38.9996618, -76.9384282 38.9996494, -76.9384555 38.999539, -76.9385948 38.99956, -76.9385705 38.9996615, -76.9385128 38.9996528, -76.9385106 38.9996618))",POINT (-76.93851069006922 38.9996027975406),148.6,14
,919,612767888.0,,yes,,,"POLYGON ((-76.9368451 38.9988093, -76.9368485 38.9986862, -76.93698980000001 38.9986885, -76.93698879999999 38.9987245, -76.9369969 38.9987247, -76.93699650000001 38.9987421, -76.93698999999999 38.998742, -76.9369899 38.9987481, -76.93695510000001 38.9987475, -76.93695339999999 38.9988111, -76.9368451 38.9988093))",POINT (-76.93691094590766 38.99874459915363),148.5,14
,1596,613091738.0,,yes,,,"POLYGON ((-76.95357420000001 38.9770104, -76.95350089999999 38.9769786, -76.953486 38.9769994, -76.953412 38.9769673, -76.95347649999999 38.9768769, -76.95362369999999 38.9769408, -76.95357420000001 38.9770104))",POINT (-76.95351630055504 38.97694747757344),148.4,43
,1989,613109473.0,,yes,,,"POLYGON ((-76.94692929999999 39.0000633, -76.9470457 39.0000593, -76.9470532 39.0001917, -76.9469368 39.0001958, -76.94692929999999 39.0000633))",POINT (-76.94699124272124 39.00012752579019),148.4,12
,847,612764782.0,,yes,,,"POLYGON ((-76.9576527 38.9920506, -76.95768150000001 38.9920284, -76.957756 38.9920874, -76.9577369 38.9921021, -76.95777959999999 38.9921359, -76.95770520000001 38.9921932, -76.95759200000001 38.9921036, -76.9576567 38.9920538, -76.9576527 38.9920506))",POINT (-76.9576890691108 38.99211162325179),148.3,18
,1037,612768226.0,,yes,,,"POLYGON ((-76.93921450000001 38.9991644, -76.9392964 38.9991154, -76.9393221 38.9991415, -76.9393273 38.9991384, -76.93933629999999 38.9991476, -76.93936480000001 38.9991305, -76.9393927 38.9991589, -76.93936410000001 38.9991761, -76.9393989 38.9992114, -76.9393063 38.9992669, -76.9392345 38.999194, -76.9392402 38.9991906, -76.93921450000001 38.9991644))",POINT (-76.93931002757813 38.9991875930637),148.3,13
,1566,613091612.0,,yes,,,"POLYGON ((-76.9547355 38.9774325, -76.9546895 38.9773074, -76.9547905 38.9772876, -76.9548104 38.9773493, -76.9548429 38.9773429, -76.9548637 38.9774073, -76.9547355 38.9774325))",POINT (-76.95477238742218 38.97736241639117),148.2,42
,2615,613936085.0,,yes,,,"POLYGON ((-76.9541907 38.9779012, -76.9542841 38.9778685, -76.95435209999999 38.977987, -76.9542295 38.9780299, -76.9541949 38.9779697, -76.9542242 38.9779595, -76.9541907 38.9779012))",POINT (-76.95426528985259 38.97795103365047),148.0,42
,1261,613049849.0,,yes,,,"POLYGON ((-76.93378180000001 38.9801825, -76.9337898 38.9801589, -76.9337833 38.9801572, -76.9338217 38.9800515, -76.9339423 38.9800781, -76.9339198 38.9801399, -76.9339356 38.9801434, -76.93392179999999 38.9801813, -76.9339059 38.9801778, -76.9339037 38.980184, -76.9338271 38.9801671, -76.9338186 38.9801907, -76.93378180000001 38.9801825))",POINT (-76.93386160971795 38.98012304511002),147.9,38
The UPS Store,364,93685968.0,,post_office,,,"POLYGON ((-76.9389025 38.9816775, -76.9388909 38.9814952, -76.93880679999999 38.9814984, -76.9388179 38.9816736, -76.9388184 38.9816808, -76.9389025 38.9816775))",POINT (-76.93885463618037 38.98158798369241),147.8,37
,1663,613093174.0,,yes,,,"POLYGON ((-76.93388400000001 38.9769954, -76.9338881 38.9769828, -76.9338753 38.9769802, -76.9338743 38.9769832, -76.9337792 38.9769639, -76.9337999 38.9769017, -76.93377750000001 38.9768972, -76.93378629999999 38.9768706, -76.93383420000001 38.9768803, -76.93383830000001 38.9768681, -76.9339521 38.9768911, -76.9339195 38.976989, -76.93390340000001 38.9769858, -76.9338992 38.9769985, -76.93388400000001 38.9769954))",POINT (-76.93386363969024 38.9769273167944),147.8,46
,2427,613935505.0,,yes,,,"POLYGON ((-76.9579712 38.979905, -76.9579627 38.9798621, -76.9579231 38.979867, -76.9579087 38.9797945, -76.9579833 38.9797854, -76.9579801 38.9797697, -76.9580512 38.9797611, -76.9580689 38.9798495, -76.9580404 38.979853, -76.958049 38.9798955, -76.9579712 38.979905))",POINT (-76.95799468028882 38.97983090609452),147.8,34
,1021,612768138.0,,yes,,,"POLYGON ((-76.9392675 38.9994317, -76.9392892 38.9993078, -76.9394109 38.9993208, -76.9393893 38.9994447, -76.9392675 38.9994317))",POINT (-76.93933922268694 38.99937625823351),147.7,13
,2599,613936040.0,,yes,,,"POLYGON ((-76.9505762 38.9788102, -76.95061 38.9788805, -76.9505746 38.9788909, -76.9505764 38.9788947, -76.9504281 38.9789381, -76.95039250000001 38.9788641, -76.9505762 38.9788102))",POINT (-76.95050127298225 38.97887403949863),147.7,43
,2156,613109745.0,,yes,,,"POLYGON ((-76.9516397 39.0023658, -76.9516599 39.0022885, -76.9517566 39.0023039, -76.95176069999999 39.0022882, -76.9518339 39.0022998, -76.95180790000001 39.0023992, -76.9517379 39.002388, -76.9517372 39.0023814, -76.9516397 39.0023658))",POINT (-76.95174063089786 39.00233916967117),147.5,3
,664,612732305.0,,yes,,,"POLYGON ((-76.93272039999999 39.0020851, -76.9327486 39.0019487, -76.93285779999999 39.0019624, -76.93282960000001 39.0020989, -76.93272039999999 39.0020851))",POINT (-76.93278910606648 39.00202377791588),146.9,7
,690,612732416.0,,yes,,,"POLYGON ((-76.9390851 38.9998092, -76.93911129999999 38.9997149, -76.93926620000001 38.9997412, -76.9392399 38.9998354, -76.9390851 38.9998092))",POINT (-76.93917561586684 38.99977516696698),146.9,13
,961,612767979.0,,yes,,,"POLYGON ((-76.9363108 38.9980764, -76.93631240000001 38.9980112, -76.9362704 38.9980106, -76.93627170000001 38.9979576, -76.9364274 38.9979599, -76.9364259 38.9980225, -76.93641890000001 38.9980224, -76.9364175 38.998078, -76.9363108 38.9980764))",POINT (-76.93635654464948 38.99801242208071),146.9,14
,1217,613049740.0,,yes,,,"POLYGON ((-76.93447759999999 38.9827351, -76.934504 38.9826622, -76.9346063 38.9826847, -76.9346101 38.9826741, -76.9346438 38.9826815, -76.934704 38.9826948, -76.9346862 38.9827441, -76.9346525 38.9827367, -76.9346401 38.9827709, -76.93447759999999 38.9827351))",POINT (-76.93458751786336 38.98271506975567),146.9,38
,2243,613935150.0,,yes,,,"POLYGON ((-76.9590487 38.9873704, -76.95903869999999 38.987349, -76.9590255 38.9873533, -76.9590084 38.9873177, -76.9590865 38.9872937, -76.95910430000001 38.9873283, -76.95909519999999 38.9873307, -76.9591053 38.9873503, -76.95911409999999 38.9873469, -76.9591695 38.9874536, -76.9590796 38.9874808, -76.95902769999999 38.9873765, -76.9590487 38.9873704))",POINT (-76.95908710594516 38.98739017457675),146.9,26
,2708,613936285.0,,yes,,,"POLYGON ((-76.9534281 38.9791866, -76.9534001 38.9791275, -76.9534462 38.9791142, -76.9534517 38.9791258, -76.9534836 38.9791166, -76.9534781 38.9791049, -76.9535956 38.9790709, -76.9535992 38.9790784, -76.95363260000001 38.9790687, -76.9536499 38.9791052, -76.9536154 38.9791151, -76.9536282 38.979142, -76.9535107 38.979176, -76.9535004 38.9791544, -76.9534682 38.9791637, -76.95347289999999 38.9791736, -76.9534281 38.9791866))",POINT (-76.95352947193084 38.97912742902755),146.9,43
,1361,613050139.0,,yes,,,"POLYGON ((-76.9326099 38.9794715, -76.9326179 38.9794509, -76.93255449999999 38.9794358, -76.9325893 38.9793467, -76.9327304 38.9793803, -76.9326957 38.9794691, -76.9326859 38.9794668, -76.9326777 38.9794876, -76.9326099 38.9794715))",POINT (-76.93264297302608 38.97941415409086),146.7,47
,825,612764721.0,,yes,,,"POLYGON ((-76.95855160000001 38.9924594, -76.9586645 38.9923618, -76.9587506 38.9924225, -76.9586377 38.9925201, -76.95855160000001 38.9924594))",POINT (-76.9586511 38.99244095),146.6,18
,1175,613049640.0,,yes,,,"POLYGON ((-76.9455854 38.9776322, -76.94560370000001 38.9777549, -76.94548109999999 38.977767, -76.9454629 38.9776444, -76.9455854 38.9776322))",POINT (-76.94553328505999 38.97769963110176),146.6,44
,1059,612768420.0,,yes,,,"POLYGON ((-76.9299489 38.994139, -76.9299603 38.9941398, -76.92996170000001 38.9941277, -76.92999709999999 38.9941303, -76.9299977 38.9941252, -76.9300526 38.9941292, -76.9300521 38.9941341, -76.93012880000001 38.9941397, -76.93011869999999 38.9942249, -76.9299535 38.9942129, -76.92995550000001 38.9941962, -76.9299422 38.9941952, -76.9299489 38.994139))",POINT (-76.93003637152083 38.99417498381751),146.5,23
,1238,613049807.0,,yes,,,"POLYGON ((-76.9324865 38.9806798, -76.93250860000001 38.9806179, -76.93254109999999 38.980625, -76.9325602 38.9805714, -76.93263589999999 38.9805878, -76.93262799999999 38.98061, -76.9326452 38.9806141, -76.9326425 38.9806199, -76.9326513 38.9806218, -76.9326441 38.980642, -76.9326489 38.9806431, -76.9326226 38.9807168, -76.9325147 38.9806934, -76.93251720000001 38.9806865, -76.9324865 38.9806798))",POINT (-76.93257688684723 38.98064755338734),146.5,39
,2086,613109658.0,,yes,,,"POLYGON ((-76.9469601 39.0003368, -76.9470752 39.0003343, -76.94707990000001 39.0004666, -76.9469648 39.0004691, -76.9469601 39.0003368))",POINT (-76.94702000000001 39.0004017),146.4,4
,613,612732036.0,,yes,,,"POLYGON ((-76.93196930000001 39.0036467, -76.93197429999999 39.0036276, -76.93197050000001 39.003627, -76.93199509999999 39.0035326, -76.9320385 39.0035395, -76.93205 39.0034952, -76.9321145 39.0035054, -76.9321077 39.0035317, -76.9321008 39.0035306, -76.93209640000001 39.0035477, -76.93210139999999 39.0035485, -76.9320769 39.0036425, -76.9320731 39.0036419, -76.9320678 39.0036623, -76.93196930000001 39.0036467))",POINT (-76.93204132179913 39.00358303426358),146.3,7
