name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction
,0,50162138.0,,30,0,,residential,0,-76.9339843,38.9875604,,,,0.0,0.0
,1,50162267.0,,37,0,,residential,0,-76.941771,38.984458000000004,,,,0.0,0.0
,2,50162303.0,,37,0,,unclassified,0,-76.942245,38.98445,,,,0.0,0.0
,3,50162449.0,,27,0,,residential,0,-76.9522022,38.986135299999994,,,,0.0,0.0
,4,50162465.0,,26,0,,unclassified,0,-76.95424100000002,38.987645,,,,0.0,0.0
,5,50162466.0,,26,0,,unclassified,0,-76.954332,38.987601,,,,0.0,0.0
,6,50162479.0,,26,0,,unclassified,0,-76.95503240000002,38.9865547,,,,0.0,0.0
,7,50162487.0,,26,0,,unclassified,0,-76.95470949999998,38.9861441,,,,0.0,0.0
,8,50162543.0,,26,0,,trunk,0,-76.95476090000003,38.9877993,,,,0.0,0.0
,9,50181902.0,,21,0,,residential,0,-76.94174720000002,38.99137800000001,,,,0.0,0.0
,10,50188885.0,,26,0,,trunk,0,-76.95522259999998,38.987127,,,,0.0,0.0
,11,50193504.0,motorway_junction,7,0,,primary,0,-76.93095459999998,39.0020656,,,,0.0,0.0
,12,50193916.0,,26,0,,trunk,0,-76.9543103,38.9884345,,,,0.0,0.0
,13,50193942.0,,20,0,,unclassified,0,-76.94839959999999,38.9927941,,,,0.0,0.0
,14,50193947.0,,19,0,,unclassified,0,-76.94931020000001,38.9931768,,,,0.0,0.0
,15,50193952.0,,20,0,,unclassified,0,-76.9476486,38.9937749,,,,0.0,0.0
,16,50221260.0,,37,0,,unclassified,0,-76.943478,38.9817097,,,,0.0,0.0
,17,50221265.0,,37,0,,unclassified,0,-76.94214050000002,38.9817343,,,,0.0,0.0
,18,50236653.0,,21,0,,residential,0,-76.9406702,38.9908423,,,,0.0,0.0
,19,50236663.0,,21,0,,unclassified,0,-76.939501,38.990951,,,,0.0,0.0
,20,50236667.0,,21,0,,unclassified,0,-76.93928559999998,38.990956,,,,0.0,0.0
,21,50246302.0,traffic_signals,19,1,,unclassified,0,-76.9517444,38.992588299999994,,,,0.0,0.0
,22,50251840.0,turning_circle,45,0,,residential,0,-76.9398032,38.97722720000001,,,,0.0,0.0
,23,50251849.0,,21,0,,residential,0,-76.939876,38.993232,,,,0.0,0.0
,24,50279924.0,,21,0,,unclassified,0,-76.9386526,38.991361100000006,,,,0.0,0.0
,25,50279932.0,stop,22,0,,tertiary,0,-76.9372845,38.99138660000001,,,,0.0,0.0
,26,50300587.0,,7,0,,primary,0,-76.9306792,39.003148700000004,,,,0.0,0.0
,27,50309634.0,,37,0,,tertiary,0,-76.9401079,38.984527,,,,0.0,0.0
,28,50309649.0,,29,0,,unclassified,0,-76.9425033,38.9851425,,,,0.0,0.0
,29,50312054.0,,23,0,,residential,0,-76.9315178,38.9908821,,,,0.0,0.0
,30,50313153.0,stop,22,0,,tertiary,0,-76.9372693,38.990170899999995,,,,0.0,0.0
,31,50320665.0,,19,0,,unclassified,0,-76.9495249,38.9913204,,,,0.0,0.0
,32,50320675.0,,19,0,,unclassified,0,-76.9497929,38.9915744,,,,0.0,0.0
,33,50320742.0,stop,27,0,,residential,0,-76.9496401,38.9890662,,,,0.0,0.0
,34,50320749.0,,27,0,,residential,0,-76.9492132,38.9890607,,,,0.0,0.0
,35,50325775.0,,27,0,,unclassified,0,-76.949667,38.9847467,,,,0.0,0.0
,36,50327991.0,,29,0,,tertiary,0,-76.94016640000002,38.9864479,,,,0.0,0.0
,37,50327993.0,,29,0,,unclassified,0,-76.93960290000003,38.9864574,,,,0.0,0.0
,38,50328039.0,,29,0,,unclassified,0,-76.93959699999998,38.9855886,,,,0.0,0.0
,39,50328040.0,,29,0,,tertiary,0,-76.94013840000002,38.9855669,,,,0.0,0.0
,40,50328046.0,,30,0,,unclassified,0,-76.9376629,38.985819299999996,,,,0.0,0.0
,41,50328048.0,traffic_signals,30,1,,unclassified,0,-76.9370734,38.9856581,4.0,,,0.0,0.0
