zone_id,geometry
2509,POINT (-111.97208799999999 32.901253999999994)
2005,POINT (-111.9723 32.946095)
2306,POINT (-111.96959 33.011396999999995)
2311,POINT (-111.98043200000001 33.009422)
2049,POINT (-111.98255 32.984028)
2602,POINT (-111.99176999999999 33.006567)
2601,POINT (-111.97876200000002 33.021516)
2100,POINT (-111.95761200000001 32.987547)
2307,POINT (-111.952777 33.021746)
2310,POINT (-111.95451000000001 33.007146999999996)
2309,POINT (-111.94046200000001 33.006812)
2101,POINT (-111.941001 33.021522999999995)
2163,POINT (-111.827706 32.590222)
2435,POINT (-111.721175 32.73616)
2414,POINT (-111.696905 32.755728999999995)
2265,POINT (-111.79978100000001 32.825179)
2573,POINT (-111.883664 32.911402)
2016,POINT (-111.838333 32.901716)
2292,POINT (-111.80156000000001 32.913647999999995)
2560,POINT (-111.800604 32.857456)
2562,POINT (-111.80049299999999 32.87223)
2575,POINT (-111.81728999999999 32.905714)
2288,POINT (-111.76668899999999 32.901525)
2289,POINT (-111.78384399999999 32.901469)
2581,POINT (-111.75288300000001 32.901393)
2522,POINT (-111.744574 32.901381)
2580,POINT (-111.73361499999999 32.901507)
2583,POINT (-111.71376000000001 32.901715)
2181,POINT (-111.87353700000001 32.813216)
2515,POINT (-111.87501599999999 32.87107)
2517,POINT (-111.88703799999999 32.838086)
2512,POINT (-111.913294 32.838433)
2518,POINT (-111.92024099999999 32.866893)
2511,POINT (-111.92081 32.88658)
2263,POINT (-111.836246 32.814875)
2561,POINT (-111.81458799999999 32.872118)
2558,POINT (-111.85191299999998 32.869082)
2524,POINT (-111.836578 32.837488)
2557,POINT (-111.853225 32.857820000000004)
2525,POINT (-111.843395 32.886328000000006)
2555,POINT (-111.83507900000001 32.856658)
2556,POINT (-111.815712 32.856738)
2574,POINT (-111.81766299999998 32.886747)
2559,POINT (-111.834748 32.87185)
2566,POINT (-111.83435800000001 32.889771)
2567,POINT (-111.87515400000001 32.918764)
2295,POINT (-111.863656 32.954553999999995)
2520,POINT (-111.920704 32.919294)
3157,POINT (-111.916623 32.961751)
3158,POINT (-111.92003000000001 32.946247)
2594,POINT (-111.921618 32.955604)
2595,POINT (-111.884473 32.943157)
2050,POINT (-111.921908 32.992490000000004)
2269,POINT (-111.91583700000001 32.979426000000004)
3156,POINT (-111.91983400000001 32.971373)
3154,POINT (-111.92546899999999 32.978685999999996)
3155,POINT (-111.924945 32.975002)
2312,POINT (-111.93253700000001 33.018509)
2308,POINT (-111.92015900000001 33.006617)
2600,POINT (-111.933237 33.006757)
2305,POINT (-111.90363799999999 32.998613)
2010,POINT (-111.891368 32.976558000000004)
2270,POINT (-111.886642 32.990432)
2588,POINT (-111.870677 32.974351)
2294,POINT (-111.811323 32.948747)
2570,POINT (-111.853482 32.91324)
2565,POINT (-111.846902 32.925661)
2569,POINT (-111.834172 32.911343)
2670,POINT (-111.86466399999999 32.987956)
2590,POINT (-111.850078 32.979094)
2593,POINT (-111.80953500000001 32.97795)
2030,POINT (-111.72813300000001 32.827253999999996)
2536,POINT (-111.734703 32.849112)
2023,POINT (-111.73126 32.871874)
2527,POINT (-111.69188500000001 32.829335)
2539,POINT (-111.735648 32.883523)
2543,POINT (-111.73559399999999 32.890467)
2266,POINT (-111.802291 32.799690000000005)
2279,POINT (-111.765965 32.784721999999995)
2273,POINT (-111.765491 32.813981)
2272,POINT (-111.764652 32.824376)
2276,POINT (-111.767482 32.799412)
2268,POINT (-111.80207 32.813762)
2278,POINT (-111.748341 32.799305)
2277,POINT (-111.748598 32.784803000000004)
2264,POINT (-111.765868 32.770334999999996)
2274,POINT (-111.748704 32.824257)
2528,POINT (-111.750752 32.832291999999995)
2529,POINT (-111.765796 32.832491)
2563,POINT (-111.78288500000001 32.871972)
2530,POINT (-111.76549399999999 32.872108000000004)
2534,POINT (-111.766016 32.843063)
2026,POINT (-111.79371100000002 32.840123)
2025,POINT (-111.783048 32.857659999999996)
2523,POINT (-111.801235 32.891209)
2661,POINT (-111.785315 32.886925)
2533,POINT (-111.74876200000001 32.857690999999996)
2535,POINT (-111.748833 32.843041)
2532,POINT (-111.765955 32.857428999999996)
2531,POINT (-111.75116499999999 32.868846000000005)
2526,POINT (-111.76366100000001 32.88692)
2538,POINT (-111.75275 32.883513)
2541,POINT (-111.74428 32.883163)
2540,POINT (-111.75261699999999 32.890491)
2537,POINT (-111.74516399999999 32.875702000000004)
2024,POINT (-111.744266 32.890547)
2546,POINT (-111.709546 32.884389)
2028,POINT (-111.71613300000001 32.844048)
2551,POINT (-111.71771499999998 32.860802)
2554,POINT (-111.710035 32.858268)
2549,POINT (-111.71887199999999 32.875205)
2544,POINT (-111.72692099999999 32.883208)
2542,POINT (-111.717941 32.886464000000004)
2545,POINT (-111.726382 32.889451)
2553,POINT (-111.71041899999999 32.874108)
2548,POINT (-111.70073300000001 32.846936)
2552,POINT (-111.69775 32.858659)
2547,POINT (-111.700402 32.885667)
2492,POINT (-111.681774 32.882665)
2550,POINT (-111.697469 32.873149)
2576,POINT (-111.748926 32.948462)
2012,POINT (-111.69588 32.959895)
2597,POINT (-111.783239 32.952851)
2582,POINT (-111.73111200000001 32.930141)
2579,POINT (-111.73193300000001 32.915067)
2018,POINT (-111.780823 32.930859999999996)
2290,POINT (-111.783643 32.916154)
2020,POINT (-111.746987 32.916834)
2577,POINT (-111.748403 32.930314)
2291,POINT (-111.767018 32.949874)
2015,POINT (-111.77551000000001 32.987707)
2585,POINT (-111.786041 32.973696999999994)
2502,POINT (-111.74614299999999 32.979773)
2586,POINT (-111.764218 32.976618)
3418,POINT (-111.710799 32.915853000000006)
2021,POINT (-111.70873 32.930354)
2013,POINT (-111.72876799999999 32.955003000000005)
2053,POINT (-111.71846299999999 32.985731)
1018,POINT (-111.934977 33.274259)
1036,POINT (-111.935506 33.527411)
1037,POINT (-111.938032 33.517792)
1119,POINT (-111.938286 33.505857)
1120,POINT (-111.938363 33.496396999999995)
1121,POINT (-111.93836399999999 33.487443)
1122,POINT (-111.93870700000001 33.473174)
1133,POINT (-111.937165 33.461321999999996)
1169,POINT (-111.938153 33.443675)
1172,POINT (-111.937175 33.411861)
1210,POINT (-111.938608 33.35895)
2939,POINT (-111.93046499999998 33.327507000000004)
2932,POINT (-111.93167199999999 33.317122999999995)
1227,POINT (-111.93433700000001 33.29492)
2903,POINT (-111.936761 33.390029999999996)
2897,POINT (-111.938649 33.454997999999996)
2904,POINT (-111.93746999999999 33.381197)
2965,POINT (-111.94213 33.544145)
2943,POINT (-111.935249 33.352798)
2941,POINT (-111.932303 33.343152)
2931,POINT (-111.936003 33.303342)
1243,POINT (-111.86771599999999 33.295057)
1247,POINT (-111.83223400000001 33.299884999999996)
1249,POINT (-111.815257 33.298636)
1251,POINT (-111.802697 33.299054)
1546,POINT (-111.78059099999999 33.299186)
1555,POINT (-111.74590900000001 33.28318)
1559,POINT (-111.72877199999999 33.283255)
1565,POINT (-111.71181100000001 33.284965)
1618,POINT (-111.76419299999999 33.299321)
2797,POINT (-111.85021 33.295281)
2704,POINT (-111.935854 33.437286)
1991,POINT (-111.939756 33.156458)
3164,POINT (-112.18526000000001 33.280151000000004)
2803,POINT (-112.105478 33.294115999999995)
3331,POINT (-111.946172 33.536919)
3383,POINT (-112.157501 33.303053999999996)
3197,POINT (-111.79403 33.299224)
2623,POINT (-112.075965 33.061645)
1015,POINT (-112.04143400000001 33.24174)
1981,POINT (-112.043332 33.161117)
3379,POINT (-112.04279299999999 33.211842)
2642,POINT (-112.164001 33.033072)
2649,POINT (-112.141586 33.062657)
2641,POINT (-112.181785 33.082249)
2643,POINT (-112.127623 33.061282)
3160,POINT (-112.108552 33.075762)
2640,POINT (-112.118738 33.08413)
2616,POINT (-112.08914399999999 33.082033)
2617,POINT (-112.07376299999999 33.08354)
3163,POINT (-112.140198 33.279475)
3162,POINT (-112.153333 33.260056)
1009,POINT (-112.08116499999998 33.276598)
2609,POINT (-112.00379299999999 33.036478)
2612,POINT (-112.004427 33.066223)
2615,POINT (-112.005762 33.051482)
2611,POINT (-112.0377 33.065086)
2297,POINT (-112.05191 33.068539)
2619,POINT (-112.019046 33.08054)
2613,POINT (-112.02426000000001 33.065385)
2620,POINT (-112.052444 33.048207)
2624,POINT (-112.042689 33.046999)
2622,POINT (-112.060639 33.060839)
2610,POINT (-112.035426 33.054472)
2618,POINT (-112.043663 33.081357000000004)
2627,POINT (-112.021781 33.036464)
2614,POINT (-112.021827 33.051107)
2607,POINT (-111.97095 33.061887)
2302,POINT (-111.96833500000001 33.037853000000005)
2604,POINT (-111.98783700000001 33.065166999999995)
2605,POINT (-111.95598600000001 33.06062)
2301,POINT (-111.97423400000001 33.051101)
2603,POINT (-111.987873 33.036246000000006)
2001,POINT (-111.987773 33.050911)
2606,POINT (-111.992222 33.080535)
3159,POINT (-111.97473400000001 33.068415)
2296,POINT (-111.972527 33.076795000000004)
2300,POINT (-111.95591499999999 33.049177)
2304,POINT (-111.93636599999999 33.037079)
2298,POINT (-111.93626100000002 33.057906)
2299,POINT (-111.935869 33.047257)
1012,POINT (-112.003799 33.276498)
3373,POINT (-111.95620500000001 33.226199)
3378,POINT (-112.007329 33.288134)
1010,POINT (-112.047008 33.276691)
3255,POINT (-111.95366100000001 33.211382)
1016,POINT (-111.95945900000001 33.242653000000004)
1014,POINT (-111.96654699999999 33.268463)
3374,POINT (-111.96418 33.25723)
3376,POINT (-111.98915900000001 33.263186)
3377,POINT (-111.989021 33.287659000000005)
1013,POINT (-111.97528999999999 33.270326000000004)
3375,POINT (-111.97499599999999 33.283671999999996)
1929,POINT (-111.97852900000001 33.291971000000004)
3191,POINT (-111.95211100000002 33.270122)
3411,POINT (-111.952779 33.286432)
1017,POINT (-111.966306 33.285717)
3052,POINT (-111.93565500000001 33.28637)
688,POINT (-112.06878300000001 33.545517)
689,POINT (-112.069318 33.534585)
690,POINT (-112.06862 33.527406)
692,POINT (-112.068684 33.512867)
774,POINT (-112.06868100000001 33.505534999999995)
775,POINT (-112.06870900000001 33.499285)
780,POINT (-112.067136 33.490657)
781,POINT (-112.06708700000001 33.483462)
782,POINT (-112.06655400000001 33.476566999999996)
783,POINT (-112.066551 33.469327)
849,POINT (-112.06746299999999 33.456561)
887,POINT (-112.15989099999999 33.429496)
888,POINT (-112.142522 33.429608)
894,POINT (-112.10826200000001 33.424974)
906,POINT (-112.07718999999999 33.423468)
907,POINT (-112.06876100000001 33.438691)
908,POINT (-112.068743 33.432485)
909,POINT (-112.06855800000001 33.424062)
912,POINT (-112.055594 33.423321)
937,POINT (-111.98100600000001 33.427782)
942,POINT (-112.06836299999999 33.413734000000005)
943,POINT (-112.068265 33.400822999999995)
980,POINT (-112.06825400000001 33.384933000000004)
981,POINT (-112.068894 33.370456)
995,POINT (-112.0667 33.311797)
996,POINT (-112.06931200000001 33.300077)
2899,POINT (-111.96536599999999 33.426353000000006)
3186,POINT (-111.94149499999999 33.423722)
1168,POINT (-111.93744699999999 33.424431)
1631,POINT (-111.95588400000001 33.426396999999994)
1633,POINT (-111.947199 33.426718)
1859,POINT (-111.990067 33.426087)
884,POINT (-112.17716200000001 33.429562)
893,POINT (-112.125647 33.430855)
850,POINT (-112.06786399999999 33.44972)
923,POINT (-112.038101 33.420811)
851,POINT (-112.06768100000001 33.443282)
902,POINT (-112.09102 33.421686)
691,POINT (-112.06868999999999 33.520095)
2081,POINT (-112.067927 33.452909999999996)
2858,POINT (-112.15421200000002 33.354027)
968,POINT (-112.124924 33.399345000000004)
969,POINT (-112.124358 33.384852)
977,POINT (-112.11120600000001 33.352019)
984,POINT (-112.07475 33.359984000000004)
970,POINT (-112.12545700000001 33.370311)
961,POINT (-112.180701 33.35562)
1976,POINT (-112.12628899999999 33.351440999999994)
1755,POINT (-112.093971 33.356942)
967,POINT (-112.15611000000001 33.336802)
3165,POINT (-112.181824 33.317977)
3084,POINT (-112.17749199999999 33.341938)
889,POINT (-112.160504 33.41434)
890,POINT (-112.159269 33.399234)
962,POINT (-112.15936200000002 33.385084)
963,POINT (-112.159801 33.370185)
965,POINT (-112.14161999999999 33.384781)
3108,POINT (-112.178859 33.384735)
960,POINT (-112.178141 33.370181)
1621,POINT (-112.174299 33.396827)
1872,POINT (-112.17769799999999 33.416302)
966,POINT (-112.142657 33.370234)
964,POINT (-112.14155500000001 33.399281)
3244,POINT (-112.143147 33.416096)
1750,POINT (-112.116973 33.323259)
994,POINT (-112.123939 33.29784)
1620,POINT (-112.08746599999999 33.297926000000004)
993,POINT (-112.069106 33.339905)
971,POINT (-112.107704 33.399322)
975,POINT (-112.08981399999999 33.384924)
976,POINT (-112.09115200000001 33.37038)
978,POINT (-112.07690600000001 33.384925)
972,POINT (-112.10709299999999 33.384907)
973,POINT (-112.108989 33.370523)
1863,POINT (-112.12556599999999 33.414494)
1864,POINT (-112.108203 33.414522)
979,POINT (-112.07753799999999 33.370407)
903,POINT (-112.09003200000001 33.412155)
940,POINT (-112.077041 33.413728000000006)
974,POINT (-112.08996699999999 33.400822999999995)
941,POINT (-112.07733400000001 33.400822999999995)
662,POINT (-112.125074 33.548911)
663,POINT (-112.123852 33.528203000000005)
664,POINT (-112.12510400000001 33.520191)
665,POINT (-112.125382 33.505722)
666,POINT (-112.12236899999999 33.490355)
3105,POINT (-112.129795 33.45966)
736,POINT (-112.17693899999999 33.487724)
744,POINT (-112.142127 33.48805)
747,POINT (-112.127959 33.485378999999995)
748,POINT (-112.125253 33.475857)
749,POINT (-112.12441100000001 33.455373)
752,POINT (-112.109073 33.491192)
755,POINT (-112.09493 33.491315)
760,POINT (-112.086611 33.491239)
765,POINT (-112.080097 33.49116)
770,POINT (-112.07530700000001 33.491122)
776,POINT (-112.070902 33.491089)
892,POINT (-112.125822 33.444126000000004)
1833,POINT (-112.102616 33.491609000000004)
3012,POINT (-112.123648 33.542121)
3013,POINT (-112.12344499999999 33.534907000000004)
3104,POINT (-112.130045 33.46481)
936,POINT (-112.12591599999999 33.468688)
671,POINT (-112.114326 33.484618)
669,POINT (-112.126324 33.51274)
741,POINT (-112.15758400000001 33.476438)
742,POINT (-112.159325 33.455237)
3097,POINT (-112.16408600000001 33.459173)
3099,POINT (-112.163836 33.46488)
303,POINT (-112.16001000000001 33.468804999999996)
886,POINT (-112.160871 33.444124)
3287,POINT (-112.160525 33.484328000000005)
883,POINT (-112.17713300000001 33.444074)
738,POINT (-112.176079 33.453957)
737,POINT (-112.17613700000001 33.475776)
293,POINT (-112.177899 33.468864)
3093,POINT (-112.19003400000001 33.460565)
1652,POINT (-112.18961599999999 33.46481)
3094,POINT (-112.183276 33.459033000000005)
3098,POINT (-112.182942 33.46481)
3292,POINT (-112.190794 33.487351000000004)
3095,POINT (-112.174849 33.459173)
1679,POINT (-112.17443200000001 33.465019)
746,POINT (-112.14111499999999 33.455249)
891,POINT (-112.142839 33.444245)
745,POINT (-112.13891100000001 33.473584)
3102,POINT (-112.14765 33.459103000000006)
3101,POINT (-112.147149 33.464462)
305,POINT (-112.14723700000002 33.472762)
3100,POINT (-112.15574299999999 33.459103000000006)
1715,POINT (-112.155576 33.464741)
3103,POINT (-112.13888899999999 33.459521)
1970,POINT (-112.139223 33.464741)
740,POINT (-112.16011599999999 33.491240000000005)
448,POINT (-112.17738999999999 33.516967)
451,POINT (-112.16444399999999 33.548926)
452,POINT (-112.15786100000001 33.528033)
453,POINT (-112.156566 33.519546999999996)
2248,POINT (-112.14209699999999 33.519575)
739,POINT (-112.159516 33.502144)
3016,POINT (-112.164029 33.541414)
3017,POINT (-112.15969299999999 33.535756)
454,POINT (-112.162625 33.514102)
735,POINT (-112.176914 33.501859)
3267,POINT (-112.194787 33.513022)
3018,POINT (-112.180875 33.541767)
447,POINT (-112.17919499999999 33.527651)
3019,POINT (-112.17378000000001 33.53483)
445,POINT (-112.17777 33.54916)
3020,POINT (-112.183374 33.533818)
3021,POINT (-112.188201 33.544137)
439,POINT (-112.190921 33.549426000000004)
446,POINT (-112.170845 33.529773)
660,POINT (-112.142099 33.512281)
661,POINT (-112.140051 33.504084999999996)
743,POINT (-112.144375 33.500298)
658,POINT (-112.1433 33.548232)
659,POINT (-112.14106000000001 33.527778000000005)
3015,POINT (-112.14034699999999 33.535332000000004)
3014,POINT (-112.140042 33.542715)
3269,POINT (-112.156084 33.542149)
3270,POINT (-112.155872 33.549327000000005)
751,POINT (-112.11548400000001 33.454324)
756,POINT (-112.09496100000001 33.484095)
831,POINT (-112.09493 33.454858)
832,POINT (-112.098294 33.449846)
833,POINT (-112.09780400000001 33.444021)
899,POINT (-112.09818500000002 33.440103)
901,POINT (-112.09053200000001 33.432803)
758,POINT (-112.095556 33.469481)
838,POINT (-112.08045200000001 33.456652000000005)
2919,POINT (-112.09786299999999 33.448131)
3188,POINT (-112.09865500000001 33.463483000000004)
895,POINT (-112.113352 33.443818)
897,POINT (-112.104272 33.439023999999996)
896,POINT (-112.113152 33.432247)
898,POINT (-112.103296 33.432716)
829,POINT (-112.10418500000002 33.444095000000004)
2920,POINT (-112.10382800000001 33.448156)
827,POINT (-112.103614 33.455697)
828,POINT (-112.104428 33.450158)
750,POINT (-112.114303 33.468758)
826,POINT (-112.10786999999999 33.468795)
3106,POINT (-112.12178600000001 33.459312)
1973,POINT (-112.121847 33.464473999999996)
753,POINT (-112.103326 33.476951)
1835,POINT (-112.10283999999999 33.484452000000005)
1836,POINT (-112.109303 33.483990999999996)
834,POINT (-112.08706299999999 33.449579)
835,POINT (-112.088704 33.444031)
900,POINT (-112.09038000000001 33.438641)
904,POINT (-112.078116 33.438226)
2918,POINT (-112.089033 33.447618)
905,POINT (-112.07741999999999 33.432733)
842,POINT (-112.07574 33.449478000000006)
843,POINT (-112.07596699999999 33.443652)
840,POINT (-112.080147 33.443079)
2917,POINT (-112.080005 33.445617999999996)
2916,POINT (-112.07581599999999 33.445894)
839,POINT (-112.08057099999999 33.44914)
3208,POINT (-112.07578400000001 33.453037)
3209,POINT (-112.08035 33.453231)
848,POINT (-112.071909 33.443665)
3214,POINT (-112.07182900000001 33.446259999999995)
3183,POINT (-112.068982 33.445937)
847,POINT (-112.07138300000001 33.449702)
3207,POINT (-112.07188000000001 33.452913)
762,POINT (-112.086418 33.476478)
763,POINT (-112.086326 33.469448)
766,POINT (-112.08001100000001 33.483915)
768,POINT (-112.07982 33.469359999999995)
830,POINT (-112.08623999999999 33.463844)
3187,POINT (-112.086124 33.457743)
761,POINT (-112.086505 33.483989)
757,POINT (-112.095596 33.476901)
841,POINT (-112.075865 33.456652000000005)
773,POINT (-112.075304 33.469317)
836,POINT (-112.078006 33.463879)
844,POINT (-112.070912 33.463512)
837,POINT (-112.07748400000001 33.459992)
846,POINT (-112.07191200000001 33.456567)
845,POINT (-112.06898600000001 33.460395)
779,POINT (-112.07078500000001 33.469372)
771,POINT (-112.075668 33.483855)
772,POINT (-112.075281 33.47655)
777,POINT (-112.070889 33.483839)
767,POINT (-112.079903 33.476397999999996)
778,POINT (-112.070821 33.476572)
674,POINT (-112.108678 33.52113)
679,POINT (-112.09475 33.520393)
680,POINT (-112.094866 33.513148)
681,POINT (-112.086153 33.520254)
686,POINT (-112.07736899999999 33.520161)
754,POINT (-112.09559899999999 33.505886)
1807,POINT (-112.104019 33.520465)
3006,POINT (-112.09518100000001 33.546746999999996)
3008,POINT (-112.094774 33.534356)
3009,POINT (-112.09484599999999 33.526682)
1075,POINT (-112.114636 33.520433000000004)
670,POINT (-112.11400900000001 33.502167)
675,POINT (-112.107395 33.506668)
1821,POINT (-112.10308300000001 33.505955)
3409,POINT (-112.11466200000001 33.513162)
3286,POINT (-112.12603700000001 33.498554)
1825,POINT (-112.10413600000001 33.498665)
1827,POINT (-112.11066399999999 33.498583)
1812,POINT (-112.10733700000002 33.513108)
1811,POINT (-112.10304199999999 33.51321)
667,POINT (-112.114281 33.548656)
668,POINT (-112.11576399999998 33.52663)
3010,POINT (-112.11443100000001 33.54157)
3011,POINT (-112.11463400000001 33.534102000000004)
3066,POINT (-112.110051 33.534271000000004)
3007,POINT (-112.10417199999999 33.532334000000006)
673,POINT (-112.110157 33.527651)
672,POINT (-112.109902 33.54942)
3005,POINT (-112.10557 33.54157)
3064,POINT (-112.10394 33.548699)
682,POINT (-112.086178 33.513023)
759,POINT (-112.08707 33.505897999999995)
764,POINT (-112.080301 33.505697999999995)
1824,POINT (-112.08696 33.49881)
1826,POINT (-112.09560400000001 33.498595)
1828,POINT (-112.080615 33.498272)
1829,POINT (-112.07597 33.498413)
769,POINT (-112.075961 33.505671)
687,POINT (-112.077375 33.512908)
677,POINT (-112.086626 33.534786)
678,POINT (-112.08790900000001 33.527099)
684,POINT (-112.078065 33.53464)
676,POINT (-112.08693999999998 33.545728999999994)
685,POINT (-112.07736899999999 33.527409000000006)
683,POINT (-112.07746200000001 33.545553000000005)
950,POINT (-111.99927199999999 33.416354999999996)
952,POINT (-112.004011 33.403448)
989,POINT (-112.004016 33.388946999999995)
1000,POINT (-112.00328400000001 33.332743)
1002,POINT (-112.00519299999999 33.297661)
1202,POINT (-111.966748 33.354492)
1206,POINT (-111.9538 33.356343)
1886,POINT (-112.004056 33.396178000000006)
1893,POINT (-112.00413300000001 33.381667)
991,POINT (-111.995989 33.375828000000006)
2252,POINT (-111.975771 33.354498)
998,POINT (-112.048895 33.298344)
3282,POINT (-112.033616 33.312844)
997,POINT (-112.048704 33.313423)
999,POINT (-112.023517 33.298269)
1001,POINT (-112.01165900000001 33.309971000000004)
2711,POINT (-112.02096499999999 33.318875)
946,POINT (-112.037834 33.412201)
947,POINT (-112.03781699999999 33.400958)
982,POINT (-112.05526100000002 33.385171)
985,POINT (-112.038 33.385414000000004)
986,POINT (-112.03945900000001 33.370459000000004)
987,POINT (-112.02068200000001 33.38573)
983,POINT (-112.056656 33.370482)
3206,POINT (-112.058431 33.360022)
944,POINT (-112.05520700000001 33.412979)
945,POINT (-112.055146 33.400822999999995)
988,POINT (-112.022283 33.371428)
948,POINT (-112.01952 33.411599)
949,POINT (-112.020649 33.401092999999996)
951,POINT (-112.003197 33.408615000000005)
1861,POINT (-112.008721 33.420190000000005)
2743,POINT (-111.96781100000001 33.323795000000004)
1222,POINT (-111.967068 33.312591999999995)
1208,POINT (-111.958836 33.327315000000006)
3284,POINT (-111.99285900000001 33.323637)
3285,POINT (-111.984574 33.322921)
3410,POINT (-111.975649 33.326440000000005)
1006,POINT (-111.99905700000001 33.314344)
1007,POINT (-111.98773100000001 33.297481)
2911,POINT (-111.976716 33.31315)
3283,POINT (-111.98786799999999 33.311716)
2912,POINT (-111.977275 33.301469)
1003,POINT (-111.985499 33.356321)
1004,POINT (-111.988022 33.342295)
1005,POINT (-111.993077 33.330858)
3190,POINT (-111.98465900000001 33.328289)
1224,POINT (-111.953874 33.316212)
1225,POINT (-111.953709 33.298004999999996)
1226,POINT (-111.93973600000001 33.312932)
3196,POINT (-111.95446100000001 33.308942)
1223,POINT (-111.96691899999999 33.298074)
2783,POINT (-111.961545 33.293455)
1211,POINT (-111.93984499999999 33.341282)
1913,POINT (-111.950098 33.345546)
1914,POINT (-111.95008200000001 33.338262)
1915,POINT (-111.958805 33.338213)
1203,POINT (-111.96704199999999 33.3417)
3195,POINT (-111.953744 33.351708)
1204,POINT (-111.96698300000001 33.330748)
1207,POINT (-111.95883500000001 33.345513000000004)
1212,POINT (-111.941578 33.329889)
1920,POINT (-111.950148 33.330729)
1187,POINT (-111.96353500000001 33.390221999999994)
1190,POINT (-111.951443 33.389284)
1193,POINT (-111.941356 33.389371999999995)
1866,POINT (-111.965102 33.414861)
1185,POINT (-111.972283 33.385453000000005)
3281,POINT (-111.98740900000001 33.388505)
990,POINT (-111.985766 33.381997999999996)
992,POINT (-111.973527 33.373838)
955,POINT (-111.986648 33.403022)
2078,POINT (-111.986989 33.419123)
3189,POINT (-111.986879 33.396508000000004)
953,POINT (-111.98468899999999 33.41495)
954,POINT (-111.98611100000001 33.409065999999996)
1184,POINT (-111.97228600000001 33.399976)
1158,POINT (-111.97368600000001 33.414026)
2475,POINT (-111.97371000000001 33.419288)
1205,POINT (-111.94935100000001 33.370841999999996)
1209,POINT (-111.939805 33.372125)
2390,POINT (-111.95995900000001 33.360178000000005)
1221,POINT (-111.96234199999999 33.365049)
1188,POINT (-111.96368500000001 33.383387)
1191,POINT (-111.955979 33.382447)
1194,POINT (-111.94182099999999 33.381820000000005)
1163,POINT (-111.947232 33.413788000000004)
1189,POINT (-111.956461 33.403774)
1192,POINT (-111.94146299999998 33.399046000000006)
1880,POINT (-111.947774 33.403758)
1885,POINT (-111.947732 33.396491)
3107,POINT (-111.93738300000001 33.399035)
1186,POINT (-111.964431 33.400133000000004)
1884,POINT (-111.956418 33.39648)
2901,POINT (-111.95604399999999 33.414846999999995)
1170,POINT (-111.941659 33.414607000000004)
1171,POINT (-111.937175 33.419274)
1870,POINT (-111.937426 33.41689)
785,POINT (-112.059996 33.49102)
789,POINT (-112.05128700000002 33.491023999999996)
801,POINT (-112.033896 33.491157)
805,POINT (-112.02088700000002 33.491314)
810,POINT (-112.00859799999999 33.491476)
812,POINT (-111.99971299999999 33.50623)
813,POINT (-111.999752 33.498745)
814,POINT (-111.99911999999999 33.487744)
816,POINT (-111.990742 33.487494)
822,POINT (-111.968878 33.48726)
825,POINT (-111.954232 33.485724)
858,POINT (-111.999175 33.473015999999994)
860,POINT (-112.003571 33.462092999999996)
932,POINT (-111.999661 33.446015)
1029,POINT (-112.00341200000001 33.522863)
1117,POINT (-111.945917 33.485471000000004)
1849,POINT (-111.9995 33.449319)
861,POINT (-112.00341 33.455231)
819,POINT (-111.981799 33.486359)
795,POINT (-112.033689 33.476616)
796,POINT (-112.033709 33.469367999999996)
802,POINT (-112.03384299999999 33.483877)
854,POINT (-112.060576 33.454985)
915,POINT (-112.04253200000001 33.454793)
919,POINT (-112.033534 33.463591)
922,POINT (-112.032496 33.432255)
925,POINT (-112.016998 33.455163)
920,POINT (-112.03357199999999 33.456382)
926,POINT (-112.02545400000001 33.456584)
3288,POINT (-112.051979 33.454976)
855,POINT (-112.05573100000001 33.449771999999996)
910,POINT (-112.055392 33.439878)
911,POINT (-112.055768 33.432017)
2892,POINT (-112.056422 33.445929)
2088,POINT (-112.040424 33.438922999999996)
918,POINT (-112.046052 33.432718)
2923,POINT (-112.03991699999999 33.43396)
917,POINT (-112.042308 33.443005)
2894,POINT (-112.042475 33.445879999999995)
916,POINT (-112.04223 33.449835)
1853,POINT (-112.03387099999999 33.442744)
791,POINT (-112.05128700000002 33.476518)
792,POINT (-112.05130600000001 33.469334)
794,POINT (-112.042199 33.469332)
853,POINT (-112.051321 33.460039)
2102,POINT (-112.05171299999999 33.483452)
2091,POINT (-112.052057 33.464133000000004)
787,POINT (-112.06003899999999 33.469319)
852,POINT (-112.06002600000001 33.463575)
786,POINT (-112.060034 33.476561)
790,POINT (-112.06039299999999 33.483794)
913,POINT (-112.04223700000001 33.463553000000005)
914,POINT (-112.04233 33.46009)
799,POINT (-112.042574 33.483832)
793,POINT (-112.042216 33.476558000000004)
927,POINT (-112.01688 33.449666)
928,POINT (-112.01656100000001 33.446082000000004)
1847,POINT (-112.026174 33.449529)
1851,POINT (-112.025671 33.44508)
2921,POINT (-112.02581200000002 33.443166)
2895,POINT (-112.03367800000001 33.445997)
921,POINT (-112.031899 33.449847999999996)
933,POINT (-112.012115 33.43335)
929,POINT (-112.00824399999999 33.449728)
930,POINT (-112.00828600000001 33.44607)
2922,POINT (-112.01730400000001 33.443264)
2907,POINT (-112.008241 33.44324)
806,POINT (-112.020878 33.484053)
857,POINT (-112.00786200000002 33.473062)
924,POINT (-112.019697 33.474677)
2893,POINT (-112.02178899999998 33.463888)
856,POINT (-112.02537199999999 33.469111)
