zone_id,geometry
811,POINT (-112.008522 33.484164)
696,POINT (-112.05991599999999 33.520062)
701,POINT (-112.05385 33.520094)
3048,POINT (-112.04859499999999 33.520192)
705,POINT (-112.04495 33.520070000000004)
710,POINT (-112.03369199999999 33.520158)
711,POINT (-112.032308 33.512837)
712,POINT (-112.02030500000001 33.525931)
3067,POINT (-112.036947 33.534401)
708,POINT (-112.033979 33.541901)
1823,POINT (-112.034502 33.498537)
702,POINT (-112.051216 33.512809999999995)
788,POINT (-112.05289199999999 33.499916)
3043,POINT (-112.05191599999999 33.506541999999996)
2226,POINT (-112.034623 33.506024)
784,POINT (-112.060286 33.500141)
697,POINT (-112.05993000000001 33.512812)
3042,POINT (-112.060472 33.506229)
797,POINT (-112.04505400000001 33.498413)
800,POINT (-112.041078 33.498401)
798,POINT (-112.04495 33.491001000000004)
3046,POINT (-112.041657 33.512837)
706,POINT (-112.04588899999999 33.511843)
3248,POINT (-112.036344 33.512890999999996)
3044,POINT (-112.045822 33.506855)
3045,POINT (-112.041648 33.507099)
3047,POINT (-112.03676499999999 33.521122999999996)
694,POINT (-112.06063400000001 33.534587)
698,POINT (-112.05018999999999 33.545427000000004)
699,POINT (-112.05454099999999 33.534413)
704,POINT (-112.045418 33.53076)
3051,POINT (-112.050073 33.534571)
695,POINT (-112.059921 33.527322999999996)
700,POINT (-112.054875 33.527105)
693,POINT (-112.060046 33.545594)
3050,POINT (-112.04151100000001 33.525871)
3049,POINT (-112.048946 33.527349)
803,POINT (-112.020904 33.505947)
804,POINT (-112.02090600000001 33.498658)
808,POINT (-112.00853300000001 33.506223999999996)
1806,POINT (-112.02226499999999 33.515896999999995)
809,POINT (-112.008526 33.498855)
807,POINT (-112.003456 33.514241)
709,POINT (-112.033759 33.5282)
871,POINT (-111.955845 33.469136999999996)
1157,POINT (-111.97138799999999 33.432489000000004)
872,POINT (-111.967722 33.45433)
934,POINT (-111.983773 33.449436)
2066,POINT (-111.982648 33.440276000000004)
1854,POINT (-111.991142 33.437498)
862,POINT (-111.990502 33.455129)
931,POINT (-111.990546 33.449613)
1852,POINT (-111.991418 33.445287)
3198,POINT (-111.991675 33.443434)
2717,POINT (-111.999645 33.443360999999996)
865,POINT (-111.98510300000001 33.453123)
870,POINT (-111.973051 33.453928999999995)
935,POINT (-111.983455 33.445978000000004)
938,POINT (-111.97611299999998 33.449166999999996)
867,POINT (-111.98003899999999 33.454544)
2913,POINT (-111.97241100000001 33.442202)
859,POINT (-111.990609 33.472999)
863,POINT (-111.982571 33.472939000000004)
864,POINT (-111.98463899999999 33.461958)
868,POINT (-111.973247 33.472791)
869,POINT (-111.97338899999998 33.45936)
866,POINT (-111.98014199999999 33.461296999999995)
2896,POINT (-111.949649 33.450571000000004)
1160,POINT (-111.95099099999999 33.442772)
1161,POINT (-111.953243 33.439027)
1162,POINT (-111.95608100000001 33.43362)
1678,POINT (-111.955343 33.435389)
939,POINT (-111.96471000000001 33.448066)
1159,POINT (-111.958427 33.447373)
2914,POINT (-111.964624 33.442294)
2915,POINT (-111.95953 33.442955)
1632,POINT (-111.94672 33.434647)
2786,POINT (-111.94193 33.432611)
3210,POINT (-111.947755 33.432279)
1611,POINT (-111.94641599999999 33.437459999999994)
2733,POINT (-111.938806 33.431219)
3185,POINT (-111.941576 33.426527)
1167,POINT (-111.941469 33.428436)
1721,POINT (-111.938147 33.434309999999996)
1692,POINT (-111.94244499999999 33.434501000000004)
1118,POINT (-111.95148 33.476446)
3346,POINT (-111.94446599999999 33.461719)
821,POINT (-111.968267 33.497677)
1032,POINT (-111.967408 33.542286)
817,POINT (-111.98113799999999 33.504726)
818,POINT (-111.98178 33.498754)
820,POINT (-111.97730200000001 33.513157)
815,POINT (-111.99109399999999 33.498673)
1028,POINT (-111.980291 33.544145)
3077,POINT (-111.988593 33.545171999999994)
823,POINT (-111.951388 33.509144)
824,POINT (-111.95143799999998 33.495712)
2057,POINT (-111.941349 33.506514)
1033,POINT (-111.959103 33.527695)
1272,POINT (-111.798193 33.286696)
1275,POINT (-111.797127 33.255266)
1281,POINT (-111.79738200000001 33.240887)
2840,POINT (-111.800051 33.281044)
1935,POINT (-111.812476 33.271202)
1966,POINT (-111.797827 33.211855)
1992,POINT (-111.812727 33.168163)
1282,POINT (-111.798184 33.226420000000005)
3371,POINT (-111.73868600000002 33.171572)
1996,POINT (-111.865695 33.096068)
2180,POINT (-111.92621899999999 33.124782)
1256,POINT (-111.86671100000001 33.283755)
1257,POINT (-111.86966699999999 33.268975)
1258,POINT (-111.870673 33.254259999999995)
1259,POINT (-111.86950700000001 33.23835)
1264,POINT (-111.849166 33.225625)
1279,POINT (-111.814567 33.226104)
1287,POINT (-111.86643000000001 33.225394)
1288,POINT (-111.866327 33.210843)
1990,POINT (-111.864253 33.17498)
1285,POINT (-111.88383700000001 33.225177)
1286,POINT (-111.88374099999999 33.211264)
1020,POINT (-111.90650500000001 33.232478)
1019,POINT (-111.909392 33.275899)
1254,POINT (-111.888884 33.255835)
1255,POINT (-111.88390700000001 33.239616999999996)
1252,POINT (-111.884107 33.283640000000005)
1253,POINT (-111.88409899999999 33.268738)
1277,POINT (-111.831933 33.226096999999996)
1601,POINT (-111.831704 33.211890999999994)
1289,POINT (-111.849099 33.211063)
1967,POINT (-111.815173 33.211622999999996)
1262,POINT (-111.849174 33.254701000000004)
1266,POINT (-111.832228 33.281851)
1267,POINT (-111.83301999999999 33.273094)
1268,POINT (-111.83201899999999 33.254957)
1271,POINT (-111.81473600000001 33.255179999999996)
1276,POINT (-111.831951 33.240384999999996)
1939,POINT (-111.832761 33.265929)
1263,POINT (-111.849175 33.240148)
1260,POINT (-111.849521 33.283975)
1261,POINT (-111.84946799999999 33.268947)
1245,POINT (-111.850315 33.289394)
3199,POINT (-111.867421 33.289318)
1278,POINT (-111.814838 33.240497)
1269,POINT (-111.81553999999998 33.288406)
1270,POINT (-111.820329 33.27421)
1265,POINT (-111.831332 33.287893)
2177,POINT (-111.73155700000001 33.083203999999995)
3372,POINT (-111.78858400000001 33.118943)
2179,POINT (-111.756004 33.073716)
2178,POINT (-111.727911 33.054115)
2039,POINT (-111.71286200000002 33.030205)
2451,POINT (-111.67358899999999 33.131299)
1284,POINT (-111.764081 33.226498)
2748,POINT (-111.74555600000001 33.269897)
1573,POINT (-111.74558300000001 33.255651)
1574,POINT (-111.74659299999999 33.241184999999994)
1575,POINT (-111.745726 33.226323)
1578,POINT (-111.711898 33.226579)
1580,POINT (-111.68798600000001 33.225654)
1954,POINT (-111.78103999999999 33.226459999999996)
1951,POINT (-111.69668899999999 33.22765)
1953,POINT (-111.728113 33.226254)
1964,POINT (-111.764002 33.211958)
2032,POINT (-111.802361 33.19327)
1965,POINT (-111.78093899999999 33.211931)
1547,POINT (-111.76511 33.288388)
1570,POINT (-111.764036 33.270340999999995)
1571,POINT (-111.76332 33.255708)
1549,POINT (-111.765979 33.28112)
333,POINT (-111.768479 33.241115)
1283,POINT (-111.780892 33.241002)
2749,POINT (-111.780599 33.253225)
1274,POINT (-111.784371 33.26891)
1548,POINT (-111.781154 33.28032)
2747,POINT (-111.78161899999999 33.287319000000004)
3265,POINT (-111.781328 33.275312)
3088,POINT (-111.797421 33.266389000000004)
3419,POINT (-111.776555 33.267659)
1963,POINT (-111.71177800000001 33.212012)
2114,POINT (-111.67779099999998 33.177477)
2752,POINT (-111.73173200000001 33.212516)
1960,POINT (-111.694521 33.212007)
1568,POINT (-111.70878300000001 33.258833)
1569,POINT (-111.694713 33.256116)
1577,POINT (-111.711913 33.241199)
2853,POINT (-111.73323700000002 33.253884)
1576,POINT (-111.72556200000001 33.25278)
1945,POINT (-111.727718 33.240644)
1572,POINT (-111.729497 33.270427000000005)
1567,POINT (-111.712018 33.270561)
1579,POINT (-111.694505 33.241556)
1582,POINT (-111.676806 33.256195)
2854,POINT (-111.69225700000001 33.272063)
1566,POINT (-111.69321699999999 33.285046)
1930,POINT (-111.67690400000001 33.286753000000004)
1327,POINT (-111.878515 33.425405)
1175,POINT (-111.916949 33.425595)
1178,POINT (-111.899597 33.425517)
1181,POINT (-111.88666699999999 33.424048)
1325,POINT (-111.86469199999999 33.425856)
1334,POINT (-111.84815800000001 33.425783)
1342,POINT (-111.83491399999998 33.429520000000004)
1635,POINT (-111.933035 33.423199)
1250,POINT (-111.79774599999999 33.309967)
1316,POINT (-111.81303899999999 33.485921000000005)
1435,POINT (-111.797752 33.473434000000005)
1347,POINT (-111.826675 33.431001)
1351,POINT (-111.81775800000001 33.429549)
1354,POINT (-111.80897 33.429553000000006)
1358,POINT (-111.795956 33.429544)
1359,POINT (-111.796071 33.418858)
1360,POINT (-111.796123 33.411605)
1361,POINT (-111.800712 33.400966)
1385,POINT (-111.79574699999999 33.444349)
1390,POINT (-111.77886299999999 33.429894)
1394,POINT (-111.762203 33.430105)
1398,POINT (-111.74431499999999 33.429977)
1425,POINT (-111.72693600000001 33.429643)
1427,POINT (-111.709695 33.429443)
1429,POINT (-111.692374 33.430064)
1519,POINT (-111.79731299999999 33.371297999999996)
1520,POINT (-111.79765900000001 33.3571)
1521,POINT (-111.79761299999998 33.342615)
1616,POINT (-111.797651 33.317212)
1619,POINT (-111.797656 33.328109000000005)
1380,POINT (-111.798546 33.389589)
1234,POINT (-111.867503 33.342175)
1326,POINT (-111.86918999999999 33.418451)
1328,POINT (-111.87001000000001 33.400674)
1367,POINT (-111.86648600000001 33.382290999999995)
1368,POINT (-111.86898300000001 33.371354)
1369,POINT (-111.867112 33.360527000000005)
2908,POINT (-111.866548 33.35322)
1235,POINT (-111.867075 33.327774)
1242,POINT (-111.867433 33.313007)
1515,POINT (-111.827895 33.35713)
1517,POINT (-111.81505 33.356991)
1330,POINT (-111.865812 33.411204)
1366,POINT (-111.86981399999999 33.389285)
2859,POINT (-111.86761899999999 33.302388)
1220,POINT (-111.901563 33.330354)
1230,POINT (-111.900116 33.324279)
1231,POINT (-111.903853 33.295964)
1233,POINT (-111.88471499999999 33.327389000000004)
2938,POINT (-111.915097 33.325057)
2926,POINT (-111.90460300000001 33.316635)
2928,POINT (-111.900522 33.302159)
2927,POINT (-111.90451999999999 33.309188)
1228,POINT (-111.915605 33.315568)
2933,POINT (-111.930922 33.309049)
1229,POINT (-111.920178 33.294990000000006)
2934,POINT (-111.92301 33.307935)
2936,POINT (-111.914681 33.307935)
2929,POINT (-111.92076100000001 33.302159)
2935,POINT (-111.92301 33.316009)
2937,POINT (-111.921844 33.321995)
2930,POINT (-111.913848 33.299931)
1215,POINT (-111.91722 33.341479)
2942,POINT (-111.92376000000002 33.342906)
1216,POINT (-111.9171 33.330754)
2940,POINT (-111.92409199999999 33.327493)
2944,POINT (-111.925528 33.352848)
1219,POINT (-111.90682 33.341894)
1904,POINT (-111.916513 33.352109000000006)
1905,POINT (-111.906825 33.352937)
1240,POINT (-111.882865 33.316287)
2924,POINT (-111.88786200000001 33.309188)
2925,POINT (-111.887029 33.302437)
1241,POINT (-111.881032 33.294781)
1232,POINT (-111.88463600000001 33.342506)
2906,POINT (-111.885047 33.352544)
1912,POINT (-111.898051 33.341943)
1903,POINT (-111.898229 33.352978)
1179,POINT (-111.90030800000001 33.418319)
1196,POINT (-111.91410900000001 33.388296000000004)
1198,POINT (-111.899477 33.400182)
1199,POINT (-111.89948899999999 33.389307)
1200,POINT (-111.899553 33.382053000000006)
1217,POINT (-111.901537 33.37109)
1218,POINT (-111.902721 33.360308)
1362,POINT (-111.87721 33.389362)
2951,POINT (-111.921719 33.388482)
2950,POINT (-111.930691 33.388606)
1197,POINT (-111.91496799999999 33.381896000000005)
1213,POINT (-111.91666000000001 33.37202)
2946,POINT (-111.93071100000002 33.370076)
2947,POINT (-111.923723 33.370325)
2945,POINT (-111.92558700000001 33.360574)
2948,POINT (-111.93143400000001 33.381157)
2949,POINT (-111.92298899999999 33.382262)
1214,POINT (-111.917456 33.359935)
1195,POINT (-111.912213 33.401902)
2902,POINT (-111.93043600000001 33.398992)
2952,POINT (-111.921484 33.398881)
3448,POINT (-111.92136599999999 33.421001000000004)
1871,POINT (-111.92432600000001 33.416628)
2953,POINT (-111.930259 33.411999)
1176,POINT (-111.920992 33.417914)
2955,POINT (-111.93040800000001 33.418993)
2954,POINT (-111.92302099999999 33.411172)
1177,POINT (-111.913744 33.410435)
1865,POINT (-111.913452 33.420786)
1869,POINT (-111.912989 33.416562)
1364,POINT (-111.884628 33.371159000000006)
1365,POINT (-111.884671 33.360338)
1363,POINT (-111.88318500000001 33.382102)
1201,POINT (-111.887353 33.398222)
1324,POINT (-111.88075400000001 33.400269)
1180,POINT (-111.900471 33.412709)
1183,POINT (-111.888775 33.412452)
2905,POINT (-111.885194 33.390651)
1182,POINT (-111.886257 33.417732)
1322,POINT (-111.878826 33.418440999999994)
1323,POINT (-111.880995 33.411147)
1237,POINT (-111.849994 33.327536)
1238,POINT (-111.836848 33.345728)
1239,POINT (-111.83225800000001 33.328441)
1246,POINT (-111.836354 33.313305)
2845,POINT (-111.849248 33.301823999999996)
1244,POINT (-111.84966999999999 33.313114)
2709,POINT (-111.85073600000001 33.354058)
1236,POINT (-111.85051200000001 33.342203000000005)
1248,POINT (-111.81482199999999 33.313497)
3305,POINT (-111.82834299999999 33.312943)
1541,POINT (-111.81489199999999 33.332445)
1911,POINT (-111.81420200000001 33.342905)
1518,POINT (-111.829683 33.344729)
1343,POINT (-111.835029 33.418696999999995)
1370,POINT (-111.852323 33.389483)
1344,POINT (-111.835076 33.411428)
1374,POINT (-111.8437 33.389567)
1376,POINT (-111.83081999999999 33.389633)
1377,POINT (-111.831322 33.382374)
1378,POINT (-111.81496200000001 33.390019)
1514,POINT (-111.83274499999999 33.371472)
3221,POINT (-111.86126499999999 33.389507)
1345,POINT (-111.83648500000001 33.400483)
1373,POINT (-111.849747 33.360585)
1371,POINT (-111.85354 33.382261)
1372,POINT (-111.849752 33.371425)
1375,POINT (-111.843732 33.382341)
1331,POINT (-111.86057199999999 33.400302)
1335,POINT (-111.851725 33.418556)
1336,POINT (-111.851809 33.411275)
1337,POINT (-111.852173 33.400254)
1340,POINT (-111.844022 33.400242)
1329,POINT (-111.860276 33.418471999999994)
1338,POINT (-111.844121 33.418957)
1339,POINT (-111.843501 33.411378000000006)
1516,POINT (-111.815266 33.371525)
1379,POINT (-111.815004 33.382659999999994)
1352,POINT (-111.817889 33.400537)
1355,POINT (-111.814646 33.419112)
1356,POINT (-111.81451299999999 33.411791)
1357,POINT (-111.808939 33.400749)
3301,POINT (-111.82736399999999 33.400883)
1348,POINT (-111.82651100000001 33.41868)
1349,POINT (-111.826555 33.411394)
885,POINT (-111.86986399999999 33.455871)
2849,POINT (-111.924071 33.489418)
2868,POINT (-111.86160100000001 33.502288)
2869,POINT (-111.86532199999999 33.48782)
1139,POINT (-111.920849 33.491163)
1146,POINT (-111.91247800000001 33.490871999999996)
1308,POINT (-111.86790900000001 33.545967)
1311,POINT (-111.88263300000001 33.487609)
2591,POINT (-111.84811499999999 33.487681)
2184,POINT (-111.831441 33.487767)
2870,POINT (-111.86271599999999 33.473166)
1152,POINT (-111.900251 33.487313)
2871,POINT (-111.870254 33.462159)
2723,POINT (-111.901582 33.432883000000004)
1307,POINT (-111.900071 33.445366)
1841,POINT (-111.896105 33.459903999999995)
1164,POINT (-111.93011000000001 33.455034999999995)
1154,POINT (-111.90396899999999 33.469404)
1153,POINT (-111.903912 33.476692)
1173,POINT (-111.921572 33.445125)
2898,POINT (-111.91448000000001 33.439)
2956,POINT (-111.92335800000001 33.438586)
3421,POINT (-111.92191899999999 33.454809999999995)
1634,POINT (-111.93002 33.433781)
2483,POINT (-111.92843500000001 33.43827)
2900,POINT (-111.93164499999999 33.426856)
1664,POINT (-111.930725 33.431227)
1647,POINT (-111.920033 33.434971999999995)
1166,POINT (-111.92986299999998 33.447271)
2731,POINT (-111.91655800000001 33.431402)
2957,POINT (-111.912595 33.446739)
1140,POINT (-111.921124 33.483968)
1141,POINT (-111.92114699999999 33.476663)
1142,POINT (-111.921176 33.469366)
1143,POINT (-111.922152 33.461647)
1148,POINT (-111.91249499999999 33.473046000000004)
1132,POINT (-111.929804 33.469288)
2958,POINT (-111.9305 33.461962)
1130,POINT (-111.930416 33.483882)
1131,POINT (-111.929798 33.47664)
1149,POINT (-111.91323700000001 33.457363)
1156,POINT (-111.904404 33.461976)
1147,POINT (-111.913201 33.484019)
2799,POINT (-111.886945 33.453881)
3123,POINT (-111.882976 33.435808)
2881,POINT (-111.886824 33.427457000000004)
3246,POINT (-111.895331 33.453165999999996)
2728,POINT (-111.87973799999999 33.432732)
1844,POINT (-111.87729499999999 33.44751)
1155,POINT (-111.895422 33.473046999999994)
1312,POINT (-111.881666 33.472767)
1306,POINT (-111.890243 33.462252)
1305,POINT (-111.890212 33.473116999999995)
1304,POINT (-111.889812 33.487547)
1313,POINT (-111.882544 33.458002)
2961,POINT (-111.931132 33.51684)
1111,POINT (-111.899204 33.54614)
1113,POINT (-111.90379899999999 33.531093)
1114,POINT (-111.90376200000001 33.516607)
1116,POINT (-111.89588700000002 33.516614000000004)
1150,POINT (-111.904296 33.502074)
2960,POINT (-111.91215 33.516377)
1108,POINT (-111.921454 33.520395)
1112,POINT (-111.899375 33.535015)
1135,POINT (-111.919416 33.504171)
1136,POINT (-111.921079 33.498531)
1144,POINT (-111.91315800000001 33.505644000000004)
1126,POINT (-111.927656 33.496717)
1128,POINT (-111.92756999999999 33.4916)
1137,POINT (-111.924353 33.496679)
3213,POINT (-111.92834599999999 33.502745000000004)
1125,POINT (-111.931021 33.49609)
1129,POINT (-111.933177 33.489837)
2959,POINT (-111.93263 33.49951)
1138,POINT (-111.924343 33.493084)
1123,POINT (-111.92996000000001 33.506933000000004)
1109,POINT (-111.922753 33.511644)
1134,POINT (-111.92275900000001 33.506545)
1145,POINT (-111.91241200000002 33.498490000000004)
2963,POINT (-111.918295 33.531403999999995)
2962,POINT (-111.93113899999999 33.534923)
1107,POINT (-111.91178700000002 33.531094)
2964,POINT (-111.92653700000001 33.532398)
3234,POINT (-111.92348799999999 33.547841999999996)
2966,POINT (-111.921333 33.541118)
1105,POINT (-111.91546100000001 33.544858000000005)
3194,POINT (-111.91122299999999 33.54195)
1151,POINT (-111.89525800000001 33.502053000000004)
1310,POINT (-111.880421 33.50219)
1303,POINT (-111.889169 33.50421)
1302,POINT (-111.88923700000001 33.513218)
1309,POINT (-111.88103100000001 33.513869)
1798,POINT (-111.88525600000001 33.545823999999996)
1803,POINT (-111.886698 33.536009)
1115,POINT (-111.895525 33.527865000000006)
959,POINT (-111.851192 33.450635)
1341,POINT (-111.83481200000001 33.44407)
1382,POINT (-111.826031 33.455157)
2848,POINT (-111.833323 33.46051)
1333,POINT (-111.848169 33.436249)
2847,POINT (-111.862794 33.436074)
3124,POINT (-111.857716 33.44628)
1332,POINT (-111.847729 33.447961)
2069,POINT (-111.86155600000001 33.460328000000004)
3125,POINT (-111.8492 33.458086)
1350,POINT (-111.81745 33.444099)
1346,POINT (-111.826148 33.444097)
1353,POINT (-111.808751 33.442929)
1383,POINT (-111.808601 33.462868)
2885,POINT (-111.831026 33.501267)
1799,POINT (-111.83863600000001 33.525382)
2872,POINT (-111.80506299999999 33.520032)
3222,POINT (-111.833928 33.517145)
1315,POINT (-111.847076 33.501613)
2867,POINT (-111.86505600000001 33.516759)
1802,POINT (-111.867802 33.532068)
2401,POINT (-111.81345400000001 33.498036)
1409,POINT (-111.744372 33.419090999999995)
1410,POINT (-111.74441599999999 33.411821)
1411,POINT (-111.744447 33.400935)
1412,POINT (-111.740602 33.390240999999996)
1413,POINT (-111.74563899999998 33.38316)
1523,POINT (-111.78076899999999 33.357253)
1526,POINT (-111.763827 33.357277)
1529,POINT (-111.74653400000001 33.357419)
1530,POINT (-111.74628700000001 33.342929)
1532,POINT (-111.730075 33.371992999999996)
1533,POINT (-111.72946999999999 33.357554)
1536,POINT (-111.71245900000001 33.35764)
1539,POINT (-111.695415 33.357715)
1550,POINT (-111.74628899999999 33.328412)
1527,POINT (-111.76365200000001 33.342806)
1542,POINT (-111.781403 33.328008000000004)
1544,POINT (-111.76360600000001 33.328361)
1545,POINT (-111.763598 33.313849)
1543,POINT (-111.78066000000001 33.313715)
1524,POINT (-111.780674 33.342686)
1551,POINT (-111.75189499999999 33.313922)
1552,POINT (-111.742325 33.312146999999996)
1553,POINT (-111.7501 33.299473)
1554,POINT (-111.742779 33.302323)
1399,POINT (-111.77895900000001 33.418986)
1400,POINT (-111.779003 33.41173)
1401,POINT (-111.77906599999999 33.400813)
1402,POINT (-111.779154 33.390285999999996)
1407,POINT (-111.76108500000001 33.390181)
1525,POINT (-111.76314599999999 33.371826)
1522,POINT (-111.77998999999998 33.371722)
1381,POINT (-111.79211699999999 33.382657)
1403,POINT (-111.777198 33.382982)
3302,POINT (-111.792787 33.400635)
1408,POINT (-111.761394 33.383263)
1528,POINT (-111.746987 33.371893)
1404,POINT (-111.761733 33.419059000000004)
1405,POINT (-111.76175900000001 33.411789)
1406,POINT (-111.761996 33.400619)
1537,POINT (-111.712143 33.343166)
1560,POINT (-111.71207 33.332316)
1562,POINT (-111.712658 33.317494)
1563,POINT (-111.711577 33.299476)
3307,POINT (-111.711598 33.325056)
1557,POINT (-111.729371 33.313871)
1558,POINT (-111.728986 33.299553)
3308,POINT (-111.72828200000001 33.324371)
1534,POINT (-111.72916399999998 33.34296)
1556,POINT (-111.729155 33.332252000000004)
1564,POINT (-111.69648600000001 33.299451)
2742,POINT (-111.69673300000001 33.317545)
3306,POINT (-111.69528700000001 33.32462)
1925,POINT (-111.68166699999999 33.314081)
1540,POINT (-111.69551100000001 33.339257)
1561,POINT (-111.69493600000001 33.332316)
1454,POINT (-111.731894 33.390193)
1456,POINT (-111.709746 33.419131)
1457,POINT (-111.70979299999999 33.411941999999996)
1459,POINT (-111.71420800000001 33.390206)
1464,POINT (-111.691418 33.390343)
1469,POINT (-111.68000900000001 33.39036)
1535,POINT (-111.712901 33.372062)
1460,POINT (-111.706942 33.382911)
1531,POINT (-111.724814 33.382703)
1455,POINT (-111.73316100000001 33.38281)
1451,POINT (-111.72708 33.419121000000004)
1452,POINT (-111.72711899999999 33.411865)
1453,POINT (-111.72718200000001 33.401036)
1458,POINT (-111.714265 33.401046)
1465,POINT (-111.69260600000001 33.382933)
1538,POINT (-111.69571299999998 33.372118)
1493,POINT (-111.68193000000001 33.359343)
1461,POINT (-111.692493 33.419211)
1462,POINT (-111.692594 33.411997)
1463,POINT (-111.69733500000001 33.401008000000004)
1318,POINT (-111.745984 33.536352)
1395,POINT (-111.74388 33.473695)
1397,POINT (-111.74413200000001 33.444502)
1414,POINT (-111.712523 33.493426)
1419,POINT (-111.692392 33.495533)
3083,POINT (-111.727608 33.50203)
3223,POINT (-111.74248899999999 33.478891)
1384,POINT (-111.79553 33.458978)
1386,POINT (-111.765697 33.483742)
1388,POINT (-111.77863 33.459043)
1389,POINT (-111.778627 33.444446)
1387,POINT (-111.766177 33.474084000000005)
1392,POINT (-111.76129099999999 33.459061)
1396,POINT (-111.743982 33.459071)
2727,POINT (-111.77930500000001 33.475721)
1393,POINT (-111.76148899999998 33.443622999999995)
1416,POINT (-111.726643 33.459059)
1417,POINT (-111.7092 33.473606)
1418,POINT (-111.70935 33.459067)
1421,POINT (-111.69207 33.458971000000005)
1426,POINT (-111.709577 33.444573)
1424,POINT (-111.726881 33.444524)
1415,POINT (-111.72651200000001 33.473744)
1428,POINT (-111.69223500000001 33.444496)
1420,POINT (-111.69191399999998 33.471003)
1423,POINT (-111.680328 33.459024)
3436,POINT (-111.690271 33.511815000000006)
2193,POINT (-111.22683 32.742753)
2261,POINT (-111.41953899999999 32.980503999999996)
2402,POINT (-111.54120900000001 32.770394)
2403,POINT (-111.524045 32.770483)
2375,POINT (-111.491492 32.753481)
2009,POINT (-111.40571100000001 32.927221)
2429,POINT (-111.588573 32.766153)
2415,POINT (-111.420336 32.622925)
2249,POINT (-111.40869099999999 32.888676000000004)
2423,POINT (-111.563672 32.554134000000005)
2656,POINT (-111.534003 32.682997)
2404,POINT (-111.540182 32.745946)
2465,POINT (-111.541675 32.726341)
2467,POINT (-111.53463500000001 32.712687)
2464,POINT (-111.53393899999999 32.698499)
2463,POINT (-111.535431 32.669540000000005)
2457,POINT (-111.533759 32.632540999999996)
2441,POINT (-111.64633799999999 32.624426)
2440,POINT (-111.63887700000001 32.605916)
2458,POINT (-111.587883 32.609586)
2424,POINT (-111.56019199999999 32.631803000000005)
2470,POINT (-111.59403300000001 32.741323)
2478,POINT (-111.57647 32.698898)
2443,POINT (-111.64586399999999 32.704578000000005)
2442,POINT (-111.64605800000001 32.668008)
3439,POINT (-111.646202 32.64618)
2412,POINT (-111.662857 32.748692999999996)
2444,POINT (-111.66418300000001 32.726653999999996)
2446,POINT (-111.64598799999999 32.726976)
2448,POINT (-111.645995 32.748719)
2419,POINT (-111.662373 32.766705)
2447,POINT (-111.628767 32.726692)
2449,POINT (-111.628092 32.755804)
2445,POINT (-111.62872 32.741371)
2420,POINT (-111.63691200000001 32.766574)
2428,POINT (-111.61373999999999 32.766851)
2427,POINT (-111.61115600000001 32.755764)
2481,POINT (-111.59438700000001 32.661333)
2480,POINT (-111.56056000000001 32.661763)
2473,POINT (-111.576683 32.726804)
2430,POINT (-111.576672 32.755309000000004)
2472,POINT (-111.594196 32.726896999999994)
2471,POINT (-111.57673999999999 32.741089)
2469,POINT (-111.55908600000001 32.72691)
2408,POINT (-111.56160600000001 32.751371)
2386,POINT (-111.55733400000001 32.757473)
2405,POINT (-111.54311200000001 32.75564)
2409,POINT (-111.55759499999999 32.742974)
2387,POINT (-111.558672 32.766385)
2410,POINT (-111.544073 32.738065999999996)
2454,POINT (-111.51359599999999 32.632442)
2453,POINT (-111.487594 32.594058000000004)
2456,POINT (-111.526214 32.599703000000005)
2099,POINT (-111.41639099999999 32.577465000000004)
2376,POINT (-111.437002 32.720762)
2379,POINT (-111.478342 32.720949)
2462,POINT (-111.48598500000001 32.695563)
2459,POINT (-111.508946 32.696137)
2461,POINT (-111.513379 32.655381)
2653,POINT (-111.512482 32.755894)
2377,POINT (-111.491853 32.717240999999994)
2466,POINT (-111.52468200000001 32.723490999999996)
2378,POINT (-111.522893 32.730672)
2406,POINT (-111.525694 32.756448999999996)
2407,POINT (-111.524549 32.73992)
2374,POINT (-111.449722 32.74242)
2007,POINT (-111.55011299999998 32.980540000000005)
2315,POINT (-111.486998 32.893169)
2324,POINT (-111.552107 33.013236)
2329,POINT (-111.54255900000001 32.989999)
2336,POINT (-111.54976 32.965937)
2256,POINT (-111.54101100000001 32.894011)
2124,POINT (-111.54077099999999 32.806785999999995)
2592,POINT (-111.60843600000001 32.902460999999995)
2132,POINT (-111.549679 32.863314)
2356,POINT (-111.549198 32.915836999999996)
2369,POINT (-111.54248700000001 32.845281)
2494,POINT (-111.66154399999999 32.901517999999996)
3148,POINT (-111.548464 32.828834)
2058,POINT (-111.66046599999999 32.833718)
2372,POINT (-111.61278100000001 32.828692)
2383,POINT (-111.61049299999999 32.806207)
3153,POINT (-111.607523 32.88596)
2134,POINT (-111.638245 32.815673)
2047,POINT (-111.663102 32.783477000000005)
2421,POINT (-111.662474 32.773936)
2072,POINT (-111.65458899999999 32.805575)
2073,POINT (-111.625725 32.787496000000004)
2074,POINT (-111.61240600000001 32.782121999999994)
2422,POINT (-111.62908 32.774462)
2382,POINT (-111.62305900000001 32.80073)
2411,POINT (-111.60853700000001 32.78812)
2484,POINT (-111.63191299999998 32.864468)
2498,POINT (-111.654622 32.872991999999996)
2487,POINT (-111.642334 32.891216)
2496,POINT (-111.67033400000001 32.844303000000004)
2497,POINT (-111.65270500000001 32.845509)
