WKT,FID,APN,DBT_BEGIN,BEGIN_DATE,FLOOR,ADDRESS,AREA,Shape_Leng,SHAPE_Le_1,SHAPE_Area
"MULTIPOLYGON (((-12458641.8604 3951399.5609,-12458641.8672 3951395.1927,-12458640.7727 3951395.1909,-12458640.7792 3951391.1357,-12458641.8738 3951391.135,-12458658.8394 3951391.1573,-12458658.8341 3951394.4869,-12458658.1032 3951395.2188,-12458658.1011 3951396.5629,-12458658.8296 3951397.2972,-12458658.8259 3951399.5883,-12458641.8604 3951399.5609)))","1181538","13273460",2008/04/30,2007/08/17,"3",1275 E UNIVERSITY DR  322,1091.000000000000000,146.636025280000013,53.577177801910395,1091.045689869999933
"MULTIPOLYGON (((-12458641.8738 3951391.135,-12458640.7792 3951391.1357,-12458640.7858 3951387.0654,-12458641.8803 3951387.0672,-12458641.8873 3951382.6684,-12458658.853 3951382.6957,-12458658.8492 3951385.0174,-12458658.1184 3951385.7493,-12458658.1163 3951387.0933,-12458658.8448 3951387.8276,-12458658.8394 3951391.1573,-12458641.8738 3951391.135)))","1181541","13273461",2008/04/30,2007/08/17,"3",1275 E UNIVERSITY DR  323,1096.000000000000000,146.844127039999989,53.653607697543471,1095.665716750000001
"MULTIPOLYGON (((-12458647.3649 3951379.7294,-12458646.6362 3951378.9951,-12458645.3594 3951378.9931,-12458645.2986 3951378.9929,-12458644.5677 3951379.7249,-12458638.9733 3951379.7158,-12458638.9802 3951375.3476,-12458639.7099 3951375.3488,-12458639.7155 3951371.8664,-12458639.7187 3951369.8503,-12458640.5464 3951369.8517,-12458642.2324 3951368.1632,-12458642.2755 3951368.12,-12458642.2812 3951364.524,-12458642.2842 3951362.6759,-12458643.3787 3951362.6777,-12458646.6624 3951362.683,-12458646.6642 3951361.5833,-12458648.0019 3951361.5854,-12458650.7079 3951361.5898,-12458650.7061 3951362.6895,-12458650.6789 3951379.7348,-12458647.3649 3951379.7294)))","1181543","13273462",2008/04/30,2007/08/17,"3",1275 E UNIVERSITY DR  324,1319.000000000000000,162.052241935000012,59.296958399601202,1318.741508099999919
"MULTIPOLYGON (((-12458656.7901 3951379.7446,-12458656.0616 3951379.0102,-12458656.0008 3951379.0102,-12458654.7238 3951379.0081,-12458653.9929 3951379.74,-12458650.6789 3951379.7348,-12458650.7061 3951362.6895,-12458650.7079 3951361.5898,-12458653.4139 3951361.5941,-12458654.7517 3951361.5964,-12458654.7499 3951362.6961,-12458658.0336 3951362.7013,-12458659.1281 3951362.7031,-12458659.1252 3951364.5512,-12458659.1195 3951368.1472,-12458659.1623 3951368.1905,-12458660.843 3951369.8844,-12458661.6706 3951369.8857,-12458661.6674 3951371.9018,-12458661.6618 3951375.3842,-12458662.3915 3951375.3854,-12458662.3845 3951379.7536,-12458656.7901 3951379.7446)))","1181545","13273463",2008/04/30,2007/08/17,"3",1275 E UNIVERSITY DR  325,1319.000000000000000,162.051450415999994,59.296964817637154,1318.728293090000079
"MULTIPOLYGON (((-12460862.083 3951564.3985,-12460868.0375 3951564.3829,-12460868.0404 3951572.6015,-12460868.0441 3951574.0055,-12460866.7124 3951574.0091,-12460866.7119 3951573.8258,-12460864.8876 3951573.8305,-12460864.8881 3951574.0138,-12460863.2134 3951574.0184,-12460863.2093 3951572.4495,-12460862.0855 3951572.4524,-12460862.0817 3951570.9824,-12460862.083 3951564.3985)))","1182670","13227588",2019/01/24,2018/07/13,"10",,413.000000000000000,86.140884224100006,31.521058556659028,412.839603930000010
"MULTIPOLYGON (((-12460800.7934 3951576.2,-12460800.8153 3951585.8226,-12460795.2767 3951585.8373,-12460795.2586 3951577.6224,-12460796.5902 3951577.6188,-12460796.5866 3951576.2112,-12460798.4218 3951576.2062,-12460798.4223 3951576.3895,-12460800.2466 3951576.3848,-12460800.2461 3951576.2015,-12460800.7934 3951576.2)))","1182672","13227681",2019/01/24,2018/07/13,"12",,382.000000000000000,83.860116114199997,30.688790117681112,381.948874212000021
"MULTIPOLYGON (((-12460790.2636 3951576.2279,-12460790.2642 3951576.4112,-12460792.0884 3951576.4065,-12460792.0879 3951576.2232,-12460793.9231 3951576.2182,-12460793.9269 3951577.6258,-12460795.2586 3951577.6224,-12460795.2767 3951585.8373,-12460789.7382 3951585.8519,-12460789.7164 3951576.2294,-12460790.2636 3951576.2279)))","1182713","13227563",2019/01/29,2018/07/13,"9",,382.000000000000000,83.859787206700005,30.688489929577312,381.975398331000008
"MULTIPOLYGON (((-12459128.8088 3950223.332,-12459103.2656 3950223.3155,-12459103.5797 3950186.9042,-12459128.7738 3950186.6856,-12459128.8088 3950223.332)))","1182806","13309010",2008/04/30,2005/08/22,"1",1105 E SPENCE AVE,7000.000000000000000,338.406640969000023,123.797325140795323,6930.211430919999657
"MULTIPOLYGON (((-12460834.27 3951564.4723,-12460842.6617 3951564.4501,-12460842.6681 3951574.0766,-12460839.8077 3951574.0841,-12460839.8072 3951573.9008,-12460837.9829 3951573.9057,-12460837.9834 3951574.0889,-12460835.6191 3951574.0952,-12460835.6161 3951572.9588,-12460834.2734 3951572.9624,-12460834.27 3951564.4723)))","1182824","13227476",2019/01/24,2018/07/13,"7",,590.000000000000000,99.521805643999997,36.402967129024191,590.168201184000054
"MULTIPOLYGON (((-12460775.3818 3951511.382,-12460789.9834 3951511.3434,-12460790.0085 3951520.9658,-12460787.6844 3951520.972,-12460787.6839 3951520.7888,-12460785.8596 3951520.7936,-12460785.8601 3951520.9769,-12460775.4069 3951521.0044,-12460775.3818 3951511.382)))","1182842","13227538",2019/01/29,2018/07/13,"8",,1048.000000000000000,133.540421274000010,48.814668615762237,1048.036321300000054
"MULTIPOLYGON (((-12460793.9269 3951577.6258,-12460795.2586 3951577.6224,-12460795.2767 3951585.8373,-12460789.7382 3951585.8519,-12460789.7164 3951576.2294,-12460790.2636 3951576.2279,-12460790.2642 3951576.4112,-12460792.0884 3951576.4065,-12460792.0879 3951576.2232,-12460793.9231 3951576.2182,-12460793.9269 3951577.6258)))","1182846","13227405",2019/01/24,2018/07/13,"5",,382.000000000000000,83.859787206700005,30.688489929577308,381.975398331000008
"MULTIPOLYGON (((-12459159.7973 3950156.3025,-12459159.8134 3950186.9305,-12459128.7738 3950186.6856,-12459128.7448 3950156.0631,-12459159.7973 3950156.3025)))","1182874",13310055C,2008/04/30,2005/08/22,"1",1411 S BONARDEN LN,7034.000000000000000,337.317253570999981,123.344506877200686,7110.576474899999994
"MULTIPOLYGON (((-12459159.8134 3950186.9305,-12459159.8325 3950223.5833,-12459128.8088 3950223.332,-12459128.7738 3950186.6856,-12459159.8134 3950186.9305)))","1182875",13310055A,2008/04/30,2005/08/22,"1",1049 E SPENCE AVE,8411.000000000000000,370.110501337000017,135.364505581486071,8505.332376939999449
"MULTIPOLYGON (((-12460806.6998 3951532.56,-12460806.6747 3951522.9375,-12460819.0141 3951522.9048,-12460819.0141 3951522.9415,-12460826.1285 3951522.9263,-12460826.1325 3951524.4182,-12460827.2127 3951524.4117,-12460827.2259 3951529.4815,-12460826.3284 3951529.4838,-12460826.3322 3951530.95,-12460828.6746 3951530.9439,-12460828.6755 3951531.3398,-12460827.8838 3951531.342,-12460826.2859 3951531.346,-12460826.289 3951532.5082,-12460806.6998 3951532.56)))","1182939","13227621",2019/01/24,2018/07/13,"10",,1449.000000000000000,177.899822172999990,64.998131934315765,1449.173851799999966
"MULTIPOLYGON (((-12458829.779 3950245.2978,-12458851.7312 3950245.2775,-12458851.8579 3950295.6571,-12458829.9002 3950295.5293,-12458829.779 3950245.2978)))","1182962",13309004A,2008/04/30,2006/02/14,"1",1212 E SPENCE AVE,8183.000000000000000,394.859149354000010,144.521686833089888,8259.620492930000182
"MULTIPOLYGON (((-12460796.1817 3951574.1995,-12460796.1779 3951572.7956,-12460795.2366 3951572.798,-12460795.2267 3951564.5757,-12460795.6534 3951564.5745,-12460795.6545 3951564.9448,-12460799.3652 3951564.9349,-12460799.3641 3951564.5648,-12460800.7617 3951564.561,-12460800.7752 3951574.1873,-12460799.8411 3951574.1898,-12460799.8406 3951574.0065,-12460798.0163 3951574.0114,-12460798.0168 3951574.1947,-12460796.1817 3951574.1995)))","1182967","13227646",2019/01/24,2018/07/13,"11",,375.000000000000000,85.881377809100002,31.429364530903062,375.786087201999976
"MULTIPOLYGON (((-12459860.3465 3951778.1753,-12459860.3224 3951789.6677,-12459860.2387 3951829.6287,-12459975.4217 3951828.2153,-12459931.7695 3951937.0142,-12459600.9004 3951941.07,-12459601.2222 3951796.443,-12459725.2895 3951796.6699,-12459744.8187 3951796.3206,-12459764.3192 3951795.2023,-12459783.7611 3951793.3166,-12459803.1145 3951790.6663,-12459822.3495 3951787.2557,-12459841.4366 3951783.0899,-12459860.3465 3951778.1753)))","1183043",13225021E,2018/08/13,2018/08/02,"1",800 E 6TH ST,358407.000000000058208,2792.274559089999912,1020.204904215861461,358540.872845000005327
"MULTIPOLYGON (((-12460764.3368 3951523.0497,-12460764.3585 3951532.672,-12460744.0906 3951532.7254,-12460744.0875 3951531.5634,-12460742.5807 3951531.5674,-12460742.5797 3951531.1715,-12460744.0391 3951531.1676,-12460744.0186 3951524.6318,-12460744.7628 3951524.6296,-12460744.7589 3951523.1596,-12460751.9392 3951523.1407,-12460751.9464 3951523.0823,-12460764.3368 3951523.0497)))","1183168","13227711",2019/01/24,2018/07/13,"14",,1454.000000000000000,171.859991288000003,62.794061233744621,1454.113323439999931
"MULTIPOLYGON (((-12459347.9639 3950112.549,-12459347.8429 3950168.4317,-12459311.1229 3950168.1924,-12459311.4876 3950141.2017,-12459311.6661 3950115.5429,-12459311.6803 3950113.5181,-12459347.9639 3950112.549)))","1183383","13310034",2009/05/08,1900/01/01,"1",1418 S JENTILLY LN,15211.000000000000000,501.793288845999996,183.577584766439827,15070.986624700000903
"MULTIPOLYGON (((-12459017.5931 3950168.7852,-12459017.4933 3950223.452,-12458999.2785 3950223.4852,-12458992.2968 3950216.4219,-12458992.0558 3950168.7727,-12459017.5931 3950168.7852)))","1184209","13309084",2008/04/30,2005/08/22,"1",1402 S TERRACE RD,10295.000000000000000,426.240123922000009,156.000316234913555,10185.236356499999602
"MULTIPOLYGON (((-12461874.6347 3951639.6564,-12461874.6349 3951639.58,-12461869.2684 3951639.5654,-12461869.3081 3951624.7804,-12461876.6812 3951624.8004,-12461876.6712 3951628.512,-12461876.8385 3951628.5124,-12461876.8206 3951635.1718,-12461876.6534 3951635.1713,-12461876.6414 3951639.6618,-12461874.6347 3951639.6564)))","1185719","12433355",2008/07/30,2008/06/04,"4",675 S ROOSEVELT ST  5003,825.000000000000000,122.416556186999998,44.803862604974917,824.533820904999970
"MULTIPOLYGON (((-12461866.851 3951639.6353,-12461866.8512 3951639.5589,-12461861.4847 3951639.5444,-12461861.5244 3951624.7594,-12461868.8976 3951624.7794,-12461868.8875 3951628.4908,-12461869.0548 3951628.4913,-12461869.037 3951635.1506,-12461868.8697 3951635.1502,-12461868.8577 3951639.6407,-12461866.851 3951639.6353)))","1185720","12433356",2008/07/30,2008/06/04,"4",675 S ROOSEVELT ST  5004,825.000000000000000,122.416229071000004,44.803762331430320,824.535477826000033
"MULTIPOLYGON (((-12461859.0673 3951639.6142,-12461859.0675 3951639.5379,-12461853.701 3951639.5233,-12461853.7407 3951624.7383,-12461861.1139 3951624.7582,-12461861.104 3951628.4697,-12461861.2712 3951628.4703,-12461861.2533 3951635.1296,-12461861.086 3951635.1291,-12461861.074 3951639.6197,-12461859.0673 3951639.6142)))","1185721","12433357",2008/07/30,2008/06/04,"4",675 S ROOSEVELT ST  5005,825.000000000000000,122.416556190999998,44.803762941898384,824.543429326000023
"MULTIPOLYGON (((-12461847.8174 3951639.5838,-12461847.8177 3951639.5075,-12461842.4512 3951639.4929,-12461842.4909 3951624.7078,-12461849.8641 3951624.7278,-12461849.8541 3951628.4393,-12461850.0214 3951628.4397,-12461850.0035 3951635.0992,-12461849.8363 3951635.0987,-12461849.8242 3951639.5893,-12461847.8174 3951639.5838)))","1185722","12433358",2008/07/30,2008/06/04,"4",675 S ROOSEVELT ST  5006,825.000000000000000,122.417212254000006,44.804163470913210,824.551819528999886
"MULTIPOLYGON (((-12461840.0338 3951639.5626,-12461840.034 3951639.4863,-12461834.6675 3951639.4718,-12461834.7072 3951624.6867,-12461842.0804 3951624.7067,-12461842.0704 3951628.4182,-12461842.2377 3951628.4187,-12461842.2198 3951635.0781,-12461842.0526 3951635.0777,-12461842.0405 3951639.5682,-12461840.0338 3951639.5626)))","1185723","12433359",2008/07/30,2008/06/04,"4",675 S ROOSEVELT ST  5007,825.000000000000000,122.417212284000001,44.803863155780768,824.548504769000033
"MULTIPOLYGON (((-12460945.0666 3951712.7349,-12460946.0376 3951712.7298,-12460946.038 3951712.8214,-12460948.63 3951712.7921,-12460948.8047 3951712.7759,-12460948.9797 3951712.7903,-12460952.0961 3951712.7734,-12460952.2709 3951712.7572,-12460952.3585 3951729.1307,-12460948.8923 3951729.1493,-12460945.1525 3951729.1696,-12460945.0666 3951712.7349)))","1185811","13227232",2008/06/05,1900/01/01,"4",21 E 6TH ST  409,881.000000000000000,129.250139039000004,47.312579559881357,881.654481680000004
"MULTIPOLYGON (((-12461306.6732 3951742.4518,-12461306.9933 3951742.1226,-12461306.8193 3951741.9518,-12461306.4992 3951742.2811,-12461304.5851 3951740.4026,-12461304.9052 3951740.0733,-12461304.7312 3951739.9026,-12461304.381 3951740.2628,-12461301.7697 3951737.7001,-12461307.753 3951731.5458,-12461309.1235 3951732.8903,-12461308.6874 3951733.3391,-12461310.0984 3951734.7238,-12461310.5102 3951734.3002,-12461312.166 3951735.9252,-12461311.7542 3951736.3487,-12461311.9908 3951736.5808,-12461312.4267 3951736.1324,-12461315.2353 3951738.8886,-12461309.282 3951745.012,-12461306.6732 3951742.4518)))","1185814","13230373",2008/06/05,2008/04/22,"4",111 W 6TH ST  410,658.000000000000000,115.944430003999997,42.403162223892920,657.499926039000115
"MULTIPOLYGON (((-12460923.2988 3951736.3442,-12460926.9745 3951732.6114,-12460927.0185 3951732.5666,-12460927.7443 3951731.8296,-12460930.4808 3951731.8148,-12460933.0652 3951731.8008,-12460933.0813 3951734.8251,-12460934.2367 3951734.8188,-12460934.3084 3951748.2293,-12460933.3355 3951748.2345,-12460933.335 3951748.1429,-12460930.743 3951748.1721,-12460930.5683 3951748.1883,-12460930.3934 3951748.1739,-12460927.2769 3951748.1908,-12460927.1021 3951748.207,-12460926.9272 3951748.1927,-12460924.3351 3951748.1914,-12460924.3356 3951748.2831,-12460923.3627 3951748.2883,-12460923.2988 3951736.3442)))","1185815","13227221",2008/06/05,1900/01/01,"4",21 E 6TH ST  404,1240.000000000000000,142.998949121000010,52.323551643229870,1238.450661750000108
"MULTIPOLYGON (((-12460793.882 3952704.0172,-12460791.5185 3952702.9659,-12460792.0354 3952701.7926,-12460793.1493 3952699.2648,-12460793.7891 3952699.2522,-12460793.7553 3952697.5112,-12460793.653 3952692.2572,-12460794.3826 3952692.2429,-12460794.3837 3952692.3041,-12460797.5759 3952692.2413,-12460797.5748 3952692.1801,-12460798.3044 3952692.1657,-12460798.3056 3952692.227,-12460799.5825 3952692.2019,-12460800.2626 3952690.658,-12460803.4269 3952692.065,-12460806.8471 3952691.9978,-12460806.8543 3952692.3643,-12460807.2498 3952692.3566,-12460807.3558 3952697.7937,-12460806.2112 3952697.8163,-12460804.5574 3952698.8193,-12460804.6411 3952698.9586,-12460804.6642 3952700.1384,-12460804.5729 3952700.1402,-12460804.6366 3952703.4083,-12460799.1945 3952703.5152,-12460799.2058 3952704.0959,-12460793.8855 3952704.2005,-12460793.882 3952704.0172)))","1185821","13220041",2008/06/05,2004/10/26,"4",120 E RIO SALADO PKWY  4-01,1136.000000000000000,148.938415278999997,54.462063538712627,1135.650873249999904
"MULTIPOLYGON (((-12460794.2448 3952722.6494,-12460794.2094 3952720.8167,-12460791.9694 3952719.8208,-12460791.8458 3952719.7657,-12460792.3626 3952718.5924,-12460793.4765 3952716.0643,-12460794.1164 3952716.0517,-12460794.0807 3952714.219,-12460791.8409 3952713.2232,-12460791.7172 3952713.168,-12460793.348 3952709.4666,-12460793.988 3952709.454,-12460793.8855 3952704.2005,-12460799.2058 3952704.0959,-12460799.1945 3952703.5152,-12460804.6366 3952703.4083,-12460804.7083 3952706.7081,-12460804.7642 3952709.1963,-12460804.3845 3952709.2038,-12460804.5106 3952715.6794,-12460805.6354 3952715.6573,-12460805.7 3952718.9712,-12460801.0332 3952719.063,-12460801.0591 3952720.3916,-12460799.4933 3952720.4225,-12460799.5365 3952722.6369,-12460794.2466 3952722.7409,-12460794.2448 3952722.6494)))","1185822","13220042",2008/06/05,2004/10/26,"4",120 E RIO SALADO PKWY  4-02,1489.000000000000000,183.297646769000011,67.054310799461277,1488.856479549999904
"MULTIPOLYGON (((-12460806.6619 3952740.8964,-12460805.1341 3952740.7572,-12460803.6204 3952740.5058,-12460802.1293 3952740.1436,-12460800.6686 3952739.6725,-12460799.2183 3952739.0826,-12460798.4886 3952739.0969,-12460798.3709 3952733.0491,-12460794.449 3952733.1261,-12460794.3377 3952727.4144,-12460791.9743 3952726.3633,-12460792.4911 3952725.1901,-12460793.6052 3952722.6619,-12460794.2448 3952722.6494,-12460794.2466 3952722.7409,-12460799.5365 3952722.6369,-12460799.4933 3952720.4225,-12460801.0591 3952720.3916,-12460801.0332 3952719.063,-12460805.7 3952718.9712,-12460805.7303 3952720.529,-12460804.9702 3952720.5439,-12460805.0792 3952726.1336,-12460805.4136 3952726.127,-12460805.4282 3952726.875,-12460807.2883 3952728.3819,-12460807.9513 3952728.3689,-12460808.1338 3952737.7367,-12460808.1958 3952740.9228,-12460806.6619 3952740.8964)))","1185823","13220043",2008/06/05,2004/10/26,"4",120 E RIO SALADO PKWY  4-03,1663.000000000000000,198.675854547999990,72.687868097475103,1663.197807550000107
"MULTIPOLYGON (((-12460808.1338 3952737.7367,-12460807.9513 3952728.3689,-12460808.614 3952728.3559,-12460810.2413 3952726.9286,-12460809.7367 3952726.3478,-12460809.5917 3952718.8947,-12460813.8934 3952718.81,-12460813.9193 3952720.1387,-12460815.4849 3952720.1078,-12460815.5281 3952722.3225,-12460821.4262 3952722.2063,-12460821.4244 3952722.1146,-12460822.0638 3952722.1023,-12460823.2754 3952724.5847,-12460823.8379 3952725.7366,-12460821.5171 3952726.88,-12460821.6284 3952732.5916,-12460817.7066 3952732.6688,-12460817.8244 3952738.7166,-12460817.0947 3952738.731,-12460815.6684 3952739.3776,-12460814.2272 3952739.9056,-12460812.7513 3952740.3262,-12460811.2487 3952740.6369,-12460809.7275 3952740.8362,-12460808.1958 3952740.9228,-12460808.1338 3952737.7367)))","1185824","13220044",2008/06/05,2004/10/26,"4",120 E RIO SALADO PKWY  4-04,1695.000000000000000,196.609957650000013,71.934248059761671,1695.129431950000026
"MULTIPOLYGON (((-12460815.4849 3952720.1078,-12460813.9193 3952720.1387,-12460813.8934 3952718.81,-12460809.5917 3952718.8947,-12460809.5125 3952714.8346,-12460809.6949 3952714.8314,-12460809.9504 3952711.3819,-12460809.5986 3952709.877,-12460809.4162 3952709.8808,-12460809.3893 3952708.5093,-12460809.6933 3952708.5033,-12460809.6564 3952706.6094,-12460809.3524 3952706.6154,-12460809.2883 3952703.3169,-12460814.8212 3952703.2081,-12460814.8325 3952703.7886,-12460821.0648 3952703.6659,-12460821.1674 3952708.9193,-12460821.807 3952708.9067,-12460823.5812 3952712.5413,-12460823.4594 3952712.6011,-12460821.2603 3952713.6841,-12460821.2961 3952715.5168,-12460821.9354 3952715.5042,-12460823.1469 3952717.9866,-12460823.7095 3952719.1387,-12460823.5876 3952719.1989,-12460821.3886 3952720.2819,-12460821.4244 3952722.1146,-12460821.4262 3952722.2063,-12460815.5281 3952722.3225,-12460815.4849 3952720.1078)))","1185825","13220045",2008/06/05,2004/10/26,"4",120 E RIO SALADO PKWY  4-05,1599.000000000000000,185.392763946999992,67.817711498975143,1599.364529700000048
"MULTIPOLYGON (((-12460744.5189 3952660.2606,-12460743.8792 3952660.2462,-12460743.8751 3952660.4295,-12460732.9007 3952660.1809,-12460732.9986 3952655.8133,-12460733.3634 3952655.8215,-12460733.4114 3952653.6836,-12460733.0466 3952653.6753,-12460733.1178 3952650.4989,-12460733.4827 3952650.5072,-12460733.532 3952648.3079,-12460733.5928 3952648.3092,-12460733.6222 3952646.9961,-12460744.1711 3952647.235,-12460744.1751 3952647.0518,-12460744.8148 3952647.0662,-12460746.4347 3952650.7724,-12460746.3107 3952650.8271,-12460746.1945 3952656.0089,-12460745.7733 3952656.1947,-12460746.2867 3952657.3696,-12460746.1628 3952657.4242,-12460746.0465 3952662.6062,-12460745.6252 3952662.792,-12460744.5189 3952660.2606)))","1185828","13220110",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  402,1283.000000000000000,156.296585076000014,57.175998096048453,1282.873424789999945
"MULTIPOLYGON (((-12460727.7196 3952686.4047,-12460728.0437 3952671.958,-12460728.6032 3952671.4207,-12460733.0112 3952671.5205,-12460733.0606 3952669.3214,-12460732.6958 3952669.3131,-12460732.9007 3952660.1809,-12460743.8751 3952660.4295,-12460743.8792 3952660.2462,-12460744.5189 3952660.2606,-12460745.6252 3952662.792,-12460746.1388 3952663.9666,-12460746.0148 3952664.0215,-12460745.8985 3952669.2033,-12460743.6561 3952670.1928,-12460743.6352 3952671.1194,-12460743.2704 3952671.111,-12460742.0523 3952671.6486,-12460741.4414 3952674.3315,-12460740.5545 3952676.9355,-12460740.4329 3952682.3533,-12460740.3501 3952686.049,-12460740.9897 3952686.0635,-12460741.2729 3952686.7117,-12460727.7196 3952686.4047)))","1185829","13220111",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  403,2504.000000000000000,238.035289199000005,87.094296507375148,2503.835040349999417
"MULTIPOLYGON (((-12460731.127 3952703.9919,-12460731.129 3952703.9002,-12460727.329 3952703.8141,-12460727.3824 3952701.4316,-12460727.7473 3952701.4399,-12460727.7953 3952699.3019,-12460727.4305 3952699.2937,-12460727.4846 3952696.8809,-12460727.7582 3952696.8871,-12460728.1261 3952696.2098,-12460728.3827 3952695.4824,-12460728.5214 3952694.7234,-12460728.5387 3952693.952,-12460728.4342 3952693.1875,-12460728.2105 3952692.4492,-12460727.8733 3952691.7559,-12460727.5996 3952691.7497,-12460727.7196 3952686.4047,-12460741.2729 3952686.7117,-12460742.6097 3952689.7697,-12460742.4857 3952689.8244,-12460742.3693 3952695.0063,-12460741.9481 3952695.1921,-12460742.4617 3952696.3669,-12460742.3376 3952696.4216,-12460742.2213 3952701.6034,-12460741.8001 3952701.7893,-12460742.3136 3952702.9642,-12460739.9471 3952704.0082,-12460739.943 3952704.1916,-12460731.127 3952703.9919)))","1185831","13220112",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  404,1876.000000000000000,178.971375929000004,65.455746244522317,1876.063654399999905
"MULTIPOLYGON (((-12460740.1688 3952722.6537,-12460739.5291 3952722.6393,-12460739.5353 3952722.3643,-12460734.8233 3952722.2577,-12460734.8603 3952720.6084,-12460726.9563 3952720.4295,-12460727.2166 3952708.8231,-12460727.5815 3952708.8313,-12460727.6294 3952706.6934,-12460727.2647 3952706.6851,-12460727.329 3952703.8141,-12460731.129 3952703.9002,-12460731.127 3952703.9919,-12460739.943 3952704.1916,-12460739.8252 3952709.4448,-12460740.4648 3952709.4593,-12460742.0848 3952713.1655,-12460741.9608 3952713.2201,-12460741.8446 3952718.4019,-12460741.4232 3952718.5879,-12460741.9368 3952719.7628,-12460741.8128 3952719.8174,-12460741.6966 3952724.9992,-12460741.2752 3952725.1851,-12460740.1688 3952722.6537)))","1185832","13220113",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  405,1830.000000000000000,193.464343860000014,70.786440960181096,1829.910555480000085
"MULTIPOLYGON (((-12460725.5238 3952740.8918,-12460725.8258 3952727.4321,-12460726.1811 3952727.4402,-12460728.3295 3952725.3769,-12460727.7088 3952724.7246,-12460726.8603 3952724.7054,-12460726.9563 3952720.4295,-12460734.8603 3952720.6084,-12460734.8233 3952722.2577,-12460739.5353 3952722.3643,-12460739.5291 3952722.6393,-12460740.1688 3952722.6537,-12460741.2752 3952725.1851,-12460741.7888 3952726.3599,-12460739.4222 3952727.4041,-12460739.2941 3952733.1154,-12460739.1584 3952739.1629,-12460735.2369 3952739.0742,-12460734.5072 3952739.0576,-12460731.6146 3952740.1157,-12460728.598 3952740.7316,-12460725.5238 3952740.8918)))","1185833","13220114",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY,1895.000000000000000,192.172933424999997,70.290124434357509,1895.466741199999888
"MULTIPOLYGON (((-12460716.6319 3952738.6528,-12460715.9023 3952738.6363,-12460711.9807 3952738.5475,-12460712.1164 3952732.5,-12460712.2445 3952726.7886,-12460709.9272 3952725.6384,-12460710.4928 3952724.488,-12460711.7118 3952722.0094,-12460712.3515 3952722.0238,-12460712.3576 3952721.7489,-12460716.644 3952721.846,-12460716.7249 3952718.242,-12460720.1296 3952718.3191,-12460720.094 3952719.9073,-12460721.8876 3952719.9479,-12460721.8486 3952721.6888,-12460722.335 3952721.6999,-12460722.2725 3952724.4793,-12460722.911 3952724.4937,-12460722.9058 3952724.7284,-12460725.4706 3952727.4241,-12460725.8258 3952727.4321,-12460725.5238 3952740.8918,-12460722.46 3952740.5926,-12460719.4741 3952739.8408,-12460716.6319 3952738.6528)))","1185835","13220115",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  407,1863.000000000000000,194.885085478999997,71.299443837139350,1863.419128430000228
"MULTIPOLYGON (((-12460710.0804 3952724.2833,-12460710.1966 3952719.1014,-12460710.0752 3952719.0412,-12460710.6409 3952717.8908,-12460710.2284 3952717.686,-12460710.3446 3952712.5042,-12460710.2232 3952712.4439,-12460712.0078 3952708.8148,-12460712.6474 3952708.8293,-12460712.7653 3952703.5761,-12460721.5813 3952703.7758,-12460721.5834 3952703.684,-12460725.3834 3952703.7701,-12460725.319 3952706.641,-12460724.9542 3952706.6328,-12460724.9062 3952708.7707,-12460725.2711 3952708.7791,-12460725.1394 3952714.6432,-12460723.741 3952714.6116,-12460723.7164 3952715.7111,-12460721.9835 3952715.6719,-12460721.8876 3952719.9479,-12460720.094 3952719.9073,-12460720.1296 3952718.3191,-12460716.7249 3952718.242,-12460716.644 3952721.846,-12460712.3576 3952721.7489,-12460712.3515 3952722.0238,-12460711.7118 3952722.0094,-12460710.4928 3952724.488,-12460710.0804 3952724.2833)))","1185836","13220116",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  408,1647.000000000000000,202.128499463999987,73.961867385590011,1649.740836440000066
"MULTIPOLYGON (((-12460712.7653 3952703.5761,-12460710.4521 3952702.2427,-12460711.0178 3952701.0922,-12460710.6053 3952700.8875,-12460710.7216 3952695.7056,-12460710.6002 3952695.6454,-12460711.1658 3952694.495,-12460710.7534 3952694.2902,-12460710.8696 3952689.1084,-12460710.7482 3952689.048,-12460712.2205 3952686.0537,-12460725.774 3952686.3607,-12460725.6541 3952691.7056,-12460725.5324 3952691.7028,-12460725.5304 3952691.7945,-12460723.4328 3952691.747,-12460723.4074 3952692.877,-12460721.5834 3952692.8358,-12460721.5238 3952695.493,-12460721.615 3952695.4951,-12460721.5466 3952698.5493,-12460725.1337 3952698.6306,-12460725.072 3952701.3793,-12460725.4369 3952701.3876,-12460725.3834 3952703.7701,-12460721.5834 3952703.684,-12460721.5813 3952703.7758,-12460712.7653 3952703.5761)))","1185837","13220117",2008/06/05,2005/11/14,"4",140 E RIO SALADO PKWY  409,1718.000000000000000,196.612531518999987,71.899209610000312,1716.002922650000073
