node_id,x_coord,y_coord,production,attraction,is_boundary,ctrl_type,zone_id,poi_id,activity_type,geometry,_zone_id
52,55.1233206,25.1117887,10.0,10.0,0,,63,,residential,POINT (55.1233206 25.1117887),63
53,55.1276706,25.122798,10.0,10.0,0,,33,,residential,POINT (55.1276706 25.122798),33
54,55.1287918,25.1219129,10.0,10.0,0,,44,,residential,POINT (55.1287918 25.1219129),44
55,55.1315886,25.1196352,50.0,50.0,0,,44,,tertiary,POINT (55.1315886 25.1196352),44
56,55.1440896,25.1085569,50.0,50.0,0,,77,,secondary,POINT (55.1440896 25.1085569),77
57,55.14617,25.1069538,50.0,50.0,0,,77,,secondary,POINT (55.14617 25.1069538),77
58,55.1476228,25.1058686,50.0,50.0,0,,78,,secondary,POINT (55.1476228 25.1058686),78
59,55.1484687,25.1052292,50.0,50.0,0,,78,,secondary,POINT (55.1484687 25.1052292),78
60,55.1490479,25.1047948,50.0,50.0,0,,78,,secondary,POINT (55.1490479 25.1047948),78
61,55.1557886,25.096286,50.0,50.0,0,,99,,unclassified,POINT (55.1557886 25.096286),99
62,55.156,25.0960948,50.0,50.0,-1,,99,,unclassified,POINT (55.156 25.0960948),99
63,55.1311411,25.1195398,50.0,50.0,0,,44,,tertiary,POINT (55.1311411 25.1195398),44
64,55.1310916,25.1193551,10.0,10.0,0,,44,,residential,POINT (55.1310916 25.1193551),44
65,55.1270548,25.1224501,10.0,10.0,0,,43,,residential,POINT (55.1270548 25.1224501),43
66,55.1269972,25.122458,10.0,10.0,0,,43,,residential,POINT (55.1269972 25.122458),43
67,55.1269841,25.1224559,10.0,10.0,0,,43,,residential,POINT (55.1269841 25.1224559),43
68,55.1269041,25.1223831,10.0,10.0,0,,43,,residential,POINT (55.1269041 25.1223831),43
69,55.1269011,25.1223564,10.0,10.0,0,,43,,residential,POINT (55.1269011 25.1223564),43
70,55.126977,25.1222658,10.0,10.0,0,,43,,residential,POINT (55.126977 25.1222658),43
71,55.1270815,25.1222851,10.0,10.0,0,,43,,residential,POINT (55.1270815 25.1222851),43
72,55.1271163,25.122383,10.0,10.0,0,,43,,residential,POINT (55.1271163 25.122383),43
73,55.1271131,25.1223929,10.0,10.0,0,,43,,residential,POINT (55.1271131 25.1223929),43
74,55.1328942,25.1192409,10.0,10.0,0,,45,,residential,POINT (55.1328942 25.1192409),45
75,55.1464195,25.1278601,10.0,10.0,2,,27,,residential,POINT (55.1464195 25.1278601),27
76,55.1522287,25.103322,50.0,50.0,0,,89,,secondary,POINT (55.1522287 25.103322),89
77,55.1477386,25.1087952,50.0,50.0,0,,68,,secondary,POINT (55.1477386 25.1087952),68
78,55.1471354,25.1092461,50.0,50.0,0,,68,,secondary,POINT (55.1471354 25.1092461),68
79,55.1227032,25.1265224,10.0,10.0,0,,32,,residential,POINT (55.1227032 25.1265224),32
80,55.1243938,25.1273624,10.0,10.0,-1,,23,,residential,POINT (55.1243938 25.1273624),23
81,55.1276297,25.1230015,10.0,10.0,0,,33,,residential,POINT (55.1276297 25.1230015),33
82,55.1275387,25.1230747,10.0,10.0,0,,33,,residential,POINT (55.1275387 25.1230747),33
83,55.1274668,25.1230564,10.0,10.0,0,,33,,residential,POINT (55.1274668 25.1230564),33
84,55.127427,25.1229634,10.0,10.0,0,,33,,residential,POINT (55.127427 25.1229634),33
85,55.1274331,25.1229468,10.0,10.0,0,,33,,residential,POINT (55.1274331 25.1229468),33
86,55.1275212,25.1228886,10.0,10.0,0,,33,,residential,POINT (55.1275212 25.1228886),33
87,55.1275568,25.1228918,10.0,10.0,0,,33,,residential,POINT (55.1275568 25.1228918),33
88,55.1276303,25.1229651,10.0,10.0,0,,33,,residential,POINT (55.1276303 25.1229651),33
89,55.1558881,25.0986836,50.0,50.0,0,,99,,primary,POINT (55.1558881 25.0986836),99
90,55.156,25.0987475,50.0,50.0,-1,,99,,primary,POINT (55.156 25.0987475),99
91,55.1324188,25.1184116,10.0,10.0,0,,45,,residential,POINT (55.1324188 25.1184116),45
92,55.1330853,25.1178355,10.0,10.0,0,,55,,residential,POINT (55.1330853 25.1178355),55
93,55.1320674,25.1184981,10.0,10.0,0,,44,,residential,POINT (55.1320674 25.1184981),44
94,55.1320754,25.1184423,10.0,10.0,0,,44,,residential,POINT (55.1320754 25.1184423),44
95,55.1321793,25.1183853,10.0,10.0,0,,44,,residential,POINT (55.1321793 25.1183853),44
96,55.1322429,25.1184085,10.0,10.0,0,,44,,residential,POINT (55.1322429 25.1184085),44
97,55.13228,25.1184753,10.0,10.0,0,,44,,residential,POINT (55.13228 25.1184753),44
98,55.1322717,25.1185201,10.0,10.0,0,,44,,residential,POINT (55.1322717 25.1185201),44
99,55.1321733,25.1185792,10.0,10.0,0,,44,,residential,POINT (55.1321733 25.1185792),44
100,55.1321464,25.1185761,10.0,10.0,0,,44,,residential,POINT (55.1321464 25.1185761),44
101,55.132077,25.1185251,10.0,10.0,0,,44,,residential,POINT (55.132077 25.1185251),44
102,55.1272442,25.1230585,10.0,10.0,0,,33,,residential,POINT (55.1272442 25.1230585),33
103,55.1257904,25.12423,10.0,10.0,0,,33,,residential,POINT (55.1257904 25.12423),33
104,55.156,25.0967834,50.0,50.0,1,,99,,unclassified,POINT (55.156 25.0967834),99
105,55.1557277,25.0966179,50.0,50.0,0,,99,,unclassified,POINT (55.1557277 25.0966179),99
106,55.1529269,25.1037535,50.0,50.0,0,,89,,secondary,POINT (55.1529269 25.1037535),89
107,55.151442,25.1048606,50.0,50.0,0,,79,,secondary,POINT (55.151442 25.1048606),79
108,55.1531485,25.094884,50.0,50.0,0,,99,,unclassified,POINT (55.1531485 25.094884),99
109,55.1531618,25.0948,50.0,50.0,-1,,99,,unclassified,POINT (55.1531618 25.0948),99
110,55.1536855,25.0948,50.0,50.0,1,,99,,unclassified,POINT (55.1536855 25.0948),99
111,55.1299153,25.1200716,10.0,10.0,0,,44,,residential,POINT (55.1299153 25.1200716),44
112,55.1299698,25.1200963,10.0,10.0,0,,44,,residential,POINT (55.1299698 25.1200963),44
113,55.1300039,25.1201721,10.0,10.0,0,,44,,residential,POINT (55.1300039 25.1201721),44
114,55.129999,25.1201993,10.0,10.0,0,,44,,residential,POINT (55.129999 25.1201993),44
115,55.1298766,25.1202634,10.0,10.0,0,,44,,residential,POINT (55.1298766 25.1202634),44
116,55.1298036,25.1202173,10.0,10.0,0,,44,,residential,POINT (55.1298036 25.1202173),44
117,55.1297931,25.1201376,10.0,10.0,0,,44,,residential,POINT (55.1297931 25.1201376),44
118,55.1298847,25.1200704,10.0,10.0,0,,44,,residential,POINT (55.1298847 25.1200704),44
119,55.1292224,25.1222108,10.0,10.0,0,,44,,residential,POINT (55.1292224 25.1222108),44
120,55.1336552,25.1341335,10.0,10.0,2,,15,,residential,POINT (55.1336552 25.1341335),15
121,55.1396087,25.1343251,10.0,10.0,0,,16,,residential,POINT (55.1396087 25.1343251),16
122,55.1394677,25.1341682,10.0,10.0,0,,16,,residential,POINT (55.1394677 25.1341682),16
123,55.1395568,25.1340512,10.0,10.0,0,,16,,residential,POINT (55.1395568 25.1340512),16
124,55.1545585,25.1023001,50.0,50.0,0,,89,,primary,POINT (55.1545585 25.1023001),89
125,55.1541686,25.1025322,50.0,50.0,0,,89,,secondary,POINT (55.1541686 25.1025322),89
126,55.1506337,25.1063399,50.0,50.0,0,,78,,secondary,POINT (55.1506337 25.1063399),78
127,55.1496627,25.1048079,50.0,50.0,0,,78,,secondary,POINT (55.1496627 25.1048079),78
128,55.15555,25.0964256,50.0,50.0,0,,99,,unclassified,POINT (55.15555 25.0964256),99
129,55.1542368,25.0948,50.0,50.0,-1,,99,,unclassified,POINT (55.1542368 25.0948),99
130,55.1177785,25.1105594,10.0,10.0,0,,61,,residential,POINT (55.1177785 25.1105594),61
131,55.1296647,25.119993,10.0,10.0,0,,44,,residential,POINT (55.1296647 25.119993),44
132,55.1286309,25.1212024,10.0,10.0,0,,44,,residential,POINT (55.1286309 25.1212024),44
133,55.1285,25.1212825,10.0,10.0,0,,44,,residential,POINT (55.1285 25.1212825),44
134,55.1284908,25.1212798,10.0,10.0,0,,44,,residential,POINT (55.1284908 25.1212798),44
135,55.1284252,25.1212082,10.0,10.0,0,,44,,residential,POINT (55.1284252 25.1212082),44
136,55.1284236,25.1211934,10.0,10.0,0,,44,,residential,POINT (55.1284236 25.1211934),44
137,55.1284919,25.1211032,10.0,10.0,0,,44,,residential,POINT (55.1284919 25.1211032),44
138,55.1285973,25.1211217,10.0,10.0,0,,44,,residential,POINT (55.1285973 25.1211217),44
139,55.1339096,25.1177707,50.0,50.0,0,,55,,secondary,POINT (55.1339096 25.1177707),55
140,55.1338138,25.1181884,10.0,10.0,0,,45,,residential,POINT (55.1338138 25.1181884),45
141,55.1445784,25.1109716,50.0,50.0,0,,67,,secondary,POINT (55.1445784 25.1109716),67
142,55.1450696,25.1105972,50.0,50.0,0,,67,,secondary,POINT (55.1450696 25.1105972),67
143,55.1269973,25.1227711,50.0,50.0,0,,33,,secondary,POINT (55.1269973 25.1227711),33
144,55.1275336,25.1225719,50.0,50.0,0,,43,,secondary,POINT (55.1275336 25.1225719),43
145,55.155548,25.0988314,50.0,50.0,0,,99,,primary,POINT (55.155548 25.0988314),99
146,55.154137,25.0972245,50.0,50.0,0,,99,,primary,POINT (55.154137 25.0972245),99
147,55.1336412,25.1061186,10.0,10.0,2,,75,,residential,POINT (55.1336412 25.1061186),75
148,55.1334327,25.1175028,10.0,10.0,0,,55,,residential,POINT (55.1334327 25.1175028),55
149,55.1292263,25.1216268,10.0,10.0,0,,44,,residential,POINT (55.1292263 25.1216268),44
150,55.1302039,25.1208672,10.0,10.0,0,,44,,residential,POINT (55.1302039 25.1208672),44
151,55.1287704,25.1211447,10.0,10.0,0,,44,,residential,POINT (55.1287704 25.1211447),44
152,55.1297802,25.1203703,10.0,10.0,0,,44,,residential,POINT (55.1297802 25.1203703),44
153,55.1285561,25.1214888,50.0,50.0,0,,44,,tertiary,POINT (55.1285561 25.1214888),44
154,55.1303403,25.1207733,10.0,10.0,0,,44,,residential,POINT (55.1303403 25.1207733),44
155,55.1301781,25.1206987,50.0,50.0,0,,44,,tertiary,POINT (55.1301781 25.1206987),44
156,55.1487762,25.1052016,50.0,50.0,0,,78,,secondary,POINT (55.1487762 25.1052016),78
157,55.1113447,25.1245495,50.0,50.0,0,,30,,secondary,POINT (55.1113447 25.1245495),30
158,55.1127694,25.1254482,50.0,50.0,0,,30,,secondary,POINT (55.1127694 25.1254482),30
159,55.1163407,25.1150519,10.0,10.0,0,,51,,residential,POINT (55.1163407 25.1150519),51
160,55.1282735,25.1210527,10.0,10.0,0,,44,,residential,POINT (55.1282735 25.1210527),44
161,55.132738,25.1191654,10.0,10.0,0,,45,,residential,POINT (55.132738 25.1191654),45
162,55.1327118,25.1191732,10.0,10.0,0,,45,,residential,POINT (55.1327118 25.1191732),45
163,55.1326119,25.1191359,10.0,10.0,0,,45,,residential,POINT (55.1326119 25.1191359),45
164,55.1325974,25.1190608,10.0,10.0,0,,45,,residential,POINT (55.1325974 25.1190608),45
165,55.1326082,25.1190376,10.0,10.0,0,,45,,residential,POINT (55.1326082 25.1190376),45
166,55.1327324,25.1190007,10.0,10.0,0,,45,,residential,POINT (55.1327324 25.1190007),45
167,55.1327914,25.1190645,10.0,10.0,0,,45,,residential,POINT (55.1327914 25.1190645),45
168,55.1327938,25.119085,10.0,10.0,0,,45,,residential,POINT (55.1327938 25.119085),45
169,55.1186648,25.1211149,10.0,10.0,2,,42,,residential,POINT (55.1186648 25.1211149),42
170,55.1267576,25.1222656,10.0,10.0,0,,43,,residential,POINT (55.1267576 25.1222656),43
171,55.1258326,25.123858,50.0,50.0,0,,33,,secondary,POINT (55.1258326 25.123858),33
172,55.1332171,25.1177399,10.0,10.0,0,,55,,residential,POINT (55.1332171 25.1177399),55
173,55.133187,25.1177324,10.0,10.0,0,,55,,residential,POINT (55.133187 25.1177324),55
174,55.133127,25.1176433,10.0,10.0,0,,55,,residential,POINT (55.133127 25.1176433),55
175,55.1331343,25.1176137,10.0,10.0,0,,55,,residential,POINT (55.1331343 25.1176137),55
176,55.1332322,25.1175563,10.0,10.0,0,,55,,residential,POINT (55.1332322 25.1175563),55
177,55.1332425,25.1175571,10.0,10.0,0,,55,,residential,POINT (55.1332425 25.1175571),55
178,55.1333267,25.1176239,10.0,10.0,0,,55,,residential,POINT (55.1333267 25.1176239),55
179,55.1332482,25.1177387,10.0,10.0,0,,55,,residential,POINT (55.1332482 25.1177387),55
180,55.1252462,25.1044688,10.0,10.0,2,,73,,residential,POINT (55.1252462 25.1044688),73
181,55.1320174,25.1182842,10.0,10.0,0,,44,,residential,POINT (55.1320174 25.1182842),44
182,55.1306205,25.1211255,10.0,10.0,0,,44,,residential,POINT (55.1306205 25.1211255),44
183,55.1393677,25.134009,10.0,10.0,0,,16,,residential,POINT (55.1393677 25.134009),16
184,55.1313575,25.1198039,50.0,50.0,0,,44,,tertiary,POINT (55.1313575 25.1198039),44
185,55.1430515,25.1093431,50.0,50.0,0,,67,,secondary,POINT (55.1430515 25.1093431),67
186,55.156,25.0962724,50.0,50.0,1,,99,,unclassified,POINT (55.156 25.0962724),99
187,55.1559177,25.0964106,50.0,50.0,0,,99,,unclassified,POINT (55.1559177 25.0964106),99
188,55.1311856,25.119279,10.0,10.0,0,,44,,residential,POINT (55.1311856 25.119279),44
189,55.1313267,25.1193944,50.0,50.0,0,,44,,tertiary,POINT (55.1313267 25.1193944),44
190,55.1272842,25.1222915,10.0,10.0,0,,43,,residential,POINT (55.1272842 25.1222915),43
191,55.1283945,25.1213838,10.0,10.0,0,,44,,residential,POINT (55.1283945 25.1213838),44
192,55.13285,25.118854,10.0,10.0,0,,45,,residential,POINT (55.13285 25.118854),45
193,55.1335129,25.1183623,10.0,10.0,0,,45,,residential,POINT (55.1335129 25.1183623),45
194,55.1141121,25.1250516,50.0,50.0,0,,31,,secondary,POINT (55.1141121 25.1250516),31
195,55.1227472,25.1259537,50.0,50.0,0,,32,,secondary,POINT (55.1227472 25.1259537),32
196,55.1252414,25.1239316,10.0,10.0,0,,33,,residential,POINT (55.1252414 25.1239316),33
197,55.1323327,25.1189556,50.0,50.0,0,,44,,secondary,POINT (55.1323327 25.1189556),44
198,55.1340689,25.1184833,10.0,10.0,0,,45,,residential,POINT (55.1340689 25.1184833),45
199,55.1472883,25.1238101,10.0,10.0,2,,38,,residential,POINT (55.1472883 25.1238101),38
200,55.1313355,25.1192143,10.0,10.0,0,,44,,residential,POINT (55.1313355 25.1192143),44
201,55.1320539,25.1186908,10.0,10.0,0,,44,,residential,POINT (55.1320539 25.1186908),44
202,55.1526596,25.095414,50.0,50.0,0,,99,,primary,POINT (55.1526596 25.095414),99
203,55.1527776,25.0952103,50.0,50.0,0,signal,99,,unclassified,POINT (55.1527776 25.0952103),99
204,55.1311533,25.1193319,10.0,10.0,0,,44,,residential,POINT (55.1311533 25.1193319),44
205,55.1310753,25.1193547,10.0,10.0,0,,44,,residential,POINT (55.1310753 25.1193547),44
206,55.1310005,25.1193125,10.0,10.0,0,,44,,residential,POINT (55.1310005 25.1193125),44
207,55.1309851,25.1192682,10.0,10.0,0,,44,,residential,POINT (55.1309851 25.1192682),44
208,55.1310481,25.119179,10.0,10.0,0,,44,,residential,POINT (55.1310481 25.119179),44
209,55.1311373,25.119185,10.0,10.0,0,,44,,residential,POINT (55.1311373 25.119185),44
210,55.1311866,25.119256,10.0,10.0,0,,44,,residential,POINT (55.1311866 25.119256),44
211,55.1291694,25.1218625,10.0,10.0,0,,44,,residential,POINT (55.1291694 25.1218625),44
212,55.129096,25.1219472,10.0,10.0,0,,44,,residential,POINT (55.129096 25.1219472),44
213,55.1290062,25.1219291,10.0,10.0,0,,44,,residential,POINT (55.1290062 25.1219291),44
214,55.1289728,25.1218431,10.0,10.0,0,,44,,residential,POINT (55.1289728 25.1218431),44
215,55.1289881,25.12181,10.0,10.0,0,,44,,residential,POINT (55.1289881 25.12181),44
216,55.1290596,25.1217711,10.0,10.0,0,,44,,residential,POINT (55.1290596 25.1217711),44
217,55.1290839,25.1217715,10.0,10.0,0,,44,,residential,POINT (55.1290839 25.1217715),44
218,55.1291586,25.1218196,10.0,10.0,0,,44,,residential,POINT (55.1291586 25.1218196),44
219,55.1447046,25.1314305,10.0,10.0,2,,27,,residential,POINT (55.1447046 25.1314305),27
220,55.1444778,25.1313551,10.0,10.0,0,,27,,residential,POINT (55.1444778 25.1313551),27
221,55.1443113,25.1312998,10.0,10.0,0,,27,,residential,POINT (55.1443113 25.1312998),27
222,55.1317907,25.1201595,10.0,10.0,0,,44,,residential,POINT (55.1317907 25.1201595),44
223,55.156,25.1013405,50.0,50.0,1,,89,,primary,POINT (55.156 25.1013405),89
224,55.1555618,25.0963852,50.0,50.0,0,,99,,unclassified,POINT (55.1555618 25.0963852),99
225,55.1559177,25.0964858,50.0,50.0,0,,99,,unclassified,POINT (55.1559177 25.0964858),99
226,55.1177682,25.1102741,10.0,10.0,0,,61,,residential,POINT (55.1177682 25.1102741),61
227,55.1175677,25.1102231,10.0,10.0,0,,61,,residential,POINT (55.1175677 25.1102231),61
228,55.1301608,25.1202727,50.0,50.0,0,,44,,tertiary,POINT (55.1301608 25.1202727),44
229,55.1339179,25.1182825,10.0,10.0,0,,45,,residential,POINT (55.1339179 25.1182825),45
230,55.1337994,25.1183724,10.0,10.0,0,,45,,residential,POINT (55.1337994 25.1183724),45
231,55.1337691,25.1183635,10.0,10.0,0,,45,,residential,POINT (55.1337691 25.1183635),45
232,55.1337138,25.1182719,10.0,10.0,0,,45,,residential,POINT (55.1337138 25.1182719),45
233,55.1338478,25.1181931,10.0,10.0,0,,45,,residential,POINT (55.1338478 25.1181931),45
234,55.1339169,25.1182676,10.0,10.0,0,,45,,residential,POINT (55.1339169 25.1182676),45
235,55.1367198,25.1142855,50.0,50.0,0,,55,,tertiary,POINT (55.1367198 25.1142855),55
236,55.1367606,25.1140497,50.0,50.0,0,,55,,tertiary,POINT (55.1367606 25.1140497),55
237,55.1389692,25.1121851,50.0,50.0,0,,66,,tertiary,POINT (55.1389692 25.1121851),66
238,55.1398256,25.1115399,50.0,50.0,0,,66,,tertiary,POINT (55.1398256 25.1115399),66
239,55.1409423,25.1106972,50.0,50.0,0,,66,,tertiary,POINT (55.1409423 25.1106972),66
240,55.1414424,25.1103187,50.0,50.0,0,,66,,tertiary,POINT (55.1414424 25.1103187),66
241,55.1434373,25.1088126,50.0,50.0,0,,67,,tertiary,POINT (55.1434373 25.1088126),67
242,55.1434811,25.1087796,50.0,50.0,0,,67,,tertiary,POINT (55.1434811 25.1087796),67
243,55.1463822,25.106578,50.0,50.0,0,,77,,tertiary,POINT (55.1463822 25.106578),77
244,55.1471974,25.1059736,50.0,50.0,0,,78,,tertiary,POINT (55.1471974 25.1059736),78
245,55.1486701,25.1048571,50.0,50.0,0,,78,,tertiary,POINT (55.1486701 25.1048571),78
246,55.1502148,25.1036893,50.0,50.0,0,,88,,tertiary,POINT (55.1502148 25.1036893),88
247,55.148024,25.1057902,50.0,50.0,0,,78,,secondary,POINT (55.148024 25.1057902),78
248,55.1467446,25.1067503,50.0,50.0,0,,78,,secondary,POINT (55.1467446 25.1067503),78
249,55.1464233,25.1069915,50.0,50.0,0,,77,,secondary,POINT (55.1464233 25.1069915),77
250,55.1432102,25.1122125,50.0,50.0,0,,67,,secondary,POINT (55.1432102 25.1122125),67
251,55.1422353,25.1129355,50.0,50.0,0,,67,,secondary,POINT (55.1422353 25.1129355),67
252,55.1416887,25.113353,50.0,50.0,0,,66,,secondary,POINT (55.1416887 25.113353),66
253,55.1407747,25.1140341,50.0,50.0,0,,56,,secondary,POINT (55.1407747 25.1140341),56
254,55.1385898,25.1156598,50.0,50.0,0,,56,,secondary,POINT (55.1385898 25.1156598),56
255,55.1241809,25.1290001,10.0,10.0,2,,23,,residential,POINT (55.1241809 25.1290001),23
256,55.1256263,25.124523,10.0,10.0,0,,33,,residential,POINT (55.1256263 25.124523),33
257,55.1276191,25.1231986,10.0,10.0,0,,33,,residential,POINT (55.1276191 25.1231986),33
258,55.1275757,25.1316597,10.0,10.0,2,,23,,residential,POINT (55.1275757 25.1316597),23
259,55.1467674,25.1201178,10.0,10.0,2,,48,,residential,POINT (55.1467674 25.1201178),48
260,55.1339966,25.1181251,10.0,10.0,0,,45,,residential,POINT (55.1339966 25.1181251),45
261,55.1228773,25.1260909,50.0,50.0,0,,32,,secondary,POINT (55.1228773 25.1260909),32
262,55.1290879,25.1215133,50.0,50.0,0,,44,,tertiary,POINT (55.1290879 25.1215133),44
263,55.1557541,25.1010183,50.0,50.0,0,,89,,secondary,POINT (55.1557541 25.1010183),89
264,55.156,25.0966474,50.0,50.0,-1,,99,,unclassified,POINT (55.156 25.0966474),99
265,55.1301704,25.1201055,10.0,10.0,0,,44,,residential,POINT (55.1301704 25.1201055),44
266,55.1309785,25.1194647,10.0,10.0,0,,44,,residential,POINT (55.1309785 25.1194647),44
267,55.1287987,25.1217385,50.0,50.0,0,,44,,tertiary,POINT (55.1287987 25.1217385),44
268,55.1304191,25.1205109,50.0,50.0,0,,44,,tertiary,POINT (55.1304191 25.1205109),44
269,55.1304595,25.1206923,10.0,10.0,0,,44,,residential,POINT (55.1304595 25.1206923),44
270,55.1457344,25.1103171,50.0,50.0,0,,67,,secondary,POINT (55.1457344 25.1103171),67
271,55.1446929,25.1110973,50.0,50.0,0,,67,,secondary,POINT (55.1446929 25.1110973),67
272,55.1317595,25.1197043,10.0,10.0,0,,44,,residential,POINT (55.1317595 25.1197043),44
273,55.1324177,25.1191249,10.0,10.0,0,,45,,residential,POINT (55.1324177 25.1191249),45
274,55.1483149,25.1081351,50.0,50.0,0,,78,,secondary,POINT (55.1483149 25.1081351),78
275,55.1492611,25.1074285,50.0,50.0,0,,78,,secondary,POINT (55.1492611 25.1074285),78
276,55.150106,25.1068012,50.0,50.0,0,,78,,secondary,POINT (55.150106 25.1068012),78
277,55.1273688,25.1224912,50.0,50.0,0,,43,,secondary,POINT (55.1273688 25.1224912),43
278,55.1271115,25.1228918,50.0,50.0,0,,33,,secondary,POINT (55.1271115 25.1228918),33
279,55.1330963,25.1174325,10.0,10.0,0,,55,,residential,POINT (55.1330963 25.1174325),55
280,55.1297159,25.1058496,10.0,10.0,0,,74,,residential,POINT (55.1297159 25.1058496),74
281,55.1293617,25.1049248,10.0,10.0,2,,74,,residential,POINT (55.1293617 25.1049248),74
