zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count,total_production,total_attraction
1,A1,-76.9594967951212,39.00113801251618,"POLYGON ((-76.96444 39.00021999999999,-76.96444 39.005399999999995,-76.95926 39.005399999999995,-76.95926 39.00021999999999,-76.96444 39.00021999999999))",POINT (-76.9594967951212 39.00113801251618),1,3067.4798968645637,37.59166540275201
2,A2,-76.95693389666057,39.003171592055885,"POLYGON ((-76.95926 39.00021999999999,-76.95926 39.005399999999995,-76.95408 39.005399999999995,-76.95408 39.00021999999999,-76.95926 39.00021999999999))",POINT (-76.95693389666057 39.003171592055885),13,41.3781184558912,277.6077183261504
3,A3,-76.95041884593189,39.00260094165248,"POLYGON ((-76.95408 39.00021999999999,-76.95408 39.005399999999995,-76.94890000000001 39.005399999999995,-76.94890000000001 39.00021999999999,-76.95408 39.00021999999999))",POINT (-76.95041884593189 39.00260094165248),190,252.55847347487997,252.55847347487997
4,A4,-76.94725865125567,39.00253255891998,"POLYGON ((-76.94890000000001 39.00021999999999,-76.94890000000001 39.005399999999995,-76.94372000000001 39.005399999999995,-76.94372000000001 39.00021999999999,-76.94890000000001 39.00021999999999))",POINT (-76.94725865125567 39.00253255891998),152,327.629590514464,708.3068314863235
5,A5,-76.94189502870357,39.0023771463723,"POLYGON ((-76.94372000000001 39.00021999999999,-76.94372000000001 39.005399999999995,-76.93854000000002 39.005399999999995,-76.93854000000002 39.00021999999999,-76.94372000000001 39.00021999999999))",POINT (-76.94189502870357 39.0023771463723),33,201.38894239580796,955.9322909361664
6,A6,-76.93517138634728,39.00296733370709,"POLYGON ((-76.93854000000002 39.00021999999999,-76.93854000000002 39.005399999999995,-76.93336000000002 39.005399999999995,-76.93336000000002 39.00021999999999,-76.93854000000002 39.00021999999999))",POINT (-76.93517138634728 39.00296733370709),12,22.394907602271996,22.394907602271996
7,A7,-76.9317142023972,39.00316348110989,"POLYGON ((-76.93336000000002 39.00021999999999,-76.93336000000002 39.005399999999995,-76.92818000000003 39.005399999999995,-76.92818000000003 39.00021999999999,-76.93336000000002 39.00021999999999))",POINT (-76.9317142023972 39.00316348110989),62,171.5675286326079,379.57005438420515
8,A8,-76.92559000000003,39.00281,"POLYGON ((-76.92818000000003 39.00021999999999,-76.92818000000003 39.005399999999995,-76.92300000000003 39.005399999999995,-76.92300000000003 39.00021999999999,-76.92818000000003 39.00021999999999))",POINT (-76.92559000000003 39.00281),0,0.0,0.0
9,B1,-76.95966901023371,38.99917289233533,"POLYGON ((-76.96444 38.99503999999999,-76.96444 39.00021999999999,-76.95926 39.00021999999999,-76.95926 38.99503999999999,-76.96444 38.99503999999999))",POINT (-76.95966901023371 38.99917289233533),2,95.957516418848,280.679781409952
10,B2,-76.95490945,38.99953529999999,"POLYGON ((-76.95926 38.99503999999999,-76.95926 39.00021999999999,-76.95408 39.00021999999999,-76.95408 38.99503999999999,-76.95926 38.99503999999999))",POINT (-76.95490945 38.99953529999999),1,0.975425560448,0.975425560448
11,B3,-76.94988002382459,38.998859484360025,"POLYGON ((-76.95408 38.99503999999999,-76.95408 39.00021999999999,-76.94890000000001 39.00021999999999,-76.94890000000001 38.99503999999999,-76.95408 38.99503999999999))",POINT (-76.94988002382459 38.998859484360025),94,79.68409848060796,79.68409848060796
12,B4,-76.94748392505775,38.999049260982844,"POLYGON ((-76.94890000000001 38.99503999999999,-76.94890000000001 39.00021999999999,-76.94372000000001 39.00021999999999,-76.94372000000001 38.99503999999999,-76.94890000000001 38.99503999999999))",POINT (-76.94748392505775 38.999049260982844),105,141.95339549198084,191.73601824383366
13,B5,-76.94101616086034,38.998252720814946,"POLYGON ((-76.94372000000001 38.99503999999999,-76.94372000000001 39.00021999999999,-76.93854000000002 39.00021999999999,-76.93854000000002 38.99503999999999,-76.94372000000001 38.99503999999999))",POINT (-76.94101616086034 38.998252720814946),62,391.08490899326074,1055.3618142936382
14,B6,-76.9366249731734,38.998709481886216,"POLYGON ((-76.93854000000002 38.99503999999999,-76.93854000000002 39.00021999999999,-76.93336000000002 39.00021999999999,-76.93336000000002 38.99503999999999,-76.93854000000002 38.99503999999999))",POINT (-76.9366249731734 38.998709481886216),59,80.09791701593598,378.0445284188543
15,B7,-76.93071174734938,38.99745948447958,"POLYGON ((-76.93336000000002 38.99503999999999,-76.93336000000002 39.00021999999999,-76.92818000000003 39.00021999999999,-76.92818000000003 38.99503999999999,-76.93336000000002 38.99503999999999))",POINT (-76.93071174734938 38.99745948447958),95,140.86309747974397,610.499289495296
16,B8,-76.92559000000003,38.99762999999999,"POLYGON ((-76.92818000000003 38.99503999999999,-76.92818000000003 39.00021999999999,-76.92300000000003 39.00021999999999,-76.92300000000003 38.99503999999999,-76.92818000000003 38.99503999999999))",POINT (-76.92559000000003 38.99762999999999),0,0.0,0.0
17,C1,-76.96185,38.99244999999999,"POLYGON ((-76.96444 38.989859999999986,-76.96444 38.99503999999999,-76.95926 38.99503999999999,-76.95926 38.989859999999986,-76.96444 38.989859999999986))",POINT (-76.96185 38.99244999999999),0,0.0,0.0
18,C2,-76.95807302167489,38.99164361146038,"POLYGON ((-76.95926 38.989859999999986,-76.95926 38.99503999999999,-76.95408 38.99503999999999,-76.95408 38.989859999999986,-76.95926 38.989859999999986))",POINT (-76.95807302167489 38.99164361146038),54,104.23695483987197,108.71820754542077
19,C3,-76.95033029096092,38.99223812351153,"POLYGON ((-76.95408 38.989859999999986,-76.95408 38.99503999999999,-76.94890000000001 38.99503999999999,-76.94890000000001 38.989859999999986,-76.95408 38.989859999999986))",POINT (-76.95033029096092 38.99223812351153),18,493.0294307796031,481.3859043856256
20,C4,-76.94666120331992,38.99240059737259,"POLYGON ((-76.94890000000001 38.989859999999986,-76.94890000000001 38.99503999999999,-76.94372000000001 38.99503999999999,-76.94372000000001 38.989859999999986,-76.94890000000001 38.989859999999986))",POINT (-76.94666120331992 38.99240059737259),45,412.0987100160191,1214.4411186636291
21,C5,-76.94083429573766,38.992003907950156,"POLYGON ((-76.94372000000001 38.989859999999986,-76.94372000000001 38.99503999999999,-76.93854000000002 38.99503999999999,-76.93854000000002 38.989859999999986,-76.94372000000001 38.989859999999986))",POINT (-76.94083429573766 38.992003907950156),44,676.6824627311231,1033.4689892919748
22,C6,-76.93592007840225,38.991833939290615,"POLYGON ((-76.93854000000002 38.989859999999986,-76.93854000000002 38.99503999999999,-76.93336000000002 38.99503999999999,-76.93336000000002 38.989859999999986,-76.93854000000002 38.989859999999986))",POINT (-76.93592007840225 38.991833939290615),44,578.6455741012032,1428.1101005310077
23,C7,-76.93123875977437,38.99292387838363,"POLYGON ((-76.93336000000002 38.989859999999986,-76.93336000000002 38.99503999999999,-76.92818000000003 38.99503999999999,-76.92818000000003 38.989859999999986,-76.93336000000002 38.989859999999986))",POINT (-76.93123875977437 38.99292387838363),87,328.79731333420796,831.1512398316606
24,C8,-76.92559000000003,38.99244999999999,"POLYGON ((-76.92818000000003 38.989859999999986,-76.92818000000003 38.99503999999999,-76.92300000000003 38.99503999999999,-76.92300000000003 38.989859999999986,-76.92818000000003 38.989859999999986))",POINT (-76.92559000000003 38.99244999999999),0,0.0,0.0
25,D1,-76.96185,38.98726999999998,"POLYGON ((-76.96444 38.98467999999998,-76.96444 38.989859999999986,-76.95926 38.989859999999986,-76.95926 38.98467999999998,-76.96444 38.98467999999998))",POINT (-76.96185 38.98726999999998),0,0.0,0.0
26,D2,-76.95722565006213,38.98649864552979,"POLYGON ((-76.95926 38.98467999999998,-76.95926 38.989859999999986,-76.95408 38.989859999999986,-76.95408 38.98467999999998,-76.95926 38.98467999999998))",POINT (-76.95722565006213 38.98649864552979),55,165.39141212329596,489.4761993731008
27,D3,-76.9510261871956,38.98690687058401,"POLYGON ((-76.95408 38.98467999999998,-76.95408 38.989859999999986,-76.94890000000001 38.989859999999986,-76.94890000000001 38.98467999999998,-76.95408 38.98467999999998))",POINT (-76.9510261871956 38.98690687058401),20,244.52350498686081,1536.0453089422024
28,D4,-76.94610819973637,38.98677840466403,"POLYGON ((-76.94890000000001 38.98467999999998,-76.94890000000001 38.989859999999986,-76.94372000000001 38.989859999999986,-76.94372000000001 38.98467999999998,-76.94890000000001 38.98467999999998))",POINT (-76.94610819973637 38.98677840466403),44,1185.5469296701053,499.3333902527359
29,D5,-76.94078732444981,38.98759026714185,"POLYGON ((-76.94372000000001 38.98467999999998,-76.94372000000001 38.989859999999986,-76.93854000000002 38.989859999999986,-76.93854000000002 38.98467999999998,-76.94372000000001 38.98467999999998))",POINT (-76.94078732444981 38.98759026714185),52,1299.4469590294593,640.9818549269952
30,D6,-76.93599878272879,38.98721904704696,"POLYGON ((-76.93854000000002 38.98467999999998,-76.93854000000002 38.989859999999986,-76.93336000000002 38.989859999999986,-76.93336000000002 38.98467999999998,-76.93854000000002 38.98467999999998))",POINT (-76.93599878272879 38.98721904704696),35,463.20633784638073,1128.4069588816446
31,D7,-76.93152601393444,38.98880529233279,"POLYGON ((-76.93336000000002 38.98467999999998,-76.93336000000002 38.989859999999986,-76.92818000000003 38.989859999999986,-76.92818000000003 38.98467999999998,-76.93336000000002 38.98467999999998))",POINT (-76.93152601393444 38.98880529233279),4,14.184089110048,16.1707409969344
