link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,free_speed_raw,lanes,capacity,allowed_uses,toll,notes
0,North Lakeview Avenue,4309528,0,1,1,"LINESTRING (-87.6393438 41.9320218, -87.639304 41.9321344, -87.6392921 41.93267)",1,72.51,secondary,4,60,,,3200,auto,,
1,West Grand Avenue,4309531,2,3,1,"LINESTRING (-87.8007511 41.9235588, -87.7998592 41.9235653, -87.7996001 41.9235673, -87.7989124 41.9235723, -87.7976895 41.9235813, -87.7970619 41.9235858, -87.7969583 41.9235865, -87.7964664 41.9235901, -87.7962381 41.9235918, -87.7959135 41.9235942, -87.7956064 41.9235964)",1,425.66,secondary,4,60,,,3200,auto,,
2,North Cicero Avenue,4319823,4,5,1,"LINESTRING (-87.7483306 41.9968929, -87.7483307 41.9968272, -87.7483319 41.9956316, -87.7483344 41.9931397, -87.7483345 41.9930563, -87.7483346 41.9929746, -87.748335 41.9925629, -87.7483351 41.9924294, -87.7483359 41.9916025, -87.748336 41.9914929, -87.7483361 41.991401)",1,610.67,primary,3,56,35 mph,,5400,auto,,
3,North Cicero Avenue,4319823,5,6,1,"LINESTRING (-87.7483361 41.991401, -87.7483362 41.9913045, -87.7483364 41.9911525, -87.7483368 41.9907287)",1,74.76,primary,3,56,35 mph,,5400,auto,,
4,Stevenson Expressway,4341221,7,8,1,"LINESTRING (-87.6202062 41.8479263, -87.6183025 41.847955)",1,157.72,motorway,1,120,,4,9200,auto,,
5,Kennedy Expressway,4375793,9,10,1,"LINESTRING (-87.891612 41.9775144, -87.8915247 41.9774634, -87.891431 41.977411, -87.89134 41.9773652, -87.8912432 41.9773183, -87.8911493 41.9772751, -87.8910462 41.9772318, -87.8909459 41.9771952, -87.8908364 41.9771568, -87.8907376 41.9771251, -87.8906319 41.9770935, -87.8905064 41.9770591, -87.8903753 41.9770271, -87.8902202 41.9769949, -87.8900639 41.9769669, -87.8898688 41.9769428, -87.8896623 41.9769238, -87.8894927 41.9769146, -87.8893117 41.9769106, -87.8891519 41.9769137, -87.8889785 41.9769219, -87.8888301 41.9769376, -87.8886726 41.9769567, -87.888526 41.9769798, -87.888374 41.9770068, -87.8881669 41.9770551, -87.8879677 41.9771073, -87.8877904 41.9771661, -87.8876237 41.9772248, -87.8873228 41.9773445, -87.886642 41.9776323, -87.8859621 41.9779089)",1,507.80,motorway,1,120,,3,6900,auto,no,
6,Kennedy Expressway,4376011,11,12,1,"LINESTRING (-87.8859717 41.9781692, -87.8875774 41.9775108, -87.8877217 41.977456, -87.8878703 41.9774023, -87.8880169 41.9773531, -87.8881725 41.9773038, -87.888314 41.9772665, -87.8884706 41.9772315, -87.8886197 41.9772043, -87.8887749 41.9771838, -87.8889294 41.9771689, -87.8890899 41.9771584, -87.8892158 41.9771539, -87.8893507 41.9771538, -87.8894925 41.9771562, -87.8896404 41.977163, -87.8897994 41.9771781, -87.8899644 41.9771976, -87.8901383 41.9772281, -87.8903183 41.9772653, -87.8904662 41.9773019, -87.8906019 41.9773407, -87.8907711 41.977397, -87.8909403 41.97746, -87.8912022 41.9775792, -87.8914951 41.9777501, -87.8916824 41.9778762, -87.8918469 41.978007, -87.8921196 41.9782448, -87.8938286 41.9797896)",1,796.56,motorway,1,120,,3,6900,auto,no,
7,,4377106,13,14,1,"LINESTRING (-87.6997239 41.9342299, -87.6994963 41.9339786, -87.698115 41.9329824)",1,192.84,motorway,1,120,,1,2300,auto,,
8,,4377123,15,16,1,"LINESTRING (-87.6612295 41.9058022, -87.6612677 41.9055148, -87.6613017 41.9051409, -87.6613697 41.9047839, -87.6615652 41.9040359, -87.6616111 41.903813)",1,223.69,motorway,1,120,,1,2300,auto,,
9,Kennedy Expressway,4378009,17,18,1,"LINESTRING (-87.6609207 41.9009018, -87.6606833 41.9003484, -87.660422 41.8997757, -87.6603053 41.8995097, -87.6600892 41.8990364, -87.659541 41.8978859)",1,354.29,motorway,1,72,45 mph,4,9200,auto,,
10,Kennedy Expressway,4388261,19,20,1,"LINESTRING (-87.676495 41.9212215, -87.6752687 41.9205275, -87.674167 41.9199065)",1,241.83,motorway,1,88,55 mph,4,9200,auto,,
11,Kennedy Expressway,4388264,21,22,1,"LINESTRING (-87.7418882 41.9597745, -87.7416932 41.9596526, -87.7414915 41.9595307, -87.7410264 41.9592559, -87.7405635 41.9589877, -87.738629 41.9578937)",1,341.16,motorway,1,88,55 mph,5,11500,auto,,
12,Kennedy Expressway,4388268,23,24,1,"LINESTRING (-87.6601936 41.900116, -87.6604825 41.900749, -87.6606202 41.9011102, -87.6607258 41.9014614, -87.6608046 41.9017529, -87.6608635 41.9020921, -87.6609154 41.9024757, -87.6609323 41.9028595, -87.6609398 41.9031212)",1,341.87,motorway,1,88,55 mph,4,9200,auto,,
13,Kennedy Expressway,4388270,25,26,1,"LINESTRING (-87.6820942 41.9247539, -87.6829418 41.9252355)",1,88.23,motorway,1,88,55 mph,4,9200,auto,,
14,Dan Ryan Expressway,4388492,27,28,1,"LINESTRING (-87.6445385 41.8619363, -87.6445056 41.8611418, -87.644493 41.8606807, -87.6444661 41.8598382, -87.6444257 41.8585932, -87.644383 41.8577727)",1,463.16,motorway,1,120,,5,11500,auto,,
15,North Jean Baptiste Point DuSable Lake Shore Drive,4388611,29,30,1,"LINESTRING (-87.6317354 41.927967, -87.6318511 41.9284152, -87.6319068 41.9287249, -87.6319266 41.9289244, -87.6319418 41.9291591, -87.6319418 41.9294911, -87.6319503 41.9303276, -87.6319386 41.9309318, -87.6319301 41.931373, -87.6319109 41.9323666)",1,490.55,motorway,1,64,40 mph,4,9200,auto,,
16,North Jean Baptiste Point DuSable Lake Shore Drive,4388612,31,32,1,"LINESTRING (-87.6447843 41.9529611, -87.6448092 41.9521292, -87.6448072 41.9518251, -87.6447846 41.9515989, -87.6447538 41.9514154, -87.6446903 41.9511934, -87.6446114 41.9509779, -87.6445068 41.9507571, -87.6432796 41.9487303, -87.6431506 41.9485077, -87.6431055 41.9484299, -87.6428213 41.9479395, -87.6417786 41.9461465, -87.6415691 41.9457483, -87.6412155 41.9451136, -87.6405303 41.943818, -87.6402965 41.9433758, -87.6402522 41.9432921, -87.6397847 41.9424524)",1,1251.02,motorway,1,64,40 mph,4,9200,auto,,
17,,4388614,33,34,1,"LINESTRING (-87.6443162 41.9537135, -87.6442018 41.9542365, -87.6441709 41.9545742, -87.6441624 41.9546674)",1,106.94,motorway,1,120,,2,4600,auto,,
18,North Clark Street,4476709,35,36,1,"LINESTRING (-87.631182 41.8940363, -87.63118 41.8939473, -87.6311731 41.8936557, -87.6311715 41.8935882, -87.6311678 41.8934293, -87.6311655 41.893331, -87.6311632 41.8932327)",1,89.37,secondary,4,60,,3,4800,auto,,
19,East Van Buren Street,4476710,15766,38,1,"LINESTRING (-87.6243796 41.87701, -87.6245254 41.8770136, -87.6252264 41.8770007, -87.6253524 41.876998, -87.6257642 41.8769891, -87.6259197 41.8769858, -87.6260662 41.8769779)",1,139.72,secondary,4,60,,2,3200,auto,,
20,West Van Buren Street,4476711,39,40,1,"LINESTRING (-87.6292574 41.8769036, -87.6293406 41.8769027, -87.6293945 41.8769021, -87.6296656 41.8768987, -87.6297418 41.8768979)",1,40.11,secondary,4,60,,2,3200,auto,,
21,West Van Buren Street,4476711,40,41,1,"LINESTRING (-87.6297418 41.8768979, -87.6298071 41.876897, -87.6300482 41.876894, -87.6301992 41.8768922, -87.6302743 41.8768912, -87.6306081 41.8768869, -87.6307428 41.8768861)",1,82.89,secondary,4,60,,2,3200,auto,,
22,East Jackson Boulevard,4476714,42,43,1,"LINESTRING (-87.6269392 41.8782443, -87.6262516 41.8782578, -87.6260987 41.8782617)",1,69.61,secondary,4,60,,3,4800,auto,,
23,West Jackson Boulevard,4476717,44,45,1,"LINESTRING (-87.6395901 41.878055, -87.6394006 41.8780576, -87.6392996 41.8780586, -87.6391606 41.87806, -87.63848 41.8780669, -87.6382443 41.8780693)",1,111.43,secondary,4,60,,3,4800,auto,,
24,North Mies van der Rohe Way,4476760,46,47,1,"LINESTRING (-87.621834 41.8967656, -87.6218379 41.8968979, -87.6218486 41.8974654, -87.6218495 41.8974962, -87.6218501 41.8975157, -87.6218518 41.897618)",1,94.79,tertiary,5,40,,,2400,auto,,
25,West Chicago Avenue,4476768,48,49,1,"LINESTRING (-87.672179 41.8959912, -87.6720728 41.8959929, -87.6709608 41.8960108, -87.6698245 41.8960291, -87.6697381 41.8960305)",1,202.08,secondary,4,60,,,3200,auto,,
27,East Madison Street,4477285,52,53,1,"LINESTRING (-87.6245076 41.8821148, -87.624632 41.8821108, -87.6251064 41.8820977, -87.6253439 41.8820911)",1,69.28,secondary,4,60,,3,4800,auto,,
28,Adlai Stevenson Expressway,4477307,54,55,1,"LINESTRING (-87.7429946 41.8172633, -87.7424098 41.8174234, -87.7418873 41.8175492, -87.7408774 41.8177715, -87.740432 41.8178811, -87.7397535 41.8180668, -87.7388677 41.8183407)",1,362.64,motorway,1,120,,3,6900,auto,,
29,Adlai Stevenson Expressway,4477308,56,54,1,"LINESTRING (-87.7438144 41.8170019, -87.7434191 41.8171377, -87.7429946 41.8172633)",1,73.92,motorway,1,120,,3,6900,auto,,
30,Adlai Stevenson Expressway,4477310,57,58,1,"LINESTRING (-87.7430016 41.8175466, -87.7434026 41.8174279, -87.7438235 41.8172955)",1,73.62,motorway,1,120,,3,6900,auto,,
31,Chicago Skyway,4519497,59,60,1,"LINESTRING (-87.6312894 41.7789785, -87.6311773 41.77868, -87.6310618 41.7784042, -87.6308981 41.7781115, -87.6307895 41.7779377, -87.6305915 41.7776387, -87.6303639 41.7773579, -87.6299482 41.7769266, -87.6292232 41.7763081, -87.6288176 41.7759752, -87.6285835 41.7757948, -87.6284116 41.7756759)",1,444.53,motorway,1,72,45 mph,2,4600,auto,yes,
32,,4519501,61,62,1,"LINESTRING (-87.6147276 41.8532416, -87.6147438 41.8529792, -87.6144449 41.8522306, -87.614269 41.8517958, -87.6140561 41.8513064, -87.6138626 41.8508693, -87.6136792 41.8504569, -87.6135902 41.8502496, -87.613551 41.8501373)",1,360.34,motorway,1,120,,2,4600,auto,,
33,West Madison Street,4543073,63,64,1,"LINESTRING (-87.6283138 41.8820053, -87.6284358 41.8820015, -87.6285767 41.8819984)",1,21.78,secondary,4,60,,3,4800,auto,,
34,West Adams Street,4543179,65,15561,1,"LINESTRING (-87.6352736 41.879369, -87.635393 41.8793682, -87.636199 41.8793628, -87.636449 41.8793611, -87.6366161 41.8793599, -87.6367226 41.8793592)",1,119.97,secondary,4,60,,3,4800,auto,,
35,Adlai Stevenson Expressway,4572278,67,68,1,"LINESTRING (-87.6168511 41.847976, -87.6164075 41.8480122, -87.6155586 41.8480244, -87.6141161 41.8480429, -87.613914 41.848056, -87.6137477 41.8480739, -87.6135573 41.8481077, -87.6133925 41.8481532, -87.6132761 41.8481927, -87.6130995 41.8482675, -87.6129535 41.8483424, -87.6128044 41.8484357, -87.6126421 41.8485638, -87.6125019 41.8487017, -87.6123939 41.8488321, -87.6122992 41.8489902, -87.612218 41.8491639, -87.6121678 41.8493802, -87.6121596 41.8495379)",1,484.04,motorway,1,120,,2,4600,auto,,
36,,4599070,69,70,1,"LINESTRING (-87.6310496 41.7149773, -87.6315148 41.7149508, -87.6319636 41.7149426, -87.6358825 41.7148942, -87.6361927 41.7148948)",1,427.06,motorway,1,88,55 mph,4,9200,auto,,
37,North State Street,4630403,71,72,1,"LINESTRING (-87.6283482 41.9024139, -87.6283398 41.9023728)",1,4.62,secondary,4,60,,,3200,auto,,
38,South Wabash Avenue,4630404,43,38,1,"LINESTRING (-87.6260987 41.8782617, -87.6260977 41.8781802, -87.6260882 41.8779039, -87.6260844 41.8777582, -87.6260783 41.8775276, -87.6260664 41.8770545, -87.6260662 41.8769779)",1,142.78,secondary,4,60,,2,3200,auto,,
39,Dan Ryan Expressway (Local),4680600,73,74,1,"LINESTRING (-87.6315292 41.8422377, -87.6315113 41.8417973)",1,48.99,motorway,1,72,45 mph,3,6900,auto,,
40,Dan Ryan Expressway (Local),4680601,75,76,1,"LINESTRING (-87.631229 41.8091633, -87.6311171 41.8094476, -87.6309813 41.8097216, -87.6308403 41.8099328, -87.6305468 41.8103643)",1,145.45,motorway,1,72,45 mph,4,9200,auto,,
41,,4685746,9,77,1,"LINESTRING (-87.891612 41.9775144, -87.891481 41.9774327, -87.891333 41.9773413, -87.8911806 41.9772482, -87.8910622 41.9771809, -87.890936 41.9771153, -87.8908109 41.9770584, -87.8906781 41.9770081, -87.8901729 41.9768553, -87.8894896 41.9767091, -87.8890915 41.9766536, -87.8886012 41.9766144, -87.8881098 41.9766033)",1,314.59,motorway,1,120,,2,4600,auto,,
42,Zemke Boulevard,4685905,78,79,1,"LINESTRING (-87.8846131 41.9949923, -87.8852985 41.9949911, -87.8854599 41.9949913)",1,69.98,tertiary,5,48,30 mph,2,2400,auto,,
43,,4685914,80,81,1,"LINESTRING (-87.8857108 41.9769157, -87.8855596 41.9771372, -87.8854956 41.9772917, -87.8854171 41.9775228, -87.8853614 41.9776762, -87.8852677 41.9778289, -87.8851838 41.9779311, -87.8850801 41.9780338, -87.8849762 41.978122, -87.8848718 41.9781936, -87.8847285 41.9782734, -87.8845911 41.9783443, -87.8840569 41.9786089, -87.8832677 41.9790315)",1,322.89,motorway,1,120,,,9200,auto,,
44,Kennedy Expressway,4688479,82,83,1,"LINESTRING (-87.8194469 41.9834625, -87.819104 41.9834113, -87.8187644 41.9833544, -87.8182839 41.9832608, -87.8178187 41.9831627)",1,138.71,motorway,1,88,55 mph,4,9200,auto,,
45,Mannheim Road,4694207,84,85,1,"LINESTRING (-87.878623 41.9860321, -87.8786722 41.9865637, -87.8787248 41.9870091, -87.8787687 41.9872776, -87.878871 41.9878773)",1,206.26,primary,3,80,,4,7200,auto,,
46,Mannheim Road,4694330,15498,87,1,"LINESTRING (-87.8846436 41.9981852, -87.8846426 41.9980672, -87.884642 41.9978916, -87.8846434 41.9975884)",1,66.36,primary,3,80,,4,7200,auto,,
47,Mannheim Road,4694832,88,89,1,"LINESTRING (-87.8788318 41.9801529, -87.8787707 41.9813536)",1,133.61,primary,3,80,,4,7200,auto,,
48,Mannheim Road,4694833,90,91,1,"LINESTRING (-87.8790936 41.980047, -87.8791183 41.9789573, -87.879102 41.9786242, -87.8790544 41.9779717, -87.8790045 41.9774379, -87.8788841 41.9766681, -87.878787 41.9763266, -87.878237 41.9743927)",1,635.19,primary,3,80,,3,5400,auto,,
49,Mannheim Road,4694834,92,93,1,"LINESTRING (-87.8846105 41.994874, -87.8846098 41.9945594)",1,34.98,primary,3,80,,2,3600,auto,,
50,Dan Ryan Expressway (Local),4694845,94,73,1,"LINESTRING (-87.6346516 41.8453227, -87.6344545 41.8452231, -87.6342019 41.8451366, -87.633738 41.8449588, -87.6334129 41.8448, -87.6330016 41.8445594, -87.6327727 41.8443836, -87.632484 41.8441312, -87.632305 41.8439516, -87.6321177 41.8437326, -87.6319686 41.8435132, -87.6317777 41.8431829, -87.6316936 41.8430116, -87.6316398 41.8428583, -87.6315968 41.8427028, -87.631557 41.8425162, -87.6315292 41.8422377)",1,454.30,motorway,1,120,,3,6900,auto,,
51,Kennedy Expressway,4694846,95,96,1,"LINESTRING (-87.6468506 41.8873833, -87.6466145 41.8869727, -87.6464735 41.8866764, -87.646315 41.8862613)",1,132.60,motorway,1,72,45 mph,5,11500,auto,,
52,North Jean Baptiste Point DuSable Lake Shore Drive,4694849,97,98,1,"LINESTRING (-87.6445742 41.9545652, -87.6445961 41.9547492)",1,20.54,motorway,1,64,40 mph,4,9200,auto,,
53,North Jean Baptiste Point DuSable Lake Shore Drive,4694851,99,100,1,"LINESTRING (-87.6448193 41.9547475, -87.6447912 41.9545609)",1,20.88,motorway,1,64,40 mph,4,9200,auto,,
54,North Jean Baptiste Point DuSable Lake Shore Drive,4694853,101,102,1,"LINESTRING (-87.6321143 41.9323665, -87.632122 41.9318784, -87.6321287 41.9314563, -87.6321547 41.9298185, -87.6321563 41.9297146, -87.6321563 41.9292867, -87.6321481 41.9291439, -87.632122 41.9288662, -87.6320478 41.9284267, -87.6318585 41.9277408)",1,516.44,motorway,1,64,40 mph,4,9200,auto,,
55,,4695811,90,103,1,"LINESTRING (-87.8790936 41.980047, -87.8791844 41.9796417, -87.8792129 41.9795462, -87.8792795 41.9794426, -87.8793723 41.9793442, -87.8794691 41.9792713, -87.8795705 41.9792067, -87.8796993 41.979149, -87.8798436 41.9791156, -87.8799755 41.9791006, -87.8801599 41.9791079, -87.8803138 41.979141, -87.8804557 41.9791929, -87.8805606 41.9792609, -87.8806552 41.979344, -87.8807243 41.9794427, -87.8807747 41.9795563, -87.8807903 41.9796809, -87.8807685 41.9798182, -87.8807235 41.9799174, -87.8806614 41.9800004, -87.8805854 41.9800662, -87.8804706 41.9801412, -87.8803493 41.9802081, -87.8800934 41.9803368, -87.8798234 41.9804677)",1,370.38,motorway,1,120,,,9200,auto,,
56,West Logan Boulevard,5007175,104,105,1,"LINESTRING (-87.6839981 41.9317344, -87.6840344 41.9316323, -87.6840731 41.9315694, -87.6841469 41.9314908, -87.6846333 41.9310979, -87.6849419 41.9308482)",1,127.21,secondary,4,40,25 mph,2,3200,auto,,
57,East Congress Plaza Drive,5010709,106,15766,1,"LINESTRING (-87.6232986 41.8758902, -87.6233104 41.8759751, -87.6233253 41.8760207, -87.6233648 41.8761257, -87.6234151 41.8762194, -87.6234661 41.876294, -87.6235264 41.8763819, -87.6235862 41.8764589, -87.6236533 41.8765264, -87.6237128 41.8765796, -87.6237144 41.876581, -87.6238086 41.8766624, -87.6238523 41.8767002, -87.6238965 41.8767384, -87.6239538 41.8767893, -87.6240054 41.8768352, -87.6240325 41.8768593, -87.6241243 41.8769286, -87.6241746 41.8769665)",1,142.85,secondary,4,60,,,3200,auto,,
58,East Ida B. Wells Drive,5010711,108,109,1,"LINESTRING (-87.6210812 41.8759311, -87.6223268 41.8759169)",1,103.14,secondary,4,60,,4,6400,auto,,
59,East Ida B. Wells Drive,5010717,110,111,1,"LINESTRING (-87.6223202 41.8756025, -87.6220206 41.8756059)",1,24.81,secondary,4,60,,4,6400,auto,,
60,,5010719,112,113,1,"LINESTRING (-87.6303935 41.837743, -87.630451 41.8379079, -87.6304806 41.8398603, -87.6304581 41.8409318, -87.6304672 41.8414108, -87.6304916 41.8417258, -87.6305424 41.8421282, -87.6306068 41.8424717, -87.6308175 41.843268)",1,617.32,motorway,1,120,,2,4600,auto,,
61,East 18th Street,5015170,114,115,1,"LINESTRING (-87.6239207 41.8578914, -87.6240866 41.8578884, -87.6244096 41.8578824, -87.6247753 41.8578757, -87.6254571 41.8578632, -87.6256234 41.8578601)",1,141.06,secondary,4,60,,,3200,auto,,
62,East 18th Street,5015170,115,15718,1,"LINESTRING (-87.6256234 41.8578601, -87.6257743 41.8578573, -87.6262519 41.8578486, -87.6262939 41.8578478, -87.6270348 41.8578342, -87.6271457 41.8578321)",1,126.11,secondary,4,60,,,3200,auto,,
65,South Michigan Avenue,5043580,120,121,1,"LINESTRING (-87.6236661 41.8474794, -87.623706 41.8473935, -87.6237253 41.8473518, -87.6237164 41.8471576, -87.6236972 41.8468422, -87.6236583 41.8461022)",1,154.07,secondary,4,60,,2,3200,auto,,
66,South Indiana Avenue,5043581,122,15674,1,"LINESTRING (-87.6223251 41.8612467, -87.6223278 41.8613198, -87.6223501 41.8623768, -87.6223903 41.8640766, -87.6223932 41.8641346, -87.6223957 41.8642501, -87.6223791 41.8646787, -87.6224023 41.865764, -87.6224034 41.8658147, -87.6224105 41.8661201, -87.622427 41.8668227, -87.6224398 41.867337, -87.622442 41.8674176)",1,686.29,tertiary,5,32,20 mph,,2400,auto,,
67,,5046194,124,125,1,"LINESTRING (-87.636332 41.8472219, -87.6355824 41.8471424, -87.6350204 41.8470711, -87.6341147 41.8469472)",1,186.21,motorway,1,120,,,9200,auto,,
68,North Damen Avenue,5109974,126,127,1,"LINESTRING (-87.6792873 41.9723973, -87.6792851 41.9723164, -87.6792832 41.9722478, -87.6792584 41.9713507, -87.6792399 41.970677, -87.6792392 41.9706544, -87.6792371 41.9705781, -87.679235 41.9705005, -87.6792336 41.970449, -87.6792 41.96923, -87.6791974 41.9691374)",1,362.56,secondary,4,60,,,3200,auto,,
69,North Halsted Street,5120694,15624,129,1,"LINESTRING (-87.6474417 41.8845098, -87.6474457 41.8846062, -87.6474546 41.8848165, -87.6474629 41.8851008, -87.6474688 41.8852723, -87.6474713 41.8853498, -87.6474737 41.8854329)",1,102.68,secondary,4,60,,,3200,auto,,
70,North Desplaines Street,5120700,15678,131,1,"LINESTRING (-87.6443368 41.889054, -87.6443355 41.8889438)",1,12.25,secondary,4,60,,3,4800,auto,,
71,South Clark Street,5263032,132,133,1,"LINESTRING (-87.6308753 41.8819838, -87.6308719 41.8818955, -87.6308673 41.8817595, -87.6308558 41.8814207, -87.6308489 41.8812179, -87.6308438 41.8810682)",1,101.84,secondary,4,60,,3,4800,auto,,
72,North Western Avenue,5732690,134,135,1,"LINESTRING (-87.6894039 41.9828351, -87.6894004 41.9827351, -87.6893583 41.9815285, -87.6893577 41.9815094, -87.6893569 41.9814895, -87.6893531 41.9813801)",1,161.84,secondary,4,60,,4,6400,auto,,
73,North Western Avenue,5732690,135,136,1,"LINESTRING (-87.6893531 41.9813801, -87.6893497 41.981282, -87.6892931 41.9796589, -87.6892923 41.9796356, -87.6892911 41.9796019, -87.6892885 41.9795275, -87.6892652 41.9788601, -87.6892595 41.9786973, -87.6892546 41.9785551)",1,314.23,secondary,4,60,,4,6400,auto,,
74,Kennedy Expressway,8220086,137,138,1,"LINESTRING (-87.821168 41.9839446, -87.8226372 41.9841337, -87.8240238 41.9843133, -87.8246328 41.9843857, -87.82526 41.9844507, -87.8260006 41.9845171)",1,404.55,motorway,1,88,55 mph,4,9200,auto,,
75,West Washington Boulevard,8429295,139,140,1,"LINESTRING (-87.6646119 41.882852, -87.6644946 41.8828541, -87.6637267 41.8828676, -87.6634083 41.8828732, -87.6632092 41.8828767, -87.6624197 41.8828907, -87.6623152 41.8828925, -87.6622095 41.8828944, -87.6619077 41.8828997, -87.6613457 41.8829096, -87.6607146 41.8829207, -87.6606996 41.882921, -87.6605966 41.8829228, -87.6604967 41.8829245, -87.6596892 41.8829388, -87.6589059 41.8829526, -87.6587876 41.8829547, -87.6586903 41.8829564, -87.658025 41.8829681, -87.6577357 41.8829732, -87.6576481 41.8829748, -87.6575626 41.8829763, -87.6568042 41.8829897, -87.6566978 41.8829916)",1,655.36,tertiary,5,40,,2,2400,auto,,
76,West Washington Boulevard,8429295,140,141,1,"LINESTRING (-87.6566978 41.8829916, -87.6566167 41.882993, -87.6561137 41.8830019, -87.6556761 41.8830098, -87.6555615 41.8830117, -87.6554662 41.8830132, -87.6545081 41.8830302, -87.6543982 41.8830321)",1,190.43,tertiary,5,40,,2,2400,auto,,
77,North LaSalle Drive,8429302,15450,143,1,"LINESTRING (-87.632856 41.9131693, -87.6329602 41.9131139, -87.6330417 41.9130705, -87.6331484 41.9129782, -87.6331964 41.912907)",1,41.29,primary,3,80,,3,5400,auto,,
78,East Wacker Place,8429306,144,145,1,"LINESTRING (-87.627383 41.8868093, -87.6268991 41.8867978, -87.6264709 41.8867948, -87.6263119 41.8868038)",1,88.73,secondary,4,60,,2,3200,auto,,
79,,11537150,146,147,1,"LINESTRING (-87.8787437 41.9821804, -87.8786687 41.9824726, -87.8786045 41.9828843, -87.8785617 41.9830428, -87.8784826 41.9831624, -87.8783546 41.9832663, -87.8782305 41.9833188, -87.8781059 41.9833427, -87.8779611 41.9833368, -87.8778257 41.9833059, -87.8777131 41.9832431, -87.877634 41.9831733, -87.8775937 41.9830886, -87.8775763 41.9829979, -87.8775996 41.9824397, -87.8776431 41.9820444, -87.877678 41.9819019, -87.8777343 41.9817953, -87.877812 41.9817026, -87.8778992 41.9816368, -87.8780225 41.9815551, -87.8782176 41.9813934)",1,410.98,motorway,1,120,,1,2300,auto,,
80,,11537207,148,149,1,"LINESTRING (-87.8788749 41.9861776, -87.8789155 41.985928, -87.8789131 41.9857202, -87.8789339 41.9855148, -87.8790076 41.9852846, -87.8791216 41.9850245, -87.8793025 41.9847136, -87.8806294 41.9827587, -87.8811095 41.9821057, -87.881265 41.9818529, -87.8813288 41.9816807, -87.8813332 41.9815289, -87.8813021 41.9812954, -87.8812178 41.9808016, -87.8812109 41.9805954, -87.8812594 41.980409, -87.8813495 41.9802649, -87.8815223 41.9801126, -87.8819113 41.9798536)",1,770.71,motorway,1,120,,1,2300,auto,,
81,,11537268,150,84,1,"LINESTRING (-87.8759712 41.9823144, -87.8764454 41.9821827, -87.8766378 41.9821623, -87.8767915 41.9821745, -87.8769407 41.9822161, -87.8770933 41.9822896, -87.8772107 41.9823768, -87.8772743 41.9824576, -87.8773018 41.9825612, -87.8773061 41.982686, -87.8772884 41.9830081, -87.8772742 41.9834093, -87.8772947 41.9835886, -87.8773273 41.983734, -87.8773801 41.9838701, -87.8774468 41.9839889, -87.8775337 41.9841331, -87.8776361 41.9842623, -87.8781453 41.9847405, -87.8782677 41.9848772, -87.87835 41.9849949, -87.8784229 41.9851517, -87.8784959 41.9853213, -87.8785405 41.9856754, -87.878623 41.9860321)",1,548.68,motorway,1,120,,1,2300,auto,,
82,,11537330,151,152,1,"LINESTRING (-87.878109 41.9747774, -87.8781095 41.9750378, -87.878413 41.9765423, -87.8784404 41.9767743, -87.8784783 41.9773501, -87.8784873 41.977547, -87.8785037 41.977796, -87.8784896 41.9780556, -87.8784365 41.9782426, -87.8783396 41.9784083, -87.8781403 41.9786924, -87.8779934 41.9788354, -87.8778465 41.9789784, -87.8776333 41.9791351, -87.8770245 41.979492, -87.8767828 41.9796694, -87.8766704 41.9797638, -87.8765753 41.9798888, -87.8764857 41.9800358, -87.8764365 41.980169, -87.8764237 41.9802704, -87.8764356 41.980431, -87.8764816 41.9806462, -87.876594 41.9809516, -87.8766411 41.9811914, -87.87664 41.9813796, -87.8765749 41.9815485, -87.8765121 41.9816498, -87.8763415 41.9818007, -87.8758555 41.9820953)",1,906.07,motorway,1,120,,,9200,auto,,
83,West Touhy Avenue,11682803,153,154,1,"LINESTRING (-87.6824441 42.0126213, -87.6829629 42.0123721, -87.6830759 42.0123178)",1,62.16,secondary,4,60,,4,6400,auto,,
85,Edens Expressway,11759237,157,158,1,"LINESTRING (-87.7426187 41.9609984, -87.7427178 41.9610816, -87.7428077 41.9611632, -87.7431552 41.96149)",1,70.41,motorway,1,120,,3,6900,auto,no,
86,,12250704,159,160,1,"LINESTRING (-87.8828938 41.9794562, -87.88333 41.9793615)",1,37.56,motorway,1,40,25 mph,1,2300,auto,,
