o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,geometry
1,A1,1,A1,0.0,"LINESTRING (-76.9848306 38.9308637,-76.9848306 38.9308637)"
1,A1,2,A2,0.8653803607682903,"LINESTRING (-76.9848306 38.9308637,-76.9758632 38.9310159)"
1,A1,3,A3,1.8601511940721005,"LINESTRING (-76.9848306 38.9308637,-76.9655527 38.9309677)"
1,A1,4,A4,2.9284138127554926,"LINESTRING (-76.9848306 38.9308637,-76.9545037 38.9320332)"
1,A1,5,A5,3.7654193618300527,"LINESTRING (-76.9848306 38.9308637,-76.9458835 38.9333121)"
1,A1,6,A6,5.102615394497896,"LINESTRING (-76.9848306 38.9308637,-76.9319569 38.9318208)"
1,A1,7,B1,0.8584598567017249,"LINESTRING (-76.9848306 38.9308637,-76.9846624 38.9219684)"
1,A1,8,B2,1.0892138112491374,"LINESTRING (-76.9848306 38.9308637,-76.9767438 38.9229876)"
1,A1,9,B3,2.0742922742199217,"LINESTRING (-76.9848306 38.9308637,-76.9645358 38.9237739)"
1,A1,10,B4,2.817284778464185,"LINESTRING (-76.9848306 38.9308637,-76.9569627 38.9221523)"
1,A1,11,B5,3.9678038460364764,"LINESTRING (-76.9848306 38.9308637,-76.9446037 38.9223332)"
1,A1,12,B6,5.302370428908443,"LINESTRING (-76.9848306 38.9308637,-76.9305177 38.9225034)"
1,A1,13,C1,1.624087348541389,"LINESTRING (-76.9848306 38.9308637,-76.9855497 38.9140474)"
1,A1,14,C2,1.7958793191636224,"LINESTRING (-76.9848306 38.9308637,-76.97482 38.9151729)"
1,A1,15,C3,2.2745367003142776,"LINESTRING (-76.9848306 38.9308637,-76.9665548 38.915975)"
1,A1,16,C4,3.027802696363781,"LINESTRING (-76.9848306 38.9308637,-76.9567344 38.9168897)"
1,A1,17,C5,4.714425721931856,"LINESTRING (-76.9848306 38.9308637,-76.9395276 38.9125645)"
1,A1,18,C6,5.31533401196576,"LINESTRING (-76.9848306 38.9308637,-76.9325948 38.9133712)"
1,A1,19,D1,2.370591959505645,"LINESTRING (-76.9848306 38.9308637,-76.9852415 38.9062988)"
1,A1,20,D2,2.570468137654387,"LINESTRING (-76.9848306 38.9308637,-76.9780342 38.9051055)"
1,A1,21,D3,2.861304291425228,"LINESTRING (-76.9848306 38.9308637,-76.9660164 38.9079425)"
1,A1,22,D4,4.163466888709173,"LINESTRING (-76.9848306 38.9308637,-76.9503511 38.904921)"
1,A1,23,D5,4.7772872220388685,"LINESTRING (-76.9848306 38.9308637,-76.9417988 38.9063775)"
1,A1,24,D6,5.588629931875008,"LINESTRING (-76.9848306 38.9308637,-76.9322693 38.9065336)"
1,A1,25,E1,3.088397246385531,"LINESTRING (-76.9848306 38.9308637,-76.9852171 38.8988586)"
1,A1,26,E2,3.264817992616328,"LINESTRING (-76.9848306 38.9308637,-76.9759561 38.8982124)"
1,A1,27,E3,3.6549902376985974,"LINESTRING (-76.9848306 38.9308637,-76.9659433 38.8980288)"
1,A1,28,E4,4.330680192286326,"LINESTRING (-76.9848306 38.9308637,-76.9540035 38.8982431)"
1,A1,29,E5,5.179834410750061,"LINESTRING (-76.9848306 38.9308637,-76.9416476 38.8989724)"
1,A1,30,E6,5.866616021197256,"LINESTRING (-76.9848306 38.9308637,-76.9328395 38.8993422)"
1,A1,31,F1,3.751532810779067,"LINESTRING (-76.9848306 38.9308637,-76.9849211 38.8919838)"
1,A1,32,F2,3.765825011013569,"LINESTRING (-76.9848306 38.9308637,-76.9783969 38.8923695)"
1,A1,33,F3,4.455696746662668,"LINESTRING (-76.9848306 38.9308637,-76.9604324 38.8916575)"
1,A1,34,F4,4.719223880465179,"LINESTRING (-76.9848306 38.9308637,-76.9548096 38.8922524)"
1,A1,35,F5,5.505548888693528,"LINESTRING (-76.9848306 38.9308637,-76.9429048 38.8921613)"
1,A1,36,F6,6.275097441819435,"LINESTRING (-76.9848306 38.9308637,-76.9329339 38.8916704)"
1,A1,37,Gate1,4.03426675395533,"LINESTRING (-76.9848306 38.9308637,-76.9978737 38.89114)"
1,A1,38,Gate2,3.3167821817383487,"LINESTRING (-76.9848306 38.9308637,-76.9978737 38.89906)"
1,A1,39,Gate3,2.625792369088918,"LINESTRING (-76.9848306 38.9308637,-76.9978737 38.90698)"
1,A1,40,Gate4,1.9891035205521452,"LINESTRING (-76.9848306 38.9308637,-76.9978737 38.9149)"
1,A1,41,Gate5,1.4786094111780534,"LINESTRING (-76.9848306 38.9308637,-76.9978737 38.92282)"
1,A1,42,Gate6,1.2585882931350294,"LINESTRING (-76.9848306 38.9308637,-76.9978737 38.93074)"
1,A1,43,Gate7,0.7787751986299609,"LINESTRING (-76.9848306 38.9308637,-76.9869037 38.9386639)"
1,A1,44,Gate8,1.141677662689015,"LINESTRING (-76.9848306 38.9308637,-76.9759337 38.9386639)"
1,A1,45,Gate9,2.059414858937851,"LINESTRING (-76.9848306 38.9308637,-76.9649637 38.9386639)"
1,A1,46,Gate10,3.069165332330401,"LINESTRING (-76.9848306 38.9308637,-76.9539937 38.9386639)"
1,A1,47,Gate11,4.10355781163178,"LINESTRING (-76.9848306 38.9308637,-76.9430237 38.9386639)"
1,A1,48,Gate12,5.14775894830477,"LINESTRING (-76.9848306 38.9308637,-76.9320537 38.9386639)"
1,A1,49,Gate13,6.1508197753163225,"LINESTRING (-76.9848306 38.9308637,-76.921085 38.9307439)"
1,A1,50,Gate14,6.199536023256396,"LINESTRING (-76.9848306 38.9308637,-76.921085 38.9228239)"
1,A1,51,Gate15,6.34065577242023,"LINESTRING (-76.9848306 38.9308637,-76.921085 38.9149039)"
1,A1,52,Gate16,6.56822579319882,"LINESTRING (-76.9848306 38.9308637,-76.921085 38.9069839)"
1,A1,53,Gate17,6.873664978888431,"LINESTRING (-76.9848306 38.9308637,-76.921085 38.8990639)"
1,A1,54,Gate18,7.247134339792054,"LINESTRING (-76.9848306 38.9308637,-76.921085 38.8911439)"
1,A1,55,Gate19,6.86041792470233,"LINESTRING (-76.9848306 38.9308637,-76.932055 38.88322)"
1,A1,56,Gate20,6.115992669307038,"LINESTRING (-76.9848306 38.9308637,-76.943025 38.88322)"
1,A1,57,Gate21,5.475967783024685,"LINESTRING (-76.9848306 38.9308637,-76.953995 38.88322)"
1,A1,58,Gate22,4.980753415966219,"LINESTRING (-76.9848306 38.9308637,-76.964965 38.88322)"
1,A1,59,Gate23,4.676581082462794,"LINESTRING (-76.9848306 38.9308637,-76.975935 38.88322)"
1,A1,60,Gate24,4.601493371860728,"LINESTRING (-76.9848306 38.9308637,-76.986905 38.88322)"
2,A2,1,A1,0.8653803607682903,"LINESTRING (-76.9758632 38.9310159,-76.9848306 38.9308637)"
2,A2,2,A2,0.0,"LINESTRING (-76.9758632 38.9310159,-76.9758632 38.9310159)"
2,A2,3,A3,0.9948793189920762,"LINESTRING (-76.9758632 38.9310159,-76.9655527 38.9309677)"
2,A2,4,A4,2.063319244037827,"LINESTRING (-76.9758632 38.9310159,-76.9545037 38.9320332)"
2,A2,5,A5,2.9012174216069293,"LINESTRING (-76.9758632 38.9310159,-76.9458835 38.9333121)"
2,A2,6,A6,4.237235694937579,"LINESTRING (-76.9758632 38.9310159,-76.9319569 38.9318208)"
2,A2,7,B1,1.2177701045001403,"LINESTRING (-76.9758632 38.9310159,-76.9846624 38.9219684)"
2,A2,8,B2,0.7792943052757478,"LINESTRING (-76.9758632 38.9310159,-76.9767438 38.9229876)"
2,A2,9,B3,1.2972710704496617,"LINESTRING (-76.9758632 38.9310159,-76.9645358 38.9237739)"
2,A2,10,B4,2.014293828348558,"LINESTRING (-76.9758632 38.9310159,-76.9569627 38.9221523)"
2,A2,11,B5,3.1304263170978173,"LINESTRING (-76.9758632 38.9310159,-76.9446037 38.9223332)"
2,A2,12,B6,4.451821156847356,"LINESTRING (-76.9758632 38.9310159,-76.9305177 38.9225034)"
2,A2,13,C1,1.88528098138286,"LINESTRING (-76.9758632 38.9310159,-76.9855497 38.9140474)"
2,A2,14,C2,1.5319966035704755,"LINESTRING (-76.9758632 38.9310159,-76.97482 38.9151729)"
2,A2,15,C3,1.7067444432418144,"LINESTRING (-76.9758632 38.9310159,-76.9665548 38.915975)"
