name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,zone_id
Business Administration,7,28821988.0,,yes,,,"POLYGON ((-111.9342417 33.4166609, -111.9342432 33.4162508, -111.9347947 33.4162521, -111.9347933 33.4166664, -111.9345741 33.4166658, -111.9345729 33.4170029, -111.9343074 33.4170023, -111.9343086 33.416661, -111.9342417 33.4166609))",POINT (-111.9344966117691 33.41656417567456),3274.8,22
Tooker House B,408,590166118.0,,dormitory,,,"POLYGON ((-111.9337329 33.4230329, -111.9337315 33.4229559, -111.9336428 33.422957, -111.9336414 33.4228748, -111.9331386 33.4228812, -111.9331389 33.4228962, -111.9330193 33.4228977, -111.9325967 33.4232536, -111.9320052 33.4232604, -111.9320066 33.423347, -111.9319655 33.4233475, -111.931967 33.4234398, -111.9326422 33.423432, -111.9330838 33.4230593, -111.9336422 33.4230522, -111.9336418 33.423034, -111.9337329 33.4230329))",POINT (-111.9328311535481 33.42316137715027),3270.8,13
Hayden Station,334,544823452.0,,yes,,,"POLYGON ((-111.9405655 33.4265272, -111.9405658 33.4267003, -111.9411166 33.4266998, -111.9411167 33.4267389, -111.9405725 33.4267396, -111.9405727 33.4268505, -111.9406333 33.4268505, -111.9406333 33.4268776, -111.9406865 33.4268775, -111.9406866 33.4268948, -111.9407428 33.4268947, -111.9407428 33.4269217, -111.940774 33.4269217, -111.9407741 33.4269743, -111.9407342 33.4269744, -111.9407342 33.4270104, -111.9406902 33.4270104, -111.9406902 33.4270376, -111.9406432 33.4270377, -111.9406432 33.4270577, -111.9405888 33.4270577, -111.9405889 33.4271365, -111.9406451 33.4271365, -111.9406451 33.427155, -111.9410491 33.4271547, -111.9410487 33.4267747, -111.9412997 33.4267745, -111.9412994 33.4264844, -111.9411178 33.4264845, -111.9411179 33.4265266, -111.9405655 33.4265272))",POINT (-111.9409048931483 33.42678994674498),3266.3,6
,413,591451205.0,,yes,,,"POLYGON ((-111.9288235 33.4171809, -111.928066 33.4171873, -111.9280609 33.4167696, -111.9288184 33.4167632, -111.9288235 33.4171809))",POINT (-111.9284422 33.41697525000001),3261.8,24
Biodesign C,378,561567562.0,,yes,,,"POLYGON ((-111.9279415 33.4200705, -111.9279419 33.4198157, -111.9275194 33.4198234, -111.9271626 33.4198972, -111.926762 33.4199029, -111.926765 33.4201646, -111.9271568 33.4201623, -111.9275795 33.4200772, -111.9279415 33.4200705))",POINT (-111.9273485536498 33.41999007748772),3170.5,19
Hayden Hall,98,30407852.0,,yes,,,"POLYGON ((-111.9351523 33.4149549, -111.9363282 33.4149549, -111.9363282 33.4150337, -111.9364569 33.4150337, -111.9364569 33.4153274, -111.9363454 33.4153274, -111.9363454 33.4152701, -111.9358218 33.4152701, -111.9358218 33.4151698, -111.9362681 33.4151698, -111.9362681 33.4150983, -111.9362681 33.415048, -111.9358218 33.415048, -111.9358218 33.4151268, -111.9357619 33.4151268, -111.9356587 33.4151268, -111.9356587 33.415048, -111.9352553 33.415048, -111.9352553 33.4151698, -111.9352946 33.4151698, -111.9356587 33.4151698, -111.9356587 33.4152701, -111.9352038 33.4152701, -111.9352038 33.4153991, -111.9351008 33.4153991, -111.9351008 33.4150409, -111.9351523 33.4150409, -111.9351523 33.4149549))",POINT (-111.9357610766497 33.41512627577982),3151.0,22
,92,30407216.0,,yes,,,"POLYGON ((-111.9285653 33.421311, -111.9288056 33.421311, -111.9288056 33.4217981, -111.9285739 33.4217981, -111.9285739 33.4217695, -111.9285395 33.4217551, -111.9282305 33.4217551, -111.9282305 33.421705, -111.9281619 33.421705, -111.9281619 33.4215689, -111.9279473 33.4215617, -111.9279645 33.4212537, -111.9283335 33.421268, -111.9283164 33.4215617, -111.9285653 33.4215617, -111.9285653 33.421311))",POINT (-111.928406580493 33.4215266734153),3127.6,14
Brickyard Engineering,141,157628480.0,,retail,,,"POLYGON ((-111.9397331 33.4238761, -111.9397284 33.423308, -111.9397002 33.4233082, -111.9396999 33.4232797, -111.939201 33.4232825, -111.9392014 33.4233294, -111.9391463 33.4233297, -111.9391484 33.4235875, -111.9392914 33.4235867, -111.9392938 33.4238786, -111.9397331 33.4238761))",POINT (-111.9394711920804 33.42356135619239),3115.4,12
Stauffer Comm.,20,28822362.0,,yes,,,"POLYGON ((-111.9367151 33.4197079, -111.9370387 33.4197046, -111.9370379 33.4196501, -111.9375057 33.4196452, -111.9375115 33.4200384, -111.9370399 33.4200433, -111.9370402 33.4200678, -111.9367205 33.4200711, -111.9367151 33.4197079))",POINT (-111.9371206939492 33.41986117524664),3106.7,17
McCord Hall,225,339043001.0,,university,,,"POLYGON ((-111.9336183 33.4169509, -111.9336163 33.4168067, -111.9335269 33.4168067, -111.9333947 33.4168305, -111.9332545 33.4168814, -111.9331447 33.416956, -111.9330797 33.4170222, -111.9330573 33.4169289, -111.9330532 33.4168186, -111.9330939 33.4167015, -111.933163 33.4165946, -111.9332626 33.4165013, -111.9333521 33.4164504, -111.9333012 33.4162824, -111.9332698 33.4162981, -111.9331488 33.4163588, -111.9330512 33.4164385, -111.932974 33.4165234, -111.9329089 33.4166285, -111.932852 33.4167575, -111.9328418 33.4169034, -111.9328622 33.4170256, -111.9328964 33.4171119, -111.9329679 33.4172309, -111.9336183 33.4169509))",POINT (-111.9331489703466 33.41682015655091),3100.0,23
10th St. Parking Structure,18,28822327.0,,parking,,,"POLYGON ((-111.9376206 33.4197408, -111.937624 33.420665, -111.9379458 33.4206641, -111.9379425 33.41974, -111.9376206 33.4197408))",POINT (-111.9377832220037 33.42020245116657),3065.8,17
,504,,8345850.0,apartments;yes,,,"MULTIPOLYGON (((-111.9252925 33.4160307, -111.9252925 33.4160127, -111.9252753 33.4160091, -111.9252759 33.4158772, -111.9252925 33.4158726, -111.9252919 33.4158551, -111.9248131 33.4158566, -111.9248143 33.4158736, -111.9248322 33.4158798, -111.924831 33.4160091, -111.9248137 33.4160132, -111.9248137 33.4160307, -111.9252925 33.4160307)), ((-111.9253019 33.4166925, -111.925302 33.4166276, -111.925302 33.4165691, -111.9253192 33.4165691, -111.9253193 33.4160418, -111.9252947 33.4160418, -111.9252899 33.4160583, -111.925156 33.4160583, -111.9251495 33.4160418, -111.925127 33.4160418, -111.9251269 33.4165756, -111.924905 33.4165756, -111.9249051 33.4164234, -111.9248836 33.4164239, -111.9248772 33.4164375, -111.9247763 33.4164362, -111.9247781 33.4166821, -111.9251462 33.4166822, -111.9251462 33.4166744, -111.9251883 33.4166744, -111.9251883 33.4166925, -111.9253019 33.4166925)), ((-111.924905 33.4163397, -111.9249026 33.4160627, -111.9248816 33.4160637, -111.924876 33.4160781, -111.9247792 33.4160786, -111.9247785 33.4163233, -111.9248773 33.4163248, -111.9248859 33.4163403, -111.924905 33.4163397)), ((-111.9250671 33.4162396, -111.9250688 33.4161119, -111.9249778 33.416111, -111.9249761 33.4162387, -111.9250671 33.4162396)))",POINT (-111.925072383244 33.41627014235663),3062.8,24
McClintock Hall,484,,56414.0,yes,,,"MULTIPOLYGON (((-111.9363808 33.4199328, -111.9357714 33.4199328, -111.9357714 33.4196561, -111.9357714 33.4194456, -111.9363808 33.4194456, -111.9363808 33.4199328)))",POINT (-111.9360761 33.4196892),3060.3,17
Computing Commons,46,28878239.0,,yes,,,"POLYGON ((-111.9321635 33.4175167, -111.9322957 33.4175167, -111.9325718 33.4175167, -111.9326184 33.4175167, -111.9326184 33.4181687, -111.9321635 33.4181687, -111.9321635 33.4175167))",POINT (-111.93239095 33.4178427),3057.2,23
,460,712701936.0,,parking,,,"POLYGON ((-111.9307323 33.4291425, -111.9307035 33.4292303, -111.9295105 33.4292833, -111.9295025 33.4292145, -111.9294519 33.429217, -111.929443 33.4290091, -111.9294926 33.429005, -111.9294906 33.4289486, -111.929965 33.4289354, -111.92997 33.4289793, -111.9301 33.4289793, -111.9301119 33.4290936, -111.9305586 33.429082, -111.9305616 33.4291251, -111.9306766 33.4291214, -111.9307323 33.4291425))",POINT (-111.9299626849587 33.42912759870866),3031.9,3
Parking permit 44,67,29736047.0,,parking,,,"POLYGON ((-111.9280781 33.4172275, -111.9282305 33.4172267, -111.9285253 33.4172263, -111.9287471 33.4172272, -111.9287445 33.4176667, -111.9283891 33.4176652, -111.9280781 33.4176652, -111.9280781 33.4172275))",POINT (-111.9284121889494 33.41744601772986),3020.6,24
Courtyard by Marriott Tempe Downtown,144,157628489.0,,yes,,,"POLYGON ((-111.943201 33.4247332, -111.9431902 33.4246033, -111.9431473 33.4246033, -111.9431473 33.424572, -111.9429274 33.4245675, -111.9429274 33.4244824, -111.9428308 33.4244824, -111.9428308 33.4245586, -111.9427235 33.4245586, -111.9427343 33.4246033, -111.9426377 33.4246033, -111.9426323 33.4253152, -111.9427128 33.4253152, -111.9427128 33.4253421, -111.9431205 33.4253497, -111.943158 33.4253331, -111.9431926 33.4253106, -111.943201 33.4251675, -111.9428415 33.4251585, -111.9428255 33.42476, -111.942863 33.4247511, -111.9428684 33.4247779, -111.942981 33.4247824, -111.942981 33.4247511, -111.9431634 33.4247555, -111.9431634 33.4247242, -111.943201 33.4247332))",POINT (-111.9428647042132 33.42494546179255),2995.1,6
,276,543997793.0,,yes,,,"POLYGON ((-111.9406519 33.423077, -111.9401917 33.4230815, -111.94021 33.4222269, -111.9403036 33.4222156, -111.9403905 33.4222673, -111.9404586 33.422339, -111.9404631 33.4227193, -111.9407786 33.4229828, -111.9406519 33.423077))",POINT (-111.9403860028596 33.42273406936071),2906.2,11
,296,544156309.0,,parking,,,"POLYGON ((-111.9233425 33.42678, -111.9233431 33.4264841, -111.9223964 33.4264828, -111.9223959 33.4267788, -111.9232295 33.4267798, -111.9233425 33.42678))",POINT (-111.9228694368928 33.42663140815354),2887.3,10
,263,498353016.0,,retail,,,"POLYGON ((-111.9187373 33.4150167, -111.9184763 33.4150172, -111.9184776 33.415438, -111.9178728 33.4154393, -111.9178735 33.4156504, -111.9185091 33.415649, -111.9185089 33.4155941, -111.918739 33.4155936, -111.9187373 33.4150167))",POINT (-111.9184098909946 33.41541621938217),2885.3,25
Interdisciplinary Sci. & Tech. 1,41,28866562.0,,yes,,,"POLYGON ((-111.9316639 33.4192582, -111.9316639 33.4185489, -111.9315695 33.4185489, -111.9315695 33.4184701, -111.9314064 33.4184701, -111.9314064 33.4191005, -111.9313463 33.4191005, -111.9312691 33.4187137, -111.9311318 33.4188856, -111.9312004 33.4190576, -111.9311575 33.4191507, -111.9312176 33.4192796, -111.9312605 33.4192653, -111.9312519 33.4192438, -111.9313292 33.4192152, -111.9313378 33.4192582, -111.9316639 33.4192582))",POINT (-111.9314523963308 33.41892513418694),2861.8,18
Central Plant,53,29215860.0,,industrial,,,"POLYGON ((-111.9339569 33.4189178, -111.9334135 33.4189178, -111.9331672 33.4189178, -111.9331672 33.4192689, -111.9339569 33.4192689, -111.9339569 33.4189178))",POINT (-111.93356205 33.41909335),2857.9,18
H B Farmer Education Building,483,,56412.0,yes,,,"MULTIPOLYGON (((-111.9369179 33.4178581, -111.9375959 33.4178581, -111.9375913 33.4182589, -111.9372535 33.4182578, -111.9369132 33.4182589, -111.9369179 33.4178581)))",POINT (-111.9372545775653 33.41805823003833),2797.4,22
Interdisciplinary Sci. & Tech. 2,44,28866736.0,,yes,,,"POLYGON ((-111.9300719 33.4211857, -111.9300725 33.4210728, -111.9300224 33.4210726, -111.9300227 33.4209997, -111.9300704 33.4209999, -111.9300709 33.4208939, -111.9297381 33.4208928, -111.9291229 33.4208907, -111.9291223 33.421004, -111.9291785 33.4210042, -111.9291782 33.4210631, -111.9291174 33.4210628, -111.9291168 33.4211824, -111.9300719 33.4211857))",POINT (-111.9295953720814 33.42103853071611),2789.5,18
,149,157628521.0,,office,,,"POLYGON ((-111.9420862 33.42246, -111.9417502 33.4224644, -111.9414022 33.4224696, -111.9414016 33.4224399, -111.94137 33.4224404, -111.9413695 33.4224131, -111.9413291 33.4224136, -111.9413244 33.4221806, -111.941354 33.4221802, -111.9413532 33.4221404, -111.9413858 33.4221399, -111.9416973 33.4221356, -111.9416965 33.4220961, -111.9417932 33.4220947, -111.9417938 33.4221264, -111.9420801 33.4221224, -111.9420808 33.4221584, -111.9421257 33.4221578, -111.9421263 33.4221851, -111.9421563 33.4221847, -111.9421603 33.422384, -111.942131 33.4223844, -111.9421318 33.4224219, -111.9420854 33.4224225, -111.9420862 33.42246))",POINT (-111.9417408990568 33.42229433070216),2772.5,11
,288,544152086.0,,parking,,,"POLYGON ((-111.924791 33.416934, -111.9247803 33.4174461, -111.9248445 33.4174463, -111.9248424 33.4174999, -111.9250818 33.4175036, -111.9250763 33.4177207, -111.9246811 33.4176922, -111.9246774 33.4178519, -111.9252256 33.4178821, -111.9252294 33.4173918, -111.9251933 33.4173919, -111.9250054 33.4173897, -111.9250185 33.4169351, -111.924791 33.416934))",POINT (-111.9249678186081 33.41746639239097),2757.1,24
,256,483744068.0,,retail,,,"POLYGON ((-111.9433534 33.4217325, -111.9433258 33.4217326, -111.9433259 33.4217464, -111.9431579 33.4217473, -111.9431567 33.4215714, -111.9431381 33.4215715, -111.9431374 33.4214775, -111.9431148 33.4214777, -111.9431132 33.4212544, -111.9428536 33.4212557, -111.9428534 33.4212315, -111.9426299 33.4212326, -111.9426299 33.4212234, -111.9425108 33.4212239, -111.9425105 33.4211859, -111.9424916 33.421186, -111.9424909 33.4210917, -111.9425098 33.4210916, -111.9425096 33.4210547, -111.9432026 33.4210513, -111.9432027 33.4210666, -111.9433487 33.4210659, -111.9433534 33.4217325))",POINT (-111.9430580773471 33.42128541649285),2754.2,11
Culinary Dropout,447,625701364.0,,restaurant,,,"POLYGON ((-111.9438844 33.4284512, -111.9441493 33.42845, -111.9441503 33.4285986, -111.9442305 33.4285983, -111.9442341 33.4291436, -111.9441117 33.4291442, -111.9441134 33.4293967, -111.9439407 33.4293975, -111.9439399 33.4292614, -111.9439019 33.4292616, -111.9438994 33.4288776, -111.9439289 33.4288774, -111.943928 33.4287543, -111.9439113 33.4287544, -111.9439103 33.4286017, -111.9438854 33.4286018, -111.9438844 33.4284512))",POINT (-111.9440528590417 33.42889365827889),2714.9,1
Social Sciences,485,,56415.0,yes,,,"MULTIPOLYGON (((-111.9347701 33.419697, -111.9342122 33.419697, -111.9342121 33.4201634, -111.93477 33.4201634, -111.9347701 33.419697)))",POINT (-111.9344911 33.4199302),2682.0,17
,329,544822362.0,,yes,,,"POLYGON ((-111.9406931 33.4293802, -111.9401887 33.429377, -111.9401933 33.4288621, -111.940208 33.4288622, -111.9406977 33.4288653, -111.9406931 33.4293802))",POINT (-111.9404432005031 33.42912115168836),2676.9,1
,190,257051833.0,,yes,,,"POLYGON ((-111.940491 33.425326, -111.9402344 33.4253281, -111.9402319 33.4251177, -111.9401734 33.4251182, -111.9401658 33.424489, -111.940534 33.4244859, -111.9405358 33.4246383, -111.9404734 33.4246389, -111.9404749 33.4247608, -111.94032 33.4247621, -111.9403206 33.4248104, -111.9404076 33.4248097, -111.9404087 33.4249024, -111.9406752 33.4249002, -111.9406764 33.4249951, -111.9403761 33.4249976, -111.9403763 33.4250195, -111.9404873 33.4250186, -111.940491 33.425326))",POINT (-111.9403502618911 33.42488971028435),2676.4,6
College of Design North,26,28822451.0,,yes,,,"POLYGON ((-111.9367504 33.4213323, -111.9373514 33.4213323, -111.9373514 33.4217622, -111.9367504 33.4217622, -111.9367504 33.4213323))",POINT (-111.9370509 33.42154725000001),2663.1,12
,246,386277794.0,,roof,,,"POLYGON ((-111.9352379 33.4184865, -111.9352352 33.4182643, -111.9340731 33.4182743, -111.9340759 33.4184965, -111.9352379 33.4184865))",POINT (-111.9346555246053 33.41838039840996),2661.8,17
Tempe LDS Institute of Religion,154,221569491.0,,place_of_worship,,,"POLYGON ((-111.929946 33.4187024, -111.9297961 33.4187033, -111.9297952 33.4185978, -111.929556 33.4185992, -111.9295564 33.4185679, -111.9294597 33.418568, -111.9294599 33.4185984, -111.9292548 33.4185997, -111.9292557 33.4187097, -111.9290812 33.4187108, -111.9290825 33.4188593, -111.9292246 33.4188585, -111.9292248 33.4188844, -111.9292491 33.4188843, -111.9292499 33.4189796, -111.9294584 33.4189784, -111.9294586 33.4190044, -111.929565 33.4190038, -111.9295648 33.4189759, -111.9297668 33.4189747, -111.929766 33.4188809, -111.9297959 33.4188808, -111.9297957 33.4188588, -111.9299473 33.4188579, -111.929946 33.4187024))",POINT (-111.9295163228525 33.41878586536811),2660.3,18
Languages and Literature,52,28930749.0,,yes,,,"POLYGON ((-111.934693 33.4214412, -111.9346947 33.4209685, -111.9347708 33.4209599, -111.9347779 33.4208149, -111.9346859 33.4208061, -111.9346841 33.4204161, -111.9345125 33.4204191, -111.9345142 33.4204516, -111.9344788 33.4204501, -111.9344788 33.4208075, -111.9343054 33.4208179, -111.9343071 33.4208431, -111.934316 33.4209715, -111.9344718 33.420973, -111.9344771 33.4214161, -111.9345178 33.4214161, -111.934516 33.4214441, -111.934693 33.4214412))",POINT (-111.9345719631244 33.42093010843197),2638.3,17
,266,504282769.0,,yes,,,"POLYGON ((-111.9394494 33.4306507, -111.9394069 33.4306064, -111.9393467 33.4306271, -111.9392936 33.4305237, -111.9392724 33.4303435, -111.9393078 33.4301899, -111.9393821 33.430057, -111.9395768 33.4298857, -111.9396334 33.4299211, -111.9397007 33.4299093, -111.9397679 33.4301515, -111.9397325 33.4302933, -111.9396688 33.4304469, -111.9395697 33.430568, -111.9394494 33.4306507))",POINT (-111.9395158617929 33.43026799960842),2625.3,2
Goldwater Center,89,30407135.0,,yes,,,"POLYGON ((-111.9306406 33.4204195, -111.9304754 33.4204217, -111.93029 33.4204241, -111.9303044 33.4211746, -111.9303833 33.4211736, -111.9303823 33.4211223, -111.9305685 33.4211198, -111.9305695 33.4211738, -111.9306557 33.4211726, -111.9306554 33.4211567, -111.9306488 33.4208143, -111.9306069 33.4208148, -111.9306061 33.4207737, -111.9306474 33.4207731, -111.9306406 33.4204195))",POINT (-111.9304716195624 33.42078436299803),2601.5,18
,182,257009017.0,,yes,,,"POLYGON ((-111.9258426 33.4223381, -111.9256919 33.4224602, -111.9256712 33.4224424, -111.9256361 33.4224708, -111.9253866 33.4224712, -111.9253866 33.4224901, -111.9253372 33.4224901, -111.9253372 33.42253, -111.9251442 33.4225301, -111.9251441 33.4224866, -111.9250871 33.4224866, -111.9250871 33.4225244, -111.9247256 33.4225244, -111.9247256 33.4222588, -111.9250952 33.4222589, -111.9251014 33.4222916, -111.9251441 33.4222911, -111.9251435 33.4222527, -111.9253428 33.4222503, -111.9253436 33.4222928, -111.9255949 33.4222899, -111.9256031 33.4222537, -111.9258438 33.4222561, -111.9258426 33.4223381))",POINT (-111.9252258473348 33.42238160022136),2581.6,14
Payne Hall,14,28822195.0,,yes,,,"POLYGON ((-111.9367837 33.4190167, -111.9367817 33.4187533, -111.9371338 33.4187546, -111.9372553 33.4187517, -111.9373012 33.4187506, -111.9377276 33.4187484, -111.9377296 33.4190118, -111.9367837 33.4190167))",POINT (-111.9372562507121 33.41888297256338),2559.9,17
Manzanita Hall,172,256984986.0,,yes,,,"POLYGON ((-111.9304619 33.4226644, -111.9304276 33.4226643, -111.9301793 33.4226632, -111.930143 33.4227542, -111.9300413 33.42273, -111.9299651 33.4227014, -111.9298704 33.4226445, -111.9298962 33.4225414, -111.9298236 33.4224682, -111.9297994 33.4224394, -111.9297697 33.4224105, -111.9297471 33.4223913, -111.9297151 33.4223953, -111.9296801 33.4223576, -111.9297515 33.4222647, -111.9297784 33.4222763, -111.9298257 33.4222848, -111.9298439 33.4222858, -111.9298978 33.4222785, -111.929932 33.4222658, -111.92996 33.4222497, -111.9299772 33.4222315, -111.930008 33.4222333, -111.9300535 33.4222232, -111.9300965 33.422203, -111.9301211 33.4222121, -111.9301563 33.4222129, -111.9301867 33.4222117, -111.9302149 33.4222061, -111.9302386 33.4222164, -111.9302647 33.4222257, -111.9302987 33.4222317, -111.9303326 33.4222327, -111.9302902 33.4224162, -111.9302908 33.422441, -111.9302913 33.4224597, -111.9302929 33.4225217, -111.9304497 33.4225251, -111.9304619 33.4226644))",POINT (-111.9300863761736 33.42246306358353),2557.3,13
US Airways,163,230996851.0,,yes,,,"POLYGON ((-111.9422717 33.42911, -111.9415017 33.4291151, -111.9415017 33.4290373, -111.9414441 33.429036, -111.941441 33.4288036, -111.9421192 33.428801, -111.9421161 33.4288438, -111.9422717 33.4288425, -111.9422717 33.42911))",POINT (-111.9418549103121 33.4289586731595),2540.1,1
Southwest Institute of Healing Arts,422,592895794.0,,yes,,,"POLYGON ((-111.9227317 33.4155803, -111.922734 33.4150783, -111.9226833 33.4150781, -111.9226832 33.4150956, -111.9223951 33.4150946, -111.9223952 33.4150681, -111.9222284 33.4150675, -111.9222277 33.4152141, -111.9222142 33.4152141, -111.9222139 33.4152859, -111.9222674 33.4152861, -111.922266 33.4155777, -111.9223969 33.4155781, -111.9223967 33.4156119, -111.9225823 33.4156125, -111.9225824 33.4155798, -111.9227317 33.4155803))",POINT (-111.9224881858741 33.4153330389853),2530.9,25
Athletes Performance,120,30420981.0,,yes,,,"POLYGON ((-111.9242956 33.4241738, -111.9232657 33.4241738, -111.9232657 33.4244102, -111.9236433 33.4244102, -111.9242956 33.4244102, -111.9242956 33.4241738))",POINT (-111.92378065 33.42429199999999),2509.4,14
,412,591451204.0,,yes,,,"POLYGON ((-111.9244232 33.418916, -111.9241305 33.4191383, -111.9236371 33.4186857, -111.9239298 33.4184634, -111.9244232 33.418916))",POINT (-111.92403015 33.41880085),2496.1,19
PBS,117,30420803.0,,yes,,,"POLYGON ((-111.9275315 33.4275621, -111.9277975 33.4275621, -111.9279177 33.4276624, -111.9279434 33.4280993, -111.9279177 33.4281638, -111.928055 33.4282283, -111.9281494 33.4280922, -111.9281323 33.4275191, -111.9279349 33.4273687, -111.9275315 33.4273687, -111.9275315 33.4275621))",POINT (-111.9279300819454 33.42769637667217),2476.4,4
University Towers Parking Structure,109,30420080.0,,parking,,,"POLYGON ((-111.9357535 33.4245678, -111.9364487 33.4245678, -111.9364487 33.4246108, -111.9365002 33.4246108, -111.9365002 33.42484, -111.9364487 33.42484, -111.9364487 33.4248902, -111.9357535 33.4248902, -111.9357535 33.4245678))",POINT (-111.9361197785548 33.42472881989341),2431.8,7
University Center C,178,257009013.0,,yes,,,"POLYGON ((-111.9207197 33.4231426, -111.9205374 33.4232944, -111.9205828 33.4233324, -111.9205227 33.4233825, -111.9204715 33.4233397, -111.9202028 33.4235636, -111.92014 33.4235111, -111.9200471 33.4235886, -111.9199599 33.4235156, -111.920047 33.423443, -111.919977 33.4233845, -111.9202461 33.4231601, -111.9202066 33.4231272, -111.9202685 33.4230755, -111.9203222 33.4231203, -111.9205663 33.4229166, -111.9205871 33.422934, -111.9207258 33.4229368, -111.9207197 33.4231426))",POINT (-111.92036573988 33.42324915873482),2414.3,15
Engineering Center G-Wing,56,29216259.0,,yes,,,"POLYGON ((-111.9326238 33.420194, -111.9316137 33.4202003, -111.9316137 33.4198492, -111.931751 33.4198492, -111.931751 33.4200068, -111.9323432 33.4200068, -111.9323432 33.4198922, -111.932472 33.4198922, -111.9324682 33.4199848, -111.9326237 33.4199824, -111.9326238 33.420194))",POINT (-111.9321003692859 33.42007454726523),2391.4,18
,278,544152057.0,,parking,,,"POLYGON ((-111.9359544 33.4218389, -111.9355519 33.4218441, -111.9355511 33.4217104, -111.9355411 33.4212716, -111.9359435 33.4212663, -111.9359544 33.4218389))",POINT (-111.9357481592081 33.42155512195088),2370.5,12
Hyatt Place,482,872138144.0,,yes,,,"POLYGON ((-111.9298005 33.4239239, -111.9292984 33.4240698, -111.9290301 33.4235795, -111.9292069 33.4234387, -111.9293533 33.4235727, -111.9294488 33.4235116, -111.9295708 33.423649, -111.9294041 33.423722, -111.9294671 33.4238407, -111.9297395 33.4237661, -111.9298005 33.4239239))",POINT (-111.9293729759806 33.4237718391845),2368.7,13
AMC Centerpoint 11,142,157628482.0,,cinema,,,"POLYGON ((-111.9415819 33.4227673, -111.9416929 33.423306, -111.9413936 33.4233457, -111.941385 33.4232669, -111.9412809 33.4232669, -111.9412627 33.4229705, -111.9412938 33.4229677, -111.941266 33.4228531, -111.941326 33.4228335, -111.9412992 33.4227234, -111.9413067 33.422717, -111.9412959 33.4226463, -111.9415258 33.4226184, -111.9415542 33.4227679, -111.9415819 33.4227673))",POINT (-111.9414583615437 33.4230063894986),2332.6,11
Engineering Research Center,57,29216331.0,,yes,,,"POLYGON ((-111.9312073 33.4194249, -111.9314562 33.4194249, -111.9314562 33.4194894, -111.9316107 33.4194894, -111.9316107 33.4197688, -111.9314562 33.4197688, -111.9314562 33.420084, -111.9314219 33.420084, -111.9314219 33.42017, -111.9312073 33.42017, -111.9312073 33.4194249))",POINT (-111.9313689291706 33.41976093998081),2326.1,18
Hyatt House,481,872138143.0,,yes,,,"POLYGON ((-111.9299186 33.4239049, -111.9300213 33.4238184, -111.9301046 33.4237692, -111.9301351 33.4237395, -111.9301615 33.4236683, -111.9301961 33.423675, -111.9302269 33.4235354, -111.9295954 33.4231406, -111.9294805 33.423267, -111.9295364 33.4233078, -111.9294623 33.4234155, -111.9295984 33.4235037, -111.9297184 33.423424, -111.9298241 33.4234944, -111.9297753 33.4235487, -111.9298749 33.4235597, -111.9299654 33.4236632, -111.929945 33.4236835, -111.9298088 33.4237497, -111.9299186 33.4239049))",POINT (-111.9298630018254 33.42349634093659),2286.3,13
All Saints Catholic Newman Center,494,,4799952.0,yes,place_of_worship,,"MULTIPOLYGON (((-111.9358146 33.422093, -111.9354714 33.4220904, -111.9354701 33.4221083, -111.9354164 33.4221095, -111.9354165 33.422169, -111.9353245 33.4221653, -111.9353103 33.4221498, -111.9353032 33.4220863, -111.9351811 33.4220841, -111.9351785 33.4221646, -111.9351741 33.4221867, -111.9351661 33.4223056, -111.9351652 33.4223787, -111.9353023 33.4223767, -111.9354324 33.4223861, -111.9355935 33.4225203, -111.9357691 33.4225169, -111.9358121 33.4224912, -111.9358146 33.422093)))",POINT (-111.9355277500885 33.42227951838418),2249.2,12
,372,555323665.0,,yes,,,"POLYGON ((-111.928199 33.4263213, -111.9278199 33.426323, -111.9278163 33.4257845, -111.9279856 33.4257837, -111.927985 33.4256873, -111.9281302 33.4256866, -111.9281309 33.4257853, -111.9281955 33.425785, -111.928199 33.4263213))",POINT (-111.9280107978306 33.42603264629295),2247.4,9
Honors Hall,493,,4799951.0,university,,,"MULTIPOLYGON (((-111.9268201 33.4159448, -111.9268179 33.4159797, -111.9269182 33.4159799, -111.9270746 33.4159803, -111.9270781 33.4158429, -111.9273517 33.4158523, -111.9273486 33.4158371, -111.9279508 33.4158383, -111.9279502 33.4157417, -111.9279485 33.415468, -111.9278271 33.41547, -111.9278304 33.4156903, -111.9278151 33.4156911, -111.9278131 33.4156691, -111.9277877 33.4156606, -111.9277693 33.4156657, -111.9277511 33.4156708, -111.9277582 33.4157098, -111.927497 33.4157463, -111.9274655 33.4157259, -111.927311 33.4157412, -111.927246 33.4156733, -111.9272082 33.4156581, -111.9271393 33.4156776, -111.9270823 33.4156996, -111.9270386 33.4157047, -111.9269899 33.4156759, -111.9269126 33.4156631, -111.9268642 33.4156797, -111.9268506 33.4156844, -111.9268211 33.4157353, -111.9268364 33.4158082, -111.9268455 33.4158498, -111.9268201 33.4159448)))",POINT (-111.927365911827 33.4157679883708),2229.5,24
