o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
1,A1,1,A1,0.0,0.0,"LINESTRING (-111.9423966 33.4292176,-111.9423966 33.4292176)"
1,A1,2,A2,0.5219885742063037,1.9415956993838688,"LINESTRING (-111.9423966 33.4292176,-111.9370258 33.4298654)"
1,A1,3,A3,1.060610963434121,1.994924617772093,"LINESTRING (-111.9423966 33.4292176,-111.9314053 33.4290999)"
1,A1,4,A4,1.5565580744156882,4.1019083353487416,"LINESTRING (-111.9423966 33.4292176,-111.926268 33.4288957)"
1,A1,5,A5,2.1965967888429394,0.0660990991028958,"LINESTRING (-111.9423966 33.4292176,-111.9196324 33.4294071)"
1,A1,6,B1,0.3074296941480619,4.843549183098993,"LINESTRING (-111.9423966 33.4292176,-111.9415443 33.4261476)"
1,A1,7,B2,0.6204601722322869,2.797229955505468,"LINESTRING (-111.9423966 33.4292176,-111.9369258 33.4258385)"
1,A1,8,B3,1.197770979520117,4.59319867557839,"LINESTRING (-111.9423966 33.4292176,-111.9305188 33.4256106)"
1,A1,9,B4,1.6444819889399906,2.1856930739200027,"LINESTRING (-111.9423966 33.4292176,-111.9257505 33.425561)"
1,A1,10,B5,1.9259169652522872,0.3300480268739897,"LINESTRING (-111.9423966 33.4292176,-111.9226959 33.4260126)"
1,A1,11,C1,0.6392828993084276,4.2951661976433035,"LINESTRING (-111.9423966 33.4292176,-111.9416434 33.4226352)"
1,A1,12,C2,0.8143964950959348,4.78283118692043,"LINESTRING (-111.9423966 33.4292176,-111.9368547 33.4228517)"
1,A1,13,C3,1.2681883982585065,2.8688436152698484,"LINESTRING (-111.9423966 33.4292176,-111.9311424 33.4224288)"
1,A1,14,C4,1.724333588933922,4.953990845289572,"LINESTRING (-111.9423966 33.4292176,-111.9258398 33.4224923)"
1,A1,15,C5,2.1995411083465055,1.2500678891326815,"LINESTRING (-111.9423966 33.4292176,-111.920573 33.4226323)"
1,A1,16,D1,0.9257146452841924,0.46138644822543035,"LINESTRING (-111.9423966 33.4292176,-111.940984 33.4197283)"
1,A1,17,D2,1.0658042792717166,4.3413546937392224,"LINESTRING (-111.9423966 33.4292176,-111.9367946 33.4196978)"
