zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count,total_production,total_attraction
1,A1,-76.98483055832007,38.930863670983655,"POLYGON ((-76.99238868944055 38.92678392135706,-76.99238868944055 38.934703921357055,-76.98141868944055 38.934703921357055,-76.98141868944055 38.92678392135706,-76.99238868944055 38.92678392135706))",POINT (-76.98483055832007 38.930863670983655),790,992.322607063083,978.728993785848
2,A2,-76.97586324876549,38.931015896461695,"POLYGON ((-76.98141868944055 38.92678392135706,-76.98141868944055 38.934703921357055,-76.97044868944054 38.934703921357055,-76.97044868944054 38.92678392135706,-76.98141868944055 38.92678392135706))",POINT (-76.97586324876549 38.931015896461695),1399,2582.141183190563,2181.6746974626017
3,A3,-76.96555266287811,38.93096766113728,"POLYGON ((-76.97044868944054 38.92678392135706,-76.97044868944054 38.934703921357055,-76.95947868944054 38.934703921357055,-76.95947868944054 38.92678392135706,-76.97044868944054 38.92678392135706))",POINT (-76.96555266287811 38.93096766113728),1103,1511.7051582163504,1950.4735336830772
4,A4,-76.95450370021267,38.93203323832114,"POLYGON ((-76.95947868944054 38.92678392135706,-76.95947868944054 38.934703921357055,-76.94850868944054 38.934703921357055,-76.94850868944054 38.92678392135706,-76.95947868944054 38.92678392135706))",POINT (-76.95450370021267 38.93203323832114),312,1990.5714572194588,1713.8713087625947
5,A5,-76.94588350665894,38.933312051594065,"POLYGON ((-76.94850868944054 38.92678392135706,-76.94850868944054 38.934703921357055,-76.93753868944054 38.934703921357055,-76.93753868944054 38.92678392135706,-76.94850868944054 38.92678392135706))",POINT (-76.94588350665894 38.933312051594065),284,318.8780254554752,540.3117801320127
6,A6,-76.93195689740986,38.931820812923085,"POLYGON ((-76.93753868944054 38.92678392135706,-76.93753868944054 38.934703921357055,-76.92656868944054 38.934703921357055,-76.92656868944054 38.92678392135706,-76.93753868944054 38.92678392135706))",POINT (-76.93195689740986 38.931820812923085),198,1768.1323210198266,1723.3158866648637
7,B1,-76.9846623526718,38.92196838216497,"POLYGON ((-76.99238868944055 38.91886392135706,-76.99238868944055 38.92678392135706,-76.98141868944055 38.92678392135706,-76.98141868944055 38.91886392135706,-76.99238868944055 38.91886392135706))",POINT (-76.9846623526718 38.92196838216497),895,1182.958704358784,1773.0642586538224
8,B2,-76.97674384659598,38.922987621566804,"POLYGON ((-76.98141868944055 38.91886392135706,-76.98141868944055 38.92678392135706,-76.97044868944054 38.92678392135706,-76.97044868944054 38.91886392135706,-76.98141868944055 38.91886392135706))",POINT (-76.97674384659598 38.922987621566804),855,2222.5514006803314,3666.5218863797104
9,B3,-76.96453581843204,38.92377386348313,"POLYGON ((-76.97044868944054 38.91886392135706,-76.97044868944054 38.92678392135706,-76.95947868944054 38.92678392135706,-76.95947868944054 38.91886392135706,-76.97044868944054 38.91886392135706))",POINT (-76.96453581843204 38.92377386348313),890,2189.3989118573763,3053.266680612971
10,B4,-76.95696271685678,38.922152281082,"POLYGON ((-76.95947868944054 38.91886392135706,-76.95947868944054 38.92678392135706,-76.94850868944054 38.92678392135706,-76.94850868944054 38.91886392135706,-76.95947868944054 38.91886392135706))",POINT (-76.95696271685678 38.922152281082),178,760.1189357245438,3619.6728274765433
11,B5,-76.94460370178342,38.922333165894436,"POLYGON ((-76.94850868944054 38.91886392135706,-76.94850868944054 38.92678392135706,-76.93753868944054 38.92678392135706,-76.93753868944054 38.91886392135706,-76.94850868944054 38.91886392135706))",POINT (-76.94460370178342 38.922333165894436),8,63.277046594752,405.0970446346688
12,B6,-76.93051769588172,38.922503380984686,"POLYGON ((-76.93753868944054 38.91886392135706,-76.93753868944054 38.92678392135706,-76.92656868944054 38.92678392135706,-76.92656868944054 38.91886392135706,-76.93753868944054 38.91886392135706))",POINT (-76.93051769588172 38.922503380984686),50,753.2402049638719,753.2402049638719
13,C1,-76.98554966973724,38.91404737463481,"POLYGON ((-76.99238868944055 38.91094392135706,-76.99238868944055 38.91886392135706,-76.98141868944055 38.91886392135706,-76.98141868944055 38.91094392135706,-76.99238868944055 38.91094392135706))",POINT (-76.98554966973724 38.91404737463481),295,1456.0432768401092,2727.292934727073
14,C2,-76.97482003248133,38.915172948045395,"POLYGON ((-76.98141868944055 38.91094392135706,-76.98141868944055 38.91886392135706,-76.97044868944054 38.91886392135706,-76.97044868944054 38.91094392135706,-76.98141868944055 38.91094392135706))",POINT (-76.97482003248133 38.915172948045395),288,1051.3514934319999,1802.905951624218
15,C3,-76.96655483460563,38.91597496827684,"POLYGON ((-76.97044868944054 38.91094392135706,-76.97044868944054 38.91886392135706,-76.95947868944054 38.91886392135706,-76.95947868944054 38.91094392135706,-76.97044868944054 38.91094392135706))",POINT (-76.96655483460563 38.91597496827684),98,884.7539851483842,1371.0734309906568
16,C4,-76.95673436024644,38.91688965031172,"POLYGON ((-76.95947868944054 38.91094392135706,-76.95947868944054 38.91886392135706,-76.94850868944054 38.91886392135706,-76.94850868944054 38.91094392135706,-76.95947868944054 38.91094392135706))",POINT (-76.95673436024644 38.91688965031172),34,302.388005348256,659.5990605352833
17,C5,-76.93952756062835,38.912564453568976,"POLYGON ((-76.94850868944054 38.91094392135706,-76.94850868944054 38.91886392135706,-76.93753868944054 38.91886392135706,-76.93753868944054 38.91094392135706,-76.94850868944054 38.91094392135706))",POINT (-76.93952756062835 38.912564453568976),178,203.61072114147188,270.6224571442496
18,C6,-76.93259477069033,38.91337116013323,"POLYGON ((-76.93753868944054 38.91094392135706,-76.93753868944054 38.91886392135706,-76.92656868944054 38.91886392135706,-76.92656868944054 38.91094392135706,-76.93753868944054 38.91094392135706))",POINT (-76.93259477069033 38.91337116013323),222,799.1348817514248,878.7079289684362
19,D1,-76.98524146435072,38.906298841718716,"POLYGON ((-76.99238868944055 38.90302392135706,-76.99238868944055 38.91094392135706,-76.98141868944055 38.91094392135706,-76.98141868944055 38.90302392135706,-76.99238868944055 38.90302392135706))",POINT (-76.98524146435072 38.906298841718716),1235,7470.515657212006,2555.3212427867675
20,D2,-76.97803424457386,38.90510545560109,"POLYGON ((-76.98141868944055 38.90302392135706,-76.98141868944055 38.91094392135706,-76.97044868944054 38.91094392135706,-76.97044868944054 38.90302392135706,-76.98141868944055 38.90302392135706))",POINT (-76.97803424457386 38.90510545560109),891,1041.6640278915522,1377.0352380439026
21,D3,-76.9660163987928,38.90794248281343,"POLYGON ((-76.97044868944054 38.90302392135706,-76.97044868944054 38.91094392135706,-76.95947868944054 38.91094392135706,-76.95947868944054 38.90302392135706,-76.97044868944054 38.90302392135706))",POINT (-76.9660163987928 38.90794248281343),9,9.444093526304002,48.510855974182405
22,D4,-76.95035112684438,38.904920988294194,"POLYGON ((-76.95947868944054 38.90302392135706,-76.95947868944054 38.91094392135706,-76.94850868944054 38.91094392135706,-76.94850868944054 38.90302392135706,-76.95947868944054 38.90302392135706))",POINT (-76.95035112684438 38.904920988294194),63,374.6500646907519,1143.8578310788478
23,D5,-76.9417987750795,38.90637745406742,"POLYGON ((-76.94850868944054 38.90302392135706,-76.94850868944054 38.91094392135706,-76.93753868944054 38.91094392135706,-76.93753868944054 38.90302392135706,-76.94850868944054 38.90302392135706))",POINT (-76.9417987750795 38.90637745406742),644,1191.1050577916233,1228.6640331984906
24,D6,-76.932269271626,38.90653359778892,"POLYGON ((-76.93753868944054 38.90302392135706,-76.93753868944054 38.91094392135706,-76.92656868944054 38.91094392135706,-76.92656868944054 38.90302392135706,-76.93753868944054 38.90302392135706))",POINT (-76.932269271626 38.90653359778892),1008,2891.4723951227907,1975.02950081245
25,E1,-76.98521713891961,38.89885857222242,"POLYGON ((-76.99238868944055 38.89510392135706,-76.99238868944055 38.90302392135706,-76.98141868944055 38.90302392135706,-76.98141868944055 38.89510392135706,-76.99238868944055 38.89510392135706))",POINT (-76.98521713891961 38.89885857222242),1523,2395.104709755192,2234.5467454857317
26,E2,-76.97595605490127,38.89821239676133,"POLYGON ((-76.98141868944055 38.89510392135706,-76.98141868944055 38.90302392135706,-76.97044868944054 38.90302392135706,-76.97044868944054 38.89510392135706,-76.98141868944055 38.89510392135706))",POINT (-76.97595605490127 38.89821239676133),1765,4851.145660038277,3319.1171948874025
27,E3,-76.96594330060996,38.89802884369681,"POLYGON ((-76.97044868944054 38.89510392135706,-76.97044868944054 38.90302392135706,-76.95947868944054 38.90302392135706,-76.95947868944054 38.89510392135706,-76.97044868944054 38.89510392135706))",POINT (-76.96594330060996 38.89802884369681),48,371.35313275478387,2029.7389268130376
28,E4,-76.95400349834905,38.898243107014075,"POLYGON ((-76.95947868944054 38.89510392135706,-76.95947868944054 38.90302392135706,-76.94850868944054 38.90302392135706,-76.94850868944054 38.89510392135706,-76.95947868944054 38.89510392135706))",POINT (-76.95400349834905 38.898243107014075),346,1603.4301974268158,2038.5153887967797
29,E5,-76.94164761257122,38.89897236944364,"POLYGON ((-76.94850868944054 38.89510392135706,-76.94850868944054 38.90302392135706,-76.93753868944054 38.90302392135706,-76.93753868944054 38.89510392135706,-76.94850868944054 38.89510392135706))",POINT (-76.94164761257122 38.89897236944364),867,1283.0037081129283,1965.0656934003014
30,E6,-76.93283950491858,38.89934223956629,"POLYGON ((-76.93753868944054 38.89510392135706,-76.93753868944054 38.90302392135706,-76.92656868944054 38.90302392135706,-76.92656868944054 38.89510392135706,-76.93753868944054 38.89510392135706))",POINT (-76.93283950491858 38.89934223956629),1207,1970.098757972504,1805.8040699159544
31,F1,-76.98492109548825,38.891983759703834,"POLYGON ((-76.99238868944055 38.887183921357064,-76.99238868944055 38.89510392135706,-76.98141868944055 38.89510392135706,-76.98141868944055 38.887183921357064,-76.99238868944055 38.887183921357064))",POINT (-76.98492109548825 38.891983759703834),1633,1538.7501719866184,1633.5776177443004
32,F2,-76.97839686813636,38.89236947445403,"POLYGON ((-76.98141868944055 38.887183921357064,-76.98141868944055 38.89510392135706,-76.97044868944054 38.89510392135706,-76.97044868944054 38.887183921357064,-76.98141868944055 38.887183921357064))",POINT (-76.97839686813636 38.89236947445403),705,3377.3116091025645,2172.937620627015
33,F3,-76.96043240416552,38.89165754804325,"POLYGON ((-76.97044868944054 38.887183921357064,-76.97044868944054 38.89510392135706,-76.95947868944054 38.89510392135706,-76.95947868944054 38.887183921357064,-76.97044868944054 38.887183921357064))",POINT (-76.96043240416552 38.89165754804325),285,247.92374893484794,255.87563079848957
34,F4,-76.95480961930772,38.892252430441786,"POLYGON ((-76.95947868944054 38.887183921357064,-76.95947868944054 38.89510392135706,-76.94850868944054 38.89510392135706,-76.94850868944054 38.887183921357064,-76.95947868944054 38.887183921357064))",POINT (-76.95480961930772 38.892252430441786),1430,1512.933535671199,2392.744991497754
35,F5,-76.9429048367051,38.892161270486945,"POLYGON ((-76.94850868944054 38.887183921357064,-76.94850868944054 38.89510392135706,-76.93753868944054 38.89510392135706,-76.93753868944054 38.887183921357064,-76.94850868944054 38.887183921357064))",POINT (-76.9429048367051 38.892161270486945),679,1683.4323586958328,2322.4233961026207
36,F6,-76.93293389348715,38.89167039914512,"POLYGON ((-76.93753868944054 38.887183921357064,-76.93753868944054 38.89510392135706,-76.92656868944054 38.89510392135706,-76.92656868944054 38.887183921357064,-76.93753868944054 38.887183921357064))",POINT (-76.93293389348715 38.89167039914512),1014,1707.3870537902574,1491.624685100465
37,Gate1,-76.99787368944054,38.89114,,POINT (-76.99787368944054 38.89114),0,0.0,0.0
38,Gate2,-76.99787368944054,38.89906,,POINT (-76.99787368944054 38.89906),0,1000.0,1000.0
39,Gate3,-76.99787368944054,38.90698,,POINT (-76.99787368944054 38.90698),0,0.0,0.0
40,Gate4,-76.99787368944054,38.9149,,POINT (-76.99787368944054 38.9149),0,30000.0,30000.0
41,Gate5,-76.99787368944054,38.92282,,POINT (-76.99787368944054 38.92282),0,3000.0,3000.0
42,Gate6,-76.99787368944054,38.93074,,POINT (-76.99787368944054 38.93074),0,0.0,0.0
43,Gate7,-76.98690368944054,38.938663921357055,,POINT (-76.98690368944054 38.938663921357055),0,0.0,0.0
44,Gate8,-76.97593368944055,38.938663921357055,,POINT (-76.97593368944055 38.938663921357055),0,0.0,0.0
45,Gate9,-76.96496368944054,38.938663921357055,,POINT (-76.96496368944054 38.938663921357055),0,0.0,0.0
46,Gate10,-76.95399368944055,38.938663921357055,,POINT (-76.95399368944055 38.938663921357055),0,4000.0,4000.0
47,Gate11,-76.94302368944054,38.938663921357055,,POINT (-76.94302368944054 38.938663921357055),0,0.0,0.0
48,Gate12,-76.93205368944055,38.938663921357055,,POINT (-76.93205368944055 38.938663921357055),0,4000.0,4000.0
49,Gate13,-76.921085,38.930743921357056,,POINT (-76.921085 38.930743921357056),0,2000.0,2000.0
50,Gate14,-76.921085,38.92282392135706,,POINT (-76.921085 38.92282392135706),0,4000.0,4000.0
51,Gate15,-76.921085,38.91490392135706,,POINT (-76.921085 38.91490392135706),0,10000.0,10000.0
52,Gate16,-76.921085,38.90698392135705,,POINT (-76.921085 38.90698392135705),0,0.0,0.0
