name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,178,938178874,,yes,,,,"POLYGON ((-111.946127 33.417663, -111.946234 33.417663, -111.946234 33.417461, -111.946127 33.417461, -111.946127 33.417663))","POINT (-111.9461805 33.417562000000004)",,1
,179,938179568,,yes,,,,"POLYGON ((-111.95256 33.41599, -111.952563 33.415851, -111.952444 33.415849, -111.952445 33.415804, -111.952347 33.415802, -111.952343 33.415986, -111.95256 33.41599))","POINT (-111.95244566772752 33.41590667335475)",,1
,180,938215428,,yes,,,,"POLYGON ((-111.952875 33.408594, -111.952937 33.408604, -111.952926 33.408655, -111.953027 33.408671, -111.953063 33.408509, -111.953029 33.408504, -111.953038 33.408465, -111.952909 33.408445, -111.952875 33.408594))","POINT (-111.95297151019474 33.40855373170536)",,1
,181,938215928,,yes,,,,"POLYGON ((-111.949974 33.413114, -111.950126 33.413182, -111.950178 33.413101, -111.950025 33.413033, -111.949974 33.413114))","POINT (-111.95007582643204 33.41310748981888)",,1
,182,938216065,,yes,,,,"POLYGON ((-111.951802 33.410655, -111.951952 33.410655, -111.951952 33.410503, -111.951802 33.410503, -111.951802 33.410655))","POINT (-111.951877 33.410579)",,1
,183,938216146,,yes,,,,"POLYGON ((-111.95115 33.408436, -111.950976 33.408436, -111.950976 33.408557, -111.951097 33.408557, -111.951097 33.408528, -111.95115 33.408528, -111.95115 33.408436))","POINT (-111.95105823551265 33.40849287741456)",,1
,184,938426939,,yes,,,,"POLYGON ((-111.946878 33.425219, -111.946968 33.425223, -111.946974 33.425134, -111.946884 33.42513, -111.946878 33.425219))","POINT (-111.946926 33.425176500000006)",,1
,185,938427660,,yes,,,,"POLYGON ((-111.946344 33.425812, -111.946344 33.42563, -111.946242 33.42563, -111.946242 33.425812, -111.946344 33.425812))","POINT (-111.94629300000001 33.425721)",,1
,186,938431324,,yes,,,,"POLYGON ((-111.9530125 33.4260307, -111.9530127 33.4259089, -111.9528918 33.4259081, -111.9528899 33.4258869, -111.9524715 33.4258909, -111.9524758 33.425997, -111.952886 33.4259853, -111.9528845 33.4260103, -111.9529521 33.426008, -111.9529534 33.4260334, -111.9530125 33.4260307))","POINT (-111.9527464964091 33.425946146259626)",,1
,187,938434115,,yes,,,,"POLYGON ((-111.949962 33.425787, -111.949962 33.425657, -111.949796 33.425657, -111.949796 33.425841, -111.949935 33.425841, -111.949935 33.425787, -111.949962 33.425787))","POINT (-111.94987551615897 33.42574574173142)",,1
,188,938434138,,yes,,,,"POLYGON ((-111.947754 33.424156, -111.94746 33.424158, -111.947461 33.424255, -111.947754 33.424254, -111.947754 33.424156))","POINT (-111.94760749942341 33.424205720900154)",,1
,189,938435852,,yes,,,,"POLYGON ((-111.952856 33.424968, -111.952937 33.424968, -111.952937 33.42488, -111.952856 33.42488, -111.952856 33.424968))","POINT (-111.95289650000001 33.424924000000004)",,1
,190,938436498,,yes,,,,"POLYGON ((-111.9468988 33.4239848, -111.9468961 33.4240429, -111.9469642 33.4240452, -111.9469669 33.4239871, -111.9468988 33.4239848))","POINT (-111.94693150000002 33.424015)",,1
Greek Leadership Village A,191,942207801,,residential,,,,"POLYGON ((-111.9258054 33.419289, -111.9256818 33.419388, -111.9254563 33.4191886, -111.9254764 33.4191754, -111.9252367 33.4189586, -111.9252125 33.4189775, -111.9249392 33.4187356, -111.9249593 33.4187161, -111.9247246 33.4185042, -111.9247079 33.4185175, -111.92451 33.4183439, -111.9246286 33.4182463, -111.924693 33.4183012, -111.9246983 33.4182978, -111.9247442 33.4183379, -111.9247404 33.4183414, -111.9248273 33.4184198, -111.9248461 33.4184055, -111.9250581 33.4185923, -111.9250632 33.4185902, -111.9250936 33.4186163, -111.9250652 33.4186421, -111.9253333 33.4188815, -111.92536 33.4188613, -111.9255732 33.4190509, -111.9255778 33.4190467, -111.9256096 33.4190757, -111.9255849 33.4190941, -111.9257996 33.4192843, -111.9258054 33.419289))","POINT (-111.92516456178036 33.41881223441739)",,1
,192,958939703,,yes,,,,"POLYGON ((-111.917263 33.418607, -111.917263 33.418502, -111.917065 33.418502, -111.917065 33.418652, -111.917223 33.418652, -111.917223 33.418607, -111.917263 33.418607))","POINT (-111.91715890322581 33.418573612903224)",,1
,193,958939753,,yes,,,,"POLYGON ((-111.913164 33.4176194, -111.9131632 33.4174992, -111.9130328 33.4174989, -111.913037 33.4176372, -111.9131313 33.4176372, -111.9131304 33.4176192, -111.913164 33.4176194))","POINT (-111.91309758582432 33.417565744542365)",,1
,194,958940253,,yes,,,,"POLYGON ((-111.912422 33.416409, -111.91254 33.416409, -111.91254 33.416351, -111.912422 33.416351, -111.912422 33.416409))","POINT (-111.91248100000001 33.41638)",,1
,195,958940293,,yes,,,,"POLYGON ((-111.914822 33.416289, -111.914822 33.416409, -111.914926 33.41641, -111.914926 33.416367, -111.914983 33.416367, -111.914983 33.416289, -111.914822 33.416289))","POINT (-111.91489513348647 33.41634368555384)",,1
,196,958941035,,yes,,,,"POLYGON ((-111.913661 33.411166, -111.913661 33.411233, -111.913755 33.411233, -111.913755 33.411166, -111.913661 33.411166))","POINT (-111.91370800000001 33.4111995)",,1
,197,958941340,,yes,,,,"POLYGON ((-111.914015 33.412737, -111.914015 33.412856, -111.914058 33.412856, -111.914058 33.412896, -111.914128 33.412896, -111.914128 33.412737, -111.914015 33.412737))","POINT (-111.91407520529943 33.412810200990954)",,1
,198,958941808,,yes,,,,"POLYGON ((-111.921568 33.41115, -111.921077 33.41115, -111.921077 33.411295, -111.921568 33.411295, -111.921568 33.41115))","POINT (-111.92132249999999 33.4112225)",,1
,199,958944601,,yes,,,,"POLYGON ((-111.917869 33.418001, -111.918087 33.418001, -111.918087 33.417922, -111.917869 33.417922, -111.917869 33.418001))","POINT (-111.91797799999999 33.4179615)",,1
,200,958944900,,yes,,,,"POLYGON ((-111.918328 33.418937, -111.918264 33.418937, -111.918264 33.419033, -111.91832 33.419033, -111.91832 33.419053, -111.918478 33.419053, -111.918478 33.418899, -111.918328 33.418899, -111.918328 33.418937))","POINT (-111.91838021235203 33.418978245136714)",,1
,201,958947861,,yes,,,,"POLYGON ((-111.931053 33.413861, -111.931219 33.413861, -111.931219 33.413704, -111.931053 33.413704, -111.931053 33.413861))","POINT (-111.93113600000001 33.413782499999996)",,1
,202,958948439,,yes,,,,"POLYGON ((-111.93813 33.412188, -111.938425 33.412191, -111.938426 33.412088, -111.938131 33.412085, -111.93813 33.412188))","POINT (-111.93827800000001 33.412138)",,1
,203,958950929,,yes,,,,"POLYGON ((-111.935995 33.408291, -111.935908 33.4082, -111.935725 33.408322, -111.935812 33.408413, -111.935995 33.408291))","POINT (-111.93586 33.408306499999995)",,1
,204,958950949,,yes,,,,"POLYGON ((-111.934016 33.408042, -111.934016 33.408197, -111.934164 33.408197, -111.934164 33.408094, -111.934129 33.408094, -111.934129 33.408042, -111.934016 33.408042))","POINT (-111.9340851311553 33.408123937973485)",,1
,205,958962041,,yes,,,,"POLYGON ((-111.907361 33.417992, -111.907395 33.417992, -111.907395 33.418063, -111.907521 33.418063, -111.907521 33.417918, -111.907361 33.417918, -111.907361 33.417992))","POINT (-111.90744831655923 33.41798620297315)",,1
,206,958962298,,yes,,,,"POLYGON ((-111.904128 33.41891, -111.904257 33.41891, -111.904257 33.418702, -111.904128 33.418702, -111.904128 33.41891))","POINT (-111.9041925 33.418806)",,1
,207,958962939,,yes,,,,"POLYGON ((-111.899901 33.418287, -111.900043 33.418287, -111.900043 33.418193, -111.899982 33.418193, -111.899982 33.418144, -111.899901 33.418144, -111.899901 33.418287))","POINT (-111.89996500949935 33.41822361243287)",,1
,208,958963370,,yes,,,,"POLYGON ((-111.900186 33.418672, -111.900365 33.418672, -111.900365 33.418558, -111.900186 33.418558, -111.900186 33.418672))","POINT (-111.90027549999999 33.418614999999996)",,1
,209,958963417,,yes,,,,"POLYGON ((-111.900585 33.418713, -111.900854 33.418713, -111.900854 33.418614, -111.900585 33.418614, -111.900585 33.418713))","POINT (-111.90071950000001 33.4186635)",,1
,210,958964345,,yes,,,,"POLYGON ((-111.907407 33.420536, -111.907408 33.420704, -111.90771 33.420703, -111.907709 33.420535, -111.907407 33.420536))","POINT (-111.90755850000001 33.4206195)",,1
,211,958964393,,yes,,,,"POLYGON ((-111.919376 33.420841, -111.91943 33.420842, -111.91943 33.420916, -111.919548 33.420916, -111.919549 33.420821, -111.919586 33.420822, -111.919589 33.420585, -111.919585 33.420585, -111.919586 33.420503, -111.919379 33.420501, -111.919376 33.420841))","POINT (-111.91948210468277 33.42069369364932)",,1
,212,958965794,,yes,,,,"POLYGON ((-111.9284 33.408452, -111.9284 33.408539, -111.92847 33.408539, -111.92847 33.408577, -111.928617 33.408577, -111.928617 33.408452, -111.9284 33.408452))","POINT (-111.9285164914163 33.40850977038627)",,1
,213,958965834,,yes,,,,"POLYGON ((-111.929432 33.408159, -111.929626 33.408159, -111.929626 33.408047, -111.929432 33.408047, -111.929432 33.408159))","POINT (-111.92952899999999 33.408103000000004)",,1
,214,958968832,,yes,,,,"POLYGON ((-111.920298 33.410507, -111.920437 33.410506, -111.920434 33.409997, -111.920294 33.409998, -111.920298 33.410507))","POINT (-111.92036574774558 33.41025169595403)",,1
,215,958969282,,yes,,,,"POLYGON ((-111.9161989 33.4105545, -111.9161994 33.4104571, -111.9158036 33.4104567, -111.9158054 33.4105698, -111.9160036 33.4105694, -111.9160022 33.4105567, -111.9161989 33.4105545))","POINT (-111.91599496558518 33.410509946155784)",,1
,216,958970078,,yes,,,,"POLYGON ((-111.916225 33.408947, -111.916225 33.40873, -111.916024 33.40873, -111.916024 33.408947, -111.916225 33.408947))","POINT (-111.9161245 33.4088385)",,1
,217,959932243,,yes,,,,"POLYGON ((-111.9425 33.413318, -111.942597 33.413318, -111.942597 33.413289, -111.942725 33.413288, -111.942725 33.413205, -111.9425 33.413206, -111.9425 33.413318))","POINT (-111.94260412897486 33.41325447360683)",,1
,218,983531355,,yes,,,,"POLYGON ((-111.9520976 33.4243415, -111.9507064 33.4243465, -111.950707 33.424466, -111.951886 33.424462, -111.9518858 33.4244258, -111.9519945 33.4244254, -111.9519952 33.4245582, -111.9519295 33.4245584, -111.9519299 33.4246411, -111.9519872 33.4246409, -111.9519879 33.4247801, -111.9520998 33.4247797, -111.9520976 33.4243415))","POINT (-111.95151570812541 33.424445449701885)",,1
,219,983727684,,carport,,,,"POLYGON ((-111.9122809 33.4084161, -111.912284 33.408612, -111.9123449 33.4086113, -111.9123417 33.4084154, -111.9122809 33.4084161))","POINT (-111.91231287546105 33.40851372682295)",,1
,220,983728900,,carport,,,,"POLYGON ((-111.9192099 33.4106651, -111.9189769 33.4106689, -111.9189781 33.4107159, -111.9192111 33.4107121, -111.9192099 33.4106651))","POINT (-111.919094 33.4106905)",,1
,221,983728943,,carport,,,,"POLYGON ((-111.9047631 33.4067889, -111.9047041 33.4067891, -111.9047059 33.4070871, -111.9047649 33.4070869, -111.9047631 33.4067889))","POINT (-111.90473449999998 33.406938000000004)",,1
,222,991007086,,carport,,,,"POLYGON ((-111.9184581 33.416838, -111.9184001 33.416837, -111.9183979 33.416932, -111.9184559 33.416933, -111.9184581 33.416838))","POINT (-111.918428 33.416885)",,1
Circle K,223,1019300917,,roof,fuel,,,"POLYGON ((-111.908647 33.422389, -111.9087266 33.4223877, -111.9087233 33.4222467, -111.9086438 33.422248, -111.908647 33.422389))","POINT (-111.90868517541713 33.42231786476377)",,1
,224,1019300962,,carport,,,,"POLYGON ((-111.9066811 33.4212469, -111.9067401 33.4212481, -111.9067429 33.4211501, -111.9066839 33.4211489, -111.9066811 33.4212469))","POINT (-111.90671199999998 33.421198499999996)",,1
,225,1019302183,,carport,,,,"POLYGON ((-111.9106772 33.4199148, -111.9109588 33.4199138, -111.9109582 33.4198148, -111.9106768 33.4198158, -111.9106772 33.4199148))","POINT (-111.91081775019795 33.419864805860755)",,1
,226,1019302207,,carport,,,,"POLYGON ((-111.9035788 33.4193861, -111.9036378 33.4193869, -111.9036406 33.4192324, -111.9035816 33.4192316, -111.9035788 33.4193861))","POINT (-111.90360969999999 33.419309250000005)",,1
,227,1019308459,,yes,,,,"POLYGON ((-111.9083663 33.4149427, -111.9082587 33.4149426, -111.9082586 33.4151302, -111.9083661 33.4151302, -111.9083663 33.4149427))","POINT (-111.90831242023513 33.415036410454164)",,1
,228,1019539908,,yes,,,,"POLYGON ((-111.9259861 33.4215934, -111.9259856 33.4215357, -111.9258254 33.4215368, -111.9258259 33.4215945, -111.9259861 33.4215934))","POINT (-111.92590574999998 33.4215651)",,1
,229,1019787182,,yes,,,,"POLYGON ((-111.9068053 33.4262518, -111.9083153 33.4262402, -111.9083142 33.4261428, -111.9068042 33.4261542, -111.9068053 33.4262518))","POINT (-111.90755949190266 33.42619725197779)",,1
,230,1083336638,,,parking_space,,,"POLYGON ((-111.9409933 33.4265625, -111.9409649 33.4265627, -111.9409645 33.4265155, -111.9409923 33.4265149, -111.9409933 33.4265625))","POINT (-111.94097877141162 33.42653898320648)",,1
,231,1090826252,,yes,,,,"POLYGON ((-111.8997824 33.4130694, -111.8997814 33.413182, -111.8998607 33.4131825, -111.8998612 33.4131289, -111.8999744 33.4131296, -111.8999749 33.4130707, -111.8997824 33.4130694))","POINT (-111.89986281401032 33.41311476572279)",,1
,232,1119329673,,yes,shelter,,,"POLYGON ((-111.8973335 33.4073724, -111.8973913 33.4073715, -111.8973907 33.4073479, -111.897333 33.4073488, -111.8973335 33.4073724))","POINT (-111.89736212539704 33.407360153399296)",,1
,233,1123074265,,,bicycle_parking,,,"POLYGON ((-111.9336099 33.4177354, -111.9336008 33.4178283, -111.9334991 33.417822, -111.9335057 33.4177623, -111.9335168 33.4177186, -111.9336099 33.4177354))","POINT (-111.933554716401 33.41777638742531)",,1
,234,1123512198,,roof,,outdoor_seating,,"POLYGON ((-111.934047 33.4184916, -111.9338716 33.4184918, -111.9338719 33.4183557, -111.9338702 33.4182741, -111.9340469 33.4182725, -111.9340472 33.4183618, -111.934047 33.4184916))","POINT (-111.93395937613342 33.418382387748125)",,1
,235,1125520822,,,bicycle_parking,,,"POLYGON ((-111.9314434 33.4207101, -111.9314455 33.420769, -111.9316496 33.4207685, -111.9316443 33.4207061, -111.9314434 33.4207101))","POINT (-111.93154668759594 33.4207384885658)",,1
,236,1159757508,,roof,,,,"POLYGON ((-111.937586 33.4265849, -111.9374753 33.4265416, -111.9376625 33.4262217, -111.9377716 33.4262663, -111.937586 33.4265849))","POINT (-111.93762370852224 33.42640377200078)",,1
,237,1180764853,,residential,,,,"POLYGON ((-111.9502665 33.4241286, -111.9502671 33.424228, -111.9504216 33.4242274, -111.950421 33.424128, -111.9502665 33.4241286))","POINT (-111.95034404999998 33.42417799999999)",,1
,238,1267026603,,,parking,,,"POLYGON ((-111.8980871 33.4214837, -111.8983235 33.4214864, -111.8983191 33.4217918, -111.8982581 33.4217918, -111.8982559 33.42186, -111.8979543 33.4218545, -111.8979499 33.4219, -111.8964056 33.4218909, -111.8964046 33.4218327, -111.8963501 33.4218327, -111.8963621 33.4214928, -111.8964242 33.4214909, -111.8964242 33.4214537, -111.8967236 33.4214618, -111.8967193 33.4217918, -111.897951 33.4217927, -111.8979967 33.4217818, -111.898024 33.4217645, -111.8980381 33.4217327, -111.8980381 33.4214837, -111.8980871 33.4214837))","POINT (-111.89725646328536 33.42173031270148)",,1
,239,1292195469,,yes,,,,"POLYGON ((-111.8991465 33.4136462, -111.89915 33.413776, -111.8992331 33.4137744, -111.8992296 33.4136446, -111.8991465 33.4136462))","POINT (-111.89918980000002 33.413710300000005)",,1
,240,1302572112,,carport,,,,"POLYGON ((-111.8988042 33.4082253, -111.8987559 33.408225, -111.898755 33.4083226, -111.8988033 33.4083229, -111.8988042 33.4082253))","POINT (-111.8987796 33.40827395)",,1
,241,1302577178,,carport,,,,"POLYGON ((-111.906258 33.4064139, -111.906435 33.4064153, -111.9064356 33.4063683, -111.9062585 33.4063669, -111.906258 33.4064139))","POINT (-111.90634677527409 33.40639109778998)",,1
Center for Family Studies,242,28822952,,university,,,,"POLYGON ((-111.9361172 33.4208705, -111.9363345 33.4208698, -111.9363345 33.4208775, -111.9363979 33.4208774, -111.9363986 33.4210438, -111.9364539 33.4210437, -111.9364544 33.421174, -111.9363591 33.4211743, -111.9363592 33.4211844, -111.9362212 33.4211848, -111.936221 33.4211248, -111.936354 33.4211244, -111.9363535 33.4210182, -111.9361178 33.4210189, -111.9361172 33.4208705))","POINT (-111.93629310330154 33.42100698058581)",,1
,243,30420488,,retail,,,,"POLYGON ((-111.930527 33.4229058, -111.9304816 33.4228867, -111.9305293 33.4227912, -111.9305572 33.422744, -111.9306814 33.4227912, -111.9306643 33.422827, -111.93069 33.4228414, -111.9306471 33.422913, -111.9306214 33.4228987, -111.9305956 33.4229345, -111.930527 33.4229058))","POINT (-111.93058813937228 33.42284185769197)",,1
SDFC Field,244,65014628,,,,park,,"POLYGON ((-111.9324208 33.4172806, -111.9323602 33.4172968, -111.9319748 33.4172846, -111.9314744 33.4173143, -111.9313659 33.4173203, -111.9309169 33.4172918, -111.9303338 33.4173133, -111.9302765 33.417278, -111.9302457 33.4161673, -111.9302606 33.416157, -111.9302595 33.4160519, -111.9303183 33.4160018, -111.9306062 33.4160148, -111.9308271 33.41599, -111.9311231 33.416019, -111.9314172 33.4160186, -111.9315759 33.4160424, -111.9321055 33.4160402, -111.9322307 33.416056, -111.9324168 33.4161266, -111.9325558 33.4162051, -111.932589 33.4162428, -111.9325979 33.4162805, -111.9325479 33.4165674, -111.9325468 33.4167212, -111.9325595 33.4168639, -111.9325817 33.4169713, -111.9325961 33.4170668, -111.9326006 33.417249, -111.9325659 33.4172785, -111.9324208 33.4172806))","POINT (-111.93139590271413 33.41666733813215)",,1
,245,221570317,,,,playground,,"POLYGON ((-111.9161056 33.4120621, -111.9160565 33.4120627, -111.9159943 33.4120395, -111.9159626 33.4120035, -111.9159604 33.4119573, -111.9159676 33.4119151, -111.9159549 33.4118824, -111.915931 33.4118444, -111.9159202 33.4118058, -111.91593 33.411759, -111.9159679 33.4117209, -111.9159868 33.411696, -111.9159951 33.4116619, -111.9160097 33.4116384, -111.9160357 33.4116159, -111.9160699 33.4115958, -111.9161011 33.4115955, -111.9162719 33.4116455, -111.916329 33.411694, -111.9163764 33.4117692, -111.9163566 33.4118157, -111.9163514 33.4118399, -111.916377 33.4118657, -111.9164098 33.4118933, -111.9164191 33.4119356, -111.9164062 33.4119646, -111.9163668 33.411984, -111.9163248 33.4119819, -111.916285 33.4119642, -111.9162639 33.4119249, -111.9162675 33.4119004, -111.9162598 33.4118587, -111.9162334 33.411817, -111.9162062 33.4118132, -111.9161846 33.411827, -111.916172 33.4118548, -111.9161702 33.4118869, -111.9161942 33.411939, -111.9161905 33.4119924, -111.9161528 33.4120375, -111.9161056 33.4120621))","POINT (-111.91614475425962 33.41182347092049)",,1
,246,257009009,,yes,,,,"POLYGON ((-111.9146647 33.4215729, -111.9146618 33.4212583, -111.9144671 33.4212595, -111.9144701 33.4215742, -111.9146647 33.4215729))","POINT (-111.9145659196869 33.42141621168966)",,1
,247,288007149,,,parking,,,"POLYGON ((-111.9310604 33.4341715, -111.931146 33.4342168, -111.9313056 33.4340259, -111.9313633 33.4339959, -111.9314132 33.4339892, -111.9314654 33.4339938, -111.9318604 33.4341122, -111.9319101 33.4341406, -111.9319346 33.4341791, -111.9320261 33.4341514, -111.9319961 33.4341069, -111.9319674 33.4340793, -111.9319053 33.434041, -111.9315102 33.4339208, -111.9314444 33.4339096, -111.9313903 33.4339099, -111.9313495 33.4339174, -111.9312836 33.4339453, -111.9312485 33.4339642, -111.9311856 33.4340255, -111.9310813 33.4341457, -111.9310604 33.4341715))","POINT (-111.93151817625191 33.43403967749319)",,1
,248,386273873,,,,park,,"POLYGON ((-111.9307953 33.4154981, -111.930712 33.4154981, -111.9306826 33.4155465, -111.9306323 33.4156257, -111.9305486 33.4157207, -111.9304702 33.4157939, -111.9307976 33.4157925, -111.9307944 33.415598, -111.9307953 33.4154981))","POINT (-111.93068796225722 33.41567702975922)",,1
,249,498326521,,school,,,,"POLYGON ((-111.9411395 33.4088465, -111.9418 33.4088396, -111.9417969 33.4086336, -111.9411364 33.4086406, -111.9411395 33.4088465))","POINT (-111.9414682267209 33.40874007467972)",,1
,250,544163369,,,,swimming_pool,,"POLYGON ((-111.9305943 33.4335317, -111.9305208 33.4335323, -111.93052 33.4335524, -111.9305102 33.4335637, -111.9305141 33.4336654, -111.9305692 33.4336659, -111.9305716 33.4335751, -111.9305937 33.4335637, -111.9305943 33.4335317))","POINT (-111.93054614220476 33.43359451326939)",,1
,251,550544831,,yes,,,,"POLYGON ((-111.8971929 33.4236909, -111.8968743 33.4236906, -111.8968749 33.4232935, -111.8971442 33.4232937, -111.8971934 33.4232938, -111.8971929 33.4236909))","POINT (-111.89703387747572 33.42349219697721)",,1
,252,552931173,,,parking,,,"POLYGON ((-111.9288709 33.429836, -111.9288947 33.4297312, -111.9288887 33.4295283, -111.9290942 33.4295253, -111.9290844 33.4290709, -111.9290094 33.4290716, -111.9289842 33.4289349, -111.9280599 33.4290597, -111.9277461 33.4290863, -111.9273931 33.4290945, -111.9267745 33.4290631, -111.9267706 33.4291126, -111.9267111 33.4291103, -111.9267028 33.4295758, -111.9267705 33.4295759, -111.9267704 33.4296294, -111.9271633 33.4296405, -111.9275848 33.4296737, -111.9281275 33.4297223, -111.9288709 33.429836))","POINT (-111.92797088596839 33.42937180450604)",,1
,253,588904715,,carport,,,,"POLYGON ((-111.9100029 33.4192393, -111.9100027 33.4191843, -111.9096484 33.4191853, -111.9096486 33.4192403, -111.9100029 33.4192393))","POINT (-111.90982565 33.4192123)",,1
SAF Building,254,675557448,,yes,,,,"POLYGON ((-111.9325262 33.4279292, -111.9317577 33.4277672, -111.931839 33.427497, -111.9319296 33.4273819, -111.9318914 33.4273622, -111.9318441 33.4273374, -111.9318905 33.4272769, -111.931939 33.4272138, -111.932689 33.4273666, -111.9326942 33.4274353, -111.9326996 33.4275142, -111.9326053 33.4275219, -111.932618 33.4276637, -111.9325262 33.4279292))","POINT (-111.93223031918593 33.427569178921296)",,1
,255,708518779,,roof,,,,"POLYGON ((-111.9119639 33.4239384, -111.9119337 33.4239384, -111.9119331 33.4235813, -111.9119632 33.4235814, -111.9119639 33.4239384))","POINT (-111.91194847447514 33.42375997386589)",,1
O'Reilly Auto Parts,256,761161313,,yes,,,,"POLYGON ((-111.952622 33.4223366, -111.9524225 33.4223399, -111.9524172 33.4221099, -111.9526175 33.4221066, -111.952622 33.4223366))","POINT (-111.95251979741025 33.42222317333774)",,1
,257,807908027,,yes,,,,"POLYGON ((-111.9267991 33.4081687, -111.9266571 33.408169, -111.9266564 33.4078811, -111.9267184 33.4078223, -111.9268862 33.4078219, -111.9268865 33.4079215, -111.9267987 33.407992, -111.9267991 33.4081687))","POINT (-111.92675143400528 33.40797935427983)",,1
,258,808193767,,carport,,,,"POLYGON ((-111.92744 33.4058801, -111.9273823 33.4058812, -111.9273775 33.4056897, -111.9274352 33.4056887, -111.92744 33.4058801))","POINT (-111.92740874750699 33.405784925738615)",,1
,259,813274400,,house,,,,"POLYGON ((-111.9347218 33.4072734, -111.9347214 33.407147, -111.9347042 33.4071471, -111.9347041 33.4070885, -111.9345352 33.4070888, -111.9345357 33.4072738, -111.9347218 33.4072734))","POINT (-111.93462593883898 33.40718302930645)",,1
,260,865813226,,yes,,,,"POLYGON ((-111.9041039 33.4116093, -111.9042208 33.4116093, -111.90422 33.4116419, -111.9042208 33.4117244, -111.9041715 33.4117244, -111.9041039 33.4117244, -111.9041039 33.4116093))","POINT (-111.9041621502289 33.411666878555074)",,1
,261,870984036,,yes,,,,"POLYGON ((-111.9032087 33.4335966, -111.9032828 33.4335612, -111.903519 33.4334918, -111.9035385 33.4334615, -111.9035449 33.4334429, -111.9035658 33.433405, -111.9035601 33.4333972, -111.9035501 33.4333828, -111.9035473 33.4333774, -111.903494 33.4333063, -111.9034819 33.4332932, -111.9034703 33.4332778, -111.9034297 33.4332408, -111.9033943 33.433223, -111.9033562 33.4332053, -111.9033182 33.4331935, -111.9032784 33.4331898, -111.9032509 33.4331898, -111.9032138 33.4331906, -111.9031846 33.433195, -111.903148 33.4332038, -111.9030295 33.4332674, -111.9030525 33.433299, -111.9030643 33.4333144, -111.9029215 33.4333911, -111.9029047 33.4333721, -111.902599 33.4335366, -111.9027934 33.4337968, -111.902949 33.4337162, -111.9029269 33.4336843, -111.9030181 33.433639, -111.9029912 33.433606, -111.9031551 33.4335208, -111.9032087 33.4335966))","POINT (-111.90309310310577 33.433459956288516)",,1
,262,895304961,,yes,,,,"POLYGON ((-111.899383 33.406998, -111.899381 33.40733, -111.899518 33.407331, -111.89952 33.406998, -111.899383 33.406998))","POINT (-111.89945053432777 33.40716425134183)",,1
,263,895314098,,yes,,,,"POLYGON ((-111.905723 33.406622, -111.905513 33.406961, -111.905647 33.407019, -111.905857 33.40668, -111.905723 33.406622))","POINT (-111.90568500000002 33.406820499999995)",,1
,264,895314328,,yes,,,,"POLYGON ((-111.905869 33.416816, -111.905993 33.416816, -111.905993 33.416664, -111.905869 33.416664, -111.905869 33.416816))","POINT (-111.90593100000001 33.41674)",,1
,265,895329679,,yes,,,,"POLYGON ((-111.901913 33.414269, -111.901751 33.414269, -111.901751 33.414206, -111.901787 33.414206, -111.901788 33.414125, -111.901683 33.414125, -111.901682 33.414297, -111.901741 33.414298, -111.901741 33.41436, -111.901912 33.414361, -111.901913 33.414269))","POINT (-111.90177890253642 33.41425994533999)",,1
,266,895332895,,yes,,,,"POLYGON ((-111.899526 33.416438, -111.899526 33.416315, -111.899381 33.416315, -111.899381 33.416438, -111.899526 33.416438))","POINT (-111.8994535 33.4163765)",,1
,267,895336395,,yes,,,,"POLYGON ((-111.898057 33.4207768, -111.8981731 33.4209454, -111.898416 33.4208282, -111.8983009 33.4206595, -111.898057 33.4207768))","POINT (-111.89823668369387 33.42080244524196)",,1
,268,895338007,,yes,,,,"POLYGON ((-111.898426 33.424404, -111.897579 33.424399, -111.8975836 33.4245009, -111.8975136 33.4245002, -111.8975134 33.4246008, -111.8974509 33.4245973, -111.8974432 33.4246987, -111.8978519 33.4246977, -111.8978538 33.4246453, -111.8979071 33.4246453, -111.8979071 33.424696, -111.898423 33.4247, -111.898426 33.424404))","POINT (-111.89796759017408 33.42455332996413)",,1
,269,895339860,,yes,,,,"POLYGON ((-111.905462 33.427717, -111.906069 33.427714, -111.906067 33.427529, -111.905461 33.427531, -111.905462 33.427717))","POINT (-111.9057644788781 33.42762277681144)",,1
,270,895718439,,yes,,,,"POLYGON ((-111.91099 33.410935, -111.911354 33.410935, -111.911354 33.410863, -111.91099 33.410863, -111.91099 33.410935))","POINT (-111.91117200000001 33.410899)",,1
,271,895728992,,yes,,,,"POLYGON ((-111.913725 33.405857, -111.913725 33.40604, -111.913916 33.40604, -111.913916 33.405857, -111.913725 33.405857))","POINT (-111.91382050000001 33.405948499999994)",,1
,272,895735135,,yes,,,,"POLYGON ((-111.94291 33.405668, -111.943096 33.405827, -111.94318 33.405759, -111.943038 33.405638, -111.943082 33.405602, -111.943037 33.405564, -111.94291 33.405668))","POINT (-111.94304406109157 33.40570087420718)",,1
,273,938172470,,yes,,,,"POLYGON ((-111.945134 33.409383, -111.945325 33.409383, -111.945325 33.409245, -111.945134 33.409245, -111.945134 33.409383))","POINT (-111.94522950000001 33.409314)",,1
,274,938173638,,yes,,,,"POLYGON ((-111.9456342 33.4205486, -111.9456347 33.4203001, -111.9454678 33.4203008, -111.9454647 33.4205473, -111.9456342 33.4205486))","POINT (-111.9455504606703 33.42042452079787)",,1
