o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
1,A1,1,A1,0.0,0.0,"LINESTRING (-122.3350658 47.6646271,-122.3350658 47.6646271)"
1,A1,2,A2,0.8411455313955746,9.43360030861909,"LINESTRING (-122.3350658 47.6646271,-122.3263494 47.6647657)"
1,A1,3,A3,1.9262862058238952,12.668706845808094,"LINESTRING (-122.3350658 47.6646271,-122.3151076 47.6650918)"
1,A1,4,A4,2.847662861923168,12.590072926408341,"LINESTRING (-122.3350658 47.6646271,-122.3055615 47.6653261)"
1,A1,5,A5,4.0387173257738045,9.957304459374544,"LINESTRING (-122.3350658 47.6646271,-122.2932116 47.6650579)"
1,A1,6,B1,0.38888316829655484,18.015094676451834,"LINESTRING (-122.3350658 47.6646271,-122.3346165 47.6606219)"
1,A1,7,B2,0.9078173420254032,15.532599060002315,"LINESTRING (-122.3350658 47.6646271,-122.3265149 47.6607028)"
1,A1,8,B3,1.9103885962338394,22.38028926359198,"LINESTRING (-122.3350658 47.6646271,-122.315702 47.6604994)"
1,A1,9,B4,2.872189767787169,15.104230860948817,"LINESTRING (-122.3350658 47.6646271,-122.3054583 47.6615518)"
1,A1,10,B5,4.217152106271358,17.94806053402205,"LINESTRING (-122.3350658 47.6646271,-122.2914973 47.6611674)"
1,A1,11,C1,0.8356391876238096,12.85549659096991,"LINESTRING (-122.3350658 47.6646271,-122.3352218 47.6559682)"
1,A1,12,C2,1.1300976384490278,14.443055034948214,"LINESTRING (-122.3350658 47.6646271,-122.3266089 47.6565244)"
1,A1,13,C3,2.033743511532387,13.872880507458841,"LINESTRING (-122.3350658 47.6646271,-122.3156187 47.6564993)"
1,A1,14,C4,2.9922522742716806,10.964865876119537,"LINESTRING (-122.3350658 47.6646271,-122.305361 47.6557214)"
1,A1,15,C5,4.063176676358705,1.7588865599551893,"LINESTRING (-122.3350658 47.6646271,-122.2936542 47.6569903)"
1,A1,16,D1,1.2518242033643137,12.459783743376958,"LINESTRING (-122.3350658 47.6646271,-122.3358364 47.6516764)"
1,A1,17,D2,1.5593931167295747,7.703420830368849,"LINESTRING (-122.3350658 47.6646271,-122.3254741 47.65162)"
1,A1,18,D3,2.2245242988477316,9.156682571113329,"LINESTRING (-122.3350658 47.6646271,-122.316378 47.6511262)"
1,A1,19,D4,3.1636723425598148,7.759296952350384,"LINESTRING (-122.3350658 47.6646271,-122.3047727 47.6520829)"
1,A1,20,D5,4.166083405008804,0.0,"LINESTRING (-122.3350658 47.6646271,-122.2938921 47.65163)"
1,A1,21,E1,1.6414983009840258,7.903061131633941,"LINESTRING (-122.3350658 47.6646271,-122.3357593 47.6476292)"
1,A1,22,E2,1.9859702645578226,3.0650725674366512,"LINESTRING (-122.3350658 47.6646271,-122.322512 47.6483168)"
1,A1,23,E3,2.2805339861543663,1.5439907959404957,"LINESTRING (-122.3350658 47.6646271,-122.3180197 47.6482552)"
1,A1,24,E4,3.2632008072278285,5.899940792549265,"LINESTRING (-122.3350658 47.6646271,-122.3052775 47.6486149)"
1,A1,25,E5,4.318962000654766,0.0,"LINESTRING (-122.3350658 47.6646271,-122.2938921 47.64707)"
1,A1,26,Gate1,2.0265403979599093,8.33856057512257,"LINESTRING (-122.3350658 47.6646271,-122.3465921 47.64707)"
1,A1,27,Gate2,1.6762112512904916,17.477671560225414,"LINESTRING (-122.3350658 47.6646271,-122.3465921 47.65163)"
1,A1,28,Gate3,1.3782933205248475,27.301645349856674,"LINESTRING (-122.3350658 47.6646271,-122.3465921 47.65619)"
1,A1,29,Gate4,1.1734099624249266,28.088669171352375,"LINESTRING (-122.3350658 47.6646271,-122.3465921 47.66075)"
1,A1,30,Gate5,1.114127257765058,37.76478144693817,"LINESTRING (-122.3350658 47.6646271,-122.3465921 47.66531)"
1,A1,31,Gate6,0.5151017383318066,30.963350754018172,"LINESTRING (-122.3350658 47.6646271,-122.3360521 47.6698736)"
1,A1,32,Gate7,1.0516874268017935,95.249646250829,"LINESTRING (-122.3350658 47.6646271,-122.3255121 47.6698736)"
1,A1,33,Gate8,2.0038362706051105,83.63763863566008,"LINESTRING (-122.3350658 47.6646271,-122.3149721 47.6698736)"
1,A1,34,Gate9,2.9988781015485646,44.04511181594279,"LINESTRING (-122.3350658 47.6646271,-122.3044321 47.6698736)"
1,A1,35,Gate10,4.004968994802695,12.897931594105783,"LINESTRING (-122.3350658 47.6646271,-122.2938921 47.6698736)"
1,A1,36,Gate11,4.990492754667164,11.37533662967858,"LINESTRING (-122.3350658 47.6646271,-122.28335 47.6653136)"
1,A1,37,Gate12,5.004030740451038,34.06738561321275,"LINESTRING (-122.3350658 47.6646271,-122.28335 47.6607536)"
1,A1,38,Gate13,5.055968701686744,0.0,"LINESTRING (-122.3350658 47.6646271,-122.28335 47.6561936)"
1,A1,39,Gate14,5.145143877245298,0.0,"LINESTRING (-122.3350658 47.6646271,-122.28335 47.6516336)"
1,A1,40,Gate15,5.269666181717394,0.0,"LINESTRING (-122.3350658 47.6646271,-122.28335 47.6470736)"
1,A1,41,Gate16,4.509924034991344,0.0,"LINESTRING (-122.3350658 47.6646271,-122.29389 47.64251)"
1,A1,42,Gate17,3.645887528539682,13.505711871294906,"LINESTRING (-122.3350658 47.6646271,-122.30443 47.64251)"
1,A1,43,Gate18,2.8834308822943666,7.451684123954055,"LINESTRING (-122.3350658 47.6646271,-122.31497 47.64251)"
1,A1,44,Gate19,2.324746899774378,64.1296701121712,"LINESTRING (-122.3350658 47.6646271,-122.32551 47.64251)"
1,A1,45,Gate20,2.1361927244286787,0.0,"LINESTRING (-122.3350658 47.6646271,-122.33605 47.64251)"
2,A2,1,A1,0.8411455313955746,6.77732069058387,"LINESTRING (-122.3263494 47.6647657,-122.3350658 47.6646271)"
2,A2,2,A2,0.0,0.0,"LINESTRING (-122.3263494 47.6647657,-122.3263494 47.6647657)"
2,A2,3,A3,1.0851813482433468,15.658333419892903,"LINESTRING (-122.3263494 47.6647657,-122.3151076 47.6650918)"
2,A2,4,A4,2.006553559498278,15.49166579690731,"LINESTRING (-122.3263494 47.6647657,-122.3055615 47.6653261)"
2,A2,5,A5,3.1975884829937673,12.22363477742382,"LINESTRING (-122.3263494 47.6647657,-122.2932116 47.6650579)"
2,A2,6,B1,0.892289246691273,18.349756932791234,"LINESTRING (-122.3263494 47.6647657,-122.3346165 47.6606219)"
2,A2,7,B2,0.3923529678946493,18.542330050515535,"LINESTRING (-122.3263494 47.6647657,-122.3265149 47.6607028)"
2,A2,8,B3,1.1067735814798978,27.519034537827977,"LINESTRING (-122.3263494 47.6647657,-122.315702 47.6604994)"
2,A2,9,B4,2.039494692153638,18.563166939393675,"LINESTRING (-122.3263494 47.6647657,-122.3054583 47.6615518)"
2,A2,10,B5,3.3807549832961326,22.01481489053149,"LINESTRING (-122.3263494 47.6647657,-122.2914973 47.6611674)"
2,A2,11,C1,1.2056085971991692,13.435089177705503,"LINESTRING (-122.3263494 47.6647657,-122.3352218 47.6559682)"
2,A2,12,C2,0.7955925424818924,16.698397424985135,"LINESTRING (-122.3263494 47.6647657,-122.3266089 47.6565244)"
2,A2,13,C3,1.3070109424539187,16.862668421543,"LINESTRING (-122.3263494 47.6647657,-122.3156187 47.6564993)"
2,A2,14,C4,2.2051961346027387,13.39047666115049,"LINESTRING (-122.3263494 47.6647657,-122.305361 47.6557214)"
2,A2,15,C5,3.2427438372604054,2.1533841351241962,"LINESTRING (-122.3263494 47.6647657,-122.2936542 47.6569903)"
2,A2,16,D1,1.5598343626916567,13.159670081894834,"LINESTRING (-122.3263494 47.6647657,-122.3358364 47.6516764)"
2,A2,17,D2,1.2712352157521085,8.829775356235176,"LINESTRING (-122.3263494 47.6647657,-122.3254741 47.65162)"
2,A2,18,D3,1.6302688514417711,10.921450984173699,"LINESTRING (-122.3263494 47.6647657,-122.316378 47.6511262)"
2,A2,19,D4,2.414963323152046,9.424563623019644,"LINESTRING (-122.3263494 47.6647657,-122.3047727 47.6520829)"
2,A2,20,D5,3.378560991753131,0.0,"LINESTRING (-122.3263494 47.6647657,-122.2938921 47.65163)"
2,A2,21,E1,1.8863919872941306,8.425666799480549,"LINESTRING (-122.3263494 47.6647657,-122.3357593 47.6476292)"
2,A2,22,E2,1.6297754623608725,3.5422850625111066,"LINESTRING (-122.3263494 47.6647657,-122.322512 47.6483168)"
2,A2,23,E3,1.784366252918233,1.8170995059580572,"LINESTRING (-122.3263494 47.6647657,-122.3180197 47.6482552)"
