name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
,734,215906731.0,,yes,,,"POLYGON ((-122.3383971 47.6606242, -122.3383968 47.6607055, -122.3381866 47.6607051, -122.3381867 47.6606741, -122.3381716 47.6606741, -122.3381717 47.6606442, -122.3381869 47.6606442, -122.338187 47.6606238, -122.3383971 47.6606242))",POINT (-122.338289 47.6606645),145.9,1570.9,6
,735,215906733.0,,yes,,,"POLYGON ((-122.3315609 47.660796, -122.3315612 47.6606984, -122.3316203 47.6606985, -122.3316203 47.6607096, -122.3318958 47.66071, -122.3318958 47.6607246, -122.3319323 47.6607247, -122.331932 47.6607966, -122.3315609 47.660796))",POINT (-122.3317407 47.6607526),270.0,2906.7,6
,736,215906735.0,,yes,,,"POLYGON ((-122.3375548 47.66071, -122.3375557 47.6606274, -122.3378001 47.6606287, -122.3377992 47.6607112, -122.3375548 47.66071))",POINT (-122.3376774 47.6606693),168.8,1817.3,6
,737,215906736.0,,yes,,,"POLYGON ((-122.3339468 47.6607052, -122.3339458 47.6606221, -122.3340677 47.6606215, -122.3340677 47.6606164, -122.33411 47.6606162, -122.3341101 47.6606242, -122.3341994 47.6606237, -122.3342 47.660672, -122.3341823 47.6606721, -122.3341827 47.660704, -122.3339468 47.6607052))",POINT (-122.334069 47.6606624),170.4,1834.4,6
,738,215906738.0,,yes,,,"POLYGON ((-122.3303845 47.6607204, -122.3303844 47.660715, -122.3303597 47.6607152, -122.3303591 47.6606754, -122.3303833 47.6606752, -122.3303829 47.6606442, -122.330402 47.660644, -122.3304019 47.660637, -122.330599 47.6606356, -122.3305991 47.6606413, -122.3306358 47.660641, -122.3306367 47.6606956, -122.330598 47.6606959, -122.3305984 47.6607189, -122.3303845 47.6607204))",POINT (-122.3304986 47.6606781),173.2,1864.4,7
,739,215906740.0,,yes,,,"POLYGON ((-122.3269085 47.6606183, -122.3270839 47.6606184, -122.3270838 47.6607101, -122.3269087 47.6607101, -122.3269087 47.6607061, -122.3268753 47.6607061, -122.3268754 47.6606299, -122.3268847 47.6606299, -122.3268847 47.660624, -122.3269085 47.660624, -122.3269085 47.6606183))",POINT (-122.3269814 47.6606645),157.2,1691.5,7
,740,215906741.0,,yes,,,"POLYGON ((-122.3309537 47.6607789, -122.330955 47.6606942, -122.3310426 47.6606948, -122.3310432 47.6606615, -122.3311465 47.6606623, -122.3311461 47.660689, -122.3311562 47.6606891, -122.3311554 47.6607387, -122.3311844 47.6607389, -122.3311838 47.6607806, -122.3309537 47.6607789))",POINT (-122.3310678 47.6607291),182.5,1964.2,6
,741,215906743.0,,yes,,,"POLYGON ((-122.3369559 47.6607751, -122.3369523 47.6607015, -122.3371688 47.6606968, -122.3371724 47.6607703, -122.3369559 47.6607751))",POINT (-122.3370623 47.6607359),132.6,1427.0,6
,742,215906745.0,,yes,,,"POLYGON ((-122.3297555 47.6607608, -122.329755 47.6606687, -122.3299517 47.6606683, -122.3299522 47.6607603, -122.3297555 47.6607608))",POINT (-122.3298536 47.6607145),151.2,1627.4,7
,743,215906746.0,,yes,,,"POLYGON ((-122.3381607 47.6607893, -122.3381613 47.660771, -122.3381137 47.6607702, -122.3381148 47.6607372, -122.3381602 47.6607379, -122.3381609 47.6607182, -122.3383788 47.6607217, -122.3383783 47.6607376, -122.3384013 47.6607379, -122.3383994 47.6607931, -122.3381607 47.6607893))",POINT (-122.3382664 47.660756),152.7,1643.5,6
,744,215906747.0,,yes,,,"POLYGON ((-122.3293725 47.6606659, -122.3293727 47.6607359, -122.3292477 47.660736, -122.3292476 47.6607083, -122.3292218 47.6607084, -122.3292218 47.6607016, -122.3292109 47.6607016, -122.3292108 47.6606661, -122.3293725 47.6606659))",POINT (-122.3292985 47.6606988),85.4,919.8,7
,745,215906749.0,,yes,,,"POLYGON ((-122.3378062 47.6607985, -122.3378067 47.6608763, -122.3375613 47.660877, -122.3375608 47.6607992, -122.3378062 47.6607985))",POINT (-122.3376838 47.6608378),159.6,1717.9,6
,746,215906750.0,,yes,,,"POLYGON ((-122.3292148 47.6608541, -122.3292138 47.6608186, -122.329226 47.6608184, -122.3292258 47.6608101, -122.3292521 47.6608098, -122.3292514 47.660786, -122.3293712 47.6607844, -122.3293732 47.660852, -122.3292148 47.6608541))",POINT (-122.3292995 47.6608213),80.5,866.4,7
,747,215906751.0,,yes,,,"POLYGON ((-122.3305644 47.6607262, -122.3305644 47.6607569, -122.3306244 47.6607569, -122.3306244 47.6608021, -122.33058 47.6608021, -122.33058 47.6608062, -122.3304139 47.6608063, -122.3304139 47.6608008, -122.3303684 47.6608009, -122.3303683 47.6607341, -122.3303961 47.6607341, -122.3303961 47.6607263, -122.3305644 47.6607262))",POINT (-122.3304881 47.6607683),150.3,1618.1,7
,748,215906753.0,,yes,,,"POLYGON ((-122.3266106 47.660699, -122.3263473 47.6606989, -122.3263474 47.6606215, -122.3265541 47.6606216, -122.3265541 47.6606305, -122.3265702 47.6606305, -122.3265702 47.6606586, -122.3266106 47.6606586, -122.3266106 47.660699))",POINT (-122.3264694 47.6606621),155.9,1678.3,7
,749,215906754.0,,yes,,,"POLYGON ((-122.3299443 47.6607897, -122.3299468 47.6608425, -122.3299165 47.6608431, -122.3299181 47.6608772, -122.329742 47.660881, -122.329741 47.6608588, -122.3297326 47.6608537, -122.3297307 47.6608138, -122.3297438 47.6608135, -122.3297429 47.6607941, -122.3299443 47.6607897))",POINT (-122.3298362 47.6608341),142.4,1532.6,7
,750,215906756.0,,yes,,,"POLYGON ((-122.3384032 47.6608002, -122.3384035 47.6608726, -122.3381695 47.6608732, -122.3381691 47.6608008, -122.3384032 47.6608002))",POINT (-122.3382863 47.6608367),141.7,1525.0,6
,751,215906757.0,,yes,,,"POLYGON ((-122.3305655 47.660843, -122.330562 47.6609234, -122.3303917 47.66092, -122.3303919 47.6609146, -122.3303696 47.6609141, -122.3303725 47.6608478, -122.3303923 47.6608482, -122.3303926 47.6608396, -122.3305655 47.660843))",POINT (-122.3304691 47.6608814),127.0,1366.9,7
,752,215906759.0,,yes,,,"POLYGON ((-122.3263694 47.6607289, -122.3265575 47.6607309, -122.3265574 47.6607352, -122.32661 47.6607358, -122.3266089 47.6607815, -122.3265583 47.6607809, -122.3265577 47.6608055, -122.3265348 47.6608052, -122.3265346 47.6608122, -122.3264854 47.6608117, -122.3264855 47.6608054, -122.3264262 47.6608048, -122.3264261 47.6608108, -122.3263674 47.6608102, -122.3263679 47.6607868, -122.3263495 47.6607866, -122.3263503 47.6607519, -122.3263688 47.6607521, -122.3263694 47.6607289))",POINT (-122.3264747 47.6607679),149.4,1608.4,7
,753,215906761.0,,yes,,,"POLYGON ((-122.3270885 47.66081, -122.3268715 47.6608092, -122.3268722 47.6607232, -122.3270513 47.6607238, -122.327051 47.660765, -122.3270889 47.6607652, -122.3270885 47.66081))",POINT (-122.3269722 47.6607686),142.3,1531.8,7
,754,215906762.0,,yes,,,"POLYGON ((-122.3291828 47.6609556, -122.3291819 47.6609149, -122.3292122 47.6609146, -122.3292114 47.6608776, -122.3292606 47.6608771, -122.3292605 47.6608721, -122.3294059 47.6608706, -122.3294078 47.6609533, -122.3291828 47.6609556))",POINT (-122.3293025 47.6609151),142.8,1537.5,7
,755,215906763.0,,yes,,,"POLYGON ((-122.3299435 47.6609024, -122.3299447 47.6609564, -122.3299299 47.6609565, -122.3299306 47.660988, -122.3297551 47.6609897, -122.3297533 47.6609042, -122.3299435 47.6609024))",POINT (-122.3298467 47.6609453),132.1,1421.7,7
,756,215906764.0,,yes,,,"POLYGON ((-122.3270522 47.6609086, -122.3268337 47.6609106, -122.326832 47.6608317, -122.3270505 47.6608296, -122.3270522 47.6609086))",POINT (-122.3269421 47.6608701),144.3,1553.7,7
,757,215906765.0,,apartments,,,"POLYGON ((-122.3381187 47.6610377, -122.3381187 47.6609903, -122.3382206 47.6609903, -122.3382206 47.6609959, -122.3382381 47.6609959, -122.3382381 47.6609932, -122.3384151 47.6609933, -122.3384151 47.6610153, -122.3384252 47.6610153, -122.3384252 47.6610416, -122.338397 47.6610416, -122.338397 47.6610549, -122.33833 47.6610548, -122.33833 47.6610415, -122.3383138 47.6610415, -122.3383138 47.6610378, -122.3381187 47.6610377))",POINT (-122.338276 47.6610179),125.7,1353.2,6
,758,215906766.0,,yes,,,"POLYGON ((-122.3264748 47.6609592, -122.3263465 47.6609585, -122.3263467 47.6609412, -122.3263214 47.6609411, -122.3263222 47.6608778, -122.3263444 47.6608779, -122.3263446 47.6608611, -122.3264739 47.6608618, -122.3264737 47.6608851, -122.3265145 47.6608853, -122.3265143 47.6609027, -122.326523 47.6609028, -122.3265226 47.6609341, -122.3265146 47.6609341, -122.3265143 47.6609542, -122.3264748 47.660954, -122.3264748 47.6609592))",POINT (-122.3264185 47.6609117),141.9,1527.8,7
,759,215906767.0,,yes,,,"POLYGON ((-122.3299698 47.6610356, -122.3299681 47.6611122, -122.3299415 47.6611119, -122.3299413 47.6611187, -122.3297931 47.6611172, -122.3297942 47.6610645, -122.3297747 47.6610643, -122.3297753 47.6610338, -122.3299698 47.6610356))",POINT (-122.3298767 47.6610749),124.6,1341.6,7
,760,215906769.0,,yes,,,"POLYGON ((-122.3315843 47.6611396, -122.3315842 47.6610886, -122.3316117 47.6610886, -122.3316116 47.6610589, -122.3317925 47.6610588, -122.3317927 47.6611394, -122.3315843 47.6611396))",POINT (-122.331693 47.6611005),133.8,1440.2,6
,761,215906770.0,,yes,,,"POLYGON ((-122.3270753 47.6610587, -122.3267279 47.6610542, -122.3267315 47.6609278, -122.3268304 47.6609291, -122.326829 47.6609772, -122.3269013 47.6609781, -122.3269011 47.6609827, -122.3270721 47.6609849, -122.3270719 47.660991, -122.3271001 47.6609913, -122.3270987 47.6610389, -122.3270758 47.6610386, -122.3270753 47.6610587))",POINT (-122.3268885 47.6610086),269.0,2895.3,7
,762,215906774.0,,yes,,,"POLYGON ((-122.3265322 47.6610946, -122.3263496 47.6610935, -122.32635 47.661066, -122.3263318 47.6610659, -122.3263322 47.6610341, -122.3263526 47.6610342, -122.326353 47.6610062, -122.3265339 47.6610073, -122.3265333 47.6610498, -122.3265456 47.6610499, -122.3265456 47.6610526, -122.3265612 47.6610527, -122.326561 47.6610663, -122.3265516 47.6610662, -122.3265514 47.6610776, -122.3265324 47.6610775, -122.3265322 47.6610946))",POINT (-122.3264424 47.6610509),142.7,1535.6,7
,763,216232933.0,,yes,,,"POLYGON ((-122.3248074 47.6603209, -122.3248255 47.6603211, -122.3248256 47.6603168, -122.3248475 47.6603171, -122.3248477 47.6603099, -122.3248906 47.6603104, -122.3248904 47.6603184, -122.3249174 47.6603187, -122.3249173 47.6603236, -122.3249298 47.6603238, -122.3249278 47.6604056, -122.3248937 47.6604052, -122.3248935 47.660415, -122.3248051 47.660414, -122.3248074 47.6603209))",POINT (-122.3248663 47.6603641),97.9,1053.7,7
,764,216232934.0,,yes,,,"POLYGON ((-122.3254932 47.6604002, -122.3252893 47.6604036, -122.3252864 47.6603265, -122.3253073 47.6603262, -122.3253061 47.6602942, -122.3253839 47.6602929, -122.3253844 47.6603061, -122.3254897 47.6603043, -122.3254932 47.6604002))",POINT (-122.325389 47.6603519),168.7,1815.4,7
,765,216232935.0,,yes,,,"POLYGON ((-122.3259865 47.6604182, -122.3257559 47.6604151, -122.3257574 47.6603652, -122.3257664 47.6603653, -122.3257677 47.6603235, -122.3259893 47.6603266, -122.3259865 47.6604182))",POINT (-122.3258746 47.6603713),173.9,1871.6,7
,766,216232936.0,,yes,,,"POLYGON ((-122.3242417 47.6603753, -122.3242418 47.6603641, -122.3242197 47.660364, -122.3242205 47.6602973, -122.3242476 47.6602974, -122.3242477 47.6602926, -122.3243549 47.6602932, -122.3243548 47.6602991, -122.3243811 47.6602992, -122.3243812 47.6602942, -122.3244498 47.6602946, -122.3244496 47.6603183, -122.3244887 47.6603185, -122.3244881 47.6603715, -122.324445 47.6603713, -122.3244449 47.6603764, -122.3242417 47.6603753))",POINT (-122.3243496 47.6603357),170.4,1834.7,7
,767,216232937.0,,yes,,,"POLYGON ((-122.3244449 47.6604047, -122.324445 47.6604256, -122.3244579 47.6604256, -122.324458 47.6604495, -122.3244465 47.6604495, -122.3244466 47.6604803, -122.3242444 47.6604805, -122.3242444 47.6604526, -122.3242196 47.6604527, -122.3242195 47.6604049, -122.3244449 47.6604047))",POINT (-122.3243389 47.6604416),139.2,1498.3,7
,768,216232938.0,,yes,,,"POLYGON ((-122.3255578 47.6605246, -122.3253345 47.660524, -122.3253346 47.6605096, -122.3253128 47.6605095, -122.3253131 47.6604601, -122.3253367 47.6604602, -122.3253368 47.6604433, -122.3255559 47.6604439, -122.3255558 47.6604538, -122.325578 47.6604539, -122.3255911 47.6604612, -122.325591 47.6604842, -122.3255781 47.6604919, -122.325558 47.6604919, -122.3255578 47.6605246))",POINT (-122.3254472 47.6604835),169.1,1820.2,7
,769,216232939.0,,yes,,,"POLYGON ((-122.3247625 47.6605553, -122.3247614 47.6605304, -122.3247468 47.6605307, -122.3247458 47.6605084, -122.3247643 47.6605081, -122.3247626 47.6604703, -122.324911 47.6604673, -122.3249125 47.6605014, -122.3249215 47.6605012, -122.3249238 47.6605521, -122.3247625 47.6605553))",POINT (-122.3248383 47.6605123),113.4,1220.4,7
,770,216232940.0,,yes,,,"POLYGON ((-122.3259924 47.6605579, -122.3258305 47.660556, -122.3258325 47.6604763, -122.3259851 47.660478, -122.325985 47.6604837, -122.3260401 47.6604844, -122.3260384 47.6605519, -122.3259925 47.6605514, -122.3259924 47.6605579))",POINT (-122.3259324 47.6605174),133.7,1439.0,7
,771,216232941.0,,yes,,,"POLYGON ((-122.3242307 47.6605855, -122.3242292 47.6605543, -122.324255 47.6605545, -122.324254 47.6605343, -122.3242497 47.6605344, -122.3242503 47.6605074, -122.324412 47.6605065, -122.324412 47.6605124, -122.3244273 47.660512, -122.3244291 47.6605403, -122.3244138 47.6605407, -122.324413 47.6605861, -122.3242307 47.6605855))",POINT (-122.324331 47.6605469),114.6,1233.5,7
,772,216232942.0,,yes,,,"POLYGON ((-122.324922 47.6605823, -122.3249237 47.6606205, -122.3249438 47.6606201, -122.3249453 47.6606607, -122.3249219 47.6606615, -122.3249221 47.6606649, -122.3247295 47.6606643, -122.3247266 47.6606083, -122.3247143 47.6606085, -122.3247137 47.6605843, -122.324922 47.6605823))",POINT (-122.3248294 47.6606242),142.6,1534.6,7
,773,216232943.0,,yes,,,"POLYGON ((-122.3243532 47.6606137, -122.3243533 47.6606169, -122.3244468 47.660616, -122.3244483 47.6606907, -122.3243567 47.6606915, -122.3243569 47.6606994, -122.3243247 47.6606997, -122.3243245 47.6606898, -122.3242432 47.6606906, -122.3242428 47.6606718, -122.3242253 47.660672, -122.3242242 47.6606149, -122.3243532 47.6606137))",POINT (-122.3243379 47.6606531),139.8,1504.6,7
,774,216232944.0,,yes,,,"POLYGON ((-122.3247072 47.6606837, -122.3249227 47.6606834, -122.3249229 47.6607378, -122.3249297 47.6607423, -122.3249298 47.6607677, -122.3247221 47.660768, -122.3247219 47.6607153, -122.3247073 47.6607153, -122.3247072 47.6606837))",POINT (-122.3248207 47.6607253),146.6,1578.1,7
,775,216232945.0,,yes,,,"POLYGON ((-122.3257823 47.6606167, -122.3260017 47.6606166, -122.3260018 47.660694, -122.3257826 47.6606941, -122.3257826 47.6606616, -122.3257669 47.6606616, -122.3257669 47.6606356, -122.3257823 47.6606355, -122.3257823 47.6606167))",POINT (-122.3258894 47.6606552),144.7,1557.9,7
,776,216232946.0,,yes,,,"POLYGON ((-122.3258335 47.6607488, -122.3260198 47.660748, -122.3260203 47.660795, -122.3260034 47.6607951, -122.3260037 47.6608185, -122.3259929 47.6608186, -122.325993 47.6608296, -122.3258343 47.6608303, -122.3258335 47.6607488))",POINT (-122.3259231 47.6607879),121.5,1307.7,7
,777,216232947.0,,yes,,,"POLYGON ((-122.324715 47.660871, -122.3247165 47.6608291, -122.3246955 47.6608287, -122.324697 47.6607893, -122.3247158 47.6607896, -122.324716 47.6607831, -122.3249199 47.6607866, -122.3249192 47.6608044, -122.3249429 47.6608048, -122.3249408 47.6608588, -122.3249238 47.6608585, -122.3249232 47.6608746, -122.324715 47.660871))",POINT (-122.3248205 47.6608283),167.0,1797.6,7
,778,216232948.0,,yes,,,"POLYGON ((-122.3253438 47.6607556, -122.3254801 47.6607578, -122.3254799 47.6607637, -122.3255056 47.6607641, -122.3255041 47.6608069, -122.3254727 47.6608064, -122.3254716 47.6608349, -122.3253402 47.6608327, -122.3253405 47.6608257, -122.3253129 47.6608253, -122.3253144 47.6607854, -122.3253428 47.6607859, -122.3253438 47.6607556))",POINT (-122.3254094 47.660795),105.1,1131.7,7
,779,216232949.0,,yes,,,"POLYGON ((-122.3242372 47.6609223, -122.3242376 47.6609066, -122.3242139 47.6609063, -122.3242149 47.6608594, -122.3242373 47.6608596, -122.3242377 47.6608448, -122.3244013 47.6608464, -122.3244006 47.6608784, -122.324431 47.6608787, -122.3244302 47.6609162, -122.3244008 47.6609159, -122.3244006 47.6609239, -122.3242372 47.6609223))",POINT (-122.3243196 47.6608852),124.3,1337.5,7
,780,216232950.0,,yes,,,"POLYGON ((-122.3249243 47.66097, -122.3246857 47.6609686, -122.3246866 47.6608956, -122.3247188 47.6608958, -122.3247189 47.6608885, -122.3249174 47.6608897, -122.3249172 47.6609018, -122.324944 47.660902, -122.3249433 47.6609563, -122.3249245 47.6609562, -122.3249243 47.66097))",POINT (-122.3248128 47.6609298),165.2,1778.5,7
,781,216232951.0,,yes,,,"POLYGON ((-122.3259941 47.660951, -122.3257887 47.6609501, -122.3257895 47.6608678, -122.3258558 47.6608681, -122.3258559 47.6608608, -122.3259403 47.6608612, -122.3259403 47.6608691, -122.3259947 47.6608693, -122.3259944 47.6608914, -122.3260146 47.6608915, -122.3260143 47.6609301, -122.3259943 47.66093, -122.3259941 47.660951))",POINT (-122.3258966 47.660908),152.8,1645.0,7
,782,216232952.0,,yes,,,"POLYGON ((-122.3255508 47.6609706, -122.325298 47.6609676, -122.3252995 47.6609109, -122.3253271 47.6609113, -122.325328 47.6608754, -122.3253854 47.6608761, -122.3253855 47.6608702, -122.3254822 47.6608714, -122.325482 47.6608783, -122.3255423 47.660879, -122.3255412 47.6609212, -122.3255521 47.6609213, -122.3255508 47.6609706))",POINT (-122.325428 47.6609235),187.5,2018.3,7
,783,216232953.0,,yes,,,"POLYGON ((-122.3242363 47.6610201, -122.3242365 47.6610006, -122.3242151 47.6610005, -122.3242155 47.6609602, -122.324236 47.6609603, -122.3242362 47.6609424, -122.324413 47.6609432, -122.3244128 47.6609611, -122.324433 47.6609612, -122.3244325 47.6610177, -122.3244148 47.6610177, -122.3244148 47.661021, -122.3242363 47.6610201))",POINT (-122.3243263 47.6609822),130.3,1402.8,7
,784,216232954.0,,yes,,,"POLYGON ((-122.3244371 47.6610379, -122.3244342 47.6611129, -122.324232 47.6611093, -122.3242328 47.661088, -122.32421 47.6610876, -122.3242121 47.661034, -122.3244371 47.6610379))",POINT (-122.3243262 47.6610727),137.4,1478.5,7
,785,216236469.0,,yes,,,"POLYGON ((-122.326729 47.6591813, -122.3265852 47.6591812, -122.3265854 47.6591051, -122.3266085 47.6591051, -122.3266086 47.6590711, -122.3267302 47.6590712, -122.3267301 47.6591283, -122.3267421 47.6591283, -122.326742 47.6591469, -122.3267291 47.6591469, -122.326729 47.6591813))",POINT (-122.3266618 47.6591282),127.9,1376.3,7
,786,216236470.0,,yes,,,"POLYGON ((-122.3265325 47.6590703, -122.326531 47.6591802, -122.3264462 47.6591797, -122.3264461 47.659189, -122.3264224 47.6591889, -122.3264226 47.65918, -122.3263874 47.6591797, -122.3263887 47.6590886, -122.3264354 47.6590889, -122.3264357 47.6590697, -122.3265325 47.6590703))",POINT (-122.3264624 47.6591284),126.3,1359.4,7
,787,216236471.0,,yes,,,"POLYGON ((-122.3260269 47.6590784, -122.3260239 47.6591936, -122.3258991 47.6591921, -122.3258996 47.6591742, -122.3259206 47.6591744, -122.325921 47.6591589, -122.3258935 47.6591586, -122.3258943 47.659132, -122.325904 47.6591321, -122.3259055 47.6590769, -122.3260269 47.6590784))",POINT (-122.3259642 47.659135),117.1,1260.1,7
,788,216236472.0,,yes,,,"POLYGON ((-122.3256808 47.6590778, -122.3258381 47.659075, -122.3258419 47.6591695, -122.3257792 47.6591707, -122.3257788 47.6591596, -122.3256841 47.6591613, -122.3256808 47.6590778))",POINT (-122.3257636 47.6591205),115.2,1239.7,7
,789,216236473.0,,yes,,,"POLYGON ((-122.3255332 47.6592078, -122.3255349 47.6590831, -122.3255505 47.6590832, -122.3255506 47.6590764, -122.3255854 47.6590767, -122.3255853 47.6590834, -122.3256503 47.6590838, -122.3256486 47.6592085, -122.3255332 47.6592078))",POINT (-122.3255914 47.6591447),121.6,1308.5,7
,790,216236474.0,,yes,,,"POLYGON ((-122.3254544 47.6590698, -122.325456 47.6591479, -122.3254435 47.659148, -122.3254437 47.6591588, -122.3253713 47.6591595, -122.3253712 47.6591542, -122.3253211 47.6591547, -122.3253204 47.6591216, -122.3253329 47.6591215, -122.3253318 47.6590687, -122.3253827 47.6590682, -122.3253825 47.6590586, -122.3254114 47.6590583, -122.3254117 47.6590702, -122.3254544 47.6590698))",POINT (-122.3253914 47.6591125),95.7,1030.2,7
