name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction
,559,680388955.0,,18,0,,unclassified,0,-122.31216270000002,47.6507003,,,,0.0,0.0
,560,680389132.0,,24,0,,unclassified,0,-122.3088233,47.648486,,,,0.0,0.0
,561,683045980.0,,1,0,,residential,0,-122.3325459,47.663171500000004,,,,0.0,0.0
,562,686161097.0,,19,0,,footway,0,-122.3019703,47.6515537,,,,0.0,0.0
,563,686161225.0,,19,0,,footway,0,-122.300036,47.6512941,,,,0.0,0.0
,564,770847124.0,,17,0,,residential,0,-122.32181010000001,47.649995600000004,,,,0.0,0.0
,565,770862373.0,,13,0,,unclassified,0,-122.3195781,47.6541656,,,,0.0,0.0
,566,799291203.0,traffic_signals,9,1,,primary,0,-122.3011591,47.6591658,,,,0.0,0.0
,567,799291217.0,,19,0,,secondary,0,-122.3058021,47.6496412,,,,0.0,0.0
,568,828165130.0,,24,0,,primary,0,-122.3046154,47.648030299999995,,,,0.0,0.0
,569,978142384.0,,13,0,,secondary,0,-122.31824750000001,47.655506700000004,,,,0.0,0.0
,570,978142385.0,,13,0,,secondary,0,-122.31813989999999,47.6556591,,,,0.0,0.0
,571,995560164.0,,14,0,,primary,0,-122.3022288,47.6558134,,,,0.0,0.0
,572,995560168.0,,14,0,,tertiary,0,-122.30215109999999,47.655648600000006,,,,0.0,0.0
,573,995560190.0,,19,0,,unclassified,0,-122.2992713,47.6494713,,,,0.0,0.0
