zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count,total_production,total_attraction
1,A1,-77.04964726536066,38.9031769565717,"POLYGON ((-77.0525 38.901799999999994,-77.0525 38.90698,-77.04732 38.90698,-77.04732 38.901799999999994,-77.0525 38.901799999999994))",POINT (-77.04964726536066 38.9031769565717),78,494.4233679403137,834.6117078583361
2,A2,-77.04481848694302,38.903025933223,"POLYGON ((-77.04732 38.901799999999994,-77.04732 38.90698,-77.04214 38.90698,-77.04214 38.901799999999994,-77.04732 38.901799999999994))",POINT (-77.04481848694302 38.903025933223),48,1020.5456447153473,1079.6458312267519
3,A3,-77.03950563065563,38.903014551982686,"POLYGON ((-77.04214 38.901799999999994,-77.04214 38.90698,-77.03696000000001 38.90698,-77.03696000000001 38.901799999999994,-77.04214 38.901799999999994))",POINT (-77.03950563065563 38.903014551982686),55,867.3301097026816,865.4399239808
4,A4,-77.03408256753195,38.90313398269277,"POLYGON ((-77.03696000000001 38.901799999999994,-77.03696000000001 38.90698,-77.03178000000001 38.90698,-77.03178000000001 38.901799999999994,-77.03696000000001 38.901799999999994))",POINT (-77.03408256753195 38.90313398269277),46,708.3662913273728,658.005323669728
5,A5,-77.02887334302049,38.90327910627713,"POLYGON ((-77.03178000000001 38.901799999999994,-77.03178000000001 38.90698,-77.02660000000002 38.90698,-77.02660000000002 38.901799999999994,-77.03178000000001 38.901799999999994))",POINT (-77.02887334302049 38.90327910627713),46,662.502915991264,662.502915991264
6,A6,-77.02403035417632,38.90358214486266,"POLYGON ((-77.02660000000002 38.901799999999994,-77.02660000000002 38.90698,-77.02142000000002 38.90698,-77.02142000000002 38.901799999999994,-77.02660000000002 38.901799999999994))",POINT (-77.02403035417632 38.90358214486266),38,507.2964558192832,453.8351159934848
7,A7,-77.0194421611934,38.90337841802252,"POLYGON ((-77.02142000000002 38.901799999999994,-77.02142000000002 38.90698,-77.01624000000002 38.90698,-77.01624000000002 38.901799999999994,-77.02142000000002 38.901799999999994))",POINT (-77.0194421611934 38.90337841802252),60,577.9013035165952,537.3307259106433
8,B1,-77.04908141132104,38.89842401026863,"POLYGON ((-77.0525 38.89661999999999,-77.0525 38.901799999999994,-77.04732 38.901799999999994,-77.04732 38.89661999999999,-77.0525 38.89661999999999))",POINT (-77.04908141132104 38.89842401026863),132,5054.393508232338,1499.353452629338
9,B2,-77.04516859886482,38.89911210540664,"POLYGON ((-77.04732 38.89661999999999,-77.04732 38.901799999999994,-77.04214 38.901799999999994,-77.04214 38.89661999999999,-77.04732 38.89661999999999))",POINT (-77.04516859886482 38.89911210540664),113,1568.9427576721412,1719.371322531859
10,B3,-77.03940493864057,38.899420458860554,"POLYGON ((-77.04214 38.89661999999999,-77.04214 38.901799999999994,-77.03696000000001 38.901799999999994,-77.03696000000001 38.89661999999999,-77.04214 38.89661999999999))",POINT (-77.03940493864057 38.899420458860554),89,1488.1872087864067,1278.2991903778625
11,B4,-77.0342747849715,38.89925428341561,"POLYGON ((-77.03696000000001 38.89661999999999,-77.03696000000001 38.901799999999994,-77.03178000000001 38.901799999999994,-77.03178000000001 38.89661999999999,-77.03696000000001 38.89661999999999))",POINT (-77.0342747849715 38.89925428341561),72,1661.6336317988862,849.4743108243581
12,B5,-77.02917228231787,38.899212813627436,"POLYGON ((-77.03178000000001 38.89661999999999,-77.03178000000001 38.901799999999994,-77.02660000000002 38.901799999999994,-77.02660000000002 38.89661999999999,-77.03178000000001 38.89661999999999))",POINT (-77.02917228231787 38.899212813627436),77,1641.9462136351676,1500.7752683179838
13,B6,-77.02396615537815,38.898982115049684,"POLYGON ((-77.02660000000002 38.89661999999999,-77.02660000000002 38.901799999999994,-77.02142000000002 38.901799999999994,-77.02142000000002 38.89661999999999,-77.02660000000002 38.89661999999999))",POINT (-77.02396615537815 38.898982115049684),114,2037.7146722660348,1585.265581959116
14,B7,-77.01969717981521,38.899712713218435,"POLYGON ((-77.02142000000002 38.89661999999999,-77.02142000000002 38.901799999999994,-77.01624000000002 38.901799999999994,-77.01624000000002 38.89661999999999,-77.02142000000002 38.89661999999999))",POINT (-77.01969717981521 38.899712713218435),94,917.8891763673278,1170.6528099744316
15,C1,-77.04957257315435,38.89485474335579,"POLYGON ((-77.0525 38.89143999999999,-77.0525 38.89661999999999,-77.04732 38.89661999999999,-77.04732 38.89143999999999,-77.0525 38.89143999999999))",POINT (-77.04957257315435 38.89485474335579),24,1131.3572283192705,338.18770571152646
16,C2,-77.04500053714085,38.89452280759986,"POLYGON ((-77.04732 38.89143999999999,-77.04732 38.89661999999999,-77.04214 38.89661999999999,-77.04214 38.89143999999999,-77.04732 38.89143999999999))",POINT (-77.04500053714085 38.89452280759986),22,797.0796745191999,618.2079069838976
17,C3,-77.03986976597389,38.89455783712475,"POLYGON ((-77.04214 38.89143999999999,-77.04214 38.89661999999999,-77.03696000000001 38.89661999999999,-77.03696000000001 38.89143999999999,-77.04214 38.89143999999999))",POINT (-77.03986976597389 38.89455783712475),36,303.03735977095675,986.249156731168
18,C4,-77.03403559073394,38.89442636869747,"POLYGON ((-77.03696000000001 38.89143999999999,-77.03696000000001 38.89661999999999,-77.03178000000001 38.89661999999999,-77.03178000000001 38.89143999999999,-77.03696000000001 38.89143999999999))",POINT (-77.03403559073394 38.89442636869747),22,700.8447183097919,230.84974363278727
19,C5,-77.02921716415744,38.894842618771015,"POLYGON ((-77.03178000000001 38.89143999999999,-77.03178000000001 38.89661999999999,-77.02660000000002 38.89661999999999,-77.02660000000002 38.89143999999999,-77.03178000000001 38.89143999999999))",POINT (-77.02921716415744 38.894842618771015),24,1424.4511782882878,1463.1156826406077
20,C6,-77.0235556156374,38.89464302987614,"POLYGON ((-77.02660000000002 38.89143999999999,-77.02660000000002 38.89661999999999,-77.02142000000002 38.89661999999999,-77.02142000000002 38.89143999999999,-77.02660000000002 38.89143999999999))",POINT (-77.0235556156374 38.89464302987614),56,1222.811791989203,1182.6054220555454
21,C7,-77.01982075259495,38.89433188528884,"POLYGON ((-77.02142000000002 38.89143999999999,-77.02142000000002 38.89661999999999,-77.01624000000002 38.89661999999999,-77.01624000000002 38.89143999999999,-77.02142000000002 38.89143999999999))",POINT (-77.01982075259495 38.89433188528884),32,791.6239327134078,714.6535882672061
22,D1,-77.04991,38.88884999999999,"POLYGON ((-77.0525 38.886259999999986,-77.0525 38.89143999999999,-77.04732 38.89143999999999,-77.04732 38.886259999999986,-77.0525 38.886259999999986))",POINT (-77.04991 38.88884999999999),0,0.0,0.0
23,D2,-77.04473,38.88884999999999,"POLYGON ((-77.04732 38.886259999999986,-77.04732 38.89143999999999,-77.04214 38.89143999999999,-77.04214 38.886259999999986,-77.04732 38.886259999999986))",POINT (-77.04473 38.88884999999999),0,0.0,0.0
24,D3,-77.03955,38.88884999999999,"POLYGON ((-77.04214 38.886259999999986,-77.04214 38.89143999999999,-77.03696000000001 38.89143999999999,-77.03696000000001 38.886259999999986,-77.04214 38.886259999999986))",POINT (-77.03955 38.88884999999999),0,0.0,0.0
25,D4,-77.03437000000001,38.88884999999999,"POLYGON ((-77.03696000000001 38.886259999999986,-77.03696000000001 38.89143999999999,-77.03178000000001 38.89143999999999,-77.03178000000001 38.886259999999986,-77.03696000000001 38.886259999999986))",POINT (-77.03437000000001 38.88884999999999),0,0.0,0.0
