o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
1,A1,1,A1,0.0,0.0,"LINESTRING (-77.0496473 38.903177,-77.0496473 38.903177)"
1,A1,2,A2,0.46615665225360686,9.684740005641327,"LINESTRING (-77.0496473 38.903177,-77.0448185 38.9030259)"
1,A1,3,A3,0.978691794947434,7.18162267033087,"LINESTRING (-77.0496473 38.903177,-77.0395056 38.9030146)"
1,A1,4,A4,1.501843417759286,5.076327830819116,"LINESTRING (-77.0496473 38.903177,-77.0340826 38.903134)"
1,A1,5,A5,2.004499999504503,4.776935742963616,"LINESTRING (-77.0496473 38.903177,-77.0288733 38.9032791)"
1,A1,6,A6,2.4720849407239873,3.0765289043565507,"LINESTRING (-77.0496473 38.903177,-77.0240304 38.9035821)"
1,A1,7,A7,2.9145553273729843,3.438257656911998,"LINESTRING (-77.0496473 38.903177,-77.0194422 38.9033784)"
1,A1,8,B1,0.46185046454207224,13.459264162798924,"LINESTRING (-77.0496473 38.903177,-77.0490814 38.898424)"
1,A1,9,B2,0.5835967633238831,15.133914333826427,"LINESTRING (-77.0496473 38.903177,-77.0451686 38.8991121)"
1,A1,10,B3,1.0526547426726205,10.496255695129053,"LINESTRING (-77.0496473 38.903177,-77.0394049 38.8994205)"
1,A1,11,B4,1.5308208229440161,6.527645908099635,"LINESTRING (-77.0496473 38.903177,-77.0342748 38.8992543)"
1,A1,12,B5,2.012318231448173,10.810003172716817,"LINESTRING (-77.0496473 38.903177,-77.0291723 38.8992128)"
1,A1,13,B6,2.510810165161151,10.692057634184701,"LINESTRING (-77.0496473 38.903177,-77.0239662 38.8989821)"
1,A1,14,B7,2.909151267515687,7.496001256808165,"LINESTRING (-77.0496473 38.903177,-77.0196972 38.8997127)"
1,A1,15,C1,0.803042694341108,2.8790186710464853,"LINESTRING (-77.0496473 38.903177,-77.0495726 38.8948547)"
1,A1,16,C2,0.9477969511015901,5.152869847029191,"LINESTRING (-77.0496473 38.903177,-77.0450005 38.8945228)"
1,A1,17,C3,1.2576638308792316,7.868496203896369,"LINESTRING (-77.0496473 38.903177,-77.0398698 38.8945578)"
1,A1,18,C4,1.7268668755437684,1.7274942620408344,"LINESTRING (-77.0496473 38.903177,-77.0340356 38.8944264)"
1,A1,19,C5,2.1290212317505905,10.376839255635668,"LINESTRING (-77.0496473 38.903177,-77.0292172 38.8948426)"
1,A1,20,C6,2.6488255297591565,7.833607389759551,"LINESTRING (-77.0496473 38.903177,-77.0235556 38.894643)"
1,A1,21,C7,3.0018411958389657,4.521404457427045,"LINESTRING (-77.0496473 38.903177,-77.0198208 38.8943319)"
1,A1,22,D1,1.3826404719292715,0.0,"LINESTRING (-77.0496473 38.903177,-77.04991 38.88885)"
1,A1,23,D2,1.4615645247604576,0.0,"LINESTRING (-77.0496473 38.903177,-77.04473 38.88885)"
1,A1,24,D3,1.69123727240189,0.0,"LINESTRING (-77.0496473 38.903177,-77.03955 38.88885)"
1,A1,25,D4,2.0208989656056944,0.0,"LINESTRING (-77.0496473 38.903177,-77.03437 38.88885)"
1,A1,26,D5,2.217908089304396,1.426524118287759,"LINESTRING (-77.0496473 38.903177,-77.0300042 38.8912396)"
1,A1,27,D6,2.628495698651902,1.9626068079981263,"LINESTRING (-77.0496473 38.903177,-77.0251328 38.8912976)"
1,A1,28,D7,3.0917042291971364,1.318291537757652,"LINESTRING (-77.0496473 38.903177,-77.0198852 38.8913071)"
1,A1,29,Gate1,0.8222456358047864,152.80167860929447,"LINESTRING (-77.0496473 38.903177,-77.05509 38.89662)"
1,A1,30,Gate2,1.5979683269223648,53.302134641112204,"LINESTRING (-77.0496473 38.903177,-77.03437 38.90957)"
1,A1,31,Gate3,3.5305278204574386,53.18262277130848,"LINESTRING (-77.0496473 38.903177,-77.01365 38.89662)"
1,A1,32,Gate4,2.3907647852263083,82.22022439313263,"LINESTRING (-77.0496473 38.903177,-77.03437 38.88367)"
2,A2,1,A1,0.46615665225360686,15.251608272191598,"LINESTRING (-77.0448185 38.9030259,-77.0496473 38.903177)"
