o_zone_id,d_zone_id,accessibility (km),geometry
0,18,2.336045735031778,"LINESTRING (-76.95614896113524 38.979556977077486,-76.93814701133961 38.99574541006349)"
0,19,2.886800242162361,"LINESTRING (-76.95614896113524 38.979556977077486,-76.93146902382163 38.996468367367)"
0,20,2.2746751938005128,"LINESTRING (-76.95614896113524 38.979556977077486,-76.95632289196739 39.003130542025964)"
0,21,2.266378374630353,"LINESTRING (-76.95614896113524 38.979556977077486,-76.9493981599047 39.00205415855821)"
0,22,2.471176976411986,"LINESTRING (-76.95614896113524 38.979556977077486,-76.9437501126586 39.00196627858609)"
0,23,2.7319283484753445,"LINESTRING (-76.95614896113524 38.979556977077486,-76.9376205466815 39.000965571665056)"
0,24,3.283572310008717,"LINESTRING (-76.95614896113524 38.979556977077486,-76.93123840128628 39.0027413970488)"
1,0,0.5582769421562637,"LINESTRING (-76.9503705959991 38.979262715910416,-76.95614896113524 38.979556977077486)"
1,1,0.0,"LINESTRING (-76.9503705959991 38.979262715910416,-76.9503705959991 38.979262715910416)"
1,2,0.7092057603684062,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94306724620641 38.98008989839545)"
1,3,1.2437327398896523,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93748964696455 38.97973917233188)"
1,4,1.7553231827854674,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93217898394533 38.97918868236121)"
1,5,0.7956146555698299,"LINESTRING (-76.9503705959991 38.979262715910416,-76.95654038918376 38.98473290872155)"
1,6,0.5895318470111025,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94918515736619 38.98525638276749)"
1,7,0.837650956466179,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94391753002535 38.985069739862865)"
1,8,1.3398370615139106,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93782936830148 38.98522358509069)"
1,9,1.7515811909726207,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93281099835939 38.98386611360585)"
1,10,1.3073746090308849,"LINESTRING (-76.9503705959991 38.979262715910416,-76.95679046211451 38.9911945889552)"
1,11,1.1857261182492007,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94939878151207 38.991512819518306)"
1,12,1.3038729517365995,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94348046644811 38.99088718523098)"
1,13,1.6017920105255337,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93804582130882 38.99038386195248)"
1,14,2.0964723215927004,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93229361007478 38.99131678004122)"
1,15,1.755844295057529,"LINESTRING (-76.9503705959991 38.979262715910416,-76.9564057308593 38.99642994930704)"
1,16,1.7516106576392938,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94883356408197 38.997350815863484)"
1,17,1.7867030286825805,"LINESTRING (-76.9503705959991 38.979262715910416,-76.94314368324747 38.99631118029311)"
1,18,1.9800331738771562,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93814701133961 38.99574541006349)"
1,19,2.466266039699663,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93146902382163 38.996468367367)"
1,20,2.3735421136310695,"LINESTRING (-76.9503705959991 38.979262715910416,-76.95632289196739 39.003130542025964)"
1,21,2.201147107714856,"LINESTRING (-76.9503705959991 38.979262715910416,-76.9493981599047 39.00205415855821)"
1,22,2.2819070182074324,"LINESTRING (-76.9503705959991 38.979262715910416,-76.9437501126586 39.00196627858609)"
1,23,2.428746846936326,"LINESTRING (-76.9503705959991 38.979262715910416,-76.9376205466815 39.000965571665056)"
1,24,2.922371879697849,"LINESTRING (-76.9503705959991 38.979262715910416,-76.93123840128628 39.0027413970488)"
2,0,1.2633016422890635,"LINESTRING (-76.94306724620641 38.98008989839545,-76.95614896113524 38.979556977077486)"
2,1,0.7092057603684062,"LINESTRING (-76.94306724620641 38.98008989839545,-76.9503705959991 38.979262715910416)"
2,2,0.0,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94306724620641 38.98008989839545)"
2,3,0.5392454998195111,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93748964696455 38.97973917233188)"
2,4,1.0542010320295916,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93217898394533 38.97918868236121)"
2,5,1.3750523318528818,"LINESTRING (-76.94306724620641 38.98008989839545,-76.95654038918376 38.98473290872155)"
2,6,0.7726517573159387,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94918515736619 38.98525638276749)"
2,7,0.48745888151680605,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94391753002535 38.985069739862865)"
2,8,0.7076744214317384,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93782936830148 38.98522358509069)"
2,9,1.0545717887323722,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93281099835939 38.98386611360585)"
2,10,1.7033718537289795,"LINESTRING (-76.94306724620641 38.98008989839545,-76.95679046211451 38.9911945889552)"
2,11,1.2601884586180183,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94939878151207 38.991512819518306)"
2,12,1.0425928859769227,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94348046644811 38.99088718523098)"
2,13,1.105138659325999,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93804582130882 38.99038386195248)"
2,14,1.5013859719455682,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93229361007478 38.99131678004122)"
2,15,2.035258509744197,"LINESTRING (-76.94306724620641 38.98008989839545,-76.9564057308593 38.99642994930704)"
2,16,1.7559846417279619,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94883356408197 38.997350815863484)"
2,17,1.565208867212018,"LINESTRING (-76.94306724620641 38.98008989839545,-76.94314368324747 38.99631118029311)"
2,18,1.5834469297435831,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93814701133961 38.99574541006349)"
2,19,1.9364776361411045,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93146902382163 38.996468367367)"
2,20,2.564862113926859,"LINESTRING (-76.94306724620641 38.98008989839545,-76.95632289196739 39.003130542025964)"
2,21,2.2056128036715985,"LINESTRING (-76.94306724620641 38.98008989839545,-76.9493981599047 39.00205415855821)"
2,22,2.1118800418579475,"LINESTRING (-76.94306724620641 38.98008989839545,-76.9437501126586 39.00196627858609)"
2,23,2.0817262329982147,"LINESTRING (-76.94306724620641 38.98008989839545,-76.9376205466815 39.000965571665056)"
2,24,2.465714989260916,"LINESTRING (-76.94306724620641 38.98008989839545,-76.93123840128628 39.0027413970488)"
3,0,1.8005230506326615,"LINESTRING (-76.93748964696455 38.97973917233188,-76.95614896113524 38.979556977077486)"
3,1,1.2437327398896523,"LINESTRING (-76.93748964696455 38.97973917233188,-76.9503705959991 38.979262715910416)"
3,2,0.5392454998195111,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94306724620641 38.98008989839545)"
3,3,0.0,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93748964696455 38.97973917233188)"
3,4,0.5151714948581464,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93217898394533 38.97918868236121)"
3,5,1.900309694019983,"LINESTRING (-76.93748964696455 38.97973917233188,-76.95654038918376 38.98473290872155)"
3,6,1.2477637266748316,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94918515736619 38.98525638276749)"
3,7,0.8057500323225937,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94391753002535 38.985069739862865)"
3,8,0.5302052530203817,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93782936830148 38.98522358509069)"
3,9,0.6019723127095536,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93281099835939 38.98386611360585)"
3,10,2.165653587243868,"LINESTRING (-76.93748964696455 38.97973917233188,-76.95679046211451 38.9911945889552)"
3,11,1.6158726413854514,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94939878151207 38.991512819518306)"
3,12,1.2211537048877505,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94348046644811 38.99088718523098)"
3,13,1.0285071239996164,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93804582130882 38.99038386195248)"
3,14,1.224472165222794,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93229361007478 38.99131678004122)"
3,15,2.434150814493491,"LINESTRING (-76.93748964696455 38.97973917233188,-76.9564057308593 38.99642994930704)"
3,16,2.0213548292756767,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94883356408197 38.997350815863484)"
3,17,1.6895384511495117,"LINESTRING (-76.93748964696455 38.97973917233188,-76.94314368324747 38.99631118029311)"
3,18,1.5457438228980993,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93814701133961 38.99574541006349)"
3,19,1.7155527720181774,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93146902382163 38.996468367367)"
3,20,2.89766923299116,"LINESTRING (-76.93748964696455 38.97973917233188,-76.95632289196739 39.003130542025964)"
3,21,2.440589172199619,"LINESTRING (-76.93748964696455 38.97973917233188,-76.9493981599047 39.00205415855821)"
3,22,2.2281412700806067,"LINESTRING (-76.93748964696455 38.97973917233188,-76.9437501126586 39.00196627858609)"
3,23,2.0481742164389063,"LINESTRING (-76.93748964696455 38.97973917233188,-76.9376205466815 39.000965571665056)"
3,24,2.299987289780575,"LINESTRING (-76.93748964696455 38.97973917233188,-76.93123840128628 39.0027413970488)"
4,0,2.3131360911274994,"LINESTRING (-76.93217898394533 38.97918868236121,-76.95614896113524 38.979556977077486)"
4,1,1.7553231827854674,"LINESTRING (-76.93217898394533 38.97918868236121,-76.9503705959991 38.979262715910416)"
4,2,1.0542010320295916,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94306724620641 38.98008989839545)"
4,3,0.5151714948581464,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93748964696455 38.97973917233188)"
4,4,0.0,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93217898394533 38.97918868236121)"
4,5,2.410737549025571,"LINESTRING (-76.93217898394533 38.97918868236121,-76.95654038918376 38.98473290872155)"
4,6,1.742244245506535,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94918515736619 38.98525638276749)"
4,7,1.26685270851205,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94391753002535 38.985069739862865)"
4,8,0.7977038698787345,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93782936830148 38.98522358509069)"
4,9,0.4554267209655361,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93281099835939 38.98386611360585)"
4,10,2.642252552540643,"LINESTRING (-76.93217898394533 38.97918868236121,-76.95679046211451 38.9911945889552)"
4,11,2.043233073383866,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94939878151207 38.991512819518306)"
4,12,1.5694936459153455,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94348046644811 38.99088718523098)"
4,13,1.2195657601864667,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93804582130882 38.99038386195248)"
4,14,1.170292410893149,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93229361007478 38.99131678004122)"
4,15,2.869172865094131,"LINESTRING (-76.93217898394533 38.97918868236121,-76.9564057308593 38.99642994930704)"
4,16,2.3777260973577814,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94883356408197 38.997350815863484)"
4,17,1.9618687117786031,"LINESTRING (-76.93217898394533 38.97918868236121,-76.94314368324747 38.99631118029311)"
4,18,1.6981762564778162,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93814701133961 38.99574541006349)"
4,19,1.6687235053932963,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93146902382163 38.996468367367)"
4,20,3.280859981894188,"LINESTRING (-76.93217898394533 38.97918868236121,-76.95632289196739 39.003130542025964)"
4,21,2.761924107648803,"LINESTRING (-76.93217898394533 38.97918868236121,-76.9493981599047 39.00205415855821)"
4,22,2.4651446589856016,"LINESTRING (-76.93217898394533 38.97918868236121,-76.9437501126586 39.00196627858609)"
4,23,2.1658588098342593,"LINESTRING (-76.93217898394533 38.97918868236121,-76.9376205466815 39.000965571665056)"
4,24,2.274412914697082,"LINESTRING (-76.93217898394533 38.97918868236121,-76.93123840128628 39.0027413970488)"
5,0,0.5008517379954796,"LINESTRING (-76.95654038918376 38.98473290872155,-76.95614896113524 38.979556977077486)"
5,1,0.7956146555698299,"LINESTRING (-76.95654038918376 38.98473290872155,-76.9503705959991 38.979262715910416)"
5,2,1.3750523318528818,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94306724620641 38.98008989839545)"
5,3,1.900309694019983,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93748964696455 38.97973917233188)"
5,4,2.410737549025571,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93217898394533 38.97918868236121)"
5,5,0.0,"LINESTRING (-76.95654038918376 38.98473290872155,-76.95654038918376 38.98473290872155)"
5,6,0.711501454038626,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94918515736619 38.98525638276749)"
5,7,1.2184132327592276,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94391753002535 38.985069739862865)"
5,8,1.8060470888120612,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93782936830148 38.98522358509069)"
5,9,2.291175972667578,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93281099835939 38.98386611360585)"
5,10,0.62395426861293,"LINESTRING (-76.95654038918376 38.98473290872155,-76.95679046211451 38.9911945889552)"
5,11,0.9501680996652739,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94939878151207 38.991512819518306)"
5,12,1.3930586523568957,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94348046644811 38.99088718523098)"
5,13,1.865983667814736,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93804582130882 38.99038386195248)"
5,14,2.4242882722397563,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93229361007478 38.99131678004122)"
5,15,1.128722233477739,"LINESTRING (-76.95654038918376 38.98473290872155,-76.9564057308593 38.99642994930704)"
5,16,1.4266389408748488,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94883356408197 38.997350815863484)"
5,17,1.708521874277255,"LINESTRING (-76.95654038918376 38.98473290872155,-76.94314368324747 38.99631118029311)"
5,18,2.068560924847543,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93814701133961 38.99574541006349)"
5,19,2.671038317997937,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93146902382163 38.996468367367)"
5,20,1.7753116834919056,"LINESTRING (-76.95654038918376 38.98473290872155,-76.95632289196739 39.003130542025964)"
5,21,1.8078351953754574,"LINESTRING (-76.95654038918376 38.98473290872155,-76.9493981599047 39.00205415855821)"
5,22,2.0707846800850804,"LINESTRING (-76.95654038918376 38.98473290872155,-76.9437501126586 39.00196627858609)"
5,23,2.4054083940232047,"LINESTRING (-76.95654038918376 38.98473290872155,-76.9376205466815 39.000965571665056)"
5,24,2.9966262298247135,"LINESTRING (-76.95654038918376 38.98473290872155,-76.93123840128628 39.0027413970488)"
6,0,0.8682909239969809,"LINESTRING (-76.94918515736619 38.98525638276749,-76.95614896113524 38.979556977077486)"
6,1,0.5895318470111025,"LINESTRING (-76.94918515736619 38.98525638276749,-76.9503705959991 38.979262715910416)"
6,2,0.7726517573159387,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94306724620641 38.98008989839545)"
6,3,1.2477637266748316,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93748964696455 38.97973917233188)"
6,4,1.742244245506535,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93217898394533 38.97918868236121)"
6,5,0.711501454038626,"LINESTRING (-76.94918515736619 38.98525638276749,-76.95654038918376 38.98473290872155)"
6,6,0.0,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94918515736619 38.98525638276749)"
6,7,0.5085923131369382,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94391753002535 38.985069739862865)"
6,8,1.0957246568963792,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93782936830148 38.98522358509069)"
6,9,1.5856273408877732,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93281099835939 38.98386611360585)"
6,10,0.93103077021264,"LINESTRING (-76.94918515736619 38.98525638276749,-76.95679046211451 38.9911945889552)"
6,11,0.6040353849778113,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94939878151207 38.991512819518306)"
6,12,0.7734227852423622,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94348046644811 38.99088718523098)"
6,13,1.1832359461733801,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93804582130882 38.99038386195248)"
6,14,1.7315930577275274,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93229361007478 38.99131678004122)"
6,15,1.2836625428740378,"LINESTRING (-76.94918515736619 38.98525638276749,-76.9564057308593 38.99642994930704)"
6,16,1.1674848599787,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94883356408197 38.997350815863484)"
6,17,1.2155747159639565,"LINESTRING (-76.94918515736619 38.98525638276749,-76.94314368324747 38.99631118029311)"
6,18,1.4692495303366115,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93814701133961 38.99574541006349)"
6,19,2.0230020464642955,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93146902382163 38.996468367367)"
6,20,1.8571074742816214,"LINESTRING (-76.94918515736619 38.98525638276749,-76.95632289196739 39.003130542025964)"
6,21,1.6209476885118994,"LINESTRING (-76.94918515736619 38.98525638276749,-76.9493981599047 39.00205415855821)"
6,22,1.6954814948631494,"LINESTRING (-76.94918515736619 38.98525638276749,-76.9437501126586 39.00196627858609)"
6,23,1.8822200105840996,"LINESTRING (-76.94918515736619 38.98525638276749,-76.9376205466815 39.000965571665056)"
6,24,2.4176700804038687,"LINESTRING (-76.94918515736619 38.98525638276749,-76.93123840128628 39.0027413970488)"
7,0,1.2945436589723902,"LINESTRING (-76.94391753002535 38.985069739862865,-76.95614896113524 38.979556977077486)"
7,1,0.837650956466179,"LINESTRING (-76.94391753002535 38.985069739862865,-76.9503705959991 38.979262715910416)"
7,2,0.48745888151680605,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94306724620641 38.98008989839545)"
7,3,0.8057500323225937,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93748964696455 38.97973917233188)"
7,4,1.26685270851205,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93217898394533 38.97918868236121)"
7,5,1.2184132327592276,"LINESTRING (-76.94391753002535 38.985069739862865,-76.95654038918376 38.98473290872155)"
7,6,0.5085923131369382,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94918515736619 38.98525638276749)"
7,7,0.0,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94391753002535 38.985069739862865)"
7,8,0.5876342521977657,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93782936830148 38.98522358509069)"
7,9,1.077943863180329,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93281099835939 38.98386611360585)"
7,10,1.375536467761317,"LINESTRING (-76.94391753002535 38.985069739862865,-76.95679046211451 38.9911945889552)"
7,11,0.8162243792063385,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94939878151207 38.991512819518306)"
7,12,0.5629072715165285,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94348046644811 38.99088718523098)"
7,13,0.7641426652139913,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93804582130882 38.99038386195248)"
7,14,1.2733062061689968,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93229361007478 38.99131678004122)"
7,15,1.628965883774912,"LINESTRING (-76.94391753002535 38.985069739862865,-76.9564057308593 38.99642994930704)"
7,16,1.2764143410264783,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94883356408197 38.997350815863484)"
7,17,1.0872535920907216,"LINESTRING (-76.94391753002535 38.985069739862865,-76.94314368324747 38.99631118029311)"
7,18,1.1709482722161353,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93814701133961 38.99574541006349)"
7,19,1.6286357728395235,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93146902382163 38.996468367367)"
7,20,2.1141784272588118,"LINESTRING (-76.94391753002535 38.985069739862865,-76.95632289196739 39.003130542025964)"
7,21,1.7220364129400394,"LINESTRING (-76.94391753002535 38.985069739862865,-76.9493981599047 39.00205415855821)"
7,22,1.6304270499481404,"LINESTRING (-76.94391753002535 38.985069739862865,-76.9437501126586 39.00196627858609)"
7,23,1.6497517755596698,"LINESTRING (-76.94391753002535 38.985069739862865,-76.9376205466815 39.000965571665056)"
7,24,2.0986248335088766,"LINESTRING (-76.94391753002535 38.985069739862865,-76.93123840128628 39.0027413970488)"
8,0,1.8502896032541662,"LINESTRING (-76.93782936830148 38.98522358509069,-76.95614896113524 38.979556977077486)"
8,1,1.3398370615139106,"LINESTRING (-76.93782936830148 38.98522358509069,-76.9503705959991 38.979262715910416)"
8,2,0.7076744214317384,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94306724620641 38.98008989839545)"
8,3,0.5302052530203817,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93748964696455 38.97973917233188)"
8,4,0.7977038698787345,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93217898394533 38.97918868236121)"
8,5,1.8060470888120612,"LINESTRING (-76.93782936830148 38.98522358509069,-76.95654038918376 38.98473290872155)"
8,6,1.0957246568963792,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94918515736619 38.98525638276749)"
8,7,0.5876342521977657,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94391753002535 38.985069739862865)"
8,8,0.0,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93782936830148 38.98522358509069)"
8,9,0.5016251987368181,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93281099835939 38.98386611360585)"
8,10,1.918127925044457,"LINESTRING (-76.93782936830148 38.98522358509069,-76.95679046211451 38.9911945889552)"
8,11,1.2706153737993693,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94939878151207 38.991512819518306)"
8,12,0.7719880032288453,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94348046644811 38.99088718523098)"
8,13,0.4983529546111104,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93804582130882 38.99038386195248)"
8,14,0.794339787460827,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93229361007478 38.99131678004122)"
8,15,2.0933301351812053,"LINESTRING (-76.93782936830148 38.98522358509069,-76.9564057308593 38.99642994930704)"
8,16,1.5800868752723085,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94883356408197 38.997350815863484)"
8,17,1.1863825556919185,"LINESTRING (-76.93782936830148 38.98522358509069,-76.94314368324747 38.99631118029311)"
8,18,1.0157134227933036,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93814701133961 38.99574541006349)"
8,19,1.2465488926263186,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93146902382163 38.996468367367)"
8,20,2.4838811145881294,"LINESTRING (-76.93782936830148 38.98522358509069,-76.95632289196739 39.003130542025964)"
8,21,1.9706299477938947,"LINESTRING (-76.93782936830148 38.98522358509069,-76.9493981599047 39.00205415855821)"
8,22,1.7135412378076034,"LINESTRING (-76.93782936830148 38.98522358509069,-76.9437501126586 39.00196627858609)"
8,23,1.519077920906195,"LINESTRING (-76.93782936830148 38.98522358509069,-76.9376205466815 39.000965571665056)"
8,24,1.8059736692637838,"LINESTRING (-76.93782936830148 38.98522358509069,-76.93123840128628 39.0027413970488)"
9,0,2.289944062169767,"LINESTRING (-76.93281099835939 38.98386611360585,-76.95614896113524 38.979556977077486)"
9,1,1.7515811909726207,"LINESTRING (-76.93281099835939 38.98386611360585,-76.9503705959991 38.979262715910416)"
9,2,1.0545717887323722,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94306724620641 38.98008989839545)"
9,3,0.6019723127095536,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93748964696455 38.97973917233188)"
9,4,0.4554267209655361,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93217898394533 38.97918868236121)"
9,5,2.291175972667578,"LINESTRING (-76.93281099835939 38.98386611360585,-76.95654038918376 38.98473290872155)"
9,6,1.5856273408877732,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94918515736619 38.98525638276749)"
9,7,1.077943863180329,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94391753002535 38.985069739862865)"
9,8,0.5016251987368181,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93782936830148 38.98522358509069)"
9,9,0.0,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93281099835939 38.98386611360585)"
9,10,2.4194205777913083,"LINESTRING (-76.93281099835939 38.98386611360585,-76.95679046211451 38.9911945889552)"
9,11,1.7624332639750526,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94939878151207 38.991512819518306)"
9,12,1.2324043217242044,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94348046644811 38.99088718523098)"
9,13,0.8066264761296307,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93804582130882 38.99038386195248)"
9,14,0.720646086113235,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93229361007478 38.99131678004122)"
9,15,2.579301277282349,"LINESTRING (-76.93281099835939 38.98386611360585,-76.9564057308593 38.99642994930704)"
9,16,2.020676171251572,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94883356408197 38.997350815863484)"
9,17,1.5607658274252951,"LINESTRING (-76.93281099835939 38.98386611360585,-76.94314368324747 38.99631118029311)"
9,18,1.2565603362022866,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93814701133961 38.99574541006349)"
9,19,1.2228663700583315,"LINESTRING (-76.93281099835939 38.98386611360585,-76.93146902382163 38.996468367367)"
9,20,2.932926749184652,"LINESTRING (-76.93281099835939 38.98386611360585,-76.95632289196739 39.003130542025964)"
