name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
Diamondback Drive,0,6084577,0,6682,,21.041742619232423,1,20,,residential,6,"LINESTRING (-76.93398430000001 38.9875604, -76.934072 38.987445, -76.9341052 38.9873962)",bike;auto;walk,1
Diamondback Drive,1,6084577,6682,0,,21.041742619232423,1,20,,residential,6,"LINESTRING (-76.9341052 38.9873962, -76.934072 38.987445, -76.93398430000001 38.9875604)",bike;auto;walk,1
Diamondback Drive,2,6084577,6682,6701,,27.03271943803413,1,20,,residential,6,"LINESTRING (-76.9341052 38.9873962, -76.9341524 38.9873267, -76.9341917 38.9872846, -76.934209 38.987254, -76.9342556 38.9871837)",bike;auto;walk,1
Diamondback Drive,3,6084577,6701,6682,,27.03271943803413,1,20,,residential,6,"LINESTRING (-76.9342556 38.9871837, -76.934209 38.987254, -76.9341917 38.9872846, -76.9341524 38.9873267, -76.9341052 38.9873962)",bike;auto;walk,1
Diamondback Drive,4,6084577,6701,6705,,8.882594559952292,1,20,,residential,6,"LINESTRING (-76.9342556 38.9871837, -76.9343027 38.9871127)",bike;auto;walk,1
Diamondback Drive,5,6084577,6705,6701,,8.882594559952292,1,20,,residential,6,"LINESTRING (-76.9343027 38.9871127, -76.9342556 38.9871837)",bike;auto;walk,1
Diamondback Drive,6,6084577,6705,7476,,8.089646415430414,1,20,,residential,6,"LINESTRING (-76.9343027 38.9871127, -76.93434550000001 38.987048)",bike;auto;walk,1
Diamondback Drive,7,6084577,7476,6705,,8.089646415430414,1,20,,residential,6,"LINESTRING (-76.93434550000001 38.987048, -76.9343027 38.9871127)",bike;auto;walk,1
Diamondback Drive,8,6084577,7476,6707,,91.2230980049726,1,20,,residential,6,"LINESTRING (-76.93434550000001 38.987048, -76.934386 38.986987, -76.934585 38.986686, -76.93478899999999 38.9863043)",bike;auto;walk,1
Diamondback Drive,9,6084577,6707,7476,,91.22309800497261,1,20,,residential,6,"LINESTRING (-76.93478899999999 38.9863043, -76.934585 38.986686, -76.934386 38.986987, -76.93434550000001 38.987048)",bike;auto;walk,1
Diamondback Drive,10,6084577,6707,1,,11.729236316627826,1,20,,residential,6,"LINESTRING (-76.93478899999999 38.9863043, -76.9348411 38.9862069)",bike;auto;walk,1
Diamondback Drive,11,6084577,1,6707,,11.729236316627826,1,20,,residential,6,"LINESTRING (-76.9348411 38.9862069, -76.93478899999999 38.9863043)",bike;auto;walk,1
Diamondback Drive,12,6084577,1,5068,,9.552627462666614,1,20,,residential,6,"LINESTRING (-76.9348411 38.9862069, -76.9348833 38.9861275)",bike;auto;walk,1
Diamondback Drive,13,6084577,5068,1,,9.552627462666614,1,20,,residential,6,"LINESTRING (-76.9348833 38.9861275, -76.9348411 38.9862069)",bike;auto;walk,1
Diamondback Drive,14,6084577,5068,4632,,33.47398725943209,1,20,,residential,6,"LINESTRING (-76.9348833 38.9861275, -76.9350239 38.9859149, -76.9350602 38.9858597)",bike;auto;walk,1
Diamondback Drive,15,6084577,4632,5068,,33.47398725943209,1,20,,residential,6,"LINESTRING (-76.9350602 38.9858597, -76.9350239 38.9859149, -76.9348833 38.9861275)",bike;auto;walk,1
Diamondback Drive,16,6084577,4632,4058,,3.9994510918503132,1,20,,residential,6,"LINESTRING (-76.9350602 38.9858597, -76.93507889999999 38.9858268)",bike;auto;walk,1
Diamondback Drive,17,6084577,4058,4632,,3.9994510918503132,1,20,,residential,6,"LINESTRING (-76.93507889999999 38.9858268, -76.9350602 38.9858597)",bike;auto;walk,1
Diamondback Drive,18,6084577,4058,4054,,19.33425024666675,1,20,,residential,6,"LINESTRING (-76.93507889999999 38.9858268, -76.9350914 38.9858082, -76.9351782 38.985671)",bike;auto;walk,1
Diamondback Drive,19,6084577,4054,4058,,19.33425024666675,1,20,,residential,6,"LINESTRING (-76.9351782 38.985671, -76.9350914 38.9858082, -76.93507889999999 38.9858268)",bike;auto;walk,1
Diamondback Drive,20,6084577,4054,4631,,12.627964120584137,1,20,,residential,6,"LINESTRING (-76.9351782 38.985671, -76.9352427 38.9855691)",bike;auto;walk,1
Diamondback Drive,21,6084577,4631,4054,,12.627964120584137,1,20,,residential,6,"LINESTRING (-76.9352427 38.9855691, -76.9351782 38.985671)",bike;auto;walk,1
Diamondback Drive,22,6084577,4631,198,,11.075554407727628,1,20,,residential,6,"LINESTRING (-76.9352427 38.9855691, -76.9352992 38.9854797)",bike;auto;walk,1
Diamondback Drive,23,6084577,198,4631,,11.075554407727628,1,20,,residential,6,"LINESTRING (-76.9352992 38.9854797, -76.9352427 38.9855691)",bike;auto;walk,1
Diamondback Drive,24,6084577,198,5094,,11.456096036200051,1,20,,residential,6,"LINESTRING (-76.9352992 38.9854797, -76.9353741 38.9853947)",bike;auto;walk,1
Diamondback Drive,25,6084577,5094,198,,11.456096036200051,1,20,,residential,6,"LINESTRING (-76.9353741 38.9853947, -76.9352992 38.9854797)",bike;auto;walk,1
Diamondback Drive,26,6084577,5094,197,,5.973771363290738,1,20,,residential,6,"LINESTRING (-76.9353741 38.9853947, -76.9354132 38.9853504)",bike;auto;walk,1
Diamondback Drive,27,6084577,197,5094,,5.973771363290738,1,20,,residential,6,"LINESTRING (-76.9354132 38.9853504, -76.9353741 38.9853947)",bike;auto;walk,1
,28,6084582,3,777,,9.31815088698141,1,29,,service,7,"LINESTRING (-76.941777 38.984318, -76.9417768 38.9844018)",bike;walk,0
,29,6084582,777,2,,6.269230724835845,1,29,,service,7,"LINESTRING (-76.9417768 38.9844018, -76.941771 38.984458)",bike;walk,0
,30,6084583,6,5,,8.204435084356392,1,29,,service,7,"LINESTRING (-76.942245 38.98445, -76.942302 38.984391)",bike;walk,1
,31,6084583,5,6,,8.204435084356392,1,29,,service,7,"LINESTRING (-76.942302 38.984391, -76.942245 38.98445)",bike;walk,1
,32,6084583,5,4,,9.687876095099938,1,29,,service,7,"LINESTRING (-76.942302 38.984391, -76.942335 38.984344, -76.94234299999999 38.984311)",bike;walk,1
,33,6084583,4,5,,9.687876095099938,1,29,,service,7,"LINESTRING (-76.94234299999999 38.984311, -76.942335 38.984344, -76.942302 38.984391)",bike;walk,1
,34,6084583,4,7343,,25.02606358471207,1,29,,service,7,"LINESTRING (-76.94234299999999 38.984311, -76.942346 38.984234, -76.9423354 38.9840862)",bike;walk,1
,35,6084583,7343,4,,25.02606358471207,1,29,,service,7,"LINESTRING (-76.9423354 38.9840862, -76.942346 38.984234, -76.94234299999999 38.984311)",bike;walk,1
,36,6084583,7343,3357,,5.000307758105596,1,29,,service,7,"LINESTRING (-76.9423354 38.9840862, -76.9423322 38.9840413)",bike;walk,1
,37,6084583,3357,7343,,5.000307758105596,1,29,,service,7,"LINESTRING (-76.9423322 38.9840413, -76.9423354 38.9840862)",bike;walk,1
,38,6084583,3357,3356,,26.95758690064436,1,29,,service,7,"LINESTRING (-76.9423322 38.9840413, -76.942283 38.983947, -76.9422185 38.9839021, -76.94213120000001 38.9838742)",bike;walk,1
,39,6084583,3356,3357,,26.95758690064436,1,29,,service,7,"LINESTRING (-76.94213120000001 38.9838742, -76.9422185 38.9839021, -76.942283 38.983947, -76.9423322 38.9840413)",bike;walk,1
,40,6084583,3356,3355,,24.18925391544102,1,29,,service,7,"LINESTRING (-76.94213120000001 38.9838742, -76.9418706 38.9837949)",bike;walk,1
,41,6084583,3355,3356,,24.18925391544102,1,29,,service,7,"LINESTRING (-76.9418706 38.9837949, -76.94213120000001 38.9838742)",bike;walk,1
,42,6084583,3355,3354,,16.610509860022194,1,29,,service,7,"LINESTRING (-76.9418706 38.9837949, -76.9417505 38.98375, -76.9416925 38.983742)",bike;walk,1
,43,6084583,3354,3355,,16.610509860022194,1,29,,service,7,"LINESTRING (-76.9416925 38.983742, -76.9417505 38.98375, -76.9418706 38.9837949)",bike;walk,1
,44,6084583,3354,7347,,26.400912734562375,1,29,,service,7,"LINESTRING (-76.9416925 38.983742, -76.9416635 38.9837758, -76.94166250000001 38.9839726)",bike;walk,1
