o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,geometry
1,A1,1,A1,0.0,"LINESTRING (-76.9587341 39.0042444,-76.9587341 39.0042444)"
1,A1,2,A2,0.8076285283435668,"LINESTRING (-76.9587341 39.0042444,-76.9503641 39.004215)"
1,A1,3,A3,1.2063948369145727,"LINESTRING (-76.9587341 39.0042444,-76.9462313 39.0042399)"
1,A1,4,A4,1.917217428385417,"LINESTRING (-76.9587341 39.0042444,-76.938865 39.0041113)"
1,A1,5,A5,2.5817863921670816,"LINESTRING (-76.9587341 39.0042444,-76.9319771 39.0042866)"
1,A1,6,A6,3.1309964163203263,"LINESTRING (-76.9587341 39.0042444,-76.92639 39.00685)"
1,A1,7,B1,0.30277671583527743,"LINESTRING (-76.9587341 39.0042444,-76.9573655 39.0014207)"
1,A1,8,B2,0.893583986694321,"LINESTRING (-76.9587341 39.0042444,-76.9500818 39.0009428)"
1,A1,9,B3,1.1983224632890137,"LINESTRING (-76.9587341 39.0042444,-76.9468376 39.0006795)"
1,A1,10,B4,1.968593084248561,"LINESTRING (-76.9587341 39.0042444,-76.9388735 38.9995753)"
1,A1,11,B5,2.641145005538127,"LINESTRING (-76.9587341 39.0042444,-76.9316751 39.0001156)"
1,A1,12,B6,3.1416187940334,"LINESTRING (-76.9587341 39.0042444,-76.92639 39.00051)"
1,A1,13,C1,1.1785410739732212,"LINESTRING (-76.9587341 39.0042444,-76.9583805 38.9920354)"
1,A1,14,C2,1.3572227019381526,"LINESTRING (-76.9587341 39.0042444,-76.950299 38.9929884)"
1,A1,15,C3,1.6648570743677973,"LINESTRING (-76.9587341 39.0042444,-76.945149 38.9936072)"
1,A1,16,C4,2.1742770916515686,"LINESTRING (-76.9587341 39.0042444,-76.9390406 38.993293)"
1,A1,17,C5,2.828927390336928,"LINESTRING (-76.9587341 39.0042444,-76.9312225 38.9941115)"
1,A1,18,C6,3.26877141144215,"LINESTRING (-76.9587341 39.0042444,-76.92639 38.99417)"
1,A1,19,D1,1.6696561298226003,"LINESTRING (-76.9587341 39.0042444,-76.9576431 38.9869749)"
1,A1,20,D2,1.7805226710415112,"LINESTRING (-76.9587341 39.0042444,-76.9514945 38.987271)"
1,A1,21,D3,2.0697084545296933,"LINESTRING (-76.9587341 39.0042444,-76.9452012 38.9876022)"
1,A1,22,D4,2.451844515909562,"LINESTRING (-76.9587341 39.0042444,-76.9391237 38.9880854)"
1,A1,23,D5,2.855957212448901,"LINESTRING (-76.9587341 39.0042444,-76.9336885 38.9884715)"
1,A1,24,D6,3.0930711374099533,"LINESTRING (-76.9587341 39.0042444,-76.9295583 38.9909648)"
1,A1,25,E1,2.21688631606041,"LINESTRING (-76.9587341 39.0042444,-76.956985 38.9813358)"
1,A1,26,E2,2.3611391549588454,"LINESTRING (-76.9587341 39.0042444,-76.9522024 38.980662)"
1,A1,27,E3,2.6103570481024923,"LINESTRING (-76.9587341 39.0042444,-76.9452423 38.9807957)"
1,A1,28,E4,2.968030928052351,"LINESTRING (-76.9587341 39.0042444,-76.9386623 38.9809357)"
1,A1,29,E5,3.3718215166671963,"LINESTRING (-76.9587341 39.0042444,-76.932692 38.9809432)"
1,A1,30,E6,3.581861030948818,"LINESTRING (-76.9587341 39.0042444,-76.9280749 38.9833154)"
1,A1,31,F1,2.5951217848249986,"LINESTRING (-76.9587341 39.0042444,-76.9566548 38.9774297)"
1,A1,32,F2,2.660110055552146,"LINESTRING (-76.9587341 39.0042444,-76.9525313 38.9773825)"
1,A1,33,F3,2.9081822673825033,"LINESTRING (-76.9587341 39.0042444,-76.9451005 38.9773645)"
1,A1,34,F4,3.2353840880903446,"LINESTRING (-76.9587341 39.0042444,-76.9386653 38.9773826)"
1,A1,35,F5,3.61239427953794,"LINESTRING (-76.9587341 39.0042444,-76.9327216 38.9773195)"
1,A1,36,F6,3.810547119720548,"LINESTRING (-76.9587341 39.0042444,-76.9294298 38.977771)"
1,A1,37,Gate1,1.3911199427210503,"LINESTRING (-76.9587341 39.0042444,-76.96443 38.991)"
1,A1,38,Gate2,1.8105195949999437,"LINESTRING (-76.9587341 39.0042444,-76.94224 39.01319)"
1,A1,39,Gate3,3.9453399855950466,"LINESTRING (-76.9587341 39.0042444,-76.92005 38.991)"
1,A1,40,Gate4,3.7713314748366735,"LINESTRING (-76.9587341 39.0042444,-76.94224 38.96881)"
2,A2,1,A1,0.8076285283435668,"LINESTRING (-76.9503641 39.004215,-76.9587341 39.0042444)"
2,A2,2,A2,0.0,"LINESTRING (-76.9503641 39.004215,-76.9503641 39.004215)"
2,A2,3,A3,0.39877847175940356,"LINESTRING (-76.9503641 39.004215,-76.9462313 39.0042399)"
2,A2,4,A4,1.109595974818276,"LINESTRING (-76.9503641 39.004215,-76.938865 39.0041113)"
2,A2,5,A5,1.7741731008238828,"LINESTRING (-76.9503641 39.004215,-76.9319771 39.0042866)"
2,A2,6,A6,2.3271932692979846,"LINESTRING (-76.9503641 39.004215,-76.92639 39.00685)"
2,A2,7,B1,0.7273766997151314,"LINESTRING (-76.9503641 39.004215,-76.9573655 39.0014207)"
2,A2,8,B2,0.3169030488199611,"LINESTRING (-76.9503641 39.004215,-76.9500818 39.0009428)"
2,A2,9,B3,0.48182582527782497,"LINESTRING (-76.9503641 39.004215,-76.9468376 39.0006795)"
2,A2,10,B4,1.1956950700274727,"LINESTRING (-76.9503641 39.004215,-76.9388735 38.9995753)"
2,A2,11,B5,1.8461739029164186,"LINESTRING (-76.9503641 39.004215,-76.9316751 39.0001156)"
2,A2,12,B6,2.3407229250815997,"LINESTRING (-76.9503641 39.004215,-76.92639 39.00051)"
2,A2,13,C1,1.4069184389259872,"LINESTRING (-76.9503641 39.004215,-76.9583805 38.9920354)"
2,A2,14,C2,1.083274191303363,"LINESTRING (-76.9503641 39.004215,-76.950299 38.9929884)"
2,A2,15,C3,1.1405559286591862,"LINESTRING (-76.9503641 39.004215,-76.945149 38.9936072)"
2,A2,16,C4,1.5180276102197925,"LINESTRING (-76.9503641 39.004215,-76.9390406 38.993293)"
2,A2,17,C5,2.0884712617157617,"LINESTRING (-76.9503641 39.004215,-76.9312225 38.9941115)"
2,A2,18,C6,2.508108234619022,"LINESTRING (-76.9503641 39.004215,-76.92639 38.99417)"
2,A2,19,D1,1.8056866235682276,"LINESTRING (-76.9503641 39.004215,-76.9576431 38.9869749)"
2,A2,20,D2,1.6385600387072867,"LINESTRING (-76.9503641 39.004215,-76.9514945 38.987271)"
2,A2,21,D3,1.678590058383328,"LINESTRING (-76.9503641 39.004215,-76.9452012 38.9876022)"
2,A2,22,D4,1.8969853407073405,"LINESTRING (-76.9503641 39.004215,-76.9391237 38.9880854)"
2,A2,23,D5,2.2128302409922997,"LINESTRING (-76.9503641 39.004215,-76.9336885 38.9884715)"
2,A2,24,D6,2.3800977940833636,"LINESTRING (-76.9503641 39.004215,-76.9295583 38.9909648)"
2,A2,25,E1,2.298191055259007,"LINESTRING (-76.9503641 39.004215,-76.956985 38.9813358)"
2,A2,26,E2,2.279540402974601,"LINESTRING (-76.9503641 39.004215,-76.9522024 38.980662)"
2,A2,27,E3,2.313135369625787,"LINESTRING (-76.9503641 39.004215,-76.9452423 38.9807957)"
2,A2,28,E4,2.514039096078953,"LINESTRING (-76.9503641 39.004215,-76.9386623 38.9809357)"
2,A2,29,E5,2.819551468627886,"LINESTRING (-76.9503641 39.004215,-76.932692 38.9809432)"
2,A2,30,E6,2.9482403793352066,"LINESTRING (-76.9503641 39.004215,-76.9280749 38.9833154)"
