zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count,total_production,total_attraction
1,A1,-76.95873413917467,39.004244399370364,"POLYGON ((-76.96126 39.00368,-76.96126 39.010020000000004,-76.95492 39.010020000000004,-76.95492 39.00368,-76.96126 39.00368))",POINT (-76.95873413917467 39.004244399370364),5,2.4880778889599995,2.4880778889599995
2,A2,-76.95036411601426,39.00421496569258,"POLYGON ((-76.95492 39.00368,-76.95492 39.010020000000004,-76.94858 39.010020000000004,-76.94858 39.00368,-76.95492 39.00368))",POINT (-76.95036411601426 39.00421496569258),52,115.92726118844797,335.6466801473087
3,A3,-76.94623134346287,39.004239883735785,"POLYGON ((-76.94858 39.00368,-76.94858 39.010020000000004,-76.94224000000001 39.010020000000004,-76.94224000000001 39.00368,-76.94858 39.00368))",POINT (-76.94623134346287 39.004239883735785),33,172.95644981107193,251.11955393260794
4,A4,-76.93886498811275,39.00411125761253,"POLYGON ((-76.94224000000001 39.00368,-76.94224000000001 39.010020000000004,-76.93590000000002 39.010020000000004,-76.93590000000002 39.00368,-76.94224000000001 39.00368))",POINT (-76.93886498811275 39.00411125761253),8,104.23560935107199,104.23560935107199
5,A5,-76.93197713650376,39.00428655635677,"POLYGON ((-76.93590000000002 39.00368,-76.93590000000002 39.010020000000004,-76.92956000000002 39.010020000000004,-76.92956000000002 39.00368,-76.93590000000002 39.00368))",POINT (-76.93197713650376 39.00428655635677),29,65.08436097046398,151.0682102352384
6,A6,-76.92639000000003,39.00685,"POLYGON ((-76.92956000000002 39.00368,-76.92956000000002 39.010020000000004,-76.92322000000003 39.010020000000004,-76.92322000000003 39.00368,-76.92956000000002 39.00368))",POINT (-76.92639000000003 39.00685),0,0.0,0.0
7,B1,-76.95736547685831,39.00142070882099,"POLYGON ((-76.96126 38.99734,-76.96126 39.00368,-76.95492 39.00368,-76.95492 38.99734,-76.96126 38.99734))",POINT (-76.95736547685831 39.00142070882099),9,3171.392190638951,342.73640507964166
8,B2,-76.95008175403842,39.000942816197295,"POLYGON ((-76.95492 38.99734,-76.95492 39.00368,-76.94858 39.00368,-76.94858 38.99734,-76.95492 38.99734))",POINT (-76.95008175403842 39.000942816197295),254,276.65445565721603,276.65445565721603
9,B3,-76.94683764327907,39.00067952457844,"POLYGON ((-76.94858 38.99734,-76.94858 39.00368,-76.94224000000001 39.00368,-76.94224000000001 38.99734,-76.94858 38.99734))",POINT (-76.94683764327907 39.00067952457844),219,328.71260135936,1260.4908711083135
10,B4,-76.93887354365657,38.99957534322526,"POLYGON ((-76.94224000000001 38.99734,-76.94224000000001 39.00368,-76.93590000000002 39.00368,-76.93590000000002 38.99734,-76.94224000000001 38.99734))",POINT (-76.93887354365657 38.99957534322526),94,139.77620086319362,471.19942395903354
11,B5,-76.93167511209923,39.00011557429578,"POLYGON ((-76.93590000000002 38.99734,-76.93590000000002 39.00368,-76.92956000000002 39.00368,-76.92956000000002 38.99734,-76.93590000000002 38.99734))",POINT (-76.93167511209923 39.00011557429578),103,200.47304125987193,563.4491607458565
12,B6,-76.92639000000003,39.000510000000006,"POLYGON ((-76.92956000000002 38.99734,-76.92956000000002 39.00368,-76.92322000000003 39.00368,-76.92322000000003 38.99734,-76.92956000000002 38.99734))",POINT (-76.92639000000003 39.000510000000006),0,0.0,0.0
13,C1,-76.95838052906483,38.99203539252826,"POLYGON ((-76.96126 38.991,-76.96126 38.99734,-76.95492 38.99734,-76.95492 38.991,-76.96126 38.991))",POINT (-76.95838052906483 38.99203539252826),37,64.75315544745598,64.75315544745598
