name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,0,33980360,,,,,motorway,0,-110.8577129,32.1145247,,,
,1,33980361,,,,,motorway,0,-110.8582601,32.1148621,,,
,2,339589860,,,,,motorway,0,-110.8651149,32.119139,,,
,3,339588846,motorway_junction,,,,motorway,0,-110.8692821,32.1217572,,,
,4,33980461,,,,,motorway,0,-110.874917,32.1252939,,,
,5,33980463,,,,,motorway,0,-110.8754767,32.1256317,,,
,6,1919639018,,,,,motorway,0,-110.8801518,32.1285695,,,
,7,3421434563,,,,,motorway,0,-110.8806874,32.1289003,,,
,8,33980491,,,,,motorway,0,-110.887284,32.1341622,,,
,9,339588213,,,,,motorway,0,-110.8875262,32.1345304,,,
,10,33980627,,,,,motorway,0,-110.9096537,32.1575157,,,
,11,33980623,,,,,motorway,0,-110.9089884,32.1571314,,,
,12,339105929,motorway_junction,,,,motorway,0,-110.9158656,32.1609985,,,
,13,6393909031,,,,,motorway,0,-110.9179092,32.1621504,,,
,14,33980672,,,,,motorway,0,-110.9174518,32.1618908,,,
,15,33980628,,,,,motorway,0,-110.9173155,32.1618103,,,
,16,33980673,motorway_junction,,,,motorway,0,-110.9204199,32.1635623,,,
,17,6393909016,,,,,motorway,0,-110.9201174,32.1633931,,,
,18,33980675,,,,,motorway,0,-110.9265558,32.1670139,,,
,19,1712867461,,,,,motorway,0,-110.9261301,32.1667749,,,
,20,339326997,,,,,motorway,0,-110.9617505,32.1853513,,,
,21,340362841,,,,,motorway,0,-110.9611676,32.1852037,,,
,22,339329149,,,,,motorway,0,-110.9791723,32.1993026,,,
,23,33981827,,,,,motorway,0,-110.9759721,32.1921308,,,
,24,33981809,,,,,motorway,0,-110.97927,32.1997193,,,
,25,175447030,,,,,secondary,0,-111.2165499,32.3426218,,,
,26,304807960,stop,,,,secondary,0,-111.21815,32.3278201,,,
,27,7079222989,,,,,secondary,0,-111.2181432,32.3270823,,,
,28,343147626,motorway_junction,,,,motorway,0,-111.0242795,32.2882989,,,
,29,3761169422,,,,,motorway,0,-111.0260342,32.2907378,,,
,30,175014826,,,,,motorway,0,-110.9790012,32.2076163,,,
,31,10583218105,,,,,motorway,0,-110.9792564,32.2106587,,,
,32,175015012,traffic_signals,,signal,,secondary,0,-110.986327,32.163295,,,
,33,339399840,,,,,motorway,0,-110.986324,32.1574759,,,
,34,175024057,motorway_junction,,,,motorway,0,-111.1342844,32.4031924,,,
,35,175024055,,,,,secondary,0,-111.1313331,32.4006419,,,
,36,343171838,,36,,,motorway,1,-111.1314142,32.4019069,,,
,37,343174328,,,,,motorway,0,-111.1368782,32.405397,,,
,38,360648288,,,,,motorway,0,-110.9446767,32.1769661,,,
,39,4131743889,,,,,motorway,0,-110.945573,32.1775613,,,
,40,175062707,,,,,motorway,0,-110.9859488,32.1330675,,,
,41,364049995,,,,,motorway,0,-110.9861721,32.1336857,,,
,42,175062716,,,,,primary,0,-110.985499,32.1338879,,,
,43,9054961402,crossing,,,,secondary,0,-110.9681741,32.1865915,,,
,44,339326825,,,,,secondary,0,-110.9675815,32.186587,,,
,45,175015021,motorway_junction,,,,motorway,0,-110.9859381,32.1577331,,,
,46,11833352240,,,,,motorway,0,-110.9837209,32.162644,,,
,47,339588847,,,,,secondary,0,-110.8705381,32.1227302,,,
,48,343154058,,,,,motorway,0,-110.9837868,32.2369398,,,
,49,343137686,,,,,motorway,0,-110.9844271,32.2386362,,,
,50,343139435,motorway_junction,,,,motorway,0,-110.9864127,32.2418006,,,
,51,339345849,,,,,motorway,0,-110.9850208,32.2377143,,,
,52,355923137,,,,,trunk,0,-110.904687,32.1901374,,,
,53,359082853,,,,,trunk,0,-110.8994344,32.1942996,,,
,54,175436671,,,,,secondary,0,-110.871716,32.1227747,,,
,55,339589049,,,,,motorway,0,-110.8689019,32.1211989,,,
,56,175095322,motorway_junction,,,,motorway,0,-111.0947176,32.3633703,,,
,57,175575368,,,,,secondary,0,-111.0916422,32.3599427,,,
