zone_id,x_coord,y_coord
6180.0,-112.3138768,33.4638535
6181.0,-112.315185,33.4614558
6188.0,-112.2892725,33.4866001
6190.0,-112.349942,33.4354332
6191.0,-112.3498226,33.4355496
6192.0,-112.3499675,33.4354332
6195.0,-112.3498226,33.4355675
6198.0,-112.3501432,33.4354332
6201.0,-112.3498226,33.4356895
6212.0,-112.2862501,33.4935098
6214.0,-112.2863741,33.4935199
6239.0,-112.3551124,33.4788816
6279.0,-112.2645189,33.4903708
6330.0,-112.2775958,33.4607141
6331.0,-112.2776018,33.4605546
6332.0,-112.2776035,33.4603852
6333.0,-112.2775934,33.4602244
6334.0,-112.2776024,33.4600507
6348.0,-112.2786544,33.4590029
6350.0,-112.2786045,33.4579939
6365.0,-112.2787586,33.459289
6366.0,-112.2787577,33.4592576
6367.0,-112.2789576,33.459684
6372.0,-112.2791849,33.46069
6373.0,-112.2791807,33.4605289
6374.0,-112.2791807,33.4603654
6375.0,-112.2791793,33.4601984
6376.0,-112.2791694,33.4600279
6381.0,-112.2793907,33.4606865
6382.0,-112.2793808,33.4605242
6383.0,-112.2793837,33.4603607
6384.0,-112.2793738,33.4602008
6385.0,-112.2793766,33.4600326
6410.0,-112.2802465,33.4602895
6455.0,-112.2844356,33.4605373
6456.0,-112.2844246,33.4603504
6464.0,-112.2839244,33.4590203
6469.0,-112.2836387,33.457908
6487.0,-112.28523,33.460476
6499.0,-112.2855438,33.4604672
6501.0,-112.2855427,33.4603059
6502.0,-112.2852841,33.4603043
6503.0,-112.2852428,33.459762
6506.0,-112.2852485,33.4595743
6514.0,-112.289354,33.4596311
6655.0,-112.342221,33.4596034
6656.0,-112.3418155,33.4620044
6664.0,-112.3395601,33.4608724
6721.0,-112.3389417,33.4635495
6814.0,-112.342054,33.4651622
6876.0,-112.3441659,33.4504669
6901.0,-112.3417632,33.4569815
6935.0,-112.3136723,33.3779388
6938.0,-112.3172718,33.3770059
6950.0,-112.272499,33.4646676
6957.0,-112.2877638,33.4936633
7004.0,-112.3414427,33.4584671
7011.0,-112.3340306,33.4351021
7017.0,-112.35794,33.4247173
7034.0,-112.3242684,33.4205479
7037.0,-112.3455546,33.4208232
7044.0,-112.3241149,33.4353425
7082.0,-112.3238731,33.4345121
7090.0,-112.327088,33.427993
7221.0,-112.3214546,33.4206856
7228.0,-112.3235837,33.4225107
7241.0,-112.3156933,33.4353895
7247.0,-112.3230748,33.4353854
7252.0,-112.2890194,33.4354769
7367.0,-112.3064733,33.4226775
7370.0,-112.3091766,33.4207723
7449.0,-112.3138694,33.4241401
7521.0,-112.2891029,33.3971188
7524.0,-112.2893084,33.4069504
7554.0,-112.2888431,33.4210446
7572.0,-112.3137689,33.4241401
7635.0,-112.313615,33.4318339
7637.0,-112.315568,33.4315102
7638.0,-112.3188292,33.4264019
7675.0,-112.3081711,33.4242683
7676.0,-112.3108104,33.4241334
7678.0,-112.3115443,33.4241287
7679.0,-112.3109093,33.4241331
7681.0,-112.311664,33.4241281
7735.0,-112.3066486,33.43276
7743.0,-112.3066181,33.4339671
7783.0,-112.3236204,33.4352182
7785.0,-112.3235844,33.4335706
7793.0,-112.3125366,33.4329369
7822.0,-112.2855367,33.428217
7833.0,-112.298532,33.4933357
7839.0,-112.272564,33.4578685
7869.0,-112.3323477,33.4938435
7870.0,-112.3464878,33.4925836
7871.0,-112.3471845,33.4930949
7880.0,-112.3418092,33.4607085
7882.0,-112.3417122,33.4714814
7883.0,-112.3539392,33.4788596
7888.0,-112.272498,33.466549
7890.0,-112.2862963,33.4936657
7897.0,-112.2787537,33.4591217
7898.0,-112.2787544,33.4591469
7899.0,-112.2787551,33.459172
7900.0,-112.284334,33.4473524
7901.0,-112.2894337,33.4457566
7906.0,-112.3415053,33.452243
7907.0,-112.3415272,33.4521732
7986.0,-112.2917037,33.4647762
8072.0,-112.332008,33.4735145
8078.0,-112.338242,33.4639365
8212.0,-112.333937,33.4937303
8325.0,-112.357725,33.4251882
8334.0,-112.3345131,33.4358151
8342.0,-112.3303036,33.4355137
8344.0,-112.2895814,33.4356319
8357.0,-112.3414634,33.4533562
8358.0,-112.3414562,33.4545928
8364.0,-112.3432931,33.4516725
8374.0,-112.292637,33.4935506
8382.0,-112.2912427,33.4936018
8396.0,-112.3499996,33.4513483
8397.0,-112.3516252,33.4506733
8398.0,-112.3505843,33.4507062
8424.0,-112.2797449,33.4719144
8426.0,-112.2920058,33.4199807
8437.0,-112.3242291,33.44995
8453.0,-112.3541166,33.4246602
8466.0,-112.3424029,33.4828609
8467.0,-112.3424032,33.4826577
8500.0,-112.3426921,33.4778771
8503.0,-112.3435017,33.4779965
8514.0,-112.3537037,33.4863669
8518.0,-112.362153,33.4837627
8539.0,-112.323991,33.4922979
8547.0,-112.3435442,33.4905197
8550.0,-112.342659,33.491136
8555.0,-112.3483858,33.4889203
8556.0,-112.3503736,33.4779706
8557.0,-112.3419755,33.4739883
8588.0,-112.3497664,33.4493939
8610.0,-112.34992,33.4492251
8622.0,-112.349849,33.4381063
8623.0,-112.3544579,33.4389061
8624.0,-112.3128931,33.4657228
8625.0,-112.3129806,33.4670496
8626.0,-112.2908306,33.4629325
8630.0,-112.336997,33.4625268
8631.0,-112.337968,33.4625347
8654.0,-112.290381,33.4937745
8673.0,-112.3554105,33.4335203
8711.0,-112.3307361,33.4567521
8712.0,-112.3307012,33.4564481
8720.0,-112.3262431,33.4505216
8727.0,-112.2725159,33.4509494
8729.0,-112.2733699,33.4508962
8732.0,-112.2812177,33.4719018
8748.0,-112.3510804,33.4269412
8750.0,-112.3536592,33.4284199
8761.0,-112.2885266,33.4354869
8799.0,-112.2850442,33.4515436
8814.0,-112.3021029,33.4043041
8845.0,-112.3418161,33.4545875
8858.0,-112.3225093,33.4209489
8860.0,-112.2984314,33.4072036
8861.0,-112.3060348,33.4095426
8878.0,-112.2961997,33.4204955
8879.0,-112.2780216,33.4737983
8900.0,-112.3548104,33.4108411
8901.0,-112.2894565,33.4146565
8917.0,-112.3202231,33.487708
8936.0,-112.3340685,33.4107574
8937.0,-112.3108105,33.4896002
8961.0,-112.336513,33.4525893
8980.0,-112.3248627,33.4353022
8982.0,-112.3242901,33.4353318
8987.0,-112.3551308,33.410237
8990.0,-112.2841427,33.456347
9010.0,-112.3054362,33.4647997
9023.0,-112.322564,33.4958278
9036.0,-112.2950733,33.4197242
9047.0,-112.355936,33.4350932
9062.0,-112.345206,33.4204927
9091.0,-112.357143,33.4087829
9093.0,-112.2904516,33.4878746
9104.0,-112.3487415,33.4500696
9105.0,-112.285396,33.4494607
9111.0,-112.2762137,33.4489785
9112.0,-112.2908418,33.4201005
9136.0,-112.351853,33.4872051
9146.0,-112.2785088,33.4719321
9147.0,-112.2790441,33.4719197
9179.0,-112.3406862,33.3656064
9196.0,-112.2969968,33.4202826
9198.0,-112.3545883,33.4319618
9204.0,-112.340858,33.4363825
9227.0,-112.3556977,33.4341758
9251.0,-112.339725,33.4496397
9264.0,-112.3550415,33.408216
9279.0,-112.3503927,33.437138
9310.0,-112.3324416,33.492569
9389.0,-112.344268,33.4202518
9418.0,-112.3395972,33.4382578
9421.0,-112.2753433,33.4757463
9422.0,-112.3561067,33.4096075
9434.0,-112.2970689,33.3928384
9436.0,-112.3404795,33.4005521
9484.0,-112.2856231,33.4718339
9491.0,-112.3061295,33.3901479
9497.0,-112.2900333,33.3932882
9498.0,-112.2890288,33.3932921
9519.0,-112.3245225,33.4273671
9586.0,-112.3409156,33.4407995
9599.0,-112.3568243,33.4120928
9608.0,-112.3231564,33.3955861
9618.0,-112.3243378,33.5038772
9620.0,-112.3399573,33.4920638
9632.0,-112.3539533,33.4491499
9638.0,-112.355085,33.4864822
9639.0,-112.3570102,33.4096315
9640.0,-112.340469,33.3986458
9642.0,-112.3404715,33.3989175
9643.0,-112.3404665,33.3982693
9664.0,-112.341717,33.4279093
9666.0,-112.2872391,33.4936656
9667.0,-112.2892896,33.4936515
9668.0,-112.30178,33.4932421
9669.0,-112.3029053,33.4932097
9670.0,-112.328028,33.4897847
9674.0,-112.3324537,33.4911799
9676.0,-112.3324456,33.4921673
9681.0,-112.3371333,33.49437
9682.0,-112.334336,33.4937393
9710.0,-112.2971989,33.3923007
9711.0,-112.2972073,33.3918689
9712.0,-112.3011445,33.4068087
9713.0,-112.3463098,33.450173
9723.0,-112.338938,33.4377006
9725.0,-112.3524009,33.4355708
9745.0,-112.3379798,33.4563246
9754.0,-112.3191466,33.4919562
9756.0,-112.3034081,33.420315
9758.0,-112.3421152,33.4817065
9761.0,-112.3421744,33.4813277
9765.0,-112.3418028,33.4799271
9768.0,-112.3427981,33.4800734
9769.0,-112.3420228,33.4811432
9780.0,-112.3435516,33.4805386
9782.0,-112.3437664,33.4796822
9788.0,-112.3440381,33.4810896
9789.0,-112.3431887,33.4804032
9791.0,-112.3428886,33.4806473
9792.0,-112.3425161,33.4806692
9794.0,-112.3430441,33.4805404
9798.0,-112.3430812,33.4809581
9800.0,-112.3431774,33.481076
9805.0,-112.3439216,33.4809462
9809.0,-112.345073,33.4797593
9817.0,-112.3447407,33.4823779
9822.0,-112.3423311,33.4794907
9823.0,-112.3432163,33.4796905
9827.0,-112.3469287,33.4813281
9843.0,-112.3224394,33.4503024
9844.0,-112.2938937,33.4935041
9847.0,-112.2907729,33.4787935
9928.0,-112.3057452,33.3917749
9960.0,-112.3423423,33.4502023
9961.0,-112.3061457,33.3854388
9962.0,-112.3062578,33.3858295
9964.0,-112.2896043,33.4204782
9965.0,-112.2725155,33.4507524
9981.0,-112.2892002,33.4427666
9982.0,-112.2895747,33.4432682
9983.0,-112.2895916,33.4454954
9984.0,-112.2840214,33.4495144
9989.0,-112.3137357,33.3998192
9992.0,-112.3111038,33.3998156
10012.0,-112.3414338,33.4600535
10014.0,-112.3055368,33.4633001
10015.0,-112.304587,33.4650671
10026.0,-112.340472,33.3998353
10027.0,-112.2953643,33.4932178
10028.0,-112.2953745,33.4934488
10029.0,-112.2946478,33.4932476
10030.0,-112.2946572,33.4934765
10031.0,-112.305464,33.4554951
10033.0,-112.3261876,33.4517748
10034.0,-112.3289004,33.4530217
10051.0,-112.3062419,33.4336399
10055.0,-112.2940738,33.4518827
10058.0,-112.2943961,33.451842
10059.0,-112.294384,33.4517492
10061.0,-112.2943003,33.4516928
10062.0,-112.294303,33.4519058
10064.0,-112.2950494,33.4516271
10066.0,-112.2948235,33.4517483
10067.0,-112.2949482,33.4516326
10068.0,-112.2950151,33.45183
10069.0,-112.2951197,33.4511736
10070.0,-112.2950444,33.4512244
10073.0,-112.2950415,33.4510384
10077.0,-112.2950754,33.450536
10078.0,-112.2950312,33.4506113
10079.0,-112.2950961,33.4504383
10082.0,-112.2948657,33.4504139
10083.0,-112.3063393,33.4445711
10085.0,-112.3062172,33.4444706
10087.0,-112.3063324,33.4442372
10088.0,-112.3062258,33.4443174
10090.0,-112.30628,33.4430703
10093.0,-112.306204,33.4429092
10095.0,-112.3062257,33.4421124
10099.0,-112.3067749,33.4390922
10102.0,-112.3066315,33.4392179
10105.0,-112.3062495,33.438939
10106.0,-112.3062796,33.4389157
10109.0,-112.3067062,33.4355167
10113.0,-112.3061702,33.4372237
10116.0,-112.3062916,33.4392438
10117.0,-112.30611,33.4391182
10118.0,-112.327413,33.4255506
10134.0,-112.3238544,33.4242301
10140.0,-112.3273097,33.4256666
10141.0,-112.3273087,33.425726
10144.0,-112.3238534,33.4259156
10151.0,-112.3295274,33.4258137
10154.0,-112.3277948,33.4272551
10162.0,-112.3274645,33.4271942
10164.0,-112.3281564,33.4242966
10165.0,-112.3281621,33.4241449
10169.0,-112.3370974,33.4540834
10187.0,-112.342765,33.4492333
10191.0,-112.3449388,33.4361685
10194.0,-112.340223,33.4394937
10198.0,-112.341592,33.4349948
10200.0,-112.341596,33.4351459
10202.0,-112.340279,33.4366377
10203.0,-112.340469,33.4369186
10205.0,-112.340676,33.4369119
10206.0,-112.34068,33.4363728
10241.0,-112.2910031,33.468138
10265.0,-112.3407959,33.4937623
10267.0,-112.32224,33.4932088
10276.0,-112.3152525,33.4603422
10293.0,-112.3019644,33.4027077
10294.0,-112.3428693,33.4357012
10317.0,-112.3232679,33.3923429
10365.0,-112.295393,33.4028892
10368.0,-112.2938639,33.4029041
10380.0,-112.2952369,33.3999125
10382.0,-112.2975735,33.4000931
10384.0,-112.3005558,33.3998687
10390.0,-112.2985693,33.402379
10400.0,-112.2919954,33.3999421
10434.0,-112.2871588,33.4496636
10442.0,-112.3581201,33.4866778
10445.0,-112.3413263,33.4629103
10446.0,-112.3496702,33.4502784
10478.0,-112.3539544,33.449208
10509.0,-112.318409,33.36532
10516.0,-112.3657233,33.2714443
10521.0,-112.3535558,33.2812419
10522.0,-112.3561967,33.2853727
10523.0,-112.3616791,33.2812896
10524.0,-112.3578173,33.2831782
10525.0,-112.3528275,33.2793478
10541.0,-112.3283932,33.4348825
10551.0,-112.3150247,33.4649769
10552.0,-112.3147319,33.4643186
10553.0,-112.2885672,33.4479309
10554.0,-112.2858181,33.4479419
10555.0,-112.3224443,33.4561017
10564.0,-112.3580925,33.4352289
10576.0,-112.354969,33.4345241
10584.0,-112.3555872,33.4345755
10591.0,-112.3553897,33.4342189
10607.0,-112.355824,33.4345672
10609.0,-112.3558493,33.4341865
10610.0,-112.3558472,33.4342791
10611.0,-112.356208,33.4343418
10613.0,-112.3561714,33.4341242
10617.0,-112.3556165,33.4336861
10618.0,-112.3561419,33.4336106
10619.0,-112.3559783,33.4339771
10620.0,-112.3555278,33.4340694
10640.0,-112.3545038,33.4331589
10641.0,-112.3546156,33.4331631
10642.0,-112.3543529,33.4332551
10643.0,-112.3543478,33.4331521
10647.0,-112.3548174,33.4327954
10648.0,-112.3546863,33.4327522
10649.0,-112.3571418,33.4790269
10681.0,-112.3574819,33.4802107
10713.0,-112.3547359,33.4819964
10715.0,-112.354864,33.482141
10716.0,-112.35475,33.4821312
10729.0,-112.3550451,33.4825668
10730.0,-112.3550459,33.482479
10731.0,-112.3546098,33.4825853
10732.0,-112.3544656,33.4820005
10733.0,-112.354442,33.4820329
10734.0,-112.354494,33.4820301
10753.0,-112.3558672,33.484216
10755.0,-112.3559822,33.4840788
10814.0,-112.3161366,33.4783828
10819.0,-112.3172713,33.4754257
10820.0,-112.317161,33.4758599
10824.0,-112.3161097,33.4762428
10825.0,-112.3155781,33.4762447
10826.0,-112.3155765,33.4752817
10827.0,-112.3164585,33.4781938
10828.0,-112.3168069,33.4773267
10829.0,-112.3167019,33.477766
10830.0,-112.3169487,33.4767362
10843.0,-112.3094605,33.453401
10850.0,-112.3074667,33.4537045
10892.0,-112.3349959,33.3705975
10894.0,-112.3350683,33.3709514
10896.0,-112.3350978,33.3713031
10902.0,-112.3340517,33.3704183
10908.0,-112.3278156,33.3718967
10914.0,-112.3231982,33.3702817
10915.0,-112.3231968,33.3704766
10916.0,-112.3231901,33.3707476
10917.0,-112.3211288,33.3715518
10918.0,-112.3231593,33.3715742
10920.0,-112.3231888,33.3713031
10924.0,-112.3088028,33.3741154
10928.0,-112.3086847,33.3741366
10936.0,-112.3096876,33.3755688
10942.0,-112.3099778,33.3762358
10947.0,-112.3527655,33.4167347
10949.0,-112.3532544,33.4168654
10952.0,-112.352235,33.416879
10954.0,-112.3528549,33.4170563
10958.0,-112.3527526,33.4162233
10959.0,-112.350142,33.4188632
10965.0,-112.3513484,33.420321
10969.0,-112.3501176,33.4174494
10970.0,-112.3502486,33.4175122
10979.0,-112.3498606,33.4173968
10984.0,-112.3482795,33.4200184
10986.0,-112.3548629,33.4429917
10990.0,-112.3203334,33.4050714
11005.0,-112.3062764,33.4348956
11009.0,-112.307792,33.3744608
11011.0,-112.3093583,33.376116
11012.0,-112.3091568,33.3763875
