name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,zone_id
,335,48056784.0,,yes,,,"POLYGON ((-77.03214130000001 38.9041552, -77.03235460000001 38.9041531, -77.0325488 38.904225, -77.03254819999999 38.9042259, -77.0322333 38.9047571, -77.03218680000001 38.9048355, -77.0321414 38.9048279, -77.0321414 38.9047416, -77.03214130000001 38.9041552))",POINT (-77.03228208908139 38.90441321460402),1540.9,7
,336,48056785.0,,yes,,,"POLYGON ((-77.0321477 38.9032789, -77.0321481 38.9031533, -77.0326353 38.9031537, -77.03263459999999 38.9032815, -77.0321477 38.9032789))",POINT (-77.03239213006921 38.90321684587503),593.8,7
,337,48056786.0,,yes,,,"POLYGON ((-77.0325658 38.9010089, -77.0325654 38.9012102, -77.03214749999999 38.9012092, -77.0321476 38.9011654, -77.03214819999999 38.9008051, -77.03253960000001 38.9008049, -77.032568 38.9008331, -77.0325679 38.9008719, -77.03260849999999 38.9008715, -77.0326075 38.9007714, -77.03290579999999 38.9007706, -77.0329062 38.9009274, -77.0325658 38.9009326, -77.0325649 38.9010089, -77.0325658 38.9010089))",POINT (-77.03244571385277 38.9009724243711),2104.0,19
,338,48056787.0,,yes,,,"POLYGON ((-77.0325654 38.9012102, -77.0325658 38.9010089, -77.032922 38.9010054, -77.032923 38.9012112, -77.0325654 38.9012102))",POINT (-77.03274470832723 38.90110898891732),699.0,19
,339,48056788.0,,yes,,,"POLYGON ((-77.0329251 38.9003537, -77.03292500000001 38.9007481, -77.0326943 38.9007484, -77.0326938 38.9006732, -77.0325268 38.900674, -77.0325282 38.9007465, -77.0325282 38.900747, -77.0321337 38.9007518, -77.0321383 38.9004743, -77.03212689999999 38.9004743, -77.0321266 38.9003226, -77.032321 38.9003213, -77.0323212 38.9003416, -77.0328641 38.9003374, -77.0328651 38.9003374, -77.0328652 38.9003541, -77.03287330000001 38.900354, -77.0329119 38.9003538, -77.0329251 38.9003537))",POINT (-77.0325212981484 38.90053533080826),3024.7,19
,340,48056789.0,,yes,,,"POLYGON ((-77.0321589 38.9020109, -77.03267 38.9020101, -77.0326707 38.9023144, -77.03265930000001 38.902323, -77.0326587 38.9023235, -77.0321489 38.9023242, -77.0321467 38.9020197, -77.0321479 38.9020189, -77.0321589 38.9020109))",POINT (-77.03240907720996 38.90216709793016),1574.6,19
,341,48056790.0,,yes,,,"POLYGON ((-77.0321584 38.9038622, -77.03270019999999 38.9038607, -77.03273 38.9038958, -77.0325658 38.9041779, -77.032304 38.9040877, -77.0321579 38.9040862, -77.0321584 38.9038622))",POINT (-77.03242891608085 38.90398624839482),1272.3,7
,342,48056791.0,,yes,,,"POLYGON ((-77.03248170000001 38.9030646, -77.0324832 38.9027546, -77.0327356 38.9027556, -77.0327351 38.9029728, -77.0327344 38.9030656, -77.03248170000001 38.9030646))",POINT (-77.03260880994299 38.90291014498097),753.8,19
,343,48056792.0,,yes,,,"POLYGON ((-77.03296539999999 38.9034595, -77.03275120000001 38.9034601, -77.0327534 38.9031546, -77.0330907 38.9031541, -77.0330972 38.9031855, -77.03311909999999 38.9031968, -77.03296539999999 38.9034595))",POINT (-77.03290460895202 38.90329412753429),874.6,7
,344,48056793.0,,yes,,,"POLYGON ((-77.0321477 38.9032789, -77.03263459999999 38.9032815, -77.0326324 38.9036149, -77.0322713 38.9036135, -77.0322716 38.9035774, -77.0322819 38.9035722, -77.03220330000001 38.9035107, -77.03219660000001 38.9035173, -77.03214680000001 38.9035177, -77.0321477 38.9032789))",POINT (-77.03240332802963 38.90343839731469),1459.3,7
,345,48056796.0,,yes,,,"POLYGON ((-77.0308811 38.9011792, -77.03087910000001 38.9009144, -77.0309819 38.9009138, -77.0309805 38.9008345, -77.0314929 38.9008365, -77.0317213 38.9008358, -77.0317216 38.9008452, -77.03172600000001 38.9008451, -77.0317254 38.9009167, -77.0317469 38.9009186, -77.03176019999999 38.9009298, -77.0317618 38.9011356, -77.0317494 38.9011515, -77.03173959999999 38.9011557, -77.03172600000001 38.9011566, -77.03172600000001 38.9011679, -77.0317187 38.9011778, -77.031706 38.9011828, -77.0316907 38.9011835, -77.03168839999999 38.9011968, -77.03167379999999 38.901209, -77.0314738 38.9012094, -77.0314578 38.9011994, -77.03145429999999 38.9011826, -77.0314357 38.9011815, -77.0314241 38.9011743, -77.03141979999999 38.9011673, -77.03141859999999 38.9011523, -77.0314047 38.9011529, -77.0313917 38.9011449, -77.0313847 38.9011329, -77.0313855 38.9011197, -77.0312577 38.9011206, -77.0312579 38.9011336, -77.0312522 38.9011452, -77.03123979999999 38.901153, -77.0312204 38.9011547, -77.0312206 38.9011647, -77.0312134 38.9011756, -77.03120029999999 38.9011822, -77.0311839 38.9011833, -77.0311821 38.9012003, -77.0311754 38.9012064, -77.0311615 38.9012112, -77.03097459999999 38.9012104, -77.0309651 38.9012086, -77.0309539 38.9012011, -77.0309501 38.901194, -77.0309511 38.9011826, -77.03089300000001 38.9011835, -77.0308928 38.9011791, -77.0308811 38.9011792))",POINT (-77.03132442860998 38.90101602371746),2840.6,20
,346,48056797.0,,yes,,,"POLYGON ((-77.0326786 38.8993542, -77.0327339 38.8993356, -77.0327267 38.8993214, -77.0329559 38.8992405, -77.0330526 38.8994153, -77.03308579999999 38.8994743, -77.03293909999999 38.899651, -77.0328717 38.8996834, -77.0326786 38.8993542))",POINT (-77.03289198771752 38.89944604105665),963.4,31
,347,48056798.0,,yes,,,"POLYGON ((-77.0314274 38.900089, -77.03142819999999 38.8999015, -77.0313661 38.8997953, -77.031361 38.8997861, -77.0316531 38.8996854, -77.03168340000001 38.8996663, -77.03171450000001 38.8997006, -77.03173839999999 38.8997383, -77.0317569 38.8997875, -77.031763 38.8998358, -77.03176860000001 38.899836, -77.0317677 38.9000952, -77.0314274 38.9000959, -77.0314274 38.900089))",POINT (-77.03159331046517 38.89990371128788),1270.4,19
,348,48056799.0,,yes,,,"POLYGON ((-77.03142010000001 38.9040803, -77.03142200000001 38.9038607, -77.0317579 38.903862, -77.0317561 38.9041289, -77.03142010000001 38.9041275, -77.03142010000001 38.9040803))",POINT (-77.03158895126619 38.90399479573036),863.1,8
,349,48056800.0,,yes,,,"POLYGON ((-77.0324694 38.9000802, -77.0324717 38.8997284, -77.0323186 38.8994667, -77.0325564 38.8993784, -77.03258390000001 38.899386, -77.0326786 38.8993542, -77.0328717 38.8996834, -77.0327911 38.8997133, -77.03279139999999 38.8997232, -77.03279139999999 38.8997259, -77.0327911 38.8997277, -77.03279360000001 38.9000676, -77.0327934 38.900089, -77.0324876 38.9000907, -77.03246969999999 38.9000908, -77.0324694 38.9000802))",POINT (-77.03261256461236 38.89972373029713),2411.1,31
,350,48056801.0,,yes,,,"POLYGON ((-77.0313792 38.9042078, -77.0317582 38.9042079, -77.0317611 38.9042078, -77.0317598 38.9043542, -77.03138 38.9043553, -77.0313792 38.9042078))",POINT (-77.03156976536889 38.90428123280361),538.3,8
,351,48056802.0,,yes,,,"POLYGON ((-77.0314929 38.9008365, -77.0314925 38.9007737, -77.0313915 38.9007741, -77.03139109999999 38.9006899, -77.0313645 38.90069, -77.0313641 38.9006031, -77.0313829 38.900603, -77.0313828 38.9005817, -77.03154859999999 38.9005814, -77.03154840000001 38.9005153, -77.0314224 38.9005156, -77.0314211 38.9004528, -77.0317721 38.9004515, -77.0317732 38.9008357, -77.0317213 38.9008358, -77.0314929 38.9008365))",POINT (-77.03159639107363 38.90064638991684),1254.0,19
Hamilton Hotel,352,48056803.0,,yes,,,"POLYGON ((-77.0314168 38.902857, -77.0314181 38.9027313, -77.0317946 38.902736, -77.0317939 38.9028706, -77.0316711 38.9028701, -77.0316708 38.9029287, -77.0316704 38.9029862, -77.0317915 38.9029866, -77.0317908 38.9031156, -77.03172669999999 38.9031154, -77.0316768 38.9031152, -77.03167689999999 38.903098, -77.0315485 38.9030975, -77.0315483 38.9031201, -77.03152780000001 38.90312, -77.0315279 38.9031096, -77.0314506 38.9031093, -77.0314521 38.9028574, -77.0314168 38.902857))",POINT (-77.03160235124224 38.9029150133765),1132.9,19
,353,48056806.0,,yes,,,"POLYGON ((-77.03180039999999 38.902223, -77.0318211 38.9022225, -77.03182219999999 38.9022611, -77.03180140000001 38.9022614, -77.03180039999999 38.902223))",POINT (-77.03181128446299 38.90224201443605),7.7,19
,354,48056808.0,,yes,,,"POLYGON ((-77.0268209 38.9029993, -77.02668490000001 38.9030005, -77.0266829 38.9030005, -77.0266829 38.9029999, -77.0266828 38.9029987, -77.0266829 38.9029887, -77.0266599 38.9029886, -77.02666069999999 38.902841, -77.02668269999999 38.902841, -77.0266828 38.9028126, -77.0268483 38.9028129, -77.026849 38.9028572, -77.02683759999999 38.9028573, -77.0268387 38.9029529, -77.0268506 38.9029528, -77.0268514 38.9030073, -77.026821 38.9030077, -77.0268209 38.9029993))",POINT (-77.02675479808481 38.90290816729809),324.2,21
,355,48056811.0,,yes,,,"POLYGON ((-77.0338381 38.8996471, -77.03383770000001 38.8995125, -77.0343402 38.8995116, -77.03434059999999 38.8996462, -77.0338381 38.8996471))",POINT (-77.03408915000001 38.89957934999999),650.8,31
,356,48056813.0,,yes,,,"POLYGON ((-77.0338261 38.8992859, -77.0340187 38.8992856, -77.0340188 38.8993332, -77.0342107 38.8993329, -77.0342107 38.8993051, -77.0343462 38.8993049, -77.0343467 38.8995116, -77.0343402 38.8995116, -77.03383770000001 38.8995125, -77.0338268 38.8995125, -77.0338261 38.8992859))",POINT (-77.03407911338461 38.89940911068405),1019.9,31
,357,48056815.0,,yes,,,"POLYGON ((-77.03430779999999 38.9003372, -77.03431019999999 38.9004473, -77.03411939999999 38.9004483, -77.03411989999999 38.900462, -77.0341241 38.9004622, -77.0341251 38.9005035, -77.034093 38.9005038, -77.0340921 38.9004635, -77.0340977 38.9004636, -77.0340973 38.9004484, -77.0340485 38.9004487, -77.03404930000001 38.9004825, -77.03406560000001 38.9004823, -77.0340664 38.9005159, -77.0340499 38.9005164, -77.0340501 38.9005526, -77.0342395 38.9005534, -77.0342399 38.9006623, -77.0338259 38.9006679, -77.0338285 38.9003366, -77.03430779999999 38.9003372))",POINT (-77.03403081236785 38.90049432592264),1205.6,19
Riggs National Bank Building,358,48056816.0,,bank,,,"POLYGON ((-77.0340166 38.898927, -77.0340174 38.8992816, -77.0341708 38.8992814, -77.0341707 38.8992444, -77.03429819999999 38.8992443, -77.0342977 38.8989667, -77.0343103 38.8989667, -77.03431019999999 38.8989266, -77.0342514 38.8989266, -77.0340166 38.898927))",POINT (-77.03415445109371 38.89909540248293),918.3,31
American Security and Trust Company Building,359,48056817.0,,bank,,,"POLYGON ((-77.0338261 38.8992859, -77.0338268 38.899231, -77.0338012 38.899231, -77.03380079999999 38.8991108, -77.03380009999999 38.8989866, -77.0338259 38.8989865, -77.0338256 38.8989277, -77.0339233 38.8989273, -77.0340166 38.898927, -77.0340174 38.8992816, -77.0340187 38.8992856, -77.0338261 38.8992859))",POINT (-77.03391258053938 38.89910669475508),718.2,31
,360,48056818.0,,yes,,,"POLYGON ((-77.0338381 38.8996471, -77.03434059999999 38.8996462, -77.034341 38.8997185, -77.0342071 38.8997188, -77.0342069 38.899786, -77.0342081 38.9000749, -77.0341703 38.9000758, -77.0341703 38.9000857, -77.0338306 38.9000854, -77.0338292 38.8996473, -77.0338381 38.8996471))",POINT (-77.03403243834414 38.89985551642821),1683.1,31
,361,48056819.0,,yes,,,"POLYGON ((-77.03431019999999 38.9004473, -77.03430779999999 38.9003372, -77.0346653 38.9003378, -77.03467689999999 38.9003618, -77.0346917 38.9003845, -77.03470969999999 38.9004059, -77.0347306 38.9004255, -77.0347518 38.9004417, -77.0347495 38.9004455, -77.0342907 38.9012087, -77.0338306 38.9012115, -77.03382879999999 38.9007281, -77.03430760000001 38.9007207, -77.03434300000001 38.9006709, -77.03439229999999 38.9006908, -77.03448419999999 38.9005397, -77.0344418 38.9005251, -77.0344417 38.9005224, -77.0344406 38.9004867, -77.03431399999999 38.9004887, -77.0343112 38.9004887, -77.03431019999999 38.9004473))",POINT (-77.03424697308684 38.90082328674907),3944.2,19
,362,48056821.0,,yes,,,"POLYGON ((-77.02643310000001 38.903036, -77.0264342 38.9031281, -77.0261342 38.9031313, -77.02613289999999 38.9030372, -77.02643310000001 38.903036))",POINT (-77.02628306236296 38.90308314943731),268.9,9
Embassy Suites Hotel,363,48056822.0,,yes,,,"POLYGON ((-77.0263471 38.9015426, -77.0263801 38.9016003, -77.0263786 38.9016141, -77.0264372 38.9017152, -77.0264371 38.901751, -77.0264248 38.9017495, -77.0264265 38.9018477, -77.0264377 38.9018469, -77.0264391 38.9020529, -77.0264555 38.9020517, -77.02645630000001 38.9022585, -77.02644100000001 38.9022616, -77.02643879999999 38.9023134, -77.0264287 38.9023225, -77.0263794 38.9023228, -77.0263719 38.9023154, -77.0261981 38.9023171, -77.0261904 38.9023248, -77.0261569 38.9023258, -77.02613719999999 38.9023109, -77.0261331 38.9022499, -77.0261426 38.9022399, -77.02614130000001 38.902066, -77.026135 38.9019897, -77.0261361 38.9019338, -77.0261383 38.9018774, -77.0261388 38.9016906, -77.026129 38.9016796, -77.0261284 38.901618, -77.0261428 38.901604, -77.0261505 38.9016051, -77.0262809 38.9015616, -77.0262876 38.9015506, -77.0263278 38.9015374, -77.0263471 38.9015426))",POINT (-77.02628792559443 38.90195648143131),2130.3,21
,364,48056824.0,,yes,,,"POLYGON ((-77.0264153 38.9031817, -77.0264172 38.9033105, -77.02645649999999 38.9033268, -77.0263746 38.9034718, -77.0261376 38.9033902, -77.0261503 38.9033659, -77.0261519 38.9031821, -77.0264153 38.9031817))",POINT (-77.02629167673925 38.90330996743899),661.1,9
,365,48056825.0,,yes,,,"POLYGON ((-77.02612790000001 38.9029987, -77.02612860000001 38.9027193, -77.026308 38.9027195, -77.02630689999999 38.9027566, -77.0263077 38.9028432, -77.0262822 38.9028432, -77.0262819 38.9029984, -77.0262819 38.9029989, -77.02612790000001 38.9029987))",POINT (-77.02621122927339 38.90285390372796),443.6,21
,366,48056827.0,,yes,,,"POLYGON ((-77.0253238 38.9023216, -77.0253234 38.9022868, -77.02520560000001 38.9022886, -77.025205 38.9023188, -77.02458540000001 38.9023168, -77.0245524 38.9023147, -77.02450519999999 38.9023004, -77.02448510000001 38.9022846, -77.02447479999999 38.9022667, -77.0244699 38.9022451, -77.0244799 38.9022128, -77.0244979 38.9021914, -77.0245163 38.9021816, -77.0245446 38.9021686, -77.02505410000001 38.9019936, -77.0250489 38.9019845, -77.02519940000001 38.9019344, -77.0252067 38.901946, -77.02532410000001 38.901905, -77.025316 38.9018935, -77.0256586 38.9017802, -77.02566760000001 38.9017959, -77.0256874 38.9017746, -77.0257057 38.9017657, -77.0257321 38.90176, -77.02576310000001 38.9017622, -77.0257905 38.901773, -77.02581069999999 38.9017888, -77.0258185 38.9018073, -77.02582289999999 38.9018247, -77.0258154 38.9018525, -77.025801 38.9018684, -77.0258291 38.9018678, -77.0258327 38.9022093, -77.0258104 38.902209, -77.0258274 38.9022367, -77.02582580000001 38.9022619, -77.0258173 38.9022773, -77.0258024 38.9022936, -77.0257716 38.902308, -77.02573409999999 38.9023098, -77.025719 38.9023069, -77.0256962 38.9022979, -77.0256965 38.9023154, -77.0253238 38.9023216))",POINT (-77.02529659920876 38.90211153684296),4590.5,22
National Assocation for the Education of Young Children,367,48056829.0,,yes,,,"POLYGON ((-77.03032690000001 38.9039841, -77.03037329999999 38.9039843, -77.0303734 38.9039785, -77.0304986 38.9039787, -77.0304993 38.9038798, -77.0304999 38.9038798, -77.03053629999999 38.9038799, -77.0305366 38.9038546, -77.03066939999999 38.9038552, -77.0306693 38.9038765, -77.0307064 38.9038765, -77.03070529999999 38.904062, -77.03067679999999 38.9040803, -77.0306775 38.9041019, -77.0307062 38.9041169, -77.030706 38.904299, -77.03042480000001 38.9043023, -77.0304257 38.9041904, -77.0303692 38.904192, -77.0303701 38.9040147, -77.0303268 38.9040146, -77.03032690000001 38.9039841))",POINT (-77.03055341647635 38.90409209944733),1215.1,8
,368,48056830.0,,yes,,,"POLYGON ((-77.0298157 38.900774, -77.0298177 38.9003509, -77.02982849999999 38.9003509, -77.0298284 38.9003446, -77.0298382 38.9003444, -77.02983810000001 38.9003376, -77.0301303 38.9003348, -77.03013060000001 38.900345, -77.0301412 38.9003448, -77.0301408 38.9003537, -77.0301571 38.9003535, -77.0301564 38.9004726, -77.0301458 38.9004877, -77.0301273 38.9004944, -77.0301272 38.9005252, -77.0301434 38.900528, -77.0301516 38.9005391, -77.0301558 38.9007727, -77.0300352 38.9007755, -77.0298157 38.900774))",POINT (-77.02998449120633 38.90055650522493),1409.0,20
,369,48056831.0,,yes,,,"POLYGON ((-77.0298118 38.9034132, -77.0299747 38.9034127, -77.0301674 38.9034122, -77.0301661 38.903615, -77.0298148 38.9036143, -77.0298118 38.9034132))",POINT (-77.02999027122478 38.90351345929795),686.9,8
,370,48056832.0,,yes,,,"POLYGON ((-77.03016529999999 38.9038688, -77.0301695 38.9039846, -77.0301553 38.9039848, -77.0301559 38.9040417, -77.0301674 38.9040404, -77.0301664 38.9041874, -77.0302598 38.9041878, -77.03025909999999 38.904309, -77.0302585 38.9043959, -77.03022470000001 38.9044662, -77.03019329999999 38.9044657, -77.03018280000001 38.9044655, -77.0301831 38.904454, -77.0300173 38.9044514, -77.0300175 38.9044953, -77.0300027 38.9044972, -77.03000230000001 38.9045559, -77.0299847 38.9045558, -77.02981389999999 38.904558, -77.0298124 38.9038595, -77.0301254 38.9038596, -77.03012459999999 38.9038682, -77.03016529999999 38.9038688))",POINT (-77.03000424721404 38.90420019513148),2438.9,8
,371,48056833.0,,yes,,,"POLYGON ((-77.0307068 38.9034942, -77.0307095 38.9036129, -77.0302899 38.9036112, -77.0302925 38.9032178, -77.0306384 38.9032192, -77.03063659999999 38.9034939, -77.0307068 38.9034942))",POINT (-77.03047643804094 38.90342339020398),1391.6,8
,372,48056834.0,,yes,,,"POLYGON ((-77.0305728 38.900337, -77.03057560000001 38.9007024, -77.0305757 38.9007298, -77.0302542 38.9007315, -77.0302511 38.9003387, -77.030252 38.9003387, -77.0305728 38.900337))",POINT (-77.03041347574374 38.90053423965725),1215.8,20
DC Fire Department Engine Co. 16,373,48056837.0,,fire_station,,,"POLYGON ((-77.0301674 38.9034122, -77.0299747 38.9034127, -77.0298118 38.9034132, -77.02980890000001 38.9032082, -77.03022230000001 38.9032101, -77.030221 38.9034121, -77.0301674 38.9034122))",POINT (-77.03001549194919 38.90331070677617),805.2,8
,374,48056838.0,,yes,,,"POLYGON ((-77.02669090000001 38.903577, -77.02668610000001 38.903576, -77.026635 38.9035728, -77.02660179999999 38.9035658, -77.0265697 38.9035518, -77.0265349 38.9035235, -77.0265206 38.9035168, -77.0264998 38.9035107, -77.0264614 38.9035055, -77.026473 38.9034781, -77.0264786 38.9034818, -77.0265473 38.903363, -77.02657960000001 38.9033635, -77.02658460000001 38.903256, -77.02656500000001 38.9032555, -77.0265648 38.9032256, -77.0265835 38.9032238, -77.02658150000001 38.9031885, -77.0265653 38.9031876, -77.02656500000001 38.903153, -77.026582 38.9031516, -77.0265821 38.9031154, -77.0265667 38.9031128, -77.0265648 38.9030766, -77.0267796 38.9030753, -77.0267788 38.9030388, -77.0268444 38.9030385, -77.0268385 38.9035077, -77.02685339999999 38.903509, -77.0268524 38.9035828, -77.0268382 38.9035766, -77.02683759999999 38.9036021, -77.02685700000001 38.9036247, -77.0268224 38.9036226, -77.026782 38.9036142, -77.0267565 38.9036052, -77.0267217 38.9035871, -77.02669090000001 38.903577))",POINT (-77.02670031837695 38.90333901785824),1458.3,9
,375,48056839.0,,yes,,,"POLYGON ((-77.0266173 38.9028113, -77.0266166 38.9027677, -77.0266159 38.9027207, -77.0267332 38.9027199, -77.0267329 38.9027093, -77.0267344 38.9027093, -77.02678349999999 38.9027089, -77.0267837 38.9027211, -77.026847 38.9027206, -77.0268483 38.9028129, -77.0266828 38.9028126, -77.0266173 38.9028113))",POINT (-77.02673297024251 38.90276514169391),210.1,21
,376,48056840.0,,yes,,,"POLYGON ((-77.02555889999999 38.9031897, -77.0255949 38.9031236, -77.0256802 38.9031576, -77.02568050000001 38.9030723, -77.02561420000001 38.9030722, -77.0256248 38.903033, -77.0256279 38.9030005, -77.0258384 38.9029985, -77.0258394 38.9030629, -77.0258532 38.9030629, -77.0258541 38.9031269, -77.0258383 38.9031271, -77.0258398 38.9032265, -77.0258568 38.9032387, -77.02585740000001 38.9032776, -77.0258233 38.9032954, -77.0257711 38.9032796, -77.0257658 38.9032635, -77.0256885 38.9032353, -77.025667 38.9032413, -77.02561729999999 38.9032251, -77.0256079 38.903208, -77.0255603 38.9031901, -77.02555889999999 38.9031897))",POINT (-77.02573695560878 38.90313558379798),550.9,9
Balance Gym,377,48056842.0,,yes,,,"POLYGON ((-77.03090899999999 38.9046257, -77.03091019999999 38.9046237, -77.03103969999999 38.9043967, -77.031205 38.9043959, -77.0312055 38.9045342, -77.03111319999999 38.9046961, -77.03090899999999 38.9046257))",POINT (-77.0310786604287 38.90453742503304),569.4,8
,378,48056843.0,,yes,,,"POLYGON ((-77.0305728 38.900337, -77.03076419999999 38.9003361, -77.03076710000001 38.9007015, -77.03057560000001 38.9007024, -77.0305728 38.900337))",POINT (-77.03066992514458 38.90051926590425),673.2,20
,379,48056844.0,,yes,,,"POLYGON ((-77.03122810000001 38.9027301, -77.0313896 38.9027311, -77.0314181 38.9027313, -77.0314168 38.902857, -77.03140329999999 38.9028569, -77.0314006 38.9031271, -77.0312241 38.903126, -77.03122810000001 38.9027301))",POINT (-77.03131662737201 38.90292541138909),688.7,20
New York Avenue Presbyterian Church,380,48056845.0,,place_of_worship,,,"POLYGON ((-77.0313661 38.8997953, -77.03142819999999 38.8999015, -77.0314274 38.900089, -77.0310463 38.9000886, -77.0310436 38.9000891, -77.0310384 38.9000896, -77.0310332 38.9000893, -77.0310283 38.9000884, -77.0310236 38.9000867, -77.0310193 38.9000844, -77.0310156 38.9000816, -77.0310126 38.9000783, -77.0310104 38.9000746, -77.031009 38.9000707, -77.0309329 38.9000835, -77.03092669999999 38.9000628, -77.0308792 38.9000736, -77.0308539 38.8999838, -77.0309034 38.8999736, -77.0308995 38.8999602, -77.0309403 38.8999524, -77.0309745 38.8999458, -77.03097459999999 38.8999434, -77.0309755 38.8999398, -77.0309774 38.8999362, -77.03097990000001 38.899933, -77.0309833 38.8999302, -77.0309872 38.8999279, -77.03099159999999 38.8999261, -77.0309963 38.899925, -77.0310133 38.899919, -77.0313661 38.8997953))",POINT (-77.03118960220851 38.89997596414011),1101.1,20
,381,48056846.0,,yes,,,"POLYGON ((-77.03275120000001 38.9034601, -77.03296539999999 38.9034595, -77.0329643 38.9034614, -77.0329857 38.9034614, -77.0329826 38.9034654, -77.03299680000001 38.903471, -77.0329752 38.9035062, -77.03296109999999 38.9035001, -77.0329093 38.9035882, -77.0329247 38.903595, -77.0328999 38.9036324, -77.0328485 38.9036352, -77.0328485 38.9036224, -77.032757 38.903622, -77.0327568 38.9036322, -77.0326917 38.9036321, -77.03269280000001 38.9034637, -77.03275120000001 38.9034639, -77.03275120000001 38.9034624, -77.03275120000001 38.9034601))",POINT (-77.03281988214215 38.90353921925404),403.9,7
,382,48056847.0,,yes,,,"POLYGON ((-77.0329031 38.8997277, -77.0329861 38.8997266, -77.0329857 38.8996566, -77.03300779999999 38.8996562, -77.0334278 38.8996566, -77.033446 38.8996568, -77.0334532 38.8996569, -77.0334532 38.8996577, -77.0334524 38.9000951, -77.0329314 38.9000966, -77.0329309 38.8998108, -77.0329024 38.8998101, -77.0329031 38.8997277))",POINT (-77.03319290764694 38.89987808396597),2191.3,31
,383,48056848.0,,yes,,,"POLYGON ((-77.03279360000001 38.9000676, -77.0327911 38.8997277, -77.0328052 38.899729, -77.0329031 38.8997277, -77.0329024 38.8998101, -77.0329309 38.8998108, -77.0329314 38.9000966, -77.0328927 38.9000967, -77.0328923 38.9000672, -77.03279360000001 38.9000676))",POINT (-77.03286019021188 38.89990849207555),441.3,19
,384,48056849.0,,yes,,,"POLYGON ((-77.03292500000001 38.9007481, -77.0329251 38.9003537, -77.0329251 38.9003379, -77.0334453 38.9003375, -77.0334455 38.9004774, -77.0333078 38.9004775, -77.0331139 38.9004777, -77.033114 38.9005829, -77.0333069 38.9005828, -77.0334465 38.9005826, -77.0334467 38.900748, -77.0329251 38.9007511, -77.03292500000001 38.9007481))",POINT (-77.03316683156272 38.90054639051106),1728.4,19
,385,48056851.0,,yes,,,"POLYGON ((-77.0327364 38.902322, -77.032737 38.9019627, -77.03288569999999 38.9019613, -77.0328837 38.9023224, -77.0327364 38.902322))",POINT (-77.03281076249127 38.90214181716502),513.0,19
,386,48056852.0,,yes,,,"POLYGON ((-77.0328837 38.9023224, -77.03288569999999 38.9019613, -77.0328849 38.9019336, -77.0328863 38.9019336, -77.03305570000001 38.9019332, -77.0330604 38.9019332, -77.03306329999999 38.9020468, -77.0330568 38.9020469, -77.03304319999999 38.9020471, -77.0330455 38.9021386, -77.0330575 38.9021384, -77.0330585 38.9021384, -77.0330589 38.9022359, -77.03305930000001 38.9023138, -77.03305930000001 38.9023228, -77.0328837 38.9023224))",POINT (-77.03297070483478 38.90212848520517),642.6,19
Bowen Building,387,48056853.0,,yes,,,"POLYGON ((-77.03298100000001 38.9011425, -77.0329801 38.9008179, -77.032965 38.9008177, -77.0329653 38.9007935, -77.0331764 38.9007953, -77.0331754 38.9008637, -77.0332464 38.9008639, -77.0332465 38.900793, -77.0332487 38.900793, -77.0334611 38.9007949, -77.0334599 38.9011928, -77.0329734 38.9011995, -77.0329709 38.9011425, -77.03298100000001 38.9011425))",POINT (-77.03321899906305 38.90099940768702),1817.1,19
,388,48056855.0,,yes,,,"POLYGON ((-77.0331487 38.9018866, -77.0331504 38.9017571, -77.0334481 38.9017583, -77.03345090000001 38.9018878, -77.0331487 38.9018866))",POINT (-77.03329952221264 38.90182261189082),373.8,19
,389,48056856.0,,yes,,,"POLYGON ((-77.0327351 38.9029728, -77.0327356 38.9027556, -77.03316030000001 38.9027572, -77.03316049999999 38.9027253, -77.03339680000001 38.9027262, -77.0334076 38.9027392, -77.0332021 38.9030941, -77.032821 38.9030925, -77.03282179999999 38.9029733, -77.0327351 38.9029728))",POINT (-77.03304418998371 38.90290175791488),1802.6,19
,390,48056860.0,,yes,,,"POLYGON ((-77.0330526 38.8994153, -77.0329559 38.8992405, -77.0334175 38.8990777, -77.0334569 38.8990978, -77.0334556 38.8991814, -77.0334697 38.8991867, -77.0334714 38.8992566, -77.0334565 38.8992689, -77.0334579 38.8994233, -77.0334579 38.8994288, -77.0331267 38.8994311, -77.0331259 38.8994311, -77.0331079 38.899394, -77.0330526 38.8994153))",POINT (-77.03325423029113 38.899279120173),1231.7,31
,391,48056864.0,,yes,,,"POLYGON ((-77.0327326 38.9017649, -77.0327358 38.9015318, -77.0327501 38.9015223, -77.0327559 38.9015187, -77.0327556 38.9014576, -77.0334424 38.9014532, -77.0334411 38.9014993, -77.0334478 38.9014992, -77.0334481 38.9017583, -77.0331504 38.9017571, -77.0329943 38.9017568, -77.0329947 38.901765, -77.0327326 38.9017649))",POINT (-77.03309193350911 38.90160887040577),2076.0,19
,392,48056865.0,,yes,,,"POLYGON ((-77.03342720000001 38.8995668, -77.0330654 38.8995672, -77.03316239999999 38.8994449, -77.03345469999999 38.8994439, -77.0334557 38.8995625, -77.0334557 38.8995667, -77.03342720000001 38.8995668))",POINT (-77.03328358260049 38.89950863348228),402.3,31
