name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,274,5147377562,,-111.942697,33.436540,0,primary,,,
,275,4346520626,,-111.942867,33.436760,0,primary,,,
,276,4346523220,,-111.940575,33.431551,0,primary,,,
,277,9916310647,,-111.942633,33.429466,0,secondary,,,
,278,7959863308,,-111.949624,33.430876,0,secondary,,,
,279,4346524698,,-111.951587,33.431064,0,secondary,,,
,281,4346524696,,-111.958805,33.430547,-1,secondary,,281,
,282,1617023382,,-111.943241,33.430922,0,secondary,,,
,283,4346524697,,-111.946756,33.431067,0,secondary,,,
,284,1617022813,signal,-111.947371,33.430933,0,secondary,,,
,285,4346525681,,-111.947906,33.436496,0,motorway,,,
,286,4346525680,,-111.927943,33.435690,0,motorway,,,
,287,1508633808,,-111.947275,33.436427,0,motorway,,,
,288,1496913352,signal,-111.945978,33.437734,0,primary,,,
,289,4346530055,,-111.947827,33.438964,-1,primary,,289,
,290,4346553738,,-111.950192,33.435992,0,motorway,,,
,291,4346553737,,-111.949039,33.435924,0,motorway,,,
,292,4346569400,,-111.939883,33.412664,0,secondary,,,
,293,8813118514,,-111.939917,33.415194,0,secondary,,,
,294,5770246246,,-111.939883,33.413069,0,secondary,,,
,295,41662598,,-111.939981,33.416208,0,secondary,,,
,296,330683971,signal,-111.917699,33.414634,0,primary,,,
,297,3756594471,signal,-111.913696,33.414677,0,primary,,,
,299,3756594462,,-111.913384,33.414839,0,primary,,,
,300,4346571424,,-111.918646,33.414657,0,primary,,,
,301,4346571427,,-111.921249,33.414709,0,primary,,,
,302,330683970,signal,-111.920450,33.414697,0,primary,,,
,303,4346571425,,-111.913378,33.414678,0,primary,,,
,305,1501648856,,-111.911384,33.414865,0,primary,,,
,308,4346571426,,-111.910570,33.414704,0,primary,,,
,309,3719273480,,-111.919158,33.414660,0,primary,,,
,310,4346571428,,-111.919004,33.414864,0,primary,,,
,311,1501648857,,-111.920306,33.414883,0,primary,,,
,312,41624261,signal,-111.936604,33.414599,0,primary,,,
,313,4346575410,,-111.931443,33.414661,0,primary,,,
,315,4346575415,,-111.930015,33.414794,0,primary,,,
,317,4346575409,,-111.933521,33.414645,0,primary,,,
,318,330683965,signal,-111.932794,33.414646,0,primary,,,
,319,4346575414,,-111.932218,33.414772,0,primary,,,
,320,4346575411,,-111.926748,33.414692,0,primary,,,
,321,4346575416,,-111.925859,33.414832,0,primary,,,
,324,10290628421,,-111.929145,33.414667,0,primary,,,
,325,5146893078,,-111.927372,33.414686,0,primary,,,
,326,330683941,,-111.927395,33.414814,0,primary,,,
,327,4346575417,,-111.940023,33.417425,0,primary,,,
,328,41624255,,-111.939949,33.416718,0,primary,,,
,329,4346577513,,-111.939850,33.418688,0,primary,,,
,330,4346577514,,-111.939851,33.418737,0,primary,,,
,331,4346577517,,-111.939861,33.419554,0,primary,,,
,332,4346577518,,-111.939863,33.419776,0,primary,,,
,333,4346577523,,-111.939899,33.421506,0,primary,,,
,334,4346577519,,-111.939866,33.420013,0,primary,,,
,335,4346577515,,-111.939861,33.419337,0,primary,,,
,336,4346577521,,-111.939885,33.421170,0,primary,,,
,337,4346577522,,-111.939896,33.421289,0,primary,,,
,338,4346577520,,-111.939870,33.420236,0,primary,,,
,339,2625359008,signal,-111.939876,33.420491,0,primary,,,
,340,2625359006,signal,-111.939853,33.419067,0,primary,,,
,341,4346577516,,-111.940040,33.419437,0,primary,,,
,342,1698683826,signal,-111.940038,33.419066,0,primary,,,
,343,2625359004,,-111.939842,33.417621,0,primary,,,
,344,41662596,,-111.940025,33.417625,0,primary,,,
,345,10824818367,,-111.939971,33.424902,0,primary,,,
,346,9934553166,,-111.939969,33.425216,0,primary,,,
,347,41662587,signal,-111.940068,33.423196,0,primary,,,
,348,4346581618,,-111.940074,33.422527,0,primary,,,
,349,4346581619,,-111.940067,33.423447,0,primary,,,
,350,4346581623,,-111.940078,33.426035,0,primary,,,
,351,9934553162,,-111.939972,33.424603,0,primary,,,
,352,4346581620,,-111.939969,33.424033,0,primary,,,
,353,2625359015,signal,-111.939969,33.424345,0,primary,,,
,354,2625359017,signal,-111.939970,33.426466,0,primary,,,
,355,4346586753,,-111.939973,33.427036,0,primary,,,
,356,4346586756,,-111.939989,33.428368,0,primary,,,
,357,4346586752,,-111.939970,33.426149,0,primary,,,
,358,4346586758,,-111.939989,33.429076,0,primary,,,
,359,4346586759,,-111.939984,33.429227,0,primary,,,
,360,2625359013,signal,-111.939970,33.423195,0,primary,,,
,361,9164212033,,-111.939968,33.426263,0,primary,,,
,362,2916287191,,-111.939961,33.429499,0,primary,,,
,363,2625359021,signal,-111.939967,33.427385,0,primary,,,
,364,4346586754,,-111.940069,33.427761,0,primary,,,
,365,330695748,,-111.940070,33.427491,0,primary,,,
,367,10274641520,,-111.924884,33.422027,0,secondary,,,
,368,4346605165,,-111.918140,33.422018,0,secondary,,,
,369,4346605159,,-111.910209,33.421986,0,secondary,,,
,370,4346605158,,-111.910077,33.421985,0,secondary,,,
,371,41546788,,-111.927387,33.422014,0,secondary,,,
,372,4346605164,,-111.927182,33.422017,0,secondary,,,
,375,4346605161,,-111.929598,33.422015,0,secondary,,,
,376,41714341,signal,-111.928941,33.422019,0,secondary,,,
,377,41714356,signal,-111.917702,33.422019,0,secondary,,,
,378,4346605162,,-111.917196,33.422016,0,secondary,,,
,379,4346605163,,-111.928583,33.422015,0,secondary,,,
,380,9973576681,,-111.926966,33.422020,0,secondary,,,
,381,4346605166,,-111.925410,33.422030,0,secondary,,,
,382,4346605157,,-111.939018,33.421983,0,secondary,,,
,383,9888948024,,-111.927668,33.422014,0,secondary,,,
,384,10274641574,,-111.928432,33.422012,0,secondary,,,
,385,41662569,,-111.940095,33.429750,0,primary,,,
,386,4346605167,,-111.940129,33.430206,0,primary,,,
,387,5162648964,,-111.946549,33.421898,0,primary,,,
,388,41937048,,-111.945769,33.421898,0,primary,,,
,389,4346605144,,-111.944658,33.421895,0,primary,,,
,390,8444584097,,-111.945106,33.421896,0,primary,,,
,391,4346605146,,-111.945318,33.421897,0,primary,,,
,392,4346605143,,-111.943922,33.421896,0,primary,,,
,393,41520521,signal,-111.944266,33.421894,0,primary,,,
,394,42409007,signal,-111.947292,33.421900,0,primary,,,
,395,4346605145,,-111.947730,33.421903,0,primary,,,
,396,4346605142,,-111.946832,33.421899,0,primary,,,
,397,4346605147,,-111.949483,33.421906,0,primary,,,
,398,41633743,,-111.949970,33.421909,0,primary,,,
,399,7809692858,,-111.941770,33.421930,0,primary,,,
,400,41563475,signal,-111.942389,33.421928,0,primary,,,
,401,11782660712,,-111.940954,33.421938,0,primary,,,
,402,4346605154,,-111.941686,33.421979,0,primary,,,
,403,4346605153,,-111.942873,33.421927,0,primary,,,
,404,4346605148,,-111.951567,33.421914,0,primary,,,
,405,42001768,signal,-111.952218,33.421915,0,primary,,,
,406,418953777,,-111.950909,33.421913,0,primary,,,
,407,4346605156,,-111.940747,33.421932,0,primary,,,
,408,5162648965,,-111.948192,33.421905,0,primary,,,
,409,4346605149,,-111.952871,33.421917,0,primary,,,
,410,5665460110,,-111.943038,33.421928,0,primary,,,
,411,2318614612,,-111.953011,33.421918,0,primary,,,
,412,9754178621,,-111.930043,33.428825,0,secondary,,,
,413,5165002575,,-111.930533,33.428920,0,secondary,,,
,414,5013817163,signal,-111.917926,33.429214,0,secondary,,,
,415,4346622265,,-111.909958,33.429097,0,secondary,,,
,416,4346611233,,-111.925383,33.428834,0,secondary,,,
,418,4346611235,,-111.927926,33.428948,0,secondary,,,
,419,4346611234,,-111.928457,33.428872,0,secondary,,,
,420,4346611232,,-111.927214,33.428826,0,secondary,,,
,422,2714317917,signal,-111.929305,33.428784,0,secondary,,,
,423,41736773,,-111.930135,33.428711,0,secondary,,,
,424,4346613073,,-111.930074,33.428700,0,secondary,,,
,425,4346613074,,-111.933243,33.429446,0,secondary,,,
,426,4346613075,,-111.933359,33.429457,0,secondary,,,
,427,41736777,signal,-111.929306,33.428667,0,secondary,,,
,428,2714318018,signal,-111.933978,33.429643,0,secondary,,,
,429,2714318044,,-111.935729,33.430599,0,secondary,,,
,430,4346614527,,-111.934589,33.429813,0,secondary,,,
,431,4346614526,,-111.939135,33.429770,0,secondary,,,
,432,2714318007,signal,-111.934056,33.429490,0,secondary,,,
,433,4346614529,,-111.936744,33.430692,0,secondary,,,
,434,193252222,,-111.932219,33.429254,0,secondary,,,
,435,255819874,,-111.943076,33.429697,0,secondary,,,
,436,4346615108,,-111.941560,33.429539,0,secondary,,,
,437,10824818359,,-111.941801,33.429536,0,secondary,,,
,438,4346615540,,-111.943371,33.431226,0,secondary,,,
,439,1617022674,,-111.943354,33.430920,0,secondary,,,
,440,4346615539,,-111.947771,33.430763,0,secondary,,,
,441,418955519,signal,-111.947341,33.430823,0,secondary,,,
,442,7330858546,,-111.949670,33.430776,0,secondary,,,
,443,255944372,,-111.959455,33.430124,1,secondary,,443,
,444,4346619378,,-111.953225,33.430713,0,secondary,,,
,445,2714317927,,-111.923923,33.428884,0,secondary,,,
,446,4346622268,,-111.921750,33.429260,0,secondary,,,
,447,2714317933,,-111.923982,33.428976,0,secondary,,,
,448,2626242343,,-111.921160,33.429257,0,secondary,,,
,449,4346622267,,-111.918602,33.429219,0,secondary,,,
,450,4346622269,,-111.917438,33.429330,0,secondary,,,
,451,2714317962,signal,-111.917919,33.429337,0,secondary,,,
,452,4346622266,,-111.909714,33.429122,0,secondary,,,
,453,2714317964,,-111.906219,33.429341,0,secondary,,,
,454,2714317978,,-111.908193,33.429374,0,secondary,,,
,455,2714317961,,-111.912634,33.429337,0,secondary,,,
,456,4346624051,,-111.908325,33.429368,0,secondary,,,
,457,4346624050,,-111.904264,33.429305,0,secondary,,,
,458,2714317953,signal,-111.904762,33.429300,0,secondary,,,
,460,1501648565,,-111.902532,33.414690,0,primary,,,
,461,330683981,signal,-111.896206,33.414685,-1,primary,,461,
,462,1501648851,signal,-111.905029,33.414862,0,primary,,,
,463,4347774944,,-111.906173,33.414861,0,primary,,,
,464,1501648829,signal,-111.907173,33.414850,0,primary,,,
,465,41602743,signal,-111.900496,33.422109,0,secondary,,,
,466,4347774954,,-111.899843,33.422110,0,secondary,,,
,467,3519288956,,-111.894535,33.422061,2,secondary,,467,
,468,4347778846,,-111.901287,33.429212,0,secondary,,,
,470,4347778845,,-111.905416,33.429175,0,secondary,,,
,471,41500382,signal,-111.904759,33.429181,0,secondary,,,
