name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction
,96,49774425,traffic_signals,96,1,,secondary,0,-77.035129,38.900202,,,,0,0
,97,49777677,,97,0,,residential,0,-77.0434697,38.8995756,,,,0,0
,98,49777682,traffic_signals,98,1,,residential,0,-77.0449083,38.8995735,,,,0,0
,99,49777696,stop,99,0,,residential,0,-77.0488337,38.8995748,,,,0,0
,100,49777712,traffic_signals,100,1,,residential,0,-77.0501283,38.8995752,,,,0,0
,101,49777792,traffic_signals,101,1,,secondary,0,-77.018931,38.899809,,,,0,0
,102,49777795,traffic_signals,102,1,,secondary,0,-77.01991,38.899811,,,,0,0
,103,49777815,traffic_signals,103,1,,secondary,0,-77.0280845,38.899811,,,,0,0
,104,49777820,traffic_signals,104,1,,secondary,0,-77.0296231,38.8998173,,,,0,0
,105,49777843,traffic_signals,105,1,,primary,0,-77.036554,38.900201,,,,0,0
,106,49777853,traffic_signals,106,1,,primary,0,-77.0417009,38.9002111,,,,0,0
,107,49782040,traffic_signals,107,1,,primary,0,-77.0417107,38.8959844,,,,0,0
,108,49782077,traffic_signals,108,1,,primary,0,-77.0480883,38.8960029,3,,,0,0
,109,49782082,traffic_signals,109,1,,primary,0,-77.0501318,38.8960171,,,,0,0
,110,49782130,traffic_signals,110,1,,primary,0,-77.0417128,38.8953891,,,,0,0
,111,49782141,traffic_signals,111,1,,primary,0,-77.0434661,38.8953903,,,,0,0
,112,49782241,traffic_signals,112,1,,tertiary,0,-77.019905,38.89613,,,,0,0
,113,49782255,traffic_signals,113,1,,tertiary,0,-77.0239701,38.8961306,,,,0,0
,114,49782277,traffic_signals,114,1,,secondary,0,-77.0296244,38.8961279,,,,0,0
,115,49784130,traffic_signals,115,1,,primary,0,-77.0239696,38.9029543,,,,0,0
,116,49793337,,116,0,,primary,0,-77.0401075,38.8964032,,,,0,0
,117,49793546,traffic_signals,117,1,,tertiary,0,-77.018929,38.900863,,,,0,0
,118,49793549,traffic_signals,118,1,,tertiary,0,-77.019909,38.900867,,,,0,0
,119,49793566,traffic_signals,119,1,,tertiary,0,-77.0239468,38.9008799,,,,0,0
,120,49793595,traffic_signals,120,1,,tertiary,0,-77.0189287,38.9013205,,,,0,0
,121,49793670,traffic_signals,121,1,,tertiary,0,-77.0501284,38.9007007,,,,0,0
,122,49793723,traffic_signals,122,1,,secondary,0,-77.0280845,38.9013368,,,,0,0
,123,49793729,traffic_signals,123,1,,secondary,0,-77.0296245,38.9013363,,,,0,0
,124,49793759,traffic_signals,124,1,,secondary,0,-77.036546,38.9013343,,,,0,0
,125,49793773,traffic_signals,125,1,,primary,0,-77.0417135,38.9013328,,,,0,0
,126,49793777,traffic_signals,126,1,,primary,0,-77.0434643,38.9013322,,,,0,0
,127,49797543,traffic_signals,127,1,,tertiary,0,-77.0449168,38.8973506,,,,0,0
,128,49797579,traffic_signals,128,1,,primary,0,-77.0449033,38.9025268,32,,,0,0
,129,49797586,traffic_signals,129,1,,tertiary,0,-77.0449011,38.903742,,,,0,0
,130,49799633,traffic_signals,130,1,,secondary,0,-77.0280844,38.8973431,,,,0,0
,131,49799643,traffic_signals,131,1,,secondary,0,-77.0296206,38.897346,,,,0,0
,132,49799808,traffic_signals,132,1,,tertiary,0,-77.0417087,38.8973529,,,,0,0
,133,49799817,traffic_signals,133,1,,tertiary,0,-77.0434702,38.8973517,,,,0,0
,134,49799834,traffic_signals,134,1,,residential,0,-77.0488619,38.8973478,,,,0,0
,135,49800282,traffic_signals,135,1,,primary,0,-77.0259876,38.9036038,,,,0,0
,136,49800286,,136,0,,primary,0,-77.026338,38.9037224,,,,0,0
,137,49800294,traffic_signals,137,1,,primary,0,-77.0280981,38.9043261,,,,0,0
,138,49803715,,138,0,,secondary,0,-77.0259771,38.8990426,,,,0,0
,139,49803719,,139,0,,residential,0,-77.0183355,38.8990645,,,,0,0
,140,49803721,,140,0,,tertiary,0,-77.018931,38.8990645,,,,0,0
,141,49809168,traffic_signals,141,1,,secondary,0,-77.0434635,38.9025238,7,,,0,0
,142,49809177,traffic_signals,142,1,,tertiary,0,-77.0434554,38.9037441,,,,0,0
,143,49810831,traffic_signals,143,1,,primary,0,-77.0239718,38.9021096,,,,0,0
,144,49810840,,144,0,,tertiary,0,-77.0239722,38.9025117,,,,0,0
,145,49810871,traffic_signals,145,1,,tertiary,0,-77.0239489,38.9041767,,,,0,0
,146,49813342,,146,0,,secondary,0,-77.029633,38.8978782,,,,0,0
,147,49813347,traffic_signals,147,1,,secondary,0,-77.0296235,38.900284,24,,,0,0
,148,49813356,traffic_signals,148,1,,secondary,0,-77.0296255,38.902528,14,,,0,0
,149,49813365,traffic_signals,149,1,,secondary,0,-77.0296266,38.903737,,,,0,0
,150,49820985,traffic_signals,150,1,,secondary,0,-77.0399315,38.9037393,15,,,0,0
,151,49824719,traffic_signals,151,1,,primary,0,-77.048821,38.9020773,,,,0,0
,152,49825108,traffic_signals,152,1,,tertiary,0,-77.018928,38.902521,,,,0,0
,153,49825121,,153,0,,tertiary,0,-77.018924,38.90372,,,,0,0
,154,49825124,traffic_signals,154,1,,tertiary,0,-77.0189264,38.9038518,8,,,0,0
,155,49825128,traffic_signals,155,1,,tertiary,0,-77.018932,38.904174,,,,0,0
,156,49825588,traffic_signals,156,1,,primary,0,-77.0501298,38.9020152,,,,0,0
,157,49827624,traffic_signals,157,1,,secondary,0,-77.0417041,38.8995941,,,,0,0
,158,49842924,traffic_signals,158,1,,primary,0,-77.036542,38.9025231,4,,,0,0
,159,49842930,traffic_signals,159,1,,primary,0,-77.036539,38.903739,,,,0,0
,160,49844794,traffic_signals,160,1,,secondary,0,-77.019907,38.902521,,,,0,0
,161,49844804,traffic_signals,161,1,,primary,0,-77.0199036,38.9035215,10,,,0,0
,162,49844805,traffic_signals,162,1,,tertiary,0,-77.0198993,38.904163,,,,0,0
,163,49846816,traffic_signals,163,1,,secondary,0,-77.0259823,38.9015275,,,,0,0
,164,49846819,traffic_signals,164,1,,tertiary,0,-77.0259933,38.9025305,,,,0,0
,165,49846831,traffic_signals,165,1,,tertiary,0,-77.02598,38.904172,,,,0,0
,166,49853878,traffic_signals,166,1,,secondary,0,-77.0280845,38.9008053,27,,,0,0
,167,49853883,traffic_signals,167,1,,primary,0,-77.0280846,38.902518,,,,0,0
,168,49853897,traffic_signals,168,1,,secondary,0,-77.0280844,38.9037442,,,,0,0
,169,49865768,traffic_signals,169,1,,tertiary,0,-77.033077,38.903738,,,,0,0
,170,49869068,traffic_signals,170,1,,secondary,0,-77.0501133,38.903743,,,,0,0
,171,49870903,traffic_signals,171,1,,primary,0,-77.041706,38.9025234,28,,,0,0
,172,49886483,,172,0,,primary,0,-77.0183077,38.9041852,,,,0,0
,173,49895276,traffic_signals,173,1,,secondary,0,-77.0417003,38.9037447,,,,0,0
,174,262249791,traffic_signals,174,1,,primary,0,-77.0507906,38.9024758,,,,0,0
,175,262249888,,175,0,,primary,0,-77.048544,38.9025633,,,,0,0
,176,262542282,traffic_signals,176,1,,primary,0,-77.050128,38.8973469,34,,,0,0
,177,262543404,traffic_signals,177,1,,secondary,0,-77.0417566,38.8926523,,,,0,0
,178,262544306,,178,0,,motorway,0,-77.0465699,38.8957395,,,,0,0
,179,520072065,traffic_signals,179,1,,primary,0,-77.0319658,38.8920972,,,,0,0
,180,611258252,traffic_signals,180,1,,secondary,0,-77.0319607,38.8931533,,,,0,0
,181,633923743,traffic_signals,181,1,,tertiary,0,-77.0449166,38.8959783,,,,0,0
,182,633923936,traffic_signals,182,1,,primary,0,-77.0466497,38.9026413,21,,,0,0
,183,634011127,,183,0,,primary,0,-77.0509687,38.9028888,,,,0,0
,184,634011150,,184,0,,primary,0,-77.0494466,38.9026215,,,,0,0
,185,634011161,,185,0,,primary,0,-77.0493225,38.9021724,,,,0,0
,186,635070050,,186,0,,primary,0,-77.0394527,38.9028626,,,,0,0
,187,635118613,,187,0,,secondary,0,-77.0264745,38.9013621,,,,0,0
,188,635341645,,188,0,,primary,0,-77.0485716,38.9024021,,,,0,0
,189,638521180,,189,0,,primary,0,-77.0425221,38.9002083,,,,0,0
,190,638762021,,190,0,,secondary,0,-77.0319506,38.9007709,,,,0,0
,191,641045626,,191,0,,motorway,0,-77.0511699,38.8958188,,,,0,0
,192,641045751,,192,0,,motorway,0,-77.0507809,38.8923158,,,,0,0
,193,641073443,motorway_junction,193,0,,motorway,0,-77.0510387,38.8959188,,,,0,0
,194,641087288,,194,0,,primary,0,-77.0486808,38.8960046,,,,0,0
,195,641087352,,195,0,,motorway,0,-77.0480093,38.8953755,,,,0,0
,196,641087412,motorway_junction,196,0,,motorway,0,-77.0500674,38.895834,,,,0,0
,197,641087450,crossing,197,0,,primary,0,-77.0501318,38.8959775,,,,0,0
,198,641087530,,198,0,,motorway,0,-77.0455594,38.8955423,,,,0,0
,199,641110610,,199,0,,primary,0,-77.0489222,38.9024843,,,,0,0
,200,641110613,,200,0,,primary,0,-77.0485547,38.902484,,,,0,0
,201,641110619,,201,0,,primary,0,-77.0491931,38.9024869,,,,0,0
,202,641110632,,202,0,,primary,0,-77.0510331,38.9024861,,,,0,0
,203,641110895,,203,0,,primary,0,-77.0510197,38.9025685,,,,0,0
,204,641110977,,204,0,,primary,0,-77.0491958,38.9025662,,,,0,0
,205,641110990,,205,0,,primary,0,-77.0489248,38.9025641,,,,0,0
,206,641116183,motorway_junction,206,0,,primary,0,-77.0305139,38.9025272,,,,0,0
,207,641116184,,207,0,,tertiary,0,-77.0307703,38.9026411,,,,0,0
,208,641116185,motorway_junction,208,0,,primary,0,-77.0292155,38.9025242,,,,0,0
,209,641116186,,209,0,,tertiary,0,-77.0289102,38.9024079,,,,0,0
,210,641116187,,210,0,,tertiary,0,-77.0286864,38.9026388,,,,0,0
,211,641116188,motorway_junction,211,0,,primary,0,-77.0284716,38.9025226,,,,0,0
,212,641116189,,212,0,,tertiary,0,-77.028522,38.9024092,,,,0,0
,213,641116190,,213,0,,primary,0,-77.0282718,38.9025185,,,,0,0
,214,641116192,,214,0,,primary,0,-77.0330945,38.9025196,,,,0,0
,215,641116193,,215,0,,tertiary,0,-77.0330918,38.9024114,,,,0,0
,216,641116194,,216,0,,tertiary,0,-77.0326921,38.9024102,,,,0,0
,217,641116203,motorway_junction,217,0,,tertiary,0,-77.0370078,38.9025231,,,,0,0
,218,641116204,,218,0,,tertiary,0,-77.0373592,38.9026455,,,,0,0
,219,641116207,motorway_junction,219,0,,primary,0,-77.0355138,38.902523,,,,0,0
,220,641116213,,220,0,,secondary,0,-77.0319542,38.9024099,,,,0,0
,221,641116215,traffic_signals,221,1,,secondary,0,-77.036542,38.9024179,4,,,0,0
,222,641116216,traffic_signals,222,1,,primary,0,-77.0365438,38.9026449,4,,,0,0
,223,641116218,traffic_signals,223,1,,secondary,0,-77.0345804,38.9026435,29,,,0,0
,224,641116221,,224,0,,tertiary,0,-77.0373485,38.902406,,,,0,0
,225,641116223,,225,0,,tertiary,0,-77.0424178,38.9023957,,,,0,0
,226,641116224,,226,0,,primary,0,-77.0421925,38.9025235,,,,0,0
,227,641116225,motorway_junction,227,0,,primary,0,-77.0415519,38.9025234,,,,0,0
,228,641116226,,228,0,,tertiary,0,-77.0412215,38.9023944,,,,0,0
,229,641116227,,229,0,,tertiary,0,-77.0409453,38.9026414,,,,0,0
,230,641116229,,230,0,,primary,0,-77.0412296,38.9025234,,,,0,0
,231,641116230,,231,0,,tertiary,0,-77.0407897,38.902394,,,,0,0
,232,641116231,,232,0,,primary,0,-77.0404464,38.9025234,,,,0,0
,233,641116232,,233,0,,tertiary,0,-77.0441183,38.9026441,,,,0,0
,234,641116233,,234,0,,primary,0,-77.0444188,38.9025258,,,,0,0
,235,641116234,motorway_junction,235,0,,primary,0,-77.0436546,38.9025255,,,,0,0
,236,641116235,,236,0,,tertiary,0,-77.0438152,38.9026438,,,,0,0
,237,641116236,motorway_junction,237,0,,primary,0,-77.0433363,38.9025244,,,,0,0
,238,641116237,,238,0,,tertiary,0,-77.0429891,38.9023963,,,,0,0
,239,641116238,,239,0,,tertiary,0,-77.0427269,38.9026492,,,,0,0
,240,641116239,,240,0,,primary,0,-77.0429455,38.9025235,,,,0,0
,241,641116240,motorway_junction,241,0,,primary,0,-77.0420879,38.9025235,,,,0,0
,242,641116241,,242,0,,tertiary,0,-77.0423159,38.9026426,,,,0,0
,243,641116242,,243,0,,primary,0,-77.0455908,38.9024018,,,,0,0
,244,641116243,,244,0,,primary,0,-77.045277,38.9025276,,,,0,0
,245,641116244,motorway_junction,245,0,,primary,0,-77.0450732,38.9025272,,,,0,0
,246,641116245,,246,0,,primary,0,-77.0453495,38.902644,,,,0,0
,247,641116246,,247,0,,tertiary,0,-77.0441264,38.9023976,,,,0,0
,248,641116247,,248,0,,primary,0,-77.0437991,38.9025245,,,,0,0
,249,641116249,,249,0,,primary,0,-77.0470741,38.9024861,,,,0,0
,250,641116256,motorway_junction,250,0,,primary,0,-77.0461193,38.9025294,,,,0,0
,251,641116257,,251,0,,primary,0,-77.0458779,38.9024047,,,,0,0
,252,641116258,traffic_signals,252,1,,tertiary,0,-77.0417079,38.902395,28,,,0,0
,253,641116259,traffic_signals,253,1,,tertiary,0,-77.0417055,38.9026421,28,,,0,0
,254,641116270,traffic_signals,254,1,,tertiary,0,-77.0449035,38.9023984,32,,,0,0
,255,641116271,traffic_signals,255,1,,secondary,0,-77.0434661,38.9023963,7,,,0,0
,256,641116273,motorway_junction,256,0,,primary,0,-77.0460434,38.9026429,,,,0,0
,257,641116278,traffic_signals,257,1,,tertiary,0,-77.0449031,38.9026447,32,,,0,0
,258,641116283,traffic_signals,258,1,,secondary,0,-77.0434627,38.9026429,7,,,0,0
,259,641116285,,259,0,,primary,0,-77.0470741,38.9025612,,,,0,0
,260,641116287,,260,0,,primary,0,-77.04856,38.902648,,,,0,0
,261,641116291,traffic_signals,261,1,,primary,0,-77.0488192,38.902402,,,,0,0
,262,641116293,traffic_signals,262,1,,secondary,0,-77.0488179,38.902649,,,,0,0
,263,641116349,traffic_signals,263,1,,primary,0,-77.0509723,38.9027133,,,,0,0
,264,641127560,,264,0,,primary,0,-77.0504859,38.8972075,,,,0,0
,265,641127568,,265,0,,primary,0,-77.0503328,38.8973748,,,,0,0
,266,641127584,crossing,266,0,,secondary,0,-77.0488043,38.8964944,,,,0,0
,267,641127585,,267,0,,primary,0,-77.0488618,38.8965714,,,,0,0
,268,641127587,traffic_signals,268,1,,primary,0,-77.050128,38.8972661,34,,,0,0
,269,641127594,traffic_signals,269,1,,primary,0,-77.050128,38.8970087,,,,0,0
,270,641127597,crossing,270,0,,secondary,0,-77.0488864,38.8963967,,,,0,0
,271,641127598,,271,0,,secondary,0,-77.0499843,38.8970108,,,,0,0
,272,641127601,traffic_signals,272,1,,tertiary,0,-77.0440779,38.8937803,9,,,0,0
,273,641127602,,273,0,,secondary,0,-77.0504181,38.897258,,,,0,0
,274,641127604,,274,0,,secondary,0,-77.049955,38.897087,,,,0,0
,275,641127605,,275,0,,secondary,0,-77.0503395,38.8972955,,,,0,0
,276,641127608,,276,0,,secondary,0,-77.0473349,38.895722,,,,0,0
,277,641127613,traffic_signals,277,1,,tertiary,0,-77.0451739,38.8945811,35,,,0,0
,278,641127614,traffic_signals,278,1,,primary,0,-77.0479163,38.8960069,3,,,0,0
,279,645963443,traffic_signals,279,1,,primary,0,-77.0189291,38.9039666,8,,,0,0
,280,645963446,traffic_signals,280,1,,primary,0,-77.0199026,38.9036384,10,,,0,0
,281,647584811,traffic_signals,281,1,,primary,0,-77.0417246,38.892098,,,,0,0
,282,647622726,traffic_signals,282,1,,secondary,0,-77.0488063,38.9039359,,,,0,0
,283,647622728,traffic_signals,283,1,,secondary,0,-77.0489887,38.9037376,6,,,0,0
,284,647622738,traffic_signals,284,1,,primary,0,-77.0492507,38.9023528,,,,0,0
,285,655247774,,285,0,,tertiary,0,-77.0229452,38.8984625,,,,0,0
,286,655247775,traffic_signals,286,1,,secondary,0,-77.0259889,38.8998159,,,,0,0
,287,738081148,,287,0,,subway,0,-77.0284135,38.9005102,,,,0,0
,288,876615335,traffic_signals,288,1,,primary,0,-77.0336478,38.8988023,,,,0,0
,289,876615362,traffic_signals,289,1,,secondary,0,-77.0319504,38.8993525,23,,,0,0
,290,876615374,traffic_signals,290,1,,secondary,0,-77.0280845,38.9006759,27,,,0,0
,291,876615376,traffic_signals,291,1,,secondary,0,-77.0270325,38.9010358,12,,,0,0
,292,876615378,crossing,292,0,,secondary,0,-77.0261632,38.9013405,,,,0,0
,293,1240476053,,293,0,,primary,0,-77.0394376,38.902234,,,,0,0
,294,1240476059,crossing,294,0,,secondary,0,-77.038519,38.9024045,,,,0,0
,295,1243960725,,295,0,,primary,0,-77.0462875,38.9025298,,,,0,0
,296,1350845800,,296,0,,primary,0,-77.0325602,38.8921025,,,,0,0
,297,1363151551,,297,0,,secondary,0,-77.0319343,38.9042877,,,,0,0
,298,1379495810,traffic_signals,298,1,,primary,0,-77.0394895,38.9025233,5,,,0,0
,299,1379495897,traffic_signals,299,1,,primary,0,-77.0400857,38.9037412,15,,,0,0
,300,1379549937,,300,0,,secondary,0,-77.0495506,38.9031396,,,,0,0
,301,1379549938,,301,0,,secondary,0,-77.0501131,38.9032645,,,,0,0
,302,1379549941,traffic_signals,302,1,,primary,0,-77.0501867,38.9030685,,,,0,0
,303,1381204534,,303,0,,secondary,0,-77.0428946,38.9000083,,,,0,0
,304,1381204541,traffic_signals,304,1,,tertiary,0,-77.0449054,38.9013318,,,,0,0
,305,1381210497,traffic_signals,305,1,,primary,0,-77.0466503,38.9013313,,,,0,0
,306,1381212154,traffic_signals,306,1,,secondary,0,-77.0434677,38.9002077,,,,0,0
,307,1381216023,traffic_signals,307,1,,secondary,0,-77.0394705,38.8988164,,,,0,0
,308,1381307995,traffic_signals,308,1,,tertiary,0,-77.046663,38.8973494,,,,0,0
,309,1381307996,,309,0,,residential,0,-77.0466606,38.898323,,,,0,0
,310,1381307998,traffic_signals,310,1,,tertiary,0,-77.0449041,38.9007123,,,,0,0
,311,1381307999,traffic_signals,311,1,,primary,0,-77.0336419,38.9013351,,,,0,0
,312,1435427971,,312,0,,secondary,0,-77.0422926,38.8997956,,,,0,0
,313,1439430728,,313,0,,secondary,0,-77.0319341,38.9041106,,,,0,0
,314,1439584651,,314,0,,secondary,0,-77.0276226,38.9008329,,,,0,0
,315,1443727088,traffic_signals,315,1,,tertiary,0,-77.0488217,38.9006931,,,,0,0
,316,1458176054,crossing,316,0,,primary,0,-77.0336603,38.8919232,,,,0,0
,317,1600549230,,317,0,,primary,0,-77.0497836,38.9030028,,,,0,0
,318,1618288678,,318,0,,tertiary,0,-77.0231342,38.9041859,,,,0,0
,319,1618288689,,319,0,,tertiary,0,-77.0227563,38.9041858,,,,0,0
,320,1740763163,,320,0,,primary,0,-77.045821,38.9025288,,,,0,0
,321,1740764624,,321,0,,secondary,0,-77.0385185,38.9026472,,,,0,0
,322,2053263870,,322,0,,primary,1,-77.0336227,38.8955098,,,,1000,1000
,323,2314446381,,323,0,,tertiary,0,-77.0252147,38.8961313,,,,0,0
,324,2440761315,,324,0,,tertiary,0,-77.0250056,38.9041726,,,,0,0
,325,2457606212,,325,0,,secondary,0,-77.050725,38.9018675,,,,0,0
