node_id,x_coord,y_coord,production,attraction,is_boundary,ctrl_type,zone_id,poi_id,activity_type,geometry,_zone_id
1,-96.7353079,43.4997261,10,10,0,,21,,residential,POINT (-96.7353079 43.4997261),-1
2,-96.7347726,43.4989109,10,10,0,,21,,residential,POINT (-96.7347726 43.4989109),-1
3,-96.7337656,43.4982298,10,10,0,,,,residential,POINT (-96.7337656 43.4982298),-1
4,-96.7310107,43.497268,10,10,0,,,,residential,POINT (-96.7310107 43.497268),-1
5,-96.7303978,43.497046,10,10,0,,21,,residential,POINT (-96.7303978 43.497046),-1
7,-96.7920143,43.4971045,10,10,0,,13,,residential,POINT (-96.7920143 43.4971045),-1
8,-96.7924701,43.4963865,10,10,0,,13,,residential,POINT (-96.7924701 43.4963865),-1
9,-96.7930111,43.4955939,10,10,0,,13,,residential,POINT (-96.7930111 43.4955939),-1
10,-96.79383,43.4947198,10,10,0,,,,residential,POINT (-96.79383 43.4947198),-1
11,-96.7942449,43.4942544,10,10,2,,,,residential,POINT (-96.7942449 43.4942544),1114
12,-96.8105676,43.4959609,10,10,0,,,,residential,POINT (-96.8105676 43.4959609),-1
13,-96.8107678,43.4932879,10,10,0,,,,residential,POINT (-96.8107678 43.4932879),-1
14,-96.8096852,43.4906113,10,10,0,,,,residential,POINT (-96.8096852 43.4906113),-1
16,-96.7036406,43.4926055,10,10,0,,20,,residential,POINT (-96.7036406 43.4926055),-1
18,-96.741382,43.496249,10,10,0,,24,,residential,POINT (-96.741382 43.496249),-1
19,-96.74075,43.496463,10,10,0,,24,,residential,POINT (-96.74075 43.496463),-1
20,-96.739373,43.496857,10,10,0,,24,,residential,POINT (-96.739373 43.496857),-1
21,-96.740333,43.495297,10,10,2,,24,,residential,POINT (-96.740333 43.495297),1114
22,-96.8118985,43.4915412,10,10,0,,13,,residential,POINT (-96.8118985 43.4915412),-1
23,-96.814538,43.491544,10,10,0,,13,,residential,POINT (-96.814538 43.491544),-1
24,-96.7606323,43.4927199,10,10,0,,24,,residential,POINT (-96.7606323 43.4927199),-1
25,-96.7614918,43.4920531,10,10,0,,24,,residential,POINT (-96.7614918 43.4920531),-1
26,-96.7595701,43.4903453,10,10,0,,24,,residential,POINT (-96.7595701 43.4903453),-1
27,-96.725704,43.496092,10,10,0,,21,,residential,POINT (-96.725704 43.496092),-1
28,-96.7266936,43.4952623,10,10,2,,21,,residential,POINT (-96.7266936 43.4952623),1114
31,-96.6988986,43.4972463,10,10,0,,20,,residential,POINT (-96.6988986 43.4972463),-1
32,-96.6993307,43.4943426,10,10,0,,20,,residential,POINT (-96.6993307 43.4943426),-1
34,-96.7573673,43.497545,10,10,0,,24,,residential,POINT (-96.7573673 43.497545),-1
35,-96.7587333,43.4976285,10,10,2,,24,,residential,POINT (-96.7587333 43.4976285),1114
38,-96.725619,43.490698,10,10,0,,21,,residential,POINT (-96.725619 43.490698),-1
39,-96.7257405,43.4896439,10,10,0,,21,,residential,POINT (-96.7257405 43.4896439),-1
40,-96.7257386,43.4895242,10,10,0,,21,,residential,POINT (-96.7257386 43.4895242),-1
42,-96.81435,43.498913,10,10,0,,13,,residential,POINT (-96.81435 43.498913),-1
43,-96.722085,43.487589,10,10,0,,21,,residential,POINT (-96.722085 43.487589),-1
44,-96.722567,43.4863416,10,10,0,,21,,residential,POINT (-96.722567 43.4863416),-1
45,-96.7256691,43.4838476,10,10,2,,21,,residential,POINT (-96.7256691 43.4838476),1114
46,-96.7269098,43.4861748,10,10,0,,21,,residential,POINT (-96.7269098 43.4861748),-1
47,-96.7274046,43.4862051,10,10,0,,21,,residential,POINT (-96.7274046 43.4862051),-1
48,-96.7275957,43.4862043,10,10,0,,21,,residential,POINT (-96.7275957 43.4862043),-1
49,-96.749547,43.492302,10,10,0,,24,,residential,POINT (-96.749547 43.492302),-1
50,-96.7508933,43.4941732,10,10,0,,24,,residential,POINT (-96.7508933 43.4941732),-1
51,-96.7657387,43.480257,10,10,0,,24,,residential,POINT (-96.7657387 43.480257),-1
