link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
11580,36255,connector,293,47550,"LINESTRING (-110.871197 32.246941, -110.871059 32.250671)",0.418340,0.260000,1.040000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,78.2,78.2,9999.0,0.0,0.0078,1.0,0.0,0.0,78.2,78.2,9999.000,0.000,0.0078,1.040,0.000,0.000,
11581,36255,connector,47550,293,"LINESTRING (-110.871067 32.250671, -110.871205 32.246941)",0.418340,0.260000,1.040000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,76.8,76.8,9999.0,0.0,0.0077,1.0,0.0,0.0,76.8,76.8,9999.000,0.000,0.0077,1.040,0.000,0.000,
11582,36256,connector,293,44045,"LINESTRING (-110.871201 32.246945, -110.875435 32.247051)",0.402250,0.250000,1.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,225.9,225.9,9999.0,0.0,0.0226,1.0,0.0,0.0,225.9,225.9,9999.000,0.000,0.0226,1.000,0.000,0.000,
11583,36256,connector,44045,293,"LINESTRING (-110.875435 32.247043, -110.871201 32.246937)",0.402250,0.250000,1.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,276.4,276.4,9999.0,0.0,0.0276,1.0,0.0,0.0,276.4,276.4,9999.000,0.000,0.0276,1.000,0.000,0.000,
11584,36257,Major arterial,47550,47558,"LINESTRING (-110.871063 32.250675, -110.875328 32.250687)",0.402250,0.250000,0.348837,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,3747.1,3747.1,5250.0,0.0,0.7137,0.4,0.0,0.0,3747.1,3747.1,5250.000,0.000,0.7137,0.362,0.000,0.000,
11585,36257,Major arterial,47558,47550,"LINESTRING (-110.875328 32.250679, -110.871063 32.250667)",0.402250,0.250000,0.348837,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,2685.3,2685.3,5250.0,0.0,0.5115,0.4,0.0,0.0,2685.3,2685.3,5250.000,0.000,0.5115,0.352,0.000,0.000,
11586,36258,Major arterial,47558,44045,"LINESTRING (-110.875332 32.250683, -110.875439 32.247047)",0.402250,0.250000,0.348837,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,1709.0,1709.0,3500.0,0.0,0.4883,0.4,0.0,0.0,1709.0,1709.0,3500.000,0.000,0.4883,0.352,0.000,0.000,
11587,36258,Major arterial,44045,47558,"LINESTRING (-110.875431 32.247047, -110.875324 32.250683)",0.402250,0.250000,0.348837,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,1001.3,1001.3,3500.0,0.0,0.2861,0.3,0.0,0.0,1001.3,1001.3,3500.000,0.000,0.2861,0.349,0.000,0.000,
11588,36259,connector,302,44045,"LINESTRING (-110.877647 32.247078, -110.875435 32.247043)",0.209170,0.130000,0.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,159.4,159.4,9999.0,0.0,0.0159,0.5,0.0,0.0,159.4,159.4,9999.000,0.000,0.0159,0.520,0.000,0.000,
11589,36259,connector,44045,302,"LINESTRING (-110.875435 32.247051, -110.877647 32.247086)",0.209170,0.130000,0.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,300.7,300.7,9999.0,0.0,0.0301,0.5,0.0,0.0,300.7,300.7,9999.000,0.000,0.0301,0.520,0.000,0.000,
11590,36260,Major arterial,47558,47560,"LINESTRING (-110.875328 32.250687, -110.877647 32.250679)",0.225260,0.140000,0.195349,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,3869.4,3869.4,5250.0,0.0,0.7370,0.2,0.0,0.0,3869.4,3869.4,5250.000,0.000,0.7370,0.204,0.000,0.000,
11591,36260,Major arterial,47560,47558,"LINESTRING (-110.877647 32.250671, -110.875328 32.250679)",0.225260,0.140000,0.195349,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,2660.4,2660.4,5250.0,0.0,0.5067,0.2,0.0,0.0,2660.4,2660.4,5250.000,0.000,0.5067,0.197,0.000,0.000,
11592,36261,connector,289,47556,"LINESTRING (-110.870942 32.254337, -110.875314 32.252876)",0.450520,0.280000,1.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,117.4,117.4,9999.0,0.0,0.0117,1.1,0.0,0.0,117.4,117.4,9999.000,0.000,0.0117,1.120,0.000,0.000,
11593,36261,connector,47556,289,"LINESTRING (-110.875312 32.252868, -110.870940 32.254329)",0.450520,0.280000,1.120000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,53.6,53.6,9999.0,0.0,0.0054,1.1,0.0,0.0,53.6,53.6,9999.000,0.000,0.0054,1.120,0.000,0.000,
11594,36264,Major arterial,47552,47554,"LINESTRING (-110.875237 32.257927, -110.870842 32.257881)",0.418340,0.260000,0.445714,56.315000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,56.3,1650.0,1.0,41.6,41.6,1650.0,0.0,0.0252,0.4,0.0,0.0,41.6,41.6,1650.000,0.000,0.0252,0.446,0.000,0.000,
11595,36264,Major arterial,47554,47552,"LINESTRING (-110.870842 32.257889, -110.875237 32.257935)",0.418340,0.260000,0.445714,56.315000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,56.3,1650.0,1.0,43.6,43.6,1650.0,0.0,0.0264,0.4,0.0,0.0,43.6,43.6,1650.000,0.000,0.0264,0.446,0.000,0.000,
11596,36265,connector,289,47554,"LINESTRING (-110.870937 32.254333, -110.870838 32.257885)",0.386160,0.240000,0.960000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,44.6,44.6,9999.0,0.0,0.0045,1.0,0.0,0.0,44.6,44.6,9999.000,0.000,0.0045,0.960,0.000,0.000,
11597,36265,connector,47554,289,"LINESTRING (-110.870846 32.257885, -110.870945 32.254333)",0.386160,0.240000,0.960000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,42.6,42.6,9999.0,0.0,0.0043,1.0,0.0,0.0,42.6,42.6,9999.000,0.000,0.0043,0.960,0.000,0.000,
11598,36623,Major arterial,47552,47556,"LINESTRING (-110.875241 32.257931, -110.875317 32.252872)",0.563150,0.350000,0.488372,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,1927.0,1927.0,3500.0,0.0,0.5506,0.5,0.0,0.0,1927.0,1927.0,3500.000,0.000,0.5506,0.495,0.000,0.000,
11599,36623,Major arterial,47556,47552,"LINESTRING (-110.875309 32.252872, -110.875233 32.257931)",0.563150,0.350000,0.488372,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,1135.7,1135.7,3500.0,0.0,0.3245,0.5,0.0,0.0,1135.7,1135.7,3500.000,0.000,0.3245,0.489,0.000,0.000,
11600,36267,Major arterial,47543,47564,"LINESTRING (-110.875103 32.273438, -110.875096 32.265743)",0.852770,0.530000,0.739535,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,2048.3,2048.3,3500.0,0.0,0.5852,0.8,0.0,0.0,2048.3,2048.3,3500.000,0.000,0.5852,0.753,0.000,0.000,
11601,36267,Major arterial,47564,47543,"LINESTRING (-110.875088 32.265743, -110.875095 32.273438)",0.852770,0.530000,0.739535,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,999.2,999.2,3500.0,0.0,0.2855,0.7,0.0,0.0,999.2,999.2,3500.000,0.000,0.2855,0.740,0.000,0.000,
11602,36268,Major arterial,47551,44065,"LINESTRING (-110.875107 32.261349, -110.885201 32.261521)",0.949310,0.590000,1.011429,56.315000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,56.3,1650.0,1.0,301.6,301.6,1650.0,0.0,0.1828,1.0,0.0,0.0,301.6,301.6,1650.000,0.000,0.1828,1.012,0.000,0.000,
11603,36268,Major arterial,44065,47551,"LINESTRING (-110.885201 32.261513, -110.875107 32.261341)",0.949310,0.590000,1.011429,56.315000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,56.3,1650.0,1.0,146.7,146.7,1650.0,0.0,0.0889,1.0,0.0,0.0,146.7,146.7,1650.000,0.000,0.0889,1.011,0.000,0.000,
11604,36269,connector,314,47564,"LINESTRING (-110.883979 32.263462, -110.875091 32.265739)",0.868860,0.540000,2.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.2,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.160,0.000,0.000,
11605,36269,connector,47564,314,"LINESTRING (-110.875093 32.265747, -110.883981 32.263470)",0.868860,0.540000,2.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,2.2,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,2.160,0.000,0.000,
11606,36270,connector,314,44065,"LINESTRING (-110.883983 32.263468, -110.885204 32.261519)",0.241350,0.150000,0.600000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,137.0,137.0,9999.0,0.0,0.0137,0.6,0.0,0.0,137.0,137.0,9999.000,0.000,0.0137,0.600,0.000,0.000,
11607,36270,connector,44065,314,"LINESTRING (-110.885198 32.261515, -110.883977 32.263464)",0.241350,0.150000,0.600000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,151.2,151.2,9999.0,0.0,0.0151,0.6,0.0,0.0,151.2,151.2,9999.000,0.000,0.0151,0.600,0.000,0.000,
11608,36271,connector,288,47566,"LINESTRING (-110.871658 32.263195, -110.875107 32.263230)",0.321800,0.200000,0.800000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,74.0,74.0,9999.0,0.0,0.0074,0.8,0.0,0.0,74.0,74.0,9999.000,0.000,0.0074,0.800,0.000,0.000,
11609,36271,connector,47566,288,"LINESTRING (-110.875107 32.263222, -110.871658 32.263187)",0.321800,0.200000,0.800000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,46.0,46.0,9999.0,0.0,0.0046,0.8,0.0,0.0,46.0,46.0,9999.000,0.000,0.0046,0.800,0.000,0.000,
11610,36272,Major arterial,47564,47566,"LINESTRING (-110.875096 32.265743, -110.875111 32.263226)",0.273530,0.170000,0.237209,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,2048.3,2048.3,3500.0,0.0,0.5852,0.2,0.0,0.0,2048.3,2048.3,3500.000,0.000,0.5852,0.241,0.000,0.000,
11611,36272,Major arterial,47566,47564,"LINESTRING (-110.875103 32.263226, -110.875088 32.265743)",0.273530,0.170000,0.237209,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,999.2,999.2,3500.0,0.0,0.2855,0.2,0.0,0.0,999.2,999.2,3500.000,0.000,0.2855,0.237,0.000,0.000,
11612,36273,Major arterial,47551,47566,"LINESTRING (-110.875103 32.261345, -110.875103 32.263226)",0.209170,0.130000,0.181395,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,1026.2,1026.2,3500.0,0.0,0.2932,0.2,0.0,0.0,1026.2,1026.2,3500.000,0.000,0.2932,0.182,0.000,0.000,
11613,36273,Major arterial,47566,47551,"LINESTRING (-110.875111 32.263226, -110.875111 32.261345)",0.209170,0.130000,0.181395,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,69.2,1750.0,2.0,2103.3,2103.3,3500.0,0.0,0.6010,0.2,0.0,0.0,2103.3,2103.3,3500.000,0.000,0.6010,0.185,0.000,0.000,
11614,36274,connector,276,47549,"LINESTRING (-110.862293 32.252758, -110.862309 32.250648)",0.241350,0.150000,0.600000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,136.0,136.0,9999.0,0.0,0.0136,0.6,0.0,0.0,136.0,136.0,9999.000,0.000,0.0136,0.600,0.000,0.000,
11615,36274,connector,47549,276,"LINESTRING (-110.862301 32.250648, -110.862285 32.252758)",0.241350,0.150000,0.600000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,255.2,255.2,9999.0,0.0,0.0255,0.6,0.0,0.0,255.2,255.2,9999.000,0.000,0.0255,0.600,0.000,0.000,
11616,36275,connector,277,47549,"LINESTRING (-110.862293 32.247021, -110.862301 32.250648)",0.402250,0.250000,1.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,249.4,249.4,9999.0,0.0,0.0249,1.0,0.0,0.0,249.4,249.4,9999.000,0.000,0.0249,1.000,0.000,0.000,
11617,36275,connector,47549,277,"LINESTRING (-110.862309 32.250648, -110.862301 32.247021)",0.402250,0.250000,1.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,181.2,181.2,9999.0,0.0,0.0181,1.0,0.0,0.0,181.2,181.2,9999.000,0.000,0.0181,1.000,0.000,0.000,
11618,36276,connector,277,47568,"LINESTRING (-110.862297 32.247017, -110.857925 32.246960)",0.418340,0.260000,1.040000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,35.0,35.0,9999.0,0.0,0.0035,1.0,0.0,0.0,35.0,35.0,9999.000,0.000,0.0035,1.040,0.000,0.000,
11619,36276,connector,47568,277,"LINESTRING (-110.857925 32.246968, -110.862297 32.247025)",0.418340,0.260000,1.040000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,12.0,12.0,9999.0,0.0,0.0012,1.0,0.0,0.0,12.0,12.0,9999.000,0.000,0.0012,1.040,0.000,0.000,
11620,36277,Major arterial,47569,47549,"LINESTRING (-110.858002 32.250660, -110.862305 32.250652)",0.402250,0.250000,0.348837,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,3852.4,3852.4,5250.0,0.0,0.7338,0.4,0.0,0.0,3852.4,3852.4,5250.000,0.000,0.7338,0.364,0.000,0.000,
11621,36277,Major arterial,47549,47569,"LINESTRING (-110.862305 32.250644, -110.858002 32.250652)",0.402250,0.250000,0.348837,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,2748.1,2748.1,5250.0,0.0,0.5235,0.4,0.0,0.0,2748.1,2748.1,5250.000,0.000,0.5235,0.353,0.000,0.000,
11622,36278,Major arterial,47569,47570,"LINESTRING (-110.858006 32.250656, -110.857899 32.247681)",0.337890,0.210000,0.323077,62.751000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,62.8,1650.0,2.0,481.8,481.8,3300.0,0.0,0.1460,0.3,0.0,0.0,481.8,481.8,3300.000,0.000,0.1460,0.323,0.000,0.000,
11623,36278,Major arterial,47570,47569,"LINESTRING (-110.857891 32.247681, -110.857998 32.250656)",0.337890,0.210000,0.323077,62.751000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,62.8,1650.0,2.0,221.7,221.7,3300.0,0.0,0.0672,0.3,0.0,0.0,221.7,221.7,3300.000,0.000,0.0672,0.323,0.000,0.000,
11624,36279,connector,255,47570,"LINESTRING (-110.855217 32.247677, -110.857895 32.247685)",0.257440,0.160000,0.640000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,90.5,90.5,9999.0,0.0,0.0091,0.6,0.0,0.0,90.5,90.5,9999.000,0.000,0.0091,0.640,0.000,0.000,
11625,36279,connector,47570,255,"LINESTRING (-110.857895 32.247677, -110.855217 32.247669)",0.257440,0.160000,0.640000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,255.7,255.7,9999.0,0.0,0.0256,0.6,0.0,0.0,255.7,255.7,9999.000,0.000,0.0256,0.640,0.000,0.000,
11626,36280,Major arterial,47568,44134,"LINESTRING (-110.857929 32.246964, -110.857929 32.245148)",0.193080,0.120000,0.184615,62.751000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,62.8,1650.0,2.0,305.5,305.5,3300.0,0.0,0.0926,0.2,0.0,0.0,305.5,305.5,3300.000,0.000,0.0926,0.185,0.000,0.000,
11627,36280,Major arterial,44134,47568,"LINESTRING (-110.857921 32.245148, -110.857921 32.246964)",0.193080,0.120000,0.184615,62.751000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,62.8,1650.0,2.0,187.6,187.6,3300.0,0.0,0.0568,0.2,0.0,0.0,187.6,187.6,3300.000,0.000,0.0568,0.185,0.000,0.000,
11628,36281,connector,264,44134,"LINESTRING (-110.856689 32.245236, -110.857925 32.245152)",0.112630,0.070000,0.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,121.0,121.0,9999.0,0.0,0.0121,0.3,0.0,0.0,121.0,121.0,9999.000,0.000,0.0121,0.280,0.000,0.000,
11629,36281,connector,44134,264,"LINESTRING (-110.857925 32.245144, -110.856689 32.245228)",0.112630,0.070000,0.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,324.2,324.2,9999.0,0.0,0.0324,0.3,0.0,0.0,324.2,324.2,9999.000,0.000,0.0324,0.280,0.000,0.000,
11630,36282,Major arterial,47570,47568,"LINESTRING (-110.857899 32.247681, -110.857929 32.246964)",0.080450,0.050000,0.076923,62.751000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,62.8,1650.0,2.0,302.5,302.5,3300.0,0.0,0.0917,0.1,0.0,0.0,302.5,302.5,3300.000,0.000,0.0917,0.077,0.000,0.000,
11631,36282,Major arterial,47568,47570,"LINESTRING (-110.857921 32.246964, -110.857891 32.247681)",0.106355,0.066100,0.101692,62.751000,0.000000,1650.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,62.8,1650.0,2.0,207.6,207.6,3300.0,0.0,0.0629,0.1,0.0,0.0,207.6,207.6,3300.000,0.000,0.0629,0.102,0.000,0.000,
11632,36283,Major arterial,47569,47548,"LINESTRING (-110.858002 32.250652, -110.855759 32.250664)",0.209170,0.130000,0.181395,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,2359.3,2359.3,5250.0,0.0,0.4494,0.2,0.0,0.0,2359.3,2359.3,5250.000,0.000,0.4494,0.183,0.000,0.000,
11633,36283,Major arterial,47548,47569,"LINESTRING (-110.855759 32.250672, -110.858002 32.250660)",0.209170,0.130000,0.181395,69.187000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,Major arterial,69.2,1750.0,3.0,3723.7,3723.7,5250.0,0.0,0.7093,0.2,0.0,0.0,3723.7,3723.7,5250.000,0.000,0.7093,0.188,0.000,0.000,
11634,36284,connector,273,47548,"LINESTRING (-110.855289 32.251098, -110.855762 32.250671)",0.064360,0.040000,0.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,246.1,246.1,9999.0,0.0,0.0246,0.2,0.0,0.0,246.1,246.1,9999.000,0.000,0.0246,0.160,0.000,0.000,
11635,36284,connector,47548,273,"LINESTRING (-110.855756 32.250665, -110.855283 32.251092)",0.064360,0.040000,0.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,465.2,465.2,9999.0,0.0,0.0465,0.2,0.0,0.0,465.2,465.2,9999.000,0.000,0.0465,0.160,0.000,0.000,
11636,36285,connector,973,47542,"LINESTRING (-110.867363 32.279602, -110.875282 32.279667)",0.740140,0.460000,1.840000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,609.4,609.4,9999.0,0.0,0.0609,1.8,0.0,0.0,609.4,609.4,9999.000,0.000,0.0609,1.840,0.000,0.000,
11637,36285,connector,47542,973,"LINESTRING (-110.875282 32.279659, -110.867363 32.279594)",0.740140,0.460000,1.840000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,237.8,237.8,9999.0,0.0,0.0238,1.8,0.0,0.0,237.8,237.8,9999.000,0.000,0.0238,1.840,0.000,0.000,
11638,36286,connector,973,47545,"LINESTRING (-110.867359 32.279596, -110.859684 32.293718)",1.721630,1.070000,4.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,12.0,12.0,9999.0,0.0,0.0012,4.3,0.0,0.0,12.0,12.0,9999.000,0.000,0.0012,4.280,0.000,0.000,
11639,36286,connector,47545,973,"LINESTRING (-110.859692 32.293722, -110.867367 32.279600)",1.721630,1.070000,4.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,9.0,9.0,9999.0,0.0,0.0009,4.3,0.0,0.0,9.0,9.0,9999.000,0.000,0.0009,4.280,0.000,0.000,
11640,36287,Major arterial,47520,47574,"LINESTRING (-110.875047 32.308697, -110.868333 32.306183)",0.707960,0.440000,0.561702,75.623000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,75.6,1800.0,2.0,758.6,758.6,3600.0,0.0,0.2107,0.6,0.0,0.0,758.6,758.6,3600.000,0.000,0.2107,0.562,0.000,0.000,
11641,36287,Major arterial,47574,47520,"LINESTRING (-110.868331 32.306191, -110.875045 32.308705)",0.707960,0.440000,0.561702,75.623000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,75.6,1800.0,2.0,1439.9,1439.9,3600.0,0.0,0.4000,0.6,0.0,0.0,1439.9,1439.9,3600.000,0.000,0.4000,0.564,0.000,0.000,
11642,36288,connector,971,44107,"LINESTRING (-110.883953 32.288475, -110.884037 32.294628)",0.675780,0.420000,1.680000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,12.0,12.0,9999.0,0.0,0.0012,1.7,0.0,0.0,12.0,12.0,9999.000,0.000,0.0012,1.680,0.000,0.000,
11643,36288,connector,44107,971,"LINESTRING (-110.884045 32.294628, -110.883961 32.288475)",0.675780,0.420000,1.680000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,10.0,10.0,9999.0,0.0,0.0010,1.7,0.0,0.0,10.0,10.0,9999.000,0.000,0.0010,1.680,0.000,0.000,
11644,36289,Major arterial,47575,47576,"LINESTRING (-110.868697 32.296997, -110.875236 32.299549)",0.740140,0.460000,0.707692,62.751000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,62.8,1700.0,1.0,0.0,0.0,1700.0,0.0,0.0000,0.7,0.0,0.0,0.0,0.0,1700.000,0.000,0.0000,0.708,0.000,0.000,
11645,36289,Major arterial,47576,47575,"LINESTRING (-110.875238 32.299541, -110.868699 32.296989)",0.740140,0.460000,0.707692,62.751000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,62.8,1700.0,1.0,0.0,0.0,1700.0,0.0,0.0000,0.7,0.0,0.0,0.0,0.0,1700.000,0.000,0.0000,0.708,0.000,0.000,
11646,36290,Major arterial,47577,47578,"LINESTRING (-110.875362 32.288437, -110.875393 32.294857)",0.707960,0.440000,0.561702,75.623000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,75.6,1800.0,2.0,1122.0,1122.0,3600.0,0.0,0.3117,0.6,0.0,0.0,1122.0,1122.0,3600.000,0.000,0.3117,0.562,0.000,0.000,
11647,36290,Major arterial,47578,47577,"LINESTRING (-110.875401 32.294857, -110.875370 32.288437)",0.707960,0.440000,0.561702,75.623000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,Major arterial,75.6,1800.0,2.0,1355.5,1355.5,3600.0,0.0,0.3765,0.6,0.0,0.0,1355.5,1355.5,3600.000,0.000,0.3765,0.563,0.000,0.000,
11648,36291,connector,971,47577,"LINESTRING (-110.883957 32.288471, -110.875366 32.288433)",0.804500,0.500000,2.000000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,67.2,67.2,9999.0,0.0,0.0067,2.0,0.0,0.0,67.2,67.2,9999.000,0.000,0.0067,2.000,0.000,0.000,
