link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
1,30027,connector,840,43254,"LINESTRING (-111.145630 32.182896, -111.153870 32.182862)",0.772320,0.480000,1.920000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,29.4,29.4,9999.0,0.0,0.0029,1.9,0.0,0.0,29.4,29.4,9999.000,0.000,0.0029,1.920,0.000,0.000,
2,30027,connector,43254,840,"LINESTRING (-111.153870 32.182854, -111.145630 32.182888)",0.772320,0.480000,1.920000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,55.0,55.0,9999.0,0.0,0.0055,1.9,0.0,0.0,55.0,55.0,9999.000,0.000,0.0055,1.920,0.000,0.000,
3,30028,connector,782,43256,"LINESTRING (-111.157349 32.412487, -111.148071 32.412388)",0.868860,0.540000,2.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,13.9,13.9,9999.0,0.0,0.0014,2.2,0.0,0.0,13.9,13.9,9999.000,0.000,0.0014,2.160,0.000,0.000,
4,30028,connector,43256,782,"LINESTRING (-111.148071 32.412396, -111.157349 32.412495)",0.868860,0.540000,2.160000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,39.8,39.8,9999.0,0.0,0.0040,2.2,0.0,0.0,39.8,39.8,9999.000,0.000,0.0040,2.160,0.000,0.000,
5,30029,connector,784,43258,"LINESTRING (-111.148865 32.468231, -111.189484 32.470993)",3.829420,2.380000,9.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,15.2,15.2,9999.0,0.0,0.0015,9.5,0.0,0.0,15.2,15.2,9999.000,0.000,0.0015,9.520,0.000,0.000,
6,30029,connector,43258,784,"LINESTRING (-111.189484 32.470985, -111.148865 32.468223)",3.829420,2.380000,9.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,41.9,41.9,9999.0,0.0,0.0042,9.5,0.0,0.0,41.9,41.9,9999.000,0.000,0.0042,9.520,0.000,0.000,
7,30030,Major arterial,43259,43260,"LINESTRING (-111.156464 32.133289, -111.145287 32.133262)",1.061940,0.660000,0.660000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,303.5,303.5,1800.0,0.0,0.1686,0.7,0.0,0.0,303.5,303.5,1800.000,0.000,0.1686,0.660,0.000,0.000,
8,30030,Major arterial,43260,43259,"LINESTRING (-111.145287 32.133270, -111.156464 32.133297)",1.061940,0.660000,0.660000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,81.0,81.0,1800.0,0.0,0.0450,0.7,0.0,0.0,81.0,81.0,1800.000,0.000,0.0450,0.660,0.000,0.000,
9,30031,Major arterial,43261,43262,"LINESTRING (-111.135986 32.424504, -111.162682 32.425347)",2.622670,1.630000,2.222727,70.796000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,70.8,1750.0,1.0,141.1,141.1,1750.0,0.0,0.0806,2.2,0.0,0.0,141.1,141.1,1750.000,0.000,0.0806,2.223,0.000,0.000,
10,30031,Major arterial,43262,43261,"LINESTRING (-111.162682 32.425339, -111.135986 32.424496)",2.622670,1.630000,2.222727,70.796000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,70.8,1750.0,1.0,224.3,224.3,1750.0,0.0,0.1282,2.2,0.0,0.0,224.3,224.3,1750.000,0.000,0.1282,2.223,0.000,0.000,
11,30032,Major arterial,43263,43264,"LINESTRING (-111.131683 32.400334, -111.165291 32.402699)",3.378900,2.100000,2.000000,101.367000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,101.4,1750.0,1.0,257.4,257.4,1750.0,0.0,0.1471,2.0,0.0,0.0,257.4,257.4,1750.000,0.000,0.1471,2.000,0.000,0.000,
12,30032,Major arterial,43264,43263,"LINESTRING (-111.165291 32.402691, -111.131683 32.400326)",3.378900,2.100000,2.000000,101.367000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,101.4,1750.0,1.0,406.2,406.2,1750.0,0.0,0.2321,2.0,0.0,0.0,406.2,406.2,1750.000,0.000,0.2321,2.001,0.000,0.000,
13,30033,Major arterial,43265,43266,"LINESTRING (-111.167994 32.247323, -111.132143 32.221642)",4.553470,2.830000,3.465306,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,279.0,279.0,1800.0,0.0,0.1550,3.5,0.0,0.0,279.0,279.0,1800.000,0.000,0.1550,3.466,0.000,0.000,
14,30033,Major arterial,43266,43265,"LINESTRING (-111.132139 32.221648, -111.167990 32.247329)",4.553470,2.830000,3.465306,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,126.1,126.1,1800.0,0.0,0.0700,3.5,0.0,0.0,126.1,126.1,1800.000,0.000,0.0700,3.465,0.000,0.000,
15,30034,Major arterial,43254,43267,"LINESTRING (-111.153872 32.182855, -111.145662 32.177197)",0.997580,0.620000,0.620000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,86.6,86.6,1800.0,0.0,0.0481,0.6,0.0,0.0,86.6,86.6,1800.000,0.000,0.0481,0.620,0.000,0.000,
16,30034,Major arterial,43267,43254,"LINESTRING (-111.145658 32.177203, -111.153868 32.182861)",0.997580,0.620000,0.620000,96.540000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,96.5,1800.0,1.0,75.0,75.0,1800.0,0.0,0.0417,0.6,0.0,0.0,75.0,75.0,1800.000,0.000,0.0417,0.620,0.000,0.000,
17,30035,Major arterial,43268,43267,"LINESTRING (-111.157242 32.177208, -111.145660 32.177196)",1.094120,0.680000,1.102703,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,134.1,134.1,1800.0,0.0,0.0745,1.1,0.0,0.0,134.1,134.1,1800.000,0.000,0.0745,1.103,0.000,0.000,
18,30035,Major arterial,43267,43268,"LINESTRING (-111.145660 32.177204, -111.157242 32.177216)",1.094120,0.680000,1.102703,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,40.3,40.3,1800.0,0.0,0.0224,1.1,0.0,0.0,40.3,40.3,1800.000,0.000,0.0224,1.103,0.000,0.000,
19,30036,Major arterial,43269,43270,"LINESTRING (-111.132150 32.147278, -111.169534 32.134453)",3.797240,2.360000,1.966667,115.848000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,115.8,1750.0,1.0,134.0,134.0,1750.0,0.0,0.0766,2.0,0.0,0.0,134.0,134.0,1750.000,0.000,0.0766,1.967,0.000,0.000,
20,30036,Major arterial,43270,43269,"LINESTRING (-111.169532 32.134445, -111.132148 32.147270)",3.797240,2.360000,1.966667,115.848000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,115.8,1750.0,1.0,626.9,626.9,1750.0,0.0,0.3582,2.0,0.0,0.0,626.9,626.9,1750.000,0.000,0.3582,1.972,0.000,0.000,
21,30037,motorway,43256,43271,"LINESTRING (-111.148069 32.412395, -111.157347 32.419433)",1.174570,0.730000,0.931915,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,75.6,1700.0,1.0,0.0,0.0,1700.0,0.0,0.0000,0.9,0.0,0.0,0.0,0.0,1700.000,0.000,0.0000,0.932,0.000,0.000,
22,30037,motorway,43271,43256,"LINESTRING (-111.157351 32.419427, -111.148073 32.412389)",1.174570,0.730000,0.931915,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,75.6,1700.0,1.0,0.0,0.0,1700.0,0.0,0.0000,0.9,0.0,0.0,0.0,0.0,1700.000,0.000,0.0000,0.932,0.000,0.000,
23,30038,motorway,43272,43273,"LINESTRING (-111.136070 32.404877, -111.158646 32.421062)",2.783570,1.730000,1.297500,128.720000,0.000000,2100.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,128.7,2100.0,3.0,429.1,429.1,6300.0,0.0,0.0681,1.3,0.0,0.0,429.1,429.1,6300.000,0.000,0.0681,1.298,0.000,0.000,
24,30039,motorway,43274,43275,"LINESTRING (-111.158409 32.420471, -111.134193 32.403114)",2.976650,1.850000,1.387500,128.720000,0.000000,2100.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,128.7,2100.0,3.0,528.7,528.7,6300.0,0.0,0.0839,1.4,0.0,0.0,528.7,528.7,6300.000,0.000,0.0839,1.388,0.000,0.000,
25,30040,Major arterial,43276,43277,"LINESTRING (-111.151674 32.395538, -111.142069 32.390476)",1.415920,0.880000,1.320000,64.360000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,64.4,1750.0,1.0,17.8,17.8,1750.0,0.0,0.0102,1.3,0.0,0.0,17.8,17.8,1750.000,0.000,0.0102,1.320,0.000,0.000,
26,30040,Major arterial,43277,43276,"LINESTRING (-111.142065 32.390484, -111.151670 32.395546)",1.415920,0.880000,1.320000,64.360000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,64.4,1750.0,1.0,23.0,23.0,1750.0,0.0,0.0131,1.3,0.0,0.0,23.0,23.0,1750.000,0.000,0.0131,1.320,0.000,0.000,
27,30041,Major arterial,43278,43279,"LINESTRING (-111.114175 32.330471, -111.155145 32.318409)",4.859180,3.020000,4.530000,64.360000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,64.4,1750.0,1.0,101.0,101.0,1750.0,0.0,0.0577,4.5,0.0,0.0,101.0,101.0,1750.000,0.000,0.0577,4.530,0.000,0.000,
28,30041,Major arterial,43279,43278,"LINESTRING (-111.155143 32.318401, -111.114173 32.330463)",4.859180,3.020000,4.530000,64.360000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,64.4,1750.0,1.0,514.4,514.4,1750.0,0.0,0.2939,4.5,0.0,0.0,514.4,514.4,1750.000,0.000,0.2939,4.535,0.000,0.000,
29,30042,Major arterial,43280,43281,"LINESTRING (-111.169854 32.380901, -111.139939 32.374527)",2.960560,1.840000,2.300000,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,74.1,74.1,1750.0,0.0,0.0423,2.3,0.0,0.0,74.1,74.1,1750.000,0.000,0.0423,2.300,0.000,0.000,
30,30042,Major arterial,43281,43280,"LINESTRING (-111.139937 32.374535, -111.169852 32.380909)",2.960560,1.840000,2.300000,77.232000,0.000000,1750.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,77.2,1750.0,1.0,66.7,66.7,1750.0,0.0,0.0381,2.3,0.0,0.0,66.7,66.7,1750.000,0.000,0.0381,2.300,0.000,0.000,
31,30043,motorway,43282,43283,"LINESTRING (-111.146538 32.412426, -111.161118 32.423225)",1.818170,1.130000,1.442553,75.623000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,75.6,1700.0,2.0,11.3,11.3,3400.0,0.0,0.0033,1.4,0.0,0.0,11.3,11.3,3400.000,0.000,0.0033,1.443,0.000,0.000,
32,30044,connector,723,43258,"LINESTRING (-111.061746 32.505020, -111.189485 32.470993)",12.582380,7.820000,31.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,16.1,16.1,9999.0,0.0,0.0016,31.3,0.0,0.0,16.1,16.1,9999.000,0.000,0.0016,31.280,0.000,0.000,
33,30044,connector,43258,723,"LINESTRING (-111.189483 32.470985, -111.061744 32.505012)",12.582380,7.820000,31.280000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,1.1,1.1,9999.0,0.0,0.0001,31.3,0.0,0.0,1.1,1.1,9999.000,0.000,0.0001,31.280,0.000,0.000,
34,30045,connector,852,43286,"LINESTRING (-111.161551 31.942154, -111.084228 31.964996)",7.739290,4.810000,19.240000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,8.0,8.0,9999.0,0.0,0.0008,19.2,0.0,0.0,8.0,8.0,9999.000,0.000,0.0008,19.240,0.000,0.000,
35,30045,connector,43286,852,"LINESTRING (-111.084230 31.965004, -111.161553 31.942162)",7.739290,4.810000,19.240000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,1.0,1.0,9999.0,0.0,0.0001,19.2,0.0,0.0,1.0,1.0,9999.000,0.000,0.0001,19.240,0.000,0.000,
36,30046,connector,856,43288,"LINESTRING (-111.150383 31.912670, -111.067490 31.915506)",7.851920,4.880000,19.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,11.0,11.0,9999.0,0.0,0.0011,19.5,0.0,0.0,11.0,11.0,9999.000,0.000,0.0011,19.520,0.000,0.000,
37,30046,connector,43288,856,"LINESTRING (-111.067490 31.915514, -111.150383 31.912678)",7.851920,4.880000,19.520000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,13.0,13.0,9999.0,0.0,0.0013,19.5,0.0,0.0,13.0,13.0,9999.000,0.000,0.0013,19.520,0.000,0.000,
38,30047,motorway,43289,43290,"LINESTRING (-111.170174 32.162247, -111.122787 32.161423)",4.537380,2.820000,2.820000,96.540000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,96.5,1700.0,1.0,42.0,42.0,1700.0,0.0,0.0247,2.8,0.0,0.0,42.0,42.0,1700.000,0.000,0.0247,2.820,0.000,0.000,
39,30047,motorway,43290,43289,"LINESTRING (-111.122787 32.161431, -111.170174 32.162255)",4.537380,2.820000,2.820000,96.540000,0.000000,1700.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,96.5,1700.0,1.0,19.8,19.8,1700.0,0.0,0.0117,2.8,0.0,0.0,19.8,19.8,1700.000,0.000,0.0117,2.820,0.000,0.000,
40,36568,Major arterial,47728,47729,"LINESTRING (-111.269522 31.658876, -111.130194 31.724718)",16.443980,10.220000,12.514286,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,96.0,96.0,1800.0,0.0,0.0533,12.5,0.0,0.0,96.0,96.0,1800.000,0.000,0.0533,12.514,0.000,0.000,
41,36568,Major arterial,47729,47728,"LINESTRING (-111.130198 31.724726, -111.269526 31.658884)",16.443980,10.220000,12.514286,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,78.8,1800.0,1.0,14.0,14.0,1800.0,0.0,0.0078,12.5,0.0,0.0,14.0,14.0,1800.000,0.000,0.0078,12.514,0.000,0.000,
42,36601,connector,43303,1119,"LINESTRING (-111.543594 31.485746, -111.283737 31.460722)",6.612990,4.110000,16.440000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,16.4,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,16.440,0.000,0.000,
43,36601,connector,1119,43303,"LINESTRING (-111.283737 31.460730, -111.543594 31.485754)",6.612990,4.110000,16.440000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,16.4,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,16.440,0.000,0.000,
44,18922,Major arterial,41333,34969,"LINESTRING (-111.304218 32.501537, -111.304195 32.506119)",0.514880,0.320000,0.518919,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,21.0,21.0,1800.0,0.0,0.0117,0.5,0.0,0.0,21.0,21.0,1800.000,0.000,0.0117,0.519,0.000,0.000,
45,18922,Major arterial,34969,41333,"LINESTRING (-111.304203 32.506119, -111.304226 32.501537)",0.514880,0.320000,0.518919,59.533000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,59.5,1800.0,1.0,70.0,70.0,1800.0,0.0,0.0389,0.5,0.0,0.0,70.0,70.0,1800.000,0.000,0.0389,0.519,0.000,0.000,
46,18923,on-ramp,34970,36694,"LINESTRING (-111.268661 32.506657, -111.268425 32.505959)",0.289620,0.180000,0.276923,62.751000,0.000000,1200.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,on-ramp,62.8,1200.0,1.0,0.0,0.0,1200.0,0.0,0.0000,0.3,0.0,0.0,0.0,0.0,1200.000,0.000,0.0000,0.277,0.000,0.000,
47,18924,motorway,34973,34972,"LINESTRING (-111.270805 32.509827, -111.267250 32.502556)",0.868860,0.540000,0.437838,119.066000,0.000000,2150.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,119.1,2150.0,3.0,0.0,0.0,6450.0,0.0,0.0000,0.4,0.0,0.0,0.0,0.0,6450.000,0.000,0.0000,0.438,0.000,0.000,
48,18925,on-ramp,34974,36693,"LINESTRING (-111.271500 32.506161, -111.268532 32.504436)",0.337890,0.210000,0.323077,62.751000,0.000000,1200.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,on-ramp,62.8,1200.0,1.0,432.1,432.1,1200.0,0.0,0.3600,0.3,0.0,0.0,432.1,432.1,1200.000,0.000,0.3600,0.324,0.000,0.000,
49,20776,motorway,36638,36640,"LINESTRING (-111.262631 32.501586, -111.304067 32.551543)",6.773890,4.210000,5.155102,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,78.8,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,5.2,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,5.155,0.000,0.000,
50,20776,motorway,36640,36638,"LINESTRING (-111.304073 32.551537, -111.262637 32.501580)",6.773890,4.210000,5.155102,78.841000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,78.8,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,5.2,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,5.155,0.000,0.000,
51,20521,motorway,36448,34971,"LINESTRING (-111.266418 32.501640, -111.268845 32.506634)",0.595330,0.370000,0.312676,114.239000,0.000000,2150.000000,0.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,114.2,2150.0,3.0,120.8,120.8,6450.0,0.0,0.0187,0.3,0.0,0.0,120.8,120.8,6450.000,0.000,0.0187,0.313,0.000,0.000,
52,30048,Major arterial,43291,43292,"LINESTRING (-111.338665 32.035078, -111.390881 31.929302)",12.952450,8.050000,7.430769,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,28.0,28.0,1800.0,0.0,0.0156,7.4,0.0,0.0,28.0,28.0,1800.000,0.000,0.0156,7.431,0.000,0.000,
53,30048,Major arterial,43292,43291,"LINESTRING (-111.390873 31.929298, -111.338657 32.035074)",12.952450,8.050000,7.430769,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,5.0,5.0,1800.0,0.0,0.0028,7.4,0.0,0.0,5.0,5.0,1800.000,0.000,0.0028,7.431,0.000,0.000,
54,30049,connector,850,43294,"LINESTRING (-111.193656 31.978668, -111.265136 32.003052)",7.272680,4.520000,18.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,18.1,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,18.080,0.000,0.000,
55,30049,connector,43294,850,"LINESTRING (-111.265138 32.003044, -111.193658 31.978660)",7.272680,4.520000,18.080000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,18.1,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,18.080,0.000,0.000,
56,30050,connector,853,43294,"LINESTRING (-111.226254 31.939970, -111.265134 32.003050)",7.900190,4.910000,19.640000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,26.0,26.0,9999.0,0.0,0.0026,19.6,0.0,0.0,26.0,26.0,9999.000,0.000,0.0026,19.640,0.000,0.000,
57,30050,connector,43294,853,"LINESTRING (-111.265140 32.003046, -111.226260 31.939966)",7.900190,4.910000,19.640000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,4.0,4.0,9999.0,0.0,0.0004,19.6,0.0,0.0,4.0,4.0,9999.000,0.000,0.0004,19.640,0.000,0.000,
58,30051,connector,826,47728,"LINESTRING (-111.338596 31.742591, -111.269527 31.658877)",11.359540,7.060000,28.240000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,17.0,17.0,9999.0,0.0,0.0017,28.2,0.0,0.0,17.0,17.0,9999.000,0.000,0.0017,28.240,0.000,0.000,
59,30051,connector,47728,826,"LINESTRING (-111.269521 31.658883, -111.338590 31.742597)",11.359540,7.060000,28.240000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,4.0,4.0,9999.0,0.0,0.0004,28.2,0.0,0.0,4.0,4.0,9999.000,0.000,0.0004,28.240,0.000,0.000,
60,30052,connector,826,43298,"LINESTRING (-111.338591 31.742598, -111.454405 31.789906)",12.164040,7.560000,30.240000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,18.0,18.0,9999.0,0.0,0.0018,30.2,0.0,0.0,18.0,18.0,9999.000,0.000,0.0018,30.240,0.000,0.000,
61,30052,connector,43298,826,"LINESTRING (-111.454409 31.789898, -111.338595 31.742590)",12.164040,7.560000,30.240000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,4.0,4.0,9999.0,0.0,0.0004,30.2,0.0,0.0,4.0,4.0,9999.000,0.000,0.0004,30.240,0.000,0.000,
62,30053,connector,826,43299,"LINESTRING (-111.338596 31.742597, -111.545970 31.497712)",33.531560,20.840000,83.360000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,83.4,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,83.360,0.000,0.000,
63,30053,connector,43299,826,"LINESTRING (-111.545964 31.497706, -111.338590 31.742591)",33.531560,20.840000,83.360000,24.135000,0.000000,1111.000000,0.000000,-1,,network_wide,-1,0,-1,-1,9.0,connector,24.1,1111.0,9.0,0.0,0.0,9999.0,0.0,0.0000,83.4,0.0,0.0,0.0,0.0,9999.000,0.000,0.0000,83.360,0.000,0.000,
64,30054,Major arterial,43300,43301,"LINESTRING (-111.332243 31.574887, -111.498594 31.646836)",19.227550,11.950000,17.487805,65.969000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,66.0,1800.0,1.0,4.0,4.0,1800.0,0.0,0.0022,17.5,0.0,0.0,4.0,4.0,1800.000,0.000,0.0022,17.488,0.000,0.000,
65,30054,Major arterial,43301,43300,"LINESTRING (-111.498598 31.646828, -111.332247 31.574879)",19.227550,11.950000,17.487805,65.969000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,66.0,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,17.5,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,17.488,0.000,0.000,
66,30055,Major arterial,43298,43301,"LINESTRING (-111.454411 31.789903, -111.498600 31.646833)",16.958860,10.540000,9.729231,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,9.7,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,9.729,0.000,0.000,
67,30055,Major arterial,43301,43298,"LINESTRING (-111.498592 31.646831, -111.454403 31.789901)",16.958860,10.540000,9.729231,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,4.0,4.0,1800.0,0.0,0.0022,9.7,0.0,0.0,4.0,4.0,1800.000,0.000,0.0022,9.729,0.000,0.000,
68,30056,Major arterial,43292,43298,"LINESTRING (-111.390881 31.929302, -111.454411 31.789904)",18.020800,11.200000,10.338462,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,28.0,28.0,1800.0,0.0,0.0156,10.3,0.0,0.0,28.0,28.0,1800.000,0.000,0.0156,10.338,0.000,0.000,
69,30056,Major arterial,43298,43292,"LINESTRING (-111.454403 31.789900, -111.390873 31.929298)",18.020800,11.200000,10.338462,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,5.0,5.0,1800.0,0.0,0.0028,10.3,0.0,0.0,5.0,5.0,1800.000,0.000,0.0028,10.338,0.000,0.000,
70,30057,Major arterial,43301,43299,"LINESTRING (-111.498600 31.646833, -111.545971 31.497710)",17.650730,10.970000,10.126154,104.585000,0.000000,1800.000000,0.000000,-1,,network_wide,-1,0,-1,-1,1.0,Major arterial,104.6,1800.0,1.0,0.0,0.0,1800.0,0.0,0.0000,10.1,0.0,0.0,0.0,0.0,1800.000,0.000,0.0000,10.126,0.000,0.000,
