node_id,x_coord,y_coord,production,attraction,boundary_flag,zone_id,poi_id,activity_type,activity_location_tab,geometry
1787,-110.9438206,32.2837822,0,0,0,463,,primary,,POINT (-110.9438206 32.2837822)
1788,-110.97218,32.2791868,0,0,0,537,,secondary,,POINT (-110.97218 32.2791868)
1789,-110.97218,32.2793094,0,0,0,537,,secondary,,POINT (-110.97218 32.2793094)
1790,-110.9716973,32.280626,0,0,0,537,,secondary,,POINT (-110.9716973 32.280626)
1791,-110.935142,32.2068172,0,0,0,431,,primary,,POINT (-110.935142 32.2068172)
1792,-110.9350708,32.2068169,0,0,0,431,,primary,,POINT (-110.9350708 32.2068169)
1793,-110.932587,32.2068052,0,0,0,433,,primary,,POINT (-110.932587 32.2068052)
1794,-110.930919,32.2068037,0,0,0,433,,primary,,POINT (-110.930919 32.2068037)
1795,-110.946084,32.2150924,0,0,0,34,,trunk,,POINT (-110.946084 32.2150924)
1796,-110.944047,32.2316842,0,0,0,44,,primary,,POINT (-110.944047 32.2316842)
1797,-110.943987,32.2278413,0,0,0,43,,secondary,,POINT (-110.943987 32.2278413)
1798,-110.9439878,32.227704,0,0,0,43,,primary,,POINT (-110.9439878 32.227704)
1799,-110.9439814,32.2255744,0,0,0,58,,primary,,POINT (-110.9439814 32.2255744)
1800,-110.946325,32.2150563,0,0,0,56,,trunk,,POINT (-110.946325 32.2150563)
1801,-110.9463782,32.2149853,0,0,0,56,,trunk,,POINT (-110.9463782 32.2149853)
1802,-110.9266313,32.2081011,0,0,0,419,,secondary,,POINT (-110.9266313 32.2081011)
1803,-110.9266256,32.2115192,0,0,0,419,,secondary,,POINT (-110.9266256 32.2115192)
1804,-111.0240606,32.2942625,0,0,0,1067,,primary,,POINT (-111.0240606 32.2942625)
1805,-111.0206069,32.294293,0,0,0,1067,,primary,,POINT (-111.0206069 32.294293)
1806,-111.003463,32.2723213,0,0,0,590,,secondary,,POINT (-111.003463 32.2723213)
1807,-111.0036453,32.2723269,0,0,0,590,,secondary,,POINT (-111.0036453 32.2723269)
1808,-111.006792,32.2724238,0,0,0,616,,secondary,,POINT (-111.006792 32.2724238)
1809,-111.0069797,32.2724322,0,0,0,616,,secondary,,POINT (-111.0069797 32.2724322)
1810,-111.0149045,32.2943146,0,0,0,1061,,primary,,POINT (-111.0149045 32.2943146)
1811,-110.7906677,32.1918549,0,0,0,173,,primary,,POINT (-110.7906677 32.1918549)
1812,-110.7940871,32.191845,0,0,0,173,,primary,,POINT (-110.7940871 32.191845)
1813,-110.789834,32.2063949,0,0,0,145,,secondary,,POINT (-110.789834 32.2063949)
1814,-110.789832,32.2062655,0,0,0,145,,secondary,,POINT (-110.789832 32.2062655)
1815,-110.9266668,32.1994672,0,0,2,433,,secondary,,POINT (-110.9266668 32.1994672)
1816,-110.7896432,32.1926067,0,0,0,141,,secondary,,POINT (-110.7896432 32.1926067)
1817,-110.7896522,32.1958243,0,0,0,142,,secondary,,POINT (-110.7896522 32.1958243)
1818,-110.858196,32.1922428,0,0,0,275,,trunk,,POINT (-110.858196 32.1922428)
1819,-110.8580217,32.1919962,0,0,0,253,,secondary,,POINT (-110.8580217 32.1919962)
1820,-110.8580267,32.1918786,0,0,0,253,,secondary,,POINT (-110.8580267 32.1918786)
1821,-110.7884679,32.1916741,0,0,0,141,,primary,,POINT (-110.7884679 32.1916741)
1822,-110.781113,32.1916969,0,0,0,142,,primary,,POINT (-110.781113 32.1916969)
1823,-110.7787736,32.191705,0,0,0,133,,primary,,POINT (-110.7787736 32.191705)
1824,-110.857838,32.1920272,0,0,0,253,,trunk,,POINT (-110.857838 32.1920272)
1825,-110.858071,32.1996323,0,0,0,70,,primary,,POINT (-110.858071 32.1996323)
1826,-110.858029,32.1941864,0,0,0,275,,primary,,POINT (-110.858029 32.1941864)
1827,-110.8579409,32.2153416,0,0,0,263,,primary,,POINT (-110.8579409 32.2153416)
1828,-110.8578965,32.2168071,0,0,0,263,,primary,,POINT (-110.8578965 32.2168071)
1829,-110.857878,32.2178335,0,0,0,281,,primary,,POINT (-110.857878 32.2178335)
1830,-110.857885,32.2187907,0,0,0,281,,primary,,POINT (-110.857885 32.2187907)
1831,-110.8578661,32.2204534,0,0,0,281,,primary,,POINT (-110.8578661 32.2204534)
1832,-110.8069389,32.1797476,0,0,0,184,,secondary,,POINT (-110.8069389 32.1797476)
1833,-110.857838,32.1931731,0,0,0,275,,primary,,POINT (-110.857838 32.1931731)
1834,-110.8578688,32.198807,0,0,0,70,,primary,,POINT (-110.8578688 32.198807)
1835,-110.8155783,32.1629065,0,0,0,200,,secondary,,POINT (-110.8155783 32.1629065)
1836,-110.815507,32.1629052,0,0,0,200,,secondary,,POINT (-110.815507 32.1629052)
1837,-110.823846,32.1629165,0,0,0,200,,secondary,,POINT (-110.823846 32.1629165)
1838,-110.8396627,32.1628305,0,0,0,226,,secondary,,POINT (-110.8396627 32.1628305)
1839,-110.8580443,32.2300665,0,0,0,278,,primary,,POINT (-110.8580443 32.2300665)
1840,-110.858045,32.228917,0,0,0,282,,primary,,POINT (-110.858045 32.228917)
1841,-110.823941,32.1772916,0,0,0,196,,secondary,,POINT (-110.823941 32.1772916)
1842,-110.8239418,32.1772303,0,0,0,196,,secondary,,POINT (-110.8239418 32.1772303)
1843,-110.8240054,32.1723266,0,0,0,226,,secondary,,POINT (-110.8240054 32.1723266)
1844,-110.823812,32.1772914,0,0,0,196,,secondary,,POINT (-110.823812 32.1772914)
1845,-110.8237663,32.1772914,0,0,0,196,,secondary,,POINT (-110.8237663 32.1772914)
1846,-110.8135682,32.1772416,0,0,0,184,,secondary,,POINT (-110.8135682 32.1772416)
1847,-111.0155703,32.2250071,0,0,0,614,,secondary,,POINT (-111.0155703 32.2250071)
1848,-110.8578603,32.2229754,0,0,0,282,,primary,,POINT (-110.8578603 32.2229754)
1849,-110.8578716,32.2253302,0,0,0,282,,primary,,POINT (-110.8578716 32.2253302)
1850,-110.8578522,32.2299232,0,0,0,278,,primary,,POINT (-110.8578522 32.2299232)
1851,-110.8578455,32.2339898,0,0,0,278,,primary,,POINT (-110.8578455 32.2339898)
1852,-110.858063,32.2213805,0,0,0,281,,primary,,POINT (-110.858063 32.2213805)
1853,-110.847407,32.2211278,0,0,0,248,,primary,,POINT (-110.847407 32.2211278)
1854,-110.8475109,32.2211277,0,0,0,248,,primary,,POINT (-110.8475109 32.2211277)
1855,-110.856906,32.2212926,0,0,0,281,,primary,,POINT (-110.856906 32.2212926)
1856,-110.858051,32.225058,0,0,0,282,,primary,,POINT (-110.858051 32.225058)
1857,-110.858058,32.2226388,0,0,0,282,,primary,,POINT (-110.858058 32.2226388)
1858,-110.9351603,32.2360128,0,0,0,426,,primary,,POINT (-110.9351603 32.2360128)
1859,-110.9317741,32.235978,0,0,0,426,,primary,,POINT (-110.9317741 32.235978)
1860,-110.9310923,32.2359678,0,0,0,426,,primary,,POINT (-110.9310923 32.2359678)
1861,-110.9281337,32.2359704,0,0,0,426,,primary,,POINT (-110.9281337 32.2359704)
1862,-111.0202782,32.2255177,0,0,0,614,,secondary,,POINT (-111.0202782 32.2255177)
1863,-111.020274,32.2252339,0,0,0,614,,secondary,,POINT (-111.020274 32.2252339)
1864,-110.8417982,32.239938,0,0,0,241,,primary,,POINT (-110.8417982 32.239938)
1865,-110.8416455,32.2400273,0,0,0,241,,secondary,,POINT (-110.8416455 32.2400273)
1866,-110.935395,32.2427457,0,0,0,426,,secondary,,POINT (-110.935395 32.2427457)
1867,-110.9354005,32.2468505,0,0,0,447,,secondary,,POINT (-110.9354005 32.2468505)
1868,-111.0167309,32.2250109,0,0,0,614,,secondary,,POINT (-111.0167309 32.2250109)
1869,-111.0199691,32.2250024,0,0,0,614,,secondary,,POINT (-111.0199691 32.2250024)
1870,-110.8407266,32.2485065,0,0,0,249,,secondary,,POINT (-110.8407266 32.2485065)
1871,-111.0376087,32.2364111,0,0,0,625,,secondary,,POINT (-111.0376087 32.2364111)
1872,-111.0416122,32.2380186,0,0,0,957,,secondary,,POINT (-111.0416122 32.2380186)
1873,-110.9441288,32.2361657,0,0,0,44,,primary,,POINT (-110.9441288 32.2361657)
1874,-110.935306,32.2361807,0,0,0,426,,secondary,,POINT (-110.935306 32.2361807)
1875,-110.935306,32.2362724,0,0,0,426,,secondary,,POINT (-110.935306 32.2362724)
1876,-110.9353308,32.2417219,0,0,0,426,,secondary,,POINT (-110.9353308 32.2417219)
1877,-110.949694,32.2064492,0,0,0,33,,trunk,,POINT (-110.949694 32.2064492)
1878,-110.9496703,32.2028198,0,0,0,458,,trunk,,POINT (-110.9496703 32.2028198)
1879,-110.94963,32.1996351,0,0,0,469,,trunk,,POINT (-110.94963 32.1996351)
1880,-110.9495535,32.2074396,0,0,0,33,,trunk,,POINT (-110.9495535 32.2074396)
1881,-110.9493407,32.2101436,0,0,0,33,,trunk,,POINT (-110.9493407 32.2101436)
1882,-110.948824,32.2114324,0,0,0,33,,trunk,,POINT (-110.948824 32.2114324)
1883,-110.974647,32.2067823,0,0,0,27,,primary,,POINT (-110.974647 32.2067823)
1884,-110.9775338,32.2067641,0,0,0,27,,primary,,POINT (-110.9775338 32.2067641)
1885,-110.9407657,32.2061857,0,0,0,431,,trunk,,POINT (-110.9407657 32.2061857)
1886,-110.9406328,32.2061039,0,0,0,431,,trunk,,POINT (-110.9406328 32.2061039)
1887,-110.788098,32.2063305,0,0,0,145,,secondary,,POINT (-110.788098 32.2063305)
1888,-110.78968,32.2063951,0,0,0,145,,secondary,,POINT (-110.78968 32.2063951)
1889,-110.972424,32.2210669,0,0,0,8,,primary,,POINT (-110.972424 32.2210669)
1890,-110.949359,32.2105947,0,0,0,33,,trunk,,POINT (-110.949359 32.2105947)
1891,-110.9678621,32.221219,0,0,0,6,,primary,,POINT (-110.9678621 32.221219)
1892,-110.9105926,32.2713964,0,0,0,376,,primary,,POINT (-110.9105926 32.2713964)
1893,-110.9102158,32.2709526,0,0,0,376,,primary,,POINT (-110.9102158 32.2709526)
1894,-110.9186389,32.2749464,0,0,0,388,,primary,,POINT (-110.9186389 32.2749464)
1895,-110.9187832,32.2750574,0,0,0,388,,primary,,POINT (-110.9187832 32.2750574)
1896,-110.9190461,32.2752682,0,0,0,388,,primary,,POINT (-110.9190461 32.2752682)
1897,-110.9198644,32.2775548,0,0,0,399,,primary,,POINT (-110.9198644 32.2775548)
1898,-110.9116843,32.2722834,0,0,0,376,,primary,,POINT (-110.9116843 32.2722834)
1899,-110.9188196,32.2748675,0,0,0,388,,primary,,POINT (-110.9188196 32.2748675)
1900,-110.940631,32.2063644,0,0,0,431,,trunk,,POINT (-110.940631 32.2063644)
1901,-110.9775932,32.3372288,0,0,0,1078,,trunk,,POINT (-110.9775932 32.3372288)
1902,-110.9775927,32.337083,0,0,0,1078,,trunk,,POINT (-110.9775927 32.337083)
1903,-110.9771409,32.3403947,0,0,0,698,,trunk,,POINT (-110.9771409 32.3403947)
1904,-110.9762174,32.3450496,0,0,0,698,,trunk,,POINT (-110.9762174 32.3450496)
1905,-110.9752503,32.3495644,0,0,0,698,,trunk,,POINT (-110.9752503 32.3495644)
1906,-110.9782821,32.2854784,0,0,0,554,,trunk,,POINT (-110.9782821 32.2854784)
1907,-110.9782694,32.2845959,0,0,0,558,,trunk,,POINT (-110.9782694 32.2845959)
1908,-110.9699045,32.2892154,0,0,0,538,,secondary,,POINT (-110.9699045 32.2892154)
1909,-110.9698601,32.2888919,0,0,0,538,,secondary,,POINT (-110.9698601 32.2888919)
1910,-110.971258,32.2961336,0,0,0,539,,secondary,,POINT (-110.971258 32.2961336)
1911,-110.9700622,32.2903251,0,0,0,538,,secondary,,POINT (-110.9700622 32.2903251)
1912,-110.9699617,32.2896176,0,0,0,538,,secondary,,POINT (-110.9699617 32.2896176)
1913,-110.9711214,32.2963367,0,0,0,539,,primary,,POINT (-110.9711214 32.2963367)
1914,-110.9697878,32.2876647,0,0,0,515,,secondary,,POINT (-110.9697878 32.2876647)
1915,-110.8578717,32.2253637,0,0,0,282,,primary,,POINT (-110.8578717 32.2253637)
1916,-110.8578713,32.2253923,0,0,0,282,,primary,,POINT (-110.8578713 32.2253923)
1917,-110.8578592,32.2263404,0,0,0,282,,primary,,POINT (-110.8578592 32.2263404)
1918,-110.8578545,32.2278429,0,0,0,282,,primary,,POINT (-110.8578545 32.2278429)
1919,-110.9291915,32.3227171,0,0,0,1086,,primary,,POINT (-110.9291915 32.3227171)
1920,-110.9293301,32.3227162,0,0,0,1086,,primary,,POINT (-110.9293301 32.3227162)
1921,-110.9317248,32.3230174,0,0,0,1086,,primary,,POINT (-110.9317248 32.3230174)
1922,-110.9335008,32.3236426,0,0,0,1086,,primary,,POINT (-110.9335008 32.3236426)
1923,-110.8928514,32.308461,0,0,0,966,,primary,,POINT (-110.8928514 32.308461)
1924,-110.8986961,32.3083659,0,0,0,966,,primary,,POINT (-110.8986961 32.3083659)
1925,-110.9215646,32.3218937,0,0,0,1086,,primary,,POINT (-110.9215646 32.3218937)
1928,-110.9127377,32.3143606,0,0,0,967,,primary,,POINT (-110.9127377 32.3143606)
1929,-110.9120461,32.3125966,0,0,0,967,,primary,,POINT (-110.9120461 32.3125966)
1930,-110.9097367,32.309863,0,0,0,967,,primary,,POINT (-110.9097367 32.309863)
1931,-110.9061017,32.3084298,0,0,0,967,,primary,,POINT (-110.9061017 32.3084298)
1932,-110.9023431,32.3083321,0,0,0,966,,primary,,POINT (-110.9023431 32.3083321)
1933,-110.8767181,32.3087541,0,0,0,977,,primary,,POINT (-110.8767181 32.3087541)
1934,-110.8765411,32.3086158,0,0,0,977,,primary,,POINT (-110.8765411 32.3086158)
1935,-110.8530494,32.3087766,0,0,0,976,,secondary,,POINT (-110.8530494 32.3087766)
1936,-110.8485828,32.3087873,0,0,0,976,,secondary,,POINT (-110.8485828 32.3087873)
1937,-110.8336408,32.3089092,0,0,0,1102,,secondary,,POINT (-110.8336408 32.3089092)
1938,-110.829593,32.3089208,0,0,0,1103,,secondary,,POINT (-110.829593 32.3089208)
1939,-110.8579844,32.3087616,0,0,0,976,,secondary,,POINT (-110.8579844 32.3087616)
1940,-110.861711,32.3077321,0,0,0,974,,secondary,,POINT (-110.861711 32.3077321)
1941,-110.8445051,32.3089156,0,0,0,978,,secondary,,POINT (-110.8445051 32.3089156)
1942,-110.8446987,32.3089161,0,0,0,978,,secondary,,POINT (-110.8446987 32.3089161)
1943,-110.8687606,32.3063189,0,0,0,974,,secondary,,POINT (-110.8687606 32.3063189)
1944,-110.8750917,32.3087697,0,0,0,977,,primary,,POINT (-110.8750917 32.3087697)
1945,-110.875093,32.3087416,0,0,0,977,,primary,,POINT (-110.875093 32.3087416)
1946,-110.8749521,32.3086568,0,0,0,977,,primary,,POINT (-110.8749521 32.3086568)
1947,-110.874952,32.308771,0,0,0,977,,primary,,POINT (-110.874952 32.308771)
1948,-110.8749944,32.3055383,0,0,0,972,,primary,,POINT (-110.8749944 32.3055383)
1949,-110.8750963,32.3086544,0,0,0,977,,primary,,POINT (-110.8750963 32.3086544)
1950,-110.8750936,32.3085521,0,0,0,977,,primary,,POINT (-110.8750936 32.3085521)
1951,-110.8750912,32.3079749,0,0,0,977,,primary,,POINT (-110.8750912 32.3079749)
1952,-110.8751366,32.3055451,0,0,0,972,,primary,,POINT (-110.8751366 32.3055451)
1953,-110.8755163,32.2873596,0,0,0,971,,primary,,POINT (-110.8755163 32.2873596)
1954,-110.8754531,32.2808299,0,0,0,973,,primary,,POINT (-110.8754531 32.2808299)
1955,-110.8754246,32.2785982,0,0,0,973,,primary,,POINT (-110.8754246 32.2785982)
1956,-110.8754142,32.278069,0,0,0,973,,primary,,POINT (-110.8754142 32.278069)
1957,-110.8755597,32.2916458,0,0,0,971,,primary,,POINT (-110.8755597 32.2916458)
1958,-110.8755338,32.2900863,0,0,0,971,,primary,,POINT (-110.8755338 32.2900863)
1959,-110.8750943,32.2752047,0,0,0,973,,primary,,POINT (-110.8750943 32.2752047)
1960,-110.8751354,32.2754796,0,0,0,973,,primary,,POINT (-110.8751354 32.2754796)
1961,-110.8752706,32.2772351,0,0,0,973,,primary,,POINT (-110.8752706 32.2772351)
1962,-110.8754276,32.2925506,0,0,0,971,,primary,,POINT (-110.8754276 32.2925506)
1963,-110.8754167,32.2949016,0,0,0,971,,primary,,POINT (-110.8754167 32.2949016)
1964,-110.8752726,32.3023853,0,0,0,972,,primary,,POINT (-110.8752726 32.3023853)
1965,-110.8753936,32.2994837,0,0,0,972,,primary,,POINT (-110.8753936 32.2994837)
1966,-110.8753967,32.2900882,0,0,0,971,,primary,,POINT (-110.8753967 32.2900882)
1967,-110.8754248,32.2916432,0,0,0,971,,primary,,POINT (-110.8754248 32.2916432)
1968,-110.8752373,32.2995099,0,0,0,972,,primary,,POINT (-110.8752373 32.2995099)
1969,-110.8752326,32.2995906,0,0,0,972,,primary,,POINT (-110.8752326 32.2995906)
1970,-110.8751157,32.3023815,0,0,0,972,,primary,,POINT (-110.8751157 32.3023815)
1971,-110.875561,32.2949022,0,0,0,971,,primary,,POINT (-110.875561 32.2949022)
1972,-110.8755684,32.2922593,0,0,0,971,,primary,,POINT (-110.8755684 32.2922593)
1973,-110.8750049,32.3051455,0,0,0,972,,primary,,POINT (-110.8750049 32.3051455)
1974,-110.875469,32.2974173,0,0,0,972,,primary,,POINT (-110.875469 32.2974173)
1975,-110.875152,32.305148,0,0,0,972,,primary,,POINT (-110.875152 32.305148)
1976,-110.8753308,32.2974147,0,0,0,972,,primary,,POINT (-110.8753308 32.2974147)
1977,-110.8752074,32.2733768,0,0,0,326,,primary,,POINT (-110.8752074 32.2733768)
1978,-110.8752052,32.2733035,0,0,0,326,,primary,,POINT (-110.8752052 32.2733035)
1979,-110.8750966,32.2708991,0,0,0,288,,primary,,POINT (-110.8750966 32.2708991)
1980,-110.8754009,32.2993763,0,0,0,972,,primary,,POINT (-110.8754009 32.2993763)
1981,-110.8754611,32.2975818,0,0,0,972,,primary,,POINT (-110.8754611 32.2975818)
1982,-110.8755351,32.289958,0,0,0,971,,primary,,POINT (-110.8755351 32.289958)
1983,-110.8750277,32.273341,0,0,0,326,,primary,,POINT (-110.8750277 32.273341)
1984,-110.8753196,32.2975761,0,0,0,972,,primary,,POINT (-110.8753196 32.2975761)
1985,-110.8754055,32.2772352,0,0,0,973,,primary,,POINT (-110.8754055 32.2772352)
1986,-110.8753783,32.2763401,0,0,0,973,,primary,,POINT (-110.8753783 32.2763401)
1987,-110.8753339,32.2759081,0,0,0,973,,primary,,POINT (-110.8753339 32.2759081)
1988,-110.8751603,32.2749265,0,0,0,326,,primary,,POINT (-110.8751603 32.2749265)
1989,-110.875039,32.2746766,0,0,0,326,,primary,,POINT (-110.875039 32.2746766)
1990,-110.8927303,32.3018556,0,0,0,970,,primary,,POINT (-110.8927303 32.3018556)
1991,-110.8925833,32.3018556,0,0,0,970,,primary,,POINT (-110.8925833 32.3018556)
1992,-110.8381583,32.2507019,0,0,0,244,,primary,,POINT (-110.8381583 32.2507019)
1993,-110.8353684,32.2506862,0,0,0,244,,primary,,POINT (-110.8353684 32.2506862)
1994,-110.95008,32.2915693,0,0,0,485,,primary,,POINT (-110.95008 32.2915693)
1995,-110.9502003,32.2916041,0,0,0,485,,primary,,POINT (-110.9502003 32.2916041)
1996,-110.9534521,32.2926325,0,0,0,485,,primary,,POINT (-110.9534521 32.2926325)
1997,-110.9489412,32.2910834,0,0,0,485,,primary,,POINT (-110.9489412 32.2910834)
1998,-110.9612111,32.2952786,0,0,0,516,,secondary,,POINT (-110.9612111 32.2952786)
1999,-110.9612068,32.2951571,0,0,0,516,,secondary,,POINT (-110.9612068 32.2951571)
2000,-110.961198,32.2949129,0,0,0,516,,secondary,,POINT (-110.961198 32.2949129)
2001,-110.9610125,32.2943126,0,0,0,516,,secondary,,POINT (-110.9610125 32.2943126)
2002,-110.9612362,32.3015319,0,0,0,516,,secondary,,POINT (-110.9612362 32.3015319)
2003,-110.9612632,32.3212278,0,0,0,1076,,secondary,,POINT (-110.9612632 32.3212278)
2004,-110.9612277,32.3113485,0,0,0,540,,secondary,,POINT (-110.9612277 32.3113485)
2005,-110.9711176,32.3227348,0,0,0,1076,,secondary,,POINT (-110.9711176 32.3227348)
2006,-110.9699273,32.3227864,0,0,0,1076,,secondary,,POINT (-110.9699273 32.3227864)
2007,-110.974883,32.3226034,0,0,0,1076,,primary,,POINT (-110.974883 32.3226034)
2008,-110.9746972,32.3226004,0,0,0,1076,,trunk,,POINT (-110.9746972 32.3226004)
2009,-110.9732706,32.3227502,0,0,0,1076,,secondary,,POINT (-110.9732706 32.3227502)
2010,-110.9738471,32.3227571,0,0,0,1076,,secondary,,POINT (-110.9738471 32.3227571)
2011,-110.977539,32.3231166,0,0,0,1074,,primary,,POINT (-110.977539 32.3231166)
2012,-110.9759283,32.3228921,0,0,0,1074,,primary,,POINT (-110.9759283 32.3228921)
2013,-110.8237733,32.2063651,0,0,0,210,,secondary,,POINT (-110.8237733 32.2063651)
2014,-110.8238104,32.2062595,0,0,0,210,,secondary,,POINT (-110.8238104 32.2062595)
2015,-110.8216102,32.204324,0,0,0,210,,secondary,,POINT (-110.8216102 32.204324)
2016,-110.8190638,32.2025784,0,0,0,210,,secondary,,POINT (-110.8190638 32.2025784)
2017,-110.8200328,32.2033187,0,0,0,210,,secondary,,POINT (-110.8200328 32.2033187)
2018,-110.821346,32.2041322,0,0,0,210,,secondary,,POINT (-110.821346 32.2041322)
2019,-110.8201367,32.2032306,0,0,0,210,,secondary,,POINT (-110.8201367 32.2032306)
2020,-110.8179593,32.2014743,0,0,0,206,,secondary,,POINT (-110.8179593 32.2014743)
2021,-110.8163223,32.199634,0,0,0,206,,secondary,,POINT (-110.8163223 32.199634)
2022,-110.8146754,32.197576,0,0,0,203,,secondary,,POINT (-110.8146754 32.197576)
2023,-110.8148171,32.1979611,0,0,0,203,,secondary,,POINT (-110.8148171 32.1979611)
2024,-110.8211622,32.2041545,0,0,0,210,,secondary,,POINT (-110.8211622 32.2041545)
2025,-110.8173577,32.2011329,0,0,0,206,,secondary,,POINT (-110.8173577 32.2011329)
2026,-110.8102621,32.1934224,0,0,0,181,,secondary,,POINT (-110.8102621 32.1934224)
2027,-110.8127065,32.1958689,0,0,0,203,,secondary,,POINT (-110.8127065 32.1958689)
2028,-110.8128784,32.1957316,0,0,0,203,,secondary,,POINT (-110.8128784 32.1957316)
2029,-110.8103765,32.1933457,0,0,0,181,,secondary,,POINT (-110.8103765 32.1933457)
2030,-110.8088008,32.1917045,0,0,0,181,,primary,,POINT (-110.8088008 32.1917045)
2031,-110.8088469,32.1918886,0,0,0,181,,secondary,,POINT (-110.8088469 32.1918886)
2032,-110.809116,32.192214,0,0,0,181,,secondary,,POINT (-110.809116 32.192214)
2033,-110.8302834,32.2356476,0,0,0,218,,primary,,POINT (-110.8302834 32.2356476)
2034,-110.8909864,32.1919326,0,0,0,340,,secondary,,POINT (-110.8909864 32.1919326)
2035,-110.9485422,32.1778906,0,0,0,461,,primary,,POINT (-110.9485422 32.1778906)
2036,-110.9518722,32.1779203,0,0,0,474,,primary,,POINT (-110.9518722 32.1779203)
2037,-110.9522029,32.1779142,0,0,0,474,,primary,,POINT (-110.9522029 32.1779142)
2038,-110.952386,32.1779122,0,0,0,474,,primary,,POINT (-110.952386 32.1779122)
2039,-110.926324,32.1779053,0,0,0,453,,primary,,POINT (-110.926324 32.1779053)
2040,-110.9262425,32.1779065,0,0,0,453,,primary,,POINT (-110.9262425 32.1779065)
2041,-110.924462,32.177896,0,0,0,394,,primary,,POINT (-110.924462 32.177896)
2042,-110.9225454,32.1778905,0,0,0,394,,primary,,POINT (-110.9225454 32.1778905)
2043,-110.9125585,32.1762407,0,0,0,380,,primary,,POINT (-110.9125585 32.1762407)
2044,-110.9140496,32.1771733,0,0,0,380,,primary,,POINT (-110.9140496 32.1771733)
2045,-110.9176089,32.1780739,0,0,0,382,,primary,,POINT (-110.9176089 32.1780739)
2046,-110.9412892,32.1778332,0,0,0,461,,primary,,POINT (-110.9412892 32.1778332)
2047,-110.9393973,32.1778354,0,0,0,453,,primary,,POINT (-110.9393973 32.1778354)
2048,-110.9384572,32.1778336,0,0,0,453,,primary,,POINT (-110.9384572 32.1778336)
2049,-110.932036,32.1780275,0,0,0,453,,primary,,POINT (-110.932036 32.1780275)
2050,-110.9362584,32.1780055,0,0,0,453,,primary,,POINT (-110.9362584 32.1780055)
2051,-110.9381095,32.1779953,0,0,0,453,,primary,,POINT (-110.9381095 32.1779953)
2052,-110.9469827,32.177847,0,0,0,461,,primary,,POINT (-110.9469827 32.177847)
2053,-110.9413674,32.178054,0,0,0,461,,primary,,POINT (-110.9413674 32.178054)
2054,-110.9442276,32.180248,0,0,0,461,,primary,,POINT (-110.9442276 32.180248)
2055,-110.94439,32.1802482,0,0,0,461,,primary,,POINT (-110.94439 32.1802482)
2056,-110.944391,32.1801432,0,0,0,461,,primary,,POINT (-110.944391 32.1801432)
2057,-110.9417209,32.1793225,0,0,0,461,,primary,,POINT (-110.9417209 32.1793225)
2058,-110.9244644,32.1780652,0,0,0,394,,primary,,POINT (-110.9244644 32.1780652)
2059,-110.9393978,32.1779874,0,0,0,453,,primary,,POINT (-110.9393978 32.1779874)
2060,-111.0039994,32.1594113,0,0,0,597,,secondary,,POINT (-111.0039994 32.1594113)
2061,-111.0030517,32.1596039,0,0,0,597,,secondary,,POINT (-111.0030517 32.1596039)
2062,-111.0014152,32.160253,0,0,0,597,,secondary,,POINT (-111.0014152 32.160253)
2063,-111.0113614,32.1592993,0,0,0,633,,secondary,,POINT (-111.0113614 32.1592993)
2064,-111.0072513,32.1592959,0,0,0,597,,secondary,,POINT (-111.0072513 32.1592959)
2065,-111.0070183,32.1594772,0,0,0,597,,secondary,,POINT (-111.0070183 32.1594772)
2066,-111.0072067,32.1594761,0,0,0,597,,secondary,,POINT (-111.0072067 32.1594761)
2067,-111.0072731,32.1594743,0,0,0,597,,secondary,,POINT (-111.0072731 32.1594743)
2068,-110.9932563,32.1631855,0,0,0,572,,secondary,,POINT (-110.9932563 32.1631855)
2069,-110.9999812,32.1614239,0,0,0,584,,secondary,,POINT (-110.9999812 32.1614239)
2070,-111.0013734,32.1604859,0,0,0,597,,secondary,,POINT (-111.0013734 32.1604859)
2071,-111.0081058,32.1556322,0,0,0,606,,secondary,,POINT (-111.0081058 32.1556322)
2072,-111.0084981,32.1540103,0,0,0,606,,secondary,,POINT (-111.0084981 32.1540103)
2073,-111.0091114,32.1528859,0,0,0,606,,secondary,,POINT (-111.0091114 32.1528859)
2074,-111.007941,32.1555861,0,0,0,606,,secondary,,POINT (-111.007941 32.1555861)
2075,-111.0074392,32.1576838,0,0,0,597,,secondary,,POINT (-111.0074392 32.1576838)
2076,-111.0070616,32.1592956,0,0,0,597,,secondary,,POINT (-111.0070616 32.1592956)
2077,-111.0069638,32.159752,0,0,0,597,,secondary,,POINT (-111.0069638 32.159752)
2078,-111.0062676,32.165187,0,0,0,596,,secondary,,POINT (-111.0062676 32.165187)
2079,-111.0056733,32.1684286,0,0,0,596,,secondary,,POINT (-111.0056733 32.1684286)
2080,-111.00761,32.1577115,0,0,0,597,,secondary,,POINT (-111.00761 32.1577115)
2081,-111.0123557,32.1501896,0,0,0,606,,secondary,,POINT (-111.0123557 32.1501896)
2082,-111.0112765,32.1511281,0,0,0,606,,secondary,,POINT (-111.0112765 32.1511281)
2083,-111.0027071,32.1743654,0,0,0,596,,secondary,,POINT (-111.0027071 32.1743654)
2084,-111.0032121,32.177864,0,0,0,588,,secondary,,POINT (-111.0032121 32.177864)
2085,-111.0086785,32.1532138,0,0,0,606,,secondary,,POINT (-111.0086785 32.1532138)
