name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,0,41517309,,-111.926288,33.431218,0,primary,,,
,1,316128961,,-111.926271,33.433591,0,primary,,,
,2,41520505,,-111.944268,33.430793,1,residential,,2,
,3,41520506,,-111.944257,33.429516,0,tertiary,,,
,4,3101265641,,-111.941269,33.424338,1,residential,,4,
,6,9077008178,,-111.900495,33.421696,0,tertiary,,,
,7,41602745,,-111.900480,33.419146,0,tertiary,,,
,8,41602747,,-111.900471,33.418437,0,tertiary,,,
,9,41602749,,-111.900485,33.417550,0,tertiary,,,
,10,10274835067,,-111.900490,33.416609,0,tertiary,,,
,11,10274835065,,-111.900494,33.415812,0,tertiary,,,
,12,330683928,,-111.900494,33.414903,0,primary,,,
,13,1840684698,,-111.952333,33.429101,0,tertiary,,,
,14,2294793204,,-111.958883,33.429071,2,tertiary,,14,
,15,41617192,,-111.927975,33.407503,0,secondary,,,
,16,41617197,,-111.927940,33.403463,-1,residential,,16,
,17,316870046,,-111.938292,33.414922,0,primary,,,
,18,41624258,,-111.937367,33.414647,0,primary,,,
,19,316007299,,-111.938944,33.415295,0,primary,,,
,20,4346575408,,-111.937022,33.414608,0,primary,,,
,21,41630200,signal,-111.940077,33.426462,0,primary,,,
,22,41630202,,-111.940778,33.426468,-1,residential,,22,
,23,41633758,,-111.950044,33.417937,0,residential,,,
,24,41633760,,-111.950044,33.417662,0,residential,,,
,25,41633755,,-111.949986,33.418442,0,residential,,,
,26,41633743,,-111.949970,33.421909,0,primary,,,
,27,41633745,,-111.949963,33.421090,0,residential,,,
,28,41633746,,-111.949963,33.420749,0,residential,,,
,29,41633749,,-111.949963,33.419975,0,residential,,,
,30,41633751,,-111.949958,33.419209,0,residential,,,
,31,41633753,,-111.949962,33.418657,0,residential,,,
,32,41633763,,-111.950041,33.416885,-1,residential,,32,
,34,314766566,,-111.909613,33.436330,0,secondary,,,
,36,9423610432,,-111.912469,33.413598,-1,residential,,36,
,37,4084527689,,-111.913248,33.407441,0,secondary,,,
,38,41657049,,-111.913249,33.406504,0,residential,,,
,39,41657050,,-111.913248,33.405708,0,residential,,,
,40,41657053,,-111.913249,33.404954,-1,residential,,40,
,42,9643219691,,-111.940070,33.421010,0,primary,,,
,43,41563464,,-111.942395,33.419048,0,residential,,,
,44,41520531,,-111.944245,33.418917,-1,residential,,44,
,45,41533538,,-111.941235,33.419057,0,residential,,,
,47,41662601,,-111.939893,33.413627,0,secondary,,,
,48,41563455,,-111.942340,33.413615,0,residential,,,
,49,41695219,,-111.942634,33.413610,-1,residential,,49,
,52,41752397,,-111.930117,33.409735,1,residential,,52,
