name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,180,938436481,,yes,,,,"POLYGON ((-111.944708 33.423898, -111.94478 33.423898, -111.94478 33.423788, -111.944708 33.423788, -111.944708 33.423898))","POINT (-111.94474400000001 33.423843000000005)",,1
Zero Waste Office,181,942159627,,yes,,,,"POLYGON ((-111.923903 33.4117868, -111.9237843 33.4117876, -111.9237826 33.4116232, -111.9239014 33.4116224, -111.923903 33.4117868))","POINT (-111.92384282484366 33.41170498846421)",,1
,182,958939220,,yes,,,,"POLYGON ((-111.914807 33.418241, -111.914996 33.418241, -111.914995 33.418113, -111.914806 33.418113, -111.914807 33.418241))","POINT (-111.91490099999997 33.41817700000001)",,1
,183,958939727,,yes,,,,"POLYGON ((-111.912301 33.418491, -111.912301 33.418558, -111.912403 33.418558, -111.912403 33.418491, -111.912301 33.418491))","POINT (-111.91235199999998 33.4185245)",,1
,184,958940072,,yes,,,,"POLYGON ((-111.910984 33.41786, -111.911151 33.41786, -111.911151 33.417739, -111.910984 33.417739, -111.910984 33.41786))","POINT (-111.91106749999999 33.417799499999994)",,1
,185,958940591,,yes,,,,"POLYGON ((-111.91398 33.41629, -111.91398 33.416405, -111.914055 33.416405, -111.914055 33.416402, -111.914181 33.416402, -111.914181 33.41629, -111.91398 33.41629))","POINT (-111.91407987656682 33.41634656900646)",,1
,186,958940768,,yes,,,,"POLYGON ((-111.913004 33.411781, -111.912819 33.411781, -111.912819 33.411913, -111.913004 33.411913, -111.913004 33.411781))","POINT (-111.91291149999999 33.411846999999995)",,1
,187,958941334,,yes,,,,"POLYGON ((-111.912556 33.412851, -111.91269 33.412851, -111.91269 33.412813, -111.912736 33.412813, -111.912736 33.412733, -111.912556 33.412733, -111.912556 33.412851))","POINT (-111.91263999158629 33.41278841288733)",,1
,188,958941374,,yes,,,,"POLYGON ((-111.911797 33.413931, -111.911797 33.414009, -111.911899 33.414009, -111.911899 33.413931, -111.911797 33.413931))","POINT (-111.911848 33.41397)",,1
,189,958941782,,yes,,,,"POLYGON ((-111.920452 33.412491, -111.920603 33.412491, -111.920603 33.412388, -111.920509 33.412388, -111.920509 33.412422, -111.920452 33.412422, -111.920452 33.412491))","POINT (-111.92053419012122 33.41244441083364)",,1
,190,958942397,,yes,,,,"POLYGON ((-111.916463 33.411495, -111.916651 33.411496, -111.916652 33.411323, -111.916472 33.411322, -111.916473 33.411298, -111.916355 33.411297, -111.916353 33.411516, -111.916463 33.411517, -111.916463 33.411495))","POINT (-111.91649427173891 33.41140783972579)",,1
,191,958942934,,yes,,,,"POLYGON ((-111.92516 33.412603, -111.92502 33.412603, -111.92502 33.412701, -111.925125 33.412701, -111.925125 33.412663, -111.92516 33.412663, -111.92516 33.412603))","POINT (-111.92508436440677 33.41264877966101)",,1
,192,958944595,,yes,,,,"POLYGON ((-111.917869 33.417349, -111.918087 33.417349, -111.918087 33.417269, -111.917869 33.417269, -111.917869 33.417349))","POINT (-111.91797799999999 33.417308999999996)",,1
,193,958947844,,yes,,,,"POLYGON ((-111.911494 33.415892, -111.911623 33.415892, -111.911623 33.415737, -111.911494 33.415737, -111.911494 33.415892))","POINT (-111.9115585 33.4158145)",,1
,194,958948133,,yes,,,,"POLYGON ((-111.937077 33.412198, -111.937077 33.412097, -111.9369 33.412097, -111.9369 33.412198, -111.937077 33.412198))","POINT (-111.93698849999998 33.412147499999996)",,1
,195,958948649,,yes,,,,"POLYGON ((-111.93852 33.410485, -111.938367 33.410485, -111.938367 33.41061, -111.938469 33.41061, -111.938469 33.410581, -111.93852 33.410581, -111.93852 33.410485))","POINT (-111.93843922543354 33.410543476878615)",,1
,196,958950923,,yes,,,,"POLYGON ((-111.937562 33.40806, -111.937492 33.40806, -111.937492 33.408125, -111.937562 33.408125, -111.937562 33.40806))","POINT (-111.937527 33.408092499999995)",,1
,197,958950953,,yes,,,,"POLYGON ((-111.933313 33.408674, -111.9334719 33.4086715, -111.933492 33.4086873, -111.9335459 33.4086273, -111.9335279 33.4086107, -111.93353 33.408568, -111.933312 33.40857, -111.933313 33.408674))","POINT (-111.9334215967725 33.40862089156684)",,1
,198,958962943,,yes,,,,"POLYGON ((-111.899228 33.418185, -111.899231 33.418293, -111.899342 33.418291, -111.899339 33.418183, -111.899228 33.418185))","POINT (-111.89928499999998 33.418237999999995)",,1
,199,958963374,,yes,,,,"POLYGON ((-111.899451 33.418659, -111.899451 33.418744, -111.899518 33.418744, -111.899518 33.418659, -111.899451 33.418659))","POINT (-111.89948449999999 33.4187015)",,1
,200,958963664,,yes,,,,"POLYGON ((-111.90091 33.420103, -111.901094 33.420102, -111.901092 33.419871, -111.900909 33.419871, -111.90091 33.420103))","POINT (-111.90100118481203 33.419986855990516)",,1
,201,958964994,,yes,,,,"POLYGON ((-111.932297 33.413796, -111.93234 33.413796, -111.93234 33.413843, -111.932437 33.413843, -111.932437 33.41372, -111.932297 33.41372, -111.932297 33.413796))","POINT (-111.93237344900979 33.41377644716757)",,1
,202,958965262,,yes,,,,"POLYGON ((-111.930559 33.409965, -111.9305 33.409965, -111.9305 33.41003, -111.930559 33.41003, -111.930559 33.409965))","POINT (-111.93052950000002 33.409997499999996)",,1
,203,958965798,,yes,,,,"POLYGON ((-111.927568 33.408456, -111.927375 33.408456, -111.927375 33.40855, -111.927456 33.40855, -111.927456 33.408582, -111.927568 33.408582, -111.927568 33.408456))","POINT (-111.92747818102735 33.408513392709196)",,1
,204,958968806,,yes,,,,"POLYGON ((-111.931731 33.408743, -111.931889 33.408743, -111.931889 33.408597, -111.931731 33.408597, -111.931731 33.408743))","POINT (-111.93181 33.40867)",,1
,205,958969286,,yes,,,,"POLYGON ((-111.914408 33.409965, -111.914933 33.409968, -111.914934 33.409826, -111.914409 33.409823, -111.914408 33.409965))","POINT (-111.91467100000001 33.409895500000005)",,1
,206,958970112,,yes,,,,"POLYGON ((-111.921445 33.409596, -111.921445 33.409477, -111.921 33.409477, -111.921 33.409596, -111.921445 33.409596))","POINT (-111.92122249999997 33.4095365)",,1
,207,977418833,,,,pitch,,"POLYGON ((-111.9272949 33.42538, -111.9271781 33.4253803, -111.9271773 33.425166, -111.927294 33.4251656, -111.9272949 33.42538))","POINT (-111.92723607961291 33.42527299022529)",,1
,208,983515145,,carport,,,,"POLYGON ((-111.9428292 33.4263182, -111.9428286 33.4261201, -111.9427818 33.4261202, -111.9427823 33.4263182, -111.9428292 33.4263182))","POINT (-111.94280547707098 33.42621921012764)",,1
,209,983724511,,yes,,,,"POLYGON ((-111.952407 33.414325, -111.952552 33.414326, -111.952554 33.414133, -111.952409 33.414132, -111.952407 33.414325))","POINT (-111.9524805 33.414229)",,1
,210,983728917,,carport,,,,"POLYGON ((-111.9068383 33.4063227, -111.9068999 33.4063231, -111.9069017 33.4060889, -111.9068402 33.4060885, -111.9068383 33.4063227))","POINT (-111.90687002473528 33.40620583170691)",,1
,211,983795961,,carport,,,,"POLYGON ((-111.9005828 33.41097, -111.9005857 33.410287, -111.9005206 33.4102868, -111.9005175 33.4109698, -111.9005828 33.41097))","POINT (-111.90055164922828 33.41062857458862)",,1
,212,986106431,,,,pitch,,"POLYGON ((-111.9314869 33.4171065, -111.9313598 33.417107, -111.9313588 33.4168996, -111.9314858 33.4168992, -111.9314869 33.4171065))","POINT (-111.9314228199813 33.41700308868694)",,1
,213,991007103,,carport,,,,"POLYGON ((-111.9075027 33.4126163, -111.9074437 33.4126157, -111.9074393 33.4129377, -111.9074983 33.4129383, -111.9075027 33.4126163))","POINT (-111.907471 33.412777000000006)",,1
Vela Apartments Parking,214,1019268458,,garage,parking,,,"POLYGON ((-111.92973 33.4341009, -111.929615 33.4341013, -111.9291384 33.4341032, -111.9291364 33.4337599, -111.9291621 33.4337598, -111.929728 33.4337575, -111.92973 33.4341009))","POINT (-111.92943321072207 33.433930364220856)",,1
,215,1019300966,,carport,,,,"POLYGON ((-111.9054157 33.4201222, -111.9053008 33.4201198, -111.9052993 33.4201688, -111.9054142 33.4201712, -111.9054157 33.4201222))","POINT (-111.9053575 33.4201455)",,1
,216,1019787184,,yes,,,,"POLYGON ((-111.9067021 33.4260169, -111.9066051 33.4260181, -111.9066069 33.4261141, -111.9067039 33.4261129, -111.9067021 33.4260169))","POINT (-111.90665450000002 33.4260655)",,1
,217,1019810632,,carport,,,,"POLYGON ((-111.8987656 33.4324256, -111.8987629 33.4323271, -111.8985119 33.4323319, -111.8985146 33.4324304, -111.8987656 33.4324256))","POINT (-111.89863875000002 33.432378750000005)",,1
,218,1050432018,,,parking,,,"POLYGON ((-111.9456196 33.421424, -111.9456219 33.4216493, -111.9455895 33.421681, -111.9455582 33.4216892, -111.9451759 33.4216868, -111.9451791 33.4215803, -111.9454854 33.4215793, -111.9454836 33.4214246, -111.9456196 33.421424))","POINT (-111.94544487614647 33.42159268379293)",,1
,219,1061582814,,yes,,,,"POLYGON ((-111.932362 33.406897, -111.932523 33.406899, -111.932525 33.406748, -111.932301 33.406746, -111.932299 33.406869, -111.932363 33.406869, -111.932362 33.406897))","POINT (-111.93241644816496 33.40681900714249)",,1
,220,1083336612,,,parking_space,,,"POLYGON ((-111.9409493 33.4259589, -111.940921 33.4259588, -111.9409195 33.4259122, -111.9409489 33.4259121, -111.9409493 33.4259589))","POINT (-111.94093468226656 33.42593535106875)",,1
,221,1083336655,,,parking_space,,,"POLYGON ((-111.9402711 33.4265189, -111.9402415 33.4265192, -111.9402422 33.4265674, -111.9402718 33.4265671, -111.9402711 33.4265189))","POINT (-111.94025665000001 33.42654315)",,1
,222,1089790520,,,parking,,,"POLYGON ((-111.9275279 33.4148696, -111.9275277 33.4148486, -111.9274625 33.4148492, -111.9274627 33.4148702, -111.9275279 33.4148696))","POINT (-111.9274952 33.414859400000005)",,1
,223,1108353005,,carport,,,,"POLYGON ((-111.8980576 33.421166, -111.8981756 33.4211673, -111.8981763 33.4211181, -111.8980583 33.4211168, -111.8980576 33.421166))","POINT (-111.89811694999997 33.42114204999999)",,1
,224,1123501291,,,,garden,,"POLYGON ((-111.9265874 33.4188137, -111.9268449 33.4188191, -111.9271781 33.4187412, -111.9276222 33.4185453, -111.9276236 33.4183989, -111.9265587 33.4183996, -111.9265568 33.4186241, -111.9265874 33.4188137))","POINT (-111.92701837038915 33.41857573949707)",,1
,225,1125308234,,,,pitch,,"POLYGON ((-111.9303432 33.4229668, -111.9301954 33.4229091, -111.9302621 33.4227899, -111.93041 33.4228476, -111.9303432 33.4229668))","POINT (-111.93030268139789 33.42287834577832)",,1
,226,1180764859,,residential,,,,"POLYGON ((-111.949246 33.4241319, -111.9492466 33.4242313, -111.949401 33.4242306, -111.9494004 33.4241312, -111.949246 33.4241319))","POINT (-111.94932349999999 33.42418125)",,1
Desert Services,227,1196170494,,yes,,,,"POLYGON ((-111.9247053 33.4370642, -111.9247071 33.437154, -111.9246378 33.437155, -111.9246374 33.4371364, -111.9243378 33.4371406, -111.9243366 33.4370842, -111.9244816 33.4370821, -111.9244813 33.4370673, -111.9247053 33.4370642))","POINT (-111.92453867209464 33.437106809031455)",,1
,228,1221631773,,yes,,,,"POLYGON ((-111.940982 33.4067554, -111.9410892 33.4068988, -111.9411529 33.4068656, -111.9411927 33.4069188, -111.9412738 33.4068766, -111.9411581 33.4067219, -111.9411021 33.406751, -111.9410905 33.4067356, -111.9411291 33.4067155, -111.9411094 33.406689, -111.940982 33.4067554))","POINT (-111.94112614554183 33.40680821255704)",,1
,229,1236844678,,,parking_space,,,"POLYGON ((-111.9102475 33.4068587, -111.9101845 33.4068583, -111.9101847 33.4068266, -111.9102477 33.406827, -111.9102475 33.4068587))","POINT (-111.91021609999999 33.40684265)",,1
,230,1273964386,,,parking,,,"POLYGON ((-111.9273655 33.4338635, -111.9273654 33.4338351, -111.9276724 33.4338346, -111.9276725 33.433863, -111.9273655 33.4338635))","POINT (-111.92751894999999 33.43384905)",,1
JustOneCrew - Boxing & Fitness,231,1284296382,,yes,,fitness_centre,,"POLYGON ((-111.9105096 33.4066964, -111.9105921 33.4066968, -111.9105919 33.4067227, -111.9107332 33.4067235, -111.9107335 33.4066895, -111.9108435 33.4066901, -111.9108448 33.406674, -111.9108454 33.406418, -111.9108468 33.4062392, -111.910706 33.4062385, -111.9107064 33.406188, -111.9105136 33.4061869, -111.9105096 33.4066964))","POINT (-111.9106734465103 33.40645711201978)",,1
,232,1292280580,,,parking,,,"POLYGON ((-111.9246639 33.4341062, -111.9240738 33.4341956, -111.9239502 33.4342451, -111.9239427 33.4343492, -111.9237586 33.4343482, -111.9237611 33.434224, -111.9238115 33.4342209, -111.9238115 33.4340251, -111.9238027 33.4339599, -111.9238595 33.4339231, -111.9242604 33.4338031, -111.9240662 33.433438, -111.9242314 33.4333791, -111.9245453 33.4339578, -111.924568 33.4339883, -111.9246197 33.4339957, -111.9246639 33.4341062))","POINT (-111.92418637469511 33.43394498257989)",,1
Business Administration C Wing,233,28821973,,university,,,,"POLYGON ((-111.93385 33.4168041, -111.9335526 33.4165565, -111.9338456 33.4163036, -111.9341477 33.4165515, -111.9341234 33.4165756, -111.9340868 33.4166037, -111.9339178 33.416744, -111.9339223 33.416777, -111.9339 33.4167598, -111.93385 33.4168041))","POINT (-111.93384956107488 33.41655406453744)",,1
RPF,234,30420690,,yes,,,,"POLYGON ((-111.9276011 33.4246792, -111.9276429 33.4246796, -111.9276431 33.4246646, -111.9277398 33.4246654, -111.9277392 33.4247234, -111.9277494 33.4247234, -111.9277471 33.4249233, -111.9277382 33.4249233, -111.9277374 33.4249924, -111.9276421 33.4249916, -111.9276425 33.4249567, -111.927598 33.4249563, -111.9275984 33.4249196, -111.9275778 33.4249194, -111.92758 33.4247285, -111.9276005 33.4247286, -111.9276011 33.4246792))","POINT (-111.9276676955351 33.42482538402904)",,1
SDFC Field,235,65014628,,,,park,,"POLYGON ((-111.9324208 33.4172806, -111.9323602 33.4172968, -111.9319748 33.4172846, -111.9314744 33.4173143, -111.9313659 33.4173203, -111.9309169 33.4172918, -111.9303338 33.4173133, -111.9302765 33.417278, -111.9302457 33.4161673, -111.9302606 33.416157, -111.9302595 33.4160519, -111.9303183 33.4160018, -111.9306062 33.4160148, -111.9308271 33.41599, -111.9311231 33.416019, -111.9314172 33.4160186, -111.9315759 33.4160424, -111.9321055 33.4160402, -111.9322307 33.416056, -111.9324168 33.4161266, -111.9325558 33.4162051, -111.932589 33.4162428, -111.9325979 33.4162805, -111.9325479 33.4165674, -111.9325468 33.4167212, -111.9325595 33.4168639, -111.9325817 33.4169713, -111.9325961 33.4170668, -111.9326006 33.417249, -111.9325659 33.4172785, -111.9324208 33.4172806))","POINT (-111.93139590271413 33.41666733813215)",,1
,236,256984984,,,,swimming_pool,,"POLYGON ((-111.934467 33.4237106, -111.9342492 33.4237117, -111.9342477 33.4235063, -111.9344656 33.4235052, -111.934467 33.4237106))","POINT (-111.93435737489992 33.423608442143426)",,1
,237,257009006,,,,pitch,,"POLYGON ((-111.9139147 33.4199681, -111.9137166 33.4199694, -111.9137137 33.4196595, -111.9139117 33.4196582, -111.9139147 33.4199681))","POINT (-111.91381417515908 33.419813813038594)",,1
,238,257051833,,yes,,,,"POLYGON ((-111.9404892 33.4253245, -111.9403777 33.4253278, -111.9403731 33.4251109, -111.9402337 33.4251129, -111.9401775 33.4251144, -111.9401675 33.4244855, -111.9405651 33.4244811, -111.9405677 33.4246482, -111.9405039 33.4246489, -111.9405058 33.4247684, -111.9403347 33.4247703, -111.9403354 33.4248147, -111.9404192 33.4248137, -111.940421 33.424923, -111.9405486 33.4249216, -111.9405497 33.4249855, -111.9403724 33.4249876, -111.9403729 33.4250222, -111.9404843 33.4250209, -111.9404892 33.4253245))","POINT (-111.94034898234219 33.4248239830247)",,1
,239,294237679,,commercial,,,,"POLYGON ((-111.9259457 33.4215143, -111.9257517 33.4215178, -111.9257499 33.4213704, -111.9257052 33.4213708, -111.9257061 33.421307, -111.925733 33.4213063, -111.9257309 33.4212245, -111.9257496 33.421224, -111.9257491 33.4212082, -111.9257644 33.4212079, -111.9257666 33.4211847, -111.9258968 33.421183, -111.9258993 33.4213711, -111.9259421 33.4213742, -111.9259457 33.4215143))","POINT (-111.92582847108655 33.421358646724265)",,1
,240,344754651,,industrial,,,,"POLYGON ((-111.9166593 33.4241872, -111.9165542 33.4241879, -111.9165535 33.4241073, -111.9166586 33.4241066, -111.9166593 33.4241872))","POINT (-111.9166064 33.424147250000004)",,1
,241,386277039,,roof,,,,"POLYGON ((-111.9204199 33.4226636, -111.9204203 33.4225561, -111.9201414 33.4225553, -111.920141 33.4226628, -111.9204199 33.4226636))","POINT (-111.92028065000001 33.422609449999996)",,1
,242,444109929,,yes,,,,"POLYGON ((-111.9036093 33.4226207, -111.9036048 33.4224213, -111.902844 33.4224333, -111.9028485 33.4226326, -111.9036093 33.4226207))","POINT (-111.90322668179097 33.42252697445137)",,1
,243,498353017,,school,,,,"POLYGON ((-111.9194752 33.4150575, -111.9190531 33.4150638, -111.9190557 33.4151889, -111.9190328 33.4151892, -111.9190343 33.4152551, -111.9190141 33.4152596, -111.9190185 33.415463, -111.919413 33.4154571, -111.9194127 33.4154411, -111.9194804 33.41544, -111.9194752 33.4150575))","POINT (-111.91925305210137 33.41526322783967)",,1
,244,544161315,,,parking,,,"POLYGON ((-111.9395501 33.4183695, -111.9393943 33.418371, -111.9393949 33.4184104, -111.9393951 33.4184285, -111.9395508 33.418427, -111.9395501 33.4183695))","POINT (-111.93947258768843 33.41839899621001)",,1
Hayden Flour Mill,245,544822355,,industrial,,,,"POLYGON ((-111.9397157 33.4291841, -111.9395461 33.4291851, -111.9395456 33.4291291, -111.9394854 33.4291295, -111.9394851 33.4290845, -111.9395541 33.4290841, -111.9395517 33.4288063, -111.9397124 33.4288054, -111.9397157 33.4291841))","POINT (-111.93962756106339 33.42900183957961)",,1
,246,552419477,,,fountain,,,"POLYGON ((-111.9379259 33.4156088, -111.9379321 33.4155921, -111.9379443 33.415578, -111.937963 33.4155669, -111.9379852 33.4155618, -111.938008 33.4155634, -111.9380289 33.4155714, -111.9380452 33.4155849, -111.938055 33.4156022, -111.9380572 33.4156212, -111.9380514 33.4156398, -111.9380398 33.4156543, -111.9380234 33.4156651, -111.9380037 33.415671, -111.9379828 33.4156715, -111.9379628 33.4156666, -111.9379456 33.4156567, -111.9379329 33.4156428, -111.9379261 33.4156262, -111.9379259 33.4156088))","POINT (-111.93799123389286 33.41561684839797)",,1
,247,588272039,,yes,,,,"POLYGON ((-111.9180447 33.4193681, -111.9180636 33.4192542, -111.9178533 33.4192299, -111.9178345 33.4193438, -111.9180447 33.4193681))","POINT (-111.91794902747759 33.41929899577189)",,1
,248,588904707,,apartments,,,,"POLYGON ((-111.9103364 33.4191628, -111.9103366 33.419131, -111.9103493 33.4191281, -111.9103496 33.4190727, -111.9103288 33.4190726, -111.910329 33.4190357, -111.91035 33.4190358, -111.9103501 33.4190022, -111.9103595 33.4190022, -111.9103602 33.4188648, -111.9101837 33.4188642, -111.9101827 33.4190731, -111.9101687 33.419073, -111.9101684 33.419133, -111.9101858 33.4191331, -111.9101856 33.4191622, -111.9103364 33.4191628))","POINT (-111.91026565855691 33.41901091631695)",,1
,249,592897280,,commercial,,,,"POLYGON ((-111.9226612 33.4165244, -111.9226629 33.4161476, -111.9225015 33.4161471, -111.9225019 33.4160612, -111.9221914 33.4160602, -111.9221908 33.4161952, -111.9224993 33.4161961, -111.9224979 33.4165239, -111.9226612 33.4165244))","POINT (-111.92248556365894 33.416251738742424)",,1
,250,634360028,,,parking,,,"POLYGON ((-111.9417533 33.4216607, -111.9418271 33.4216618, -111.9418246 33.4214049, -111.9417834 33.4213614, -111.9418082 33.4213139, -111.9417289 33.4212641, -111.9417053 33.4213188, -111.9415539 33.4213215, -111.941376 33.4213238, -111.9413794 33.4214616, -111.9414656 33.421464, -111.9414647 33.4215268, -111.9415904 33.421526, -111.9415869 33.4213567, -111.9417044 33.4214437, -111.9417527 33.4214024, -111.9417533 33.4216607))","POINT (-111.9416238322099 33.4214271091411)",,1
,251,708518754,,roof,,,,"POLYGON ((-111.9126779 33.4239348, -111.9126571 33.4239348, -111.9126567 33.4237395, -111.9126775 33.4237394, -111.9126779 33.4239348))","POINT (-111.91266730088697 33.42383712483761)",,1
,252,712504683,,,,swimming_pool,,"POLYGON ((-111.9225165 33.4341626, -111.9223945 33.4341633, -111.9223952 33.4342469, -111.9225172 33.4342462, -111.9225165 33.4341626))","POINT (-111.92245585 33.43420475)",,1
,253,712722132,,yes,,,,"POLYGON ((-111.9088246 33.4252203, -111.9088256 33.4253114, -111.908086 33.425317, -111.908085 33.4252259, -111.9088246 33.4252203))","POINT (-111.9084553 33.42526865)",,1
DSW,254,779360186,,yes,,,,"POLYGON ((-111.9037207 33.4304468, -111.9039921 33.4304368, -111.9039945 33.4303563, -111.9039961 33.4298287, -111.9036747 33.4298338, -111.9036733 33.4299598, -111.9037017 33.4299591, -111.9037207 33.4304468))","POINT (-111.90384863512122 33.430127580979935)",,1
,255,807369930,,commercial,,,,"POLYGON ((-111.9396562 33.4063241, -111.939203 33.4063301, -111.9392019 33.4062742, -111.939273 33.4062733, -111.9392689 33.4060631, -111.9396481 33.406058, -111.9396499 33.4061471, -111.9394298 33.4061501, -111.9394312 33.4062228, -111.9396542 33.4062198, -111.9396562 33.4063241))","POINT (-111.9394375796104 33.406200229570345)",,1
,256,813239966,,school,,,,"POLYGON ((-111.9250338 33.4056097, -111.9252581 33.4056082, -111.9252579 33.4054068, -111.9252554 33.405404, -111.9252553 33.4053931, -111.925036 33.4053932, -111.9250329 33.4053933, -111.9250338 33.4056097))","POINT (-111.92514547870331 33.4055010616804)",,1
,257,816364093,,terrace,,,,"POLYGON ((-111.9302452 33.4069903, -111.9302446 33.4069287, -111.930206 33.4069289, -111.9302055 33.4067863, -111.9302853 33.4067862, -111.9302862 33.4069269, -111.930287 33.40699, -111.9302452 33.4069903))","POINT (-111.9302494181076 33.40687626285008)",,1
Forever 21,258,870984049,,yes,,,,"POLYGON ((-111.9041459 33.4326418, -111.9040849 33.4323405, -111.9044799 33.4322849, -111.9045432 33.4325906, -111.9045329 33.432592, -111.9045364 33.4326093, -111.9041404 33.4326651, -111.9041359 33.4326432, -111.9041459 33.4326418))","POINT (-111.90431488309099 33.43247446450014)",,1
Mapei Corporation,259,872128672,,warehouse,,,,"POLYGON ((-111.9002609 33.4267867, -111.8997128 33.4267883, -111.8997117 33.4265154, -111.9002598 33.4265139, -111.9002609 33.4267867))","POINT (-111.89998628326028 33.426651075064065)",,1
,260,895304957,,yes,,,,"POLYGON ((-111.8985962 33.4062181, -111.898572 33.406254, -111.8986114 33.4062698, -111.8985856 33.406321, -111.8985413 33.4063041, -111.8985191 33.4063417, -111.8985319 33.4063459, -111.8985409 33.4064809, -111.8985902 33.406557, -111.8986354 33.406535, -111.8986664 33.4065842, -111.8986241 33.4066006, -111.8986434 33.4066384, -111.8987603 33.4065852, -111.8986257 33.4063841, -111.8986966 33.4062616, -111.8985962 33.4062181))","POINT (-111.89862561193473 33.40643448576242)",,1
,261,895311792,,yes,,,,"POLYGON ((-111.900926 33.406829, -111.901098 33.406829, -111.901098 33.406719, -111.900926 33.406719, -111.900926 33.406829))","POINT (-111.901012 33.406774)",,1
,262,895314139,,yes,,,,"POLYGON ((-111.90569 33.410389, -111.905893 33.410389, -111.905893 33.410274, -111.90569 33.410274, -111.90569 33.410389))","POINT (-111.90579150000002 33.410331500000005)",,1
,263,895314324,,yes,,,,"POLYGON ((-111.905325 33.41698, -111.905325 33.417085, -111.905386 33.417085, -111.905386 33.41698, -111.905325 33.41698))","POINT (-111.9053555 33.417032500000005)",,1
,264,895314364,,yes,,,,"POLYGON ((-111.900652 33.417049, -111.900652 33.417215, -111.900746 33.417215, -111.900746 33.417166, -111.900762 33.417166, -111.900762 33.417049, -111.900652 33.417049))","POINT (-111.90070489150835 33.41712937560082)",,1
,265,895332531,,yes,,,,"POLYGON ((-111.902597 33.414954, -111.902503 33.414954, -111.902503 33.41509, -111.902597 33.41509, -111.902597 33.414954))","POINT (-111.90254999999998 33.41502200000001)",,1
,266,895332891,,yes,,,,"POLYGON ((-111.898697 33.416436, -111.898842 33.416436, -111.898842 33.416346, -111.898697 33.416346, -111.898697 33.416436))","POINT (-111.8987695 33.416391)",,1
,267,895336401,,yes,,,,"POLYGON ((-111.89748 33.419726, -111.897433 33.419566, -111.897256 33.419603, -111.897303 33.419762, -111.89748 33.419726))","POINT (-111.89736808103206 33.41966421116194)",,1
,268,938172664,,yes,,,,"POLYGON ((-111.945864 33.410888, -111.946041 33.410888, -111.946041 33.410729, -111.945864 33.410729, -111.945864 33.410888))","POINT (-111.9459525 33.4108085)",,1
,269,938172791,,yes,,,,"POLYGON ((-111.946406 33.412331, -111.946593 33.412334, -111.946595 33.41224, -111.946408 33.412237, -111.946406 33.412331))","POINT (-111.94650049999998 33.412285499999996)",,1
,270,938173010,,yes,,,,"POLYGON ((-111.94481 33.413313, -111.94481 33.413447, -111.944954 33.413447, -111.944954 33.413313, -111.94481 33.413313))","POINT (-111.94488199999999 33.413380000000004)",,1
,271,938173050,,yes,,,,"POLYGON ((-111.947053 33.414478, -111.947055 33.414395, -111.946999 33.414394, -111.947 33.414341, -111.946879 33.414339, -111.946876 33.414475, -111.947053 33.414478))","POINT (-111.94695740863627 33.41441417488641)",,1
,272,938173612,,yes,,,,"POLYGON ((-111.944 33.420595, -111.943911 33.420595, -111.943911 33.420692, -111.944 33.420692, -111.944 33.420595))","POINT (-111.9439555 33.4206435)",,1
,273,938174163,,yes,,,,"POLYGON ((-111.94614 33.420201, -111.94599 33.420201, -111.94599 33.420291, -111.94614 33.420291, -111.94614 33.420201))","POINT (-111.946065 33.420246000000006)",,1
,274,938174357,,yes,,,,"POLYGON ((-111.947092 33.419716, -111.947092 33.419633, -111.946939 33.419633, -111.946939 33.419716, -111.947092 33.419716))","POINT (-111.94701549999999 33.4196745)",,1
,275,938174397,,yes,,,,"POLYGON ((-111.94952 33.421229, -111.94952 33.421352, -111.949487 33.421352, -111.949487 33.421431, -111.949562 33.421431, -111.949562 33.421325, -111.94967 33.421325, -111.94967 33.421229, -111.94952 33.421229))","POINT (-111.9495726807633 33.42131186432266)",,1
,276,938174947,,yes,,,,"POLYGON ((-111.950305 33.420163, -111.950305 33.420293, -111.950423 33.420293, -111.950423 33.420255, -111.95048 33.420255, -111.95048 33.420112, -111.950389 33.420112, -111.950389 33.420163, -111.950305 33.420163))","POINT (-111.95039516116951 33.42020739954412)",,1
,277,938175003,,yes,,,,"POLYGON ((-111.950075 33.418905, -111.950076 33.419075, -111.950186 33.419075, -111.950186 33.418988, -111.950263 33.418988, -111.950263 33.418905, -111.950075 33.418905))","POINT (-111.95015454842576 33.41897886174002)",,1
,278,938175883,,yes,,,,"POLYGON ((-111.951169 33.416154, -111.951027 33.416154, -111.951027 33.416255, -111.951121 33.416255, -111.951121 33.416297, -111.951169 33.416297, -111.951169 33.416154))","POINT (-111.95110379239516 33.41621331183518)",,1
,279,938176023,,yes,,,,"POLYGON ((-111.947087 33.418968, -111.946939 33.418968, -111.946939 33.419049, -111.947087 33.419049, -111.947087 33.418968))","POINT (-111.947013 33.419008500000004)",,1
,280,938177246,,yes,,,,"POLYGON ((-111.940856 33.420636, -111.940717 33.420636, -111.940717 33.420737, -111.940856 33.420737, -111.940856 33.420636))","POINT (-111.94078649999999 33.4206865)",,1
