o_zone_id,d_zone_id,dist_km,volume
1.0,1.0,0.0,0.0
1.0,2.0,5.31454548138804,771.0215969494685
1.0,3.0,3.5082035876651037,1179.7550873912337
1.0,4.0,5.1808316054300265,487.3954947814819
1.0,5.0,5.615985141645255,274.97562847366703
1.0,6.0,3.9124392307915983,591.2580818595503
1.0,7.0,8.992619707302303,1455.9391121878577
1.0,8.0,5.837591968542459,448.49938814020146
1.0,9.0,5.908795403782268,179.5018549175541
1.0,10.0,6.903808276776547,397.08352183242437
1.0,11.0,5.926003162590101,633.9993140529193
1.0,12.0,5.530860144983148,2618.154386518047
1.0,13.0,10.898425156551703,1442.8591179820762
1.0,14.0,7.030164393687036,754.427243956634
1.0,15.0,8.964279762531653,518.0847205154822
1.0,16.0,7.3122247254257395,735.2912506372415
1.0,17.0,7.726501713611969,364.85974515883856
1.0,18.0,11.326180306781277,1532.5160070768125
1.0,19.0,9.811879145913903,511.3227970707388
1.0,20.0,12.698497674208166,620.8113972203926
1.0,21.0,11.149015404243976,261.37477678851184
1.0,22.0,9.77718940569174,257.64914037344624
1.0,23.0,9.052192722621983,807.9615559610321
1.0,24.0,11.65617641892094,855.2587801543858
2.0,1.0,5.31454548138804,0.0
2.0,2.0,0.0,0.0
2.0,3.0,7.297526026337316,0.0
2.0,4.0,6.13124901871941,0.0
2.0,5.0,5.811554739993931,0.0
2.0,6.0,2.7291757474200216,0.0
2.0,7.0,6.154320140187937,0.0
2.0,8.0,5.175504976946721,0.0
2.0,9.0,6.480986944335164,0.0
2.0,10.0,6.968445434353979,0.0
2.0,11.0,7.239391802066616,0.0
2.0,12.0,9.258796729618277,0.0
2.0,13.0,13.57604894511162,0.0
2.0,14.0,8.807484069823634,0.0
2.0,15.0,9.304068028136271,0.0
2.0,16.0,6.481105450714845,0.0
2.0,17.0,7.185053314543002,0.0
2.0,18.0,9.710754745316196,0.0
2.0,19.0,9.123067059595405,0.0
2.0,20.0,12.58249486834504,0.0
2.0,21.0,11.960077297777955,0.0
2.0,22.0,10.114366954879259,0.0
2.0,23.0,11.418726892331186,0.0
2.0,24.0,12.699072039701601,0.0
3.0,1.0,3.5082035876651037,892.1328257500138
3.0,2.0,7.297526026337316,391.1283510542302
3.0,3.0,0.0,0.0
3.0,4.0,3.2673281960182963,405.54199310648727
3.0,5.0,4.0434530556246955,218.81837023169464
3.0,6.0,4.787910125761916,344.50161513092525
3.0,7.0,8.345003934355587,1028.776717918331
3.0,8.0,4.7757023221364125,334.32147841906385
3.0,9.0,3.908577850729677,150.8137178501036
3.0,10.0,4.884401365927412,333.96024867872444
3.0,11.0,3.3750388397643105,571.7164188016736
3.0,12.0,2.0990711481938784,2652.5578518863676
3.0,13.0,7.391241513014744,1458.4065466543932
3.0,14.0,3.921193679280485,728.9508228043346
3.0,15.0,6.331578291690523,469.88255350303785
3.0,16.0,5.765259202923401,582.2297552645574
3.0,17.0,5.870054225027737,300.3413488964441
3.0,18.0,9.519539359912537,1251.2847565670456
3.0,19.0,7.643648728574151,437.1408933611627
3.0,20.0,9.953180150698852,569.7176940331433
3.0,21.0,8.089102534195446,249.71218750126687
3.0,22.0,7.045993284676898,236.43077756972187
3.0,23.0,5.596684969612124,812.9961166446969
3.0,24.0,8.481770306084046,828.6369583725766
4.0,1.0,5.1808316054300265,306.9436407380424
4.0,2.0,6.13124901871941,192.97297944994756
4.0,3.0,3.2673281960182963,337.73440173344994
4.0,4.0,0.0,0.0
4.0,5.0,0.8137772732810049,143.18465572960162
4.0,6.0,3.4483687806367116,174.16546838057562
4.0,7.0,5.1709654248397525,653.7232707583076
4.0,8.0,1.702245123838219,212.16191481908152
4.0,9.0,0.736565382774139,98.11705119202225
4.0,10.0,1.758280079667927,213.26780944096365
4.0,11.0,1.1094926797834836,329.02539974067713
4.0,12.0,4.1756857671941665,863.2289968674696
4.0,13.0,7.469070079857863,615.1689216194055
4.0,14.0,2.6764897080810974,364.6442628907583
4.0,15.0,3.832670153673226,274.91661432279835
4.0,16.0,2.500893592726754,376.78161350312234
4.0,17.0,2.6845557538226643,192.28190265065385
4.0,18.0,6.371248801688583,791.378579682238
4.0,19.0,4.669369775564442,271.11104050405294
4.0,20.0,7.5531408513229605,327.81321097821376
4.0,21.0,6.2460649937659465,134.12249727906402
4.0,22.0,4.66797607219823,136.0422982927158
4.0,23.0,5.299413410761154,359.5890665019352
4.0,24.0,6.880077156864927,431.62440292490237
5.0,1.0,5.615985141645255,170.3094161774858
5.0,2.0,5.811554739993931,117.80529520583552
5.0,3.0,4.0434530556246955,179.22169291849846
5.0,4.0,0.8137772732810049,140.81982714479784
5.0,5.0,0.0,0.0
5.0,6.0,3.254797639234149,104.69591813503762
5.0,7.0,4.357787473847286,425.0541432542019
5.0,8.0,0.9358946642535285,138.33309214644325
5.0,9.0,0.6836115135724525,57.98917165325487
5.0,10.0,1.35746635366494,132.04103550868777
5.0,11.0,1.6175042233250496,179.86373607112523
5.0,12.0,4.978780604502915,456.90288099996843
5.0,13.0,7.947895713919932,339.627100964361
5.0,14.0,3.1377864175961654,201.3595614776877
5.0,15.0,3.6853877657348924,164.2610492128134
5.0,16.0,1.7822660668066859,242.9660743324522
5.0,17.0,2.111055279082499,121.55894438588089
5.0,18.0,5.757501432215764,501.38931139524857
5.0,19.0,4.208478068344843,168.57592850975863
5.0,20.0,7.316421031271825,198.00395215246746
5.0,21.0,6.254188337816167,78.55649261496686
5.0,22.0,4.529660008999245,81.18008395201554
5.0,23.0,5.771267578508175,198.60294181508567
5.0,24.0,6.948876405375672,250.88234997192575
6.0,1.0,3.9124392307915983,474.52829822799475
6.0,2.0,2.7291757474200216,391.98435034331345
6.0,3.0,4.787910125761916,365.6273106875662
6.0,4.0,3.4483687806367116,221.95756349755058
6.0,5.0,3.254797639234149,135.66578099076511
6.0,6.0,0.0,0.0
6.0,7.0,5.230877514103355,853.3018039128203
6.0,8.0,2.844234331117766,240.00191283246963
6.0,9.0,3.8853013650279338,84.74410907801517
6.0,10.0,4.540149764275044,195.4754896690886
6.0,11.0,4.556577937502113,275.3158087859505
6.0,12.0,6.632076746486692,831.5736572659908
6.0,13.0,10.855676392466183,529.4796446130681
6.0,14.0,6.113005454989853,309.1236385937885
6.0,15.0,6.907524844854788,244.81638044537598
6.0,16.0,4.357447255478346,390.03388878210075
6.0,17.0,4.988306609296663,188.14977273145612
6.0,18.0,8.13429501143924,833.8592788149543
6.0,19.0,7.0854126800908155,262.70813786216644
6.0,20.0,10.423743051429096,300.95061863200675
6.0,21.0,9.50680769192959,117.13297297924494
6.0,22.0,7.745452085126199,121.30856826539082
6.0,23.0,8.705806575047726,307.9928004182724
6.0,24.0,10.203090338404195,374.2682125706499
7.0,1.0,8.992619707302303,1228.0303893264593
7.0,2.0,6.154320140187937,1243.9147305675813
7.0,3.0,8.345003934355587,1147.4912108920494
7.0,4.0,5.1709654248397525,875.5535564716755
7.0,5.0,4.357787473847286,578.8495475082308
7.0,6.0,5.230877514103355,896.7750948280094
7.0,7.0,0.0,0.0
7.0,8.0,3.570177626965902,1074.0180728931582
7.0,9.0,4.7314780992040815,373.8925354165994
7.0,10.0,4.149426983412793,1009.9401589751806
7.0,11.0,5.673755134849363,1174.3535638022574
7.0,12.0,9.294549095891027,2926.136526867657
7.0,13.0,11.08744440654955,2528.3379142645854
7.0,14.0,6.772404084790735,1398.1975222431165
7.0,15.0,5.371440807978124,1460.9318519612962
7.0,16.0,2.9803079988797174,2288.31637000223
7.0,17.0,3.4153111762114308,1130.760810257653
7.0,18.0,3.7956627723440337,7096.192753286655
7.0,19.0,4.126201549205797,1878.4324853911971
7.0,20.0,7.3921087376040235,2162.593209523275
7.0,21.0,7.740779546950102,718.3766766383029
7.0,22.0,5.882194647873646,753.9863745062046
7.0,23.0,9.063735670650749,1447.5068900759493
7.0,24.0,8.567683990505516,2257.411754300687
8.0,1.0,5.837591968542459,291.19296258023286
8.0,2.0,5.175504976946721,224.5248753297926
8.0,3.0,4.7757023221364125,287.04212605732334
8.0,4.0,1.702245123838219,218.73048543486692
8.0,5.0,0.9358946642535285,145.01089999979772
8.0,6.0,2.844234331117766,194.15505255297228
8.0,7.0,3.570177626965902,826.73192449779
8.0,8.0,0.0,0.0
8.0,9.0,1.5607745590723763,90.04010903839928
8.0,10.0,1.794803328384756,218.79511199986788
8.0,11.0,2.5401199577438467,279.80479690316616
8.0,12.0,5.874680805825141,717.2086001067365
8.0,13.0,8.806610335562446,536.2365483411756
8.0,14.0,4.0194895553354,316.1101973389886
8.0,15.0,4.135667029962198,272.6443113226447
8.0,16.0,1.5509874255928278,440.7817741195854
8.0,17.0,2.145794104570977,212.7676897001047
8.0,18.0,5.515221634094156,909.0899611564486
8.0,19.0,4.259379005191142,294.50204277082673
8.0,20.0,7.580801799278302,336.7898483979277
8.0,21.0,6.785246446914973,129.18801487515478
8.0,22.0,4.957660857076795,135.18186721923408
8.0,23.0,6.634905478419526,313.15303069503364
8.0,24.0,7.524975457902441,410.31776956192823
9.0,1.0,5.908795403782268,105.88816684531908
9.0,2.0,6.480986944335164,69.847294892334
9.0,3.0,3.908577850729677,117.64722146337806
9.0,4.0,0.736565382774139,91.90641943361496
9.0,5.0,0.6836115135724525,55.2307495573237
9.0,6.0,3.8853013650279338,62.28779842793855
9.0,7.0,4.7314780992040815,261.4925875789804
9.0,8.0,1.5607745590723763,81.8079445859392
9.0,9.0,0.00013425878593145295,48.27096826843168
9.0,10.0,1.0246995835565882,89.25221723612675
9.0,11.0,0.9976692883349559,126.45700719465025
9.0,12.0,4.5660056187120475,310.682625071295
9.0,13.0,7.269252024508261,238.62786657082594
9.0,14.0,2.4650674148512364,141.80620474443432
9.0,15.0,3.1588158038099694,113.42112245557009
9.0,16.0,1.889087640111345,154.53450307563722
9.0,17.0,1.9754005161749222,79.85495661180737
9.0,18.0,5.65750313732325,327.6126182073842
9.0,19.0,3.9328813318584053,112.66716472924402
9.0,20.0,6.856726228771804,135.35839875201478
9.0,21.0,5.656882104228439,54.65786089195851
9.0,22.0,4.00157632787595,56.03083699670501
9.0,23.0,5.0933635658382475,139.62881988112122
9.0,24.0,6.328578256001914,175.02864652796532
10.0,1.0,6.903808276776547,237.03094000410965
10.0,2.0,6.968445434353979,166.70236172568175
10.0,3.0,4.884401365927412,263.6211734797725
10.0,4.0,1.758280079667927,202.14888595904534
10.0,5.0,1.35746635366494,127.25874571161795
10.0,6.0,4.540149764275044,145.3886343269857
10.0,7.0,4.149426983412793,714.7479432414531
10.0,8.0,1.794803328384756,201.16006583927265
10.0,9.0,1.0246995835565882,90.31579280266396
10.0,10.0,0.0,0.0
10.0,11.0,1.6446360027412938,293.4287386033207
10.0,12.0,5.315371153163269,716.8502998783079
10.0,13.0,7.230687510711674,608.5393007641386
10.0,14.0,2.6386688289099984,351.79677644068136
10.0,15.0,2.3680821889617434,319.07832016251666
10.0,16.0,1.1691333803261676,432.6265009939376
10.0,17.0,0.9931164605081838,231.85051610940582
10.0,18.0,4.646302472713823,945.2544490296817
10.0,19.0,2.9154173494029347,325.99422455596346
10.0,20.0,5.959534661888806,384.67228500205186
10.0,21.0,4.997172500645946,150.81044538854212
10.0,22.0,3.205417375603397,157.523247909682
10.0,23.0,5.097508106146101,354.1667863599107
10.0,24.0,5.73077234080177,479.03356571125687
11.0,1.0,5.926003162590101,369.3454139556663
11.0,2.0,7.239391802066616,221.92461817004022
11.0,3.0,3.3750388397643105,440.4401754343989
11.0,4.0,1.1094926797834836,304.36605740486544
11.0,5.0,1.6175042233250496,169.17768437002525
11.0,6.0,4.556577937502113,199.84350870090373
11.0,7.0,5.673755134849363,811.1046512118257
11.0,8.0,2.5401199577438467,251.06146488950822
11.0,9.0,0.9976692883349559,124.88444071822477
11.0,10.0,1.6446360027412938,286.3672808979643
